time,open,high,low,close,Volume
2006-06-21,0.99408278,0.99449126,0.98291134,0.9842741,1523200.0
2006-06-22,0.98086678,0.98263932,0.95062465,0.96110338,13612800.0
2006-06-23,0.95702776,0.97487389,0.9465377,0.95825363,3411200.0
2006-06-26,0.96043334,0.96724492,0.95362175,0.96179565,3622400.0
2006-06-27,0.96315797,0.96315797,0.92583049,0.92583049,6393600.0
2006-06-28,0.92978143,0.93918119,0.91847398,0.9371375,6374400.0
2006-06-29,0.94885342,0.99381031,0.94449445,0.99381031,11289600.0
2006-06-30,1.00130284,1.00130284,0.98332026,0.9842741,15168000.0
2006-07-03,0.99176662,0.99653451,0.98985938,0.99571756,2380800.0
2006-07-05,0.97746251,0.97787099,0.95375777,0.95648283,9900800.0
2006-07-06,0.96111471,0.96860724,0.94749154,0.95089712,5369600.0
2006-07-07,0.93386838,0.95225943,0.92433216,0.93005389,4588800.0
2006-07-10,0.93863627,0.94228204,0.90648559,0.91465949,7987200.0
2006-07-11,0.90784791,0.93223316,0.90130879,0.92964498,10604800.0
2006-07-12,0.92392325,0.92637542,0.88818172,0.89286242,14598400.0
2006-07-13,0.89708582,0.89708582,0.86234653,0.86439022,26745600.0
2006-07-14,0.86098421,0.8630279,0.83782482,0.84667967,13856000.0
2006-07-17,0.85349125,0.85825958,0.83973207,0.85076705,9868800.0
2006-07-18,0.85825958,0.86096372,0.82692629,0.85553494,26054400.0
2006-07-19,0.85349125,0.88645975,0.85298076,0.87406245,16940800.0
2006-07-20,0.8841436,0.8841436,0.84940474,0.85022213,12019200.0
2006-07-21,0.8355091,0.84463641,0.82992339,0.83101324,18630400.0
2006-07-24,0.83768881,0.86452623,0.83768881,0.86166559,15334400.0
2006-07-25,0.86575254,0.88005664,0.85512647,0.87011326,21683200.0
2006-07-26,0.86643348,0.8853699,0.85553494,0.87188274,23500800.0
2006-07-27,0.89027424,0.8923175,0.85553494,0.8630279,12038400.0
2006-07-28,0.87256412,0.8974943,0.86711616,0.8974943,6752000.0
2006-07-31,0.89095518,0.90525972,0.88482497,0.89572351,9958400.0
2006-08-01,0.8793757,0.8793757,0.85553625,0.86507116,15609600.0
2006-08-02,0.87528875,0.89504213,0.87324506,0.88101048,13939200.0
2006-08-03,0.86575254,0.90457835,0.86507116,0.89572351,19961600.0
2006-08-04,0.91234377,0.91956383,0.87065688,0.88754917,18816000.0
2006-08-07,0.88141896,0.88482497,0.86847717,0.87678708,17017600.0
2006-08-08,0.88005664,0.88550591,0.85689726,0.86575254,28838400.0
2006-08-09,0.87746846,0.90185371,0.86234653,0.86534362,28825600.0
2006-08-10,0.866025,0.88305374,0.85689726,0.87637861,23283200.0
2006-08-11,0.86779579,0.87256412,0.85894095,0.86779579,13350400.0
2006-08-14,0.87855831,0.89912908,0.87351752,0.87569723,19321600.0
2006-08-15,0.90444233,0.933187,0.89218148,0.92133506,22054400.0
2006-08-16,0.933187,0.96612804,0.9277652,0.96520166,31040000.0
