time,open,high,low,close,Volume
2022-01-04,17.12318917,17.12318917,16.94075678,16.95348462,224775.0
2022-01-05,16.97809178,16.9789403,16.69044256,16.69044256,12287.0
2022-01-06,16.47831187,16.66498688,16.47831187,16.66498688,27970.0
2022-01-07,16.52073801,16.68195734,16.46134142,16.62256074,58344.0
2022-01-10,16.57164938,16.5801346,16.49528233,16.57750418,20404.0
2022-01-11,16.54619369,16.79226529,16.54619369,16.76663991,20841.0
2022-01-12,17.01203269,17.02136644,16.97045507,16.97045507,10417.0
2022-01-13,16.96264866,16.9789403,16.83409746,16.83409746,34660.0
2022-01-14,16.80075052,16.86014711,16.15587323,16.76680961,22219.0
2022-01-18,16.5801346,16.60559029,16.54619369,16.54619369,4796.0
2022-01-19,16.5801346,16.5801346,16.42112144,16.46982665,462325.0
2022-01-20,16.47831187,16.55467892,16.45285619,16.4867971,54079.0
2022-01-21,16.3934596,16.4867971,16.33406301,16.42740051,48819.0
2022-01-24,16.30860732,16.42740051,16.21951243,16.35951869,13630.0
2022-01-25,16.20678459,16.37648914,16.20678459,16.34263309,6239.0
2022-01-26,16.29163687,16.47831187,16.16435846,16.16435846,95216.0
2022-01-27,16.16435846,16.67652679,16.07517871,16.07517871,3538.0
2022-01-28,16.09647664,16.32557778,16.09647664,16.31709255,9321.0
2022-01-31,16.33406301,16.50376756,16.29511581,16.43588574,8436.0
2022-02-01,16.41891528,16.54619369,16.41891528,16.45285619,2270.0
2022-02-02,16.4867971,16.6395312,16.46134142,16.51225278,5057.0
2022-02-03,16.54619369,16.54619369,16.28315164,16.28315164,3441.0
2022-02-04,16.29163687,16.35103346,16.12193232,16.13041755,117512.0
2022-02-07,16.12193232,16.26618119,16.12193232,16.17284368,2874.0
2022-02-08,16.11344709,16.36791906,16.11344709,16.19829937,23626.0
2022-02-09,16.23224028,16.40194483,16.23224028,16.34254823,43387.0
2022-02-10,16.33406301,16.3934596,16.12193232,16.12193232,19614.0
2022-02-11,16.13890277,16.15332766,16.12193232,16.15332766,7700.0
2022-02-14,16.03708004,16.06253573,16.03708004,16.06253573,2463.0
2022-02-15,15.95222777,16.0709361,15.9013164,16.02859481,34899.0
2022-02-16,15.95222777,16.06253573,15.93949993,16.0540505,7869.0
2022-02-17,16.01162436,16.34254823,16.01153951,16.04556527,14053.0
2022-02-18,15.95647038,16.02859481,15.95647038,16.01162436,2434.0
2022-02-22,15.95222777,16.0540505,15.9013164,15.97768345,64294.0
2022-02-23,15.98616868,15.98616868,15.76860744,15.76860744,11984.0
2022-02-24,15.71039878,15.74858231,15.69767094,15.72134473,3282.0
2022-02-25,15.79949367,15.98616868,15.79949367,15.95222777,13929.0
2022-02-28,15.86737549,16.13007814,15.86737549,16.13007814,8981.0
2022-03-01,16.29163687,16.35103346,16.01162436,16.35103346,25978.0
2022-03-02,16.37648914,16.6564168,16.37648914,16.55060601,24169.0
2022-03-03,16.36800392,16.47831187,16.29163687,16.29163687,5002.0
2022-03-04,16.18981414,16.33576005,16.18981414,16.33576005,2589.0
2022-03-07,16.49528233,16.52922324,16.33406301,16.40135086,5055.0
2022-03-08,16.33406301,16.46134142,16.33406301,16.36808877,2838.0
2022-03-09,16.3934596,16.3934596,16.26618119,16.26618119,13947.0
2022-03-10,16.0540505,16.07950618,15.9946539,16.02010959,14451.0
2022-03-11,16.02859481,16.02859481,15.96071299,15.97768345,14348.0
