time,open,high,low,close,Volume
2003-09-26,48.95313327,49.16910298,48.95313327,49.16910298,11800.0
2003-09-29,49.09230895,49.09711308,49.00113134,49.03472183,13600.0
2003-09-30,49.09711308,49.30828825,49.09230895,49.28908615,62600.0
2003-10-01,49.26029019,49.31308278,49.24109768,49.26508471,66300.0
2003-10-02,49.04911981,49.26508471,48.9579278,49.18830508,68900.0
2003-10-03,48.97712991,48.97712991,48.80915347,48.8331501,64500.0
2003-10-06,48.78035751,48.94833874,48.761165,48.90513521,28700.0
2003-10-07,48.92433731,48.92433731,48.65557501,48.73716357,13000.0
2003-10-08,48.70837241,48.97712991,48.60758174,48.85714674,42700.0
2003-10-09,48.66037434,48.71316693,48.52119866,48.68437097,35900.0
2003-10-10,48.79955002,48.97712991,48.79955002,48.95313327,13500.0
2003-10-13,48.95313327,49.00113134,48.73716357,48.73716357,23700.0
2003-10-14,48.68437097,48.75636087,48.54039117,48.64118183,54300.0
2003-10-15,48.55958368,48.58838924,48.42520253,48.52119866,23100.0
2003-10-16,48.66037434,48.73716357,48.25723089,48.39161204,62300.0
2003-10-17,48.4923931,48.62197972,48.35321742,48.62197972,55600.0
2003-10-20,48.54039117,48.69876895,48.54039117,48.59318376,12900.0
2003-10-21,48.66037434,48.82355145,48.66037434,48.6891703,49000.0
2003-10-22,48.8331501,48.92913664,48.71796146,48.90513521,25400.0
2003-10-23,48.87634404,48.89074202,48.78515204,48.78515204,20700.0
2003-10-24,48.85714674,49.02511837,48.85714674,49.02511837,28200.0
2003-10-27,48.97232578,49.01072519,48.85714674,48.92913664,35400.0
2003-10-28,48.85714674,49.12111451,48.85714674,49.12111451,16600.0
2003-10-29,48.99152789,49.00113134,48.90513521,48.90513521,71700.0
2003-10-30,48.85234261,48.93394076,48.84754808,48.90513521,17300.0
2003-10-31,48.90513521,48.90513521,48.66516887,48.82835558,31000.0
2003-11-03,48.80360768,48.84695441,48.74099573,48.74099573,56659.0
2003-11-04,48.86140333,48.92401528,48.83731699,48.83731699,26841.0
