time,open,high,low,close
2019-05-31,276.2,277.12,275.24,275.27
2019-06-03,275.31,276.5521,273.09,274.57
2019-06-04,277.12,280.68,276.62,280.53
2019-06-05,282.33,282.99,280.32,282.96
2019-06-06,283.29,285.55,282.57,284.8
2019-06-07,285.93,288.85,285.74,287.65
2019-06-10,289.37,290.82,288.8734,288.97
2019-06-11,290.99,291.4,288.1805,288.9
2019-06-12,288.64,289.26,287.815,288.39
2019-06-13,289.4,289.98,288.62,289.58
2019-06-14,289.26,289.93,288.41,289.26
2019-06-17,289.52,290.22,289.18,289.37
2019-06-18,291.39,293.57,290.99,292.4
2019-06-19,292.55,293.65,291.47,293.06
2019-06-20,296.04,296.3093,293.1255,295.86
2019-06-21,294.13,295.52,293.76,294
2019-06-24,294.23,294.58,293.47,293.64
2019-06-25,293.7,293.73,290.64,290.76
2019-06-26,291.75,292.31,290.345,290.47
2019-06-27,291.31,292.06,290.89,291.5
2019-06-28,292.58,293.55,292.01,293
2019-07-01,296.68,296.92,294.33,295.66
2019-07-02,295.61,296.49,294.68,296.43
2019-07-03,297.18,298.82,297.02,298.8
2019-07-05,297.44,298.64,296.01,298.46
2019-07-08,297.01,298.2579,296.22,296.82
2019-07-09,295.54,297.52,295.48,297.19
2019-07-10,298.37,299.66,297.78,298.61
2019-07-11,299.32,299.58,298.2,299.31
2019-07-12,299.85,300.73,299.51,300.65
2019-07-15,301.13,301.13,300.19,300.75
2019-07-16,300.65,300.88,299.44,299.71
2019-07-17,299.75,299.93,297.74,297.74
2019-07-18,297.19,299.25,296.7,298.83
2019-07-19,300.04,300.07,296.96,297.17
2019-07-22,297.61,298.5,297.04,297.9
2019-07-23,299.14,300.03,298.22,300.03
2019-07-24,299.19,301.44,299.09,301.44
2019-07-25,300.94,301,299.11,300
2019-07-26,300.76,302.23,300.62,302.01
2019-07-29,301.88,301.93,300.85,301.46
2019-07-30,299.91,301.17,299.49,300.72
2019-07-31,300.99,301.2,295.2,297.43
2019-08-01,297.6,300.87,293.96,294.84
2019-08-02,293.85,294.12,290.9,292.62
2019-08-05,288.09,288.21,281.72,283.82
2019-08-06,285.91,288.04,284.28,287.8
2019-08-07,284.4,288.82,282.04,287.97
2019-08-08,289.62,293.62,289.01,293.62
2019-08-09,292.58,293.24,289.65,291.62
2019-08-12,289.96,291.6052,287.02,288.07
2019-08-13,287.74,294.15,287.36,292.55
2019-08-14,288.07,288.74,283.76,283.9
2019-08-15,284.88,285.64,282.39,284.65
2019-08-16,286.48,289.33,284.7138,288.85
2019-08-19,292.19,293.08,291.44,292.33
2019-08-20,291.77,292.36,289.95,290.09
2019-08-21,292.48,292.86,291.72,292.45
2019-08-22,293.23,293.93,290.4,292.36
2019-08-23,290.92,292.76,283.47,284.85
2019-08-26,287.27,288,285.58,288
2019-08-27,289.54,289.95,286.03,286.87
2019-08-28,286.14,289.07,285.25,288.89
2019-08-29,291.72,293.16,290.61,292.58
2019-08-30,294.22,294.2399,291.42,292.45
2019-09-03,290.57,291.58,289.27,290.74
2019-09-04,293.14,294.055,292.31,294.04
2019-09-05,296.79,298.83,296.64,297.82
2019-09-06,298.17,298.76,297.42,298.05
2019-09-09,299.14,299.24,297.16,298.2
2019-09-10,297.36,298.2,295.97,298.13
2019-09-11,298.47,300.34,297.75,300.25
2019-09-12,301.25,302.46,300.41,301.29
2019-09-13,301.78,302.17,300.68,301.09
2019-09-16,299.84,301.1378,299.45,300.16
2019-09-17,299.94,301.02,299.75,300.92
2019-09-18,300.49,301.22,298.24,301.1
2019-09-19,301.53,302.63,300.7103,301.08
2019-09-20,300.36,300.67,297.41,298.28
2019-09-23,297.55,299,297.27,298.21
2019-09-24,299.41,299.84,294.81,295.87
2019-09-25,295.96,298.11,294.33,297.62
2019-09-26,297.63,297.86,295.45,297
2019-09-27,297.83,297.9465,293.69,295.4
2019-09-30,295.97,297.55,295.92,296.77
2019-10-01,297.74,298.455,293,293.24
2019-10-02,291.5,291.51,286.64,288.06
2019-10-03,287.81,290.45,284.82,290.42
2019-10-04,291.14,294.63,290.82,294.35
2019-10-07,293.47,295.26,292.77,293.08
2019-10-08,291.04,291.85,288.49,288.53
2019-10-09,290.75,292.3,288.6559,291.27
2019-10-10,291.18,294.21,291,293.24
2019-10-11,296.27,298.74,296.1448,296.28
2019-10-14,295.93,296.67,295.57,295.95
2019-10-15,297.1,299.7,296.97,298.88
2019-10-16,298.37,299.16,297.92,298.4
2019-10-17,299.68,300.24,298.515,299.28
2019-10-18,298.69,299.395,296.99,297.97
2019-10-21,299.42,300.21,298.935,299.99
2019-10-22,300.58,300.9,298.91,299.01
2019-10-23,298.73,299.94,298.495,299.88
2019-10-24,300.91,301.07,299.4601,300.37
2019-10-25,299.74,302.2,299.6806,301.6
2019-10-28,302.94,303.85,302.91,303.3
2019-10-29,303,304.23,302.86,303.21
2019-10-30,303.43,304.55,301.99,304.14
2019-10-31,304.13,304.13,301.73,303.33
2019-11-01,304.92,306.19,304.74,306.14
2019-11-04,307.85,308,306.96,307.37
2019-11-05,307.59,307.9195,306.71,307.03
2019-11-06,307.03,307.4,306.06,307.1
2019-11-07,308.57,309.65,307.66,308.18
2019-11-08,307.8,309.0036,307.03,308.94
2019-11-11,307.42,308.54,307.27,308.35
2019-11-12,308.75,309.99,308.15,309
2019-11-13,307.91,309.54,307.66,309.1
2019-11-14,308.79,309.64,308.09,309.55
2019-11-15,311.02,311.84,310.26,311.79
2019-11-18,311.53,312.28,311.03,312.02
2019-11-19,312.68,312.69,311.22,311.93
2019-11-20,311.28,311.85,309.06,310.77
2019-11-21,310.89,311.01,309.39,310.27
2019-11-22,311.09,311.24,309.85,310.96
2019-11-25,311.98,313.37,311.98,313.37
2019-11-26,313.41,314.28,313.06,314.08
2019-11-27,314.61,315.48,314.37,315.48
2019-11-29,314.86,315.13,314.06,314.31
2019-12-02,314.59,314.66,311.17,311.64
2019-12-03,308.65,309.64,307.13,309.55
2019-12-04,310.7,312.12,310.32,311.46
2019-12-05,312.23,312.25,310.58,312.02
2019-12-06,314.12,315.31,314.11,314.87
2019-12-09,314.44,315.18,313.8,313.88
2019-12-10,313.82,314.55,312.81,313.53
2019-12-11,314.03,314.7,313.4393,314.42
2019-12-12,314.43,317.99,314.17,317.13
2019-12-13,316.87,318.67,316.02,317.32
2019-12-16,319.22,320.15,319.17,319.5
2019-12-17,319.92,320.25,319.48,319.57
2019-12-18,320,320.25,319.53,319.59
2019-12-19,319.8,320.98,319.5246,320.9
2019-12-20,320.46,321.9742,319.3873,320.73
2019-12-23,321.59,321.65,321.06,321.22
2019-12-24,321.47,321.52,320.9,321.23
2019-12-26,321.65,322.95,321.64,322.94
2019-12-27,323.74,323.8,322.28,322.86
2019-12-30,322.95,323.1,320.55,321.08
2019-12-31,320.53,322.13,320.15,321.86
2020-01-02,323.54,324.89,322.53,324.87
2020-01-03,321.16,323.64,321.1,322.41
2020-01-06,320.49,323.73,320.36,323.64
2020-01-07,323.02,323.54,322.24,322.73
2020-01-08,322.94,325.78,322.67,324.45
2020-01-09,326.16,326.73,325.52,326.65
2020-01-10,327.2899,327.46,325.2,325.71
2020-01-13,326.39,327.96,325.92,327.95
2020-01-14,327.47,328.62,326.844,327.45
2020-01-15,327.35,329.02,327.26,328.19
2020-01-16,329.7,330.92,329.45,330.92
2020-01-17,331.7,332.18,330.8539,331.95
2020-01-21,330.9,332.18,330.82,331.3
2020-01-22,332.24,332.95,331.17,331.34
2020-01-23,330.63,332.1682,329.41,331.72
2020-01-24,332.44,332.53,327.36,328.77
2020-01-27,323.03,325.12,322.66,323.5
2020-01-28,325.06,327.85,323.6038,326.89
2020-01-29,328.38,328.63,326.4,326.62
2020-01-30,324.36,327.91,323.54,327.68
2020-01-31,327,327.17,320.73,321.73
2020-02-03,323.35,326.16,323.22,324.12
2020-02-04,328.07,330.01,327.72,329.06
2020-02-05,332.27,333.09,330.67,332.86
2020-02-06,333.91,334.19,332.8,333.98
2020-02-07,332.82,333.9941,331.6,332.2
2020-02-10,331.23,334.75,331.19,334.68
2020-02-11,336.16,337.02,334.684,335.26
2020-02-12,336.83,337.65,336.43,337.42
2020-02-13,335.8621,338.12,335.56,337.06
2020-02-14,337.51,337.73,336.2,337.6
2020-02-18,336.51,337.6677,335.21,336.73
2020-02-19,337.79,339.08,337.48,338.34
2020-02-20,337.7423,338.64,333.6817,336.95
2020-02-21,335.47,335.81,332.58,333.48
2020-02-24,323.14,325.85,321.24,322.42
2020-02-25,323.94,324.61,311.69,312.65
2020-02-26,314.18,318.11,310.7,311.5
2020-02-27,305.46,311.5637,297.51,297.51
2020-02-28,288.7,297.892,285.54,296.26
2020-03-02,298.21,309.16,294.46,309.09
2020-03-03,309.5,313.84,297.57,300.24
2020-03-04,306.12,313.1,303.33,312.86
2020-03-05,304.98,308.47,300.01,302.46
2020-03-06,293.15,298.78,290.23,297.46
2020-03-09,275.3,284.19,273.45,274.23
2020-03-10,284.64,288.52,273.5,288.42
2020-03-11,280.7,281.94,270.88,274.36
2020-03-12,256,266.66,247.68,248.11
2020-03-13,263.09,271.4754,248.5237,269.32
2020-03-16,241.18,256.9,237.36,239.85
2020-03-17,245.04,256.17,237.07,252.8
2020-03-18,236.25,248.37,228.02,240
2020-03-19,239.25,247.38,232.22,240.51
2020-03-20,242.53,244.47,228.5,228.8
2020-03-23,228.19,229.6833,218.26,222.95
2020-03-24,234.42,244.1,233.8,243.15
2020-03-25,244.87,256.35,239.75,246.79
2020-03-26,249.52,262.8,249.05,261.2
2020-03-27,253.27,260.81,251.05,253.42
2020-03-30,255.7,262.43,253.53,261.65
2020-03-31,260.56,263.33,256.22,257.75
2020-04-01,247.98,257.6591,243.9,246.15
2020-04-02,245.19,252.68,244.59,251.83
2020-04-03,250.76,253.32,245.22,248.19
2020-04-06,257.84,267,248.1698,264.86
2020-04-07,274.21,275.03,264.89,265.13
2020-04-08,267.96,276,265.2542,274.03
2020-04-09,277.58,281.2,275.47,278.2
2020-04-13,277.14,277.51,271.41,275.66
2020-04-14,280.98,284.9,275.5106,283.79
2020-04-15,277.57,279.26,275.46,277.76
2020-04-16,279.15,280.03,275.76,279.1
2020-04-17,285.38,287.3,282.4,286.64
2020-04-20,282.61,286.7912,281.35,281.59
2020-04-21,276.73,278.04,272.02,273.04
2020-04-22,278.35,281,276.91,279.1
2020-04-23,280.49,283.94,278.75,279.08
2020-04-24,280.73,283.7,278.5,282.97
2020-04-27,285.12,288.27,284.62,287.05
2020-04-28,291.02,291.4,285.4,285.73
2020-04-29,291.53,294.88,290.41,293.21
2020-04-30,291.71,293.3239,288.59,290.48
2020-05-01,285.31,290.6572,281.52,282.79
2020-05-04,280.74,283.9,279.13,283.57
2020-05-05,286.64,289.25,283.7134,286.19
2020-05-06,288.04,288.46,283.78,284.25
2020-05-07,287.75,289.78,287.13,287.68
2020-05-08,291.09,292.95,289.86,292.44
2020-05-11,290.34,294,289.88,292.5
2020-05-12,293.79,294.24,286.52,286.67
2020-05-13,286.06,287.19,278.965,281.6
2020-05-14,278.95,285.11,276.37,284.97
2020-05-15,282.37,286.33,281.34,286.28
2020-05-18,293.05,296.75,292.7,295
2020-05-19,294.35,296.205,291.95,291.97
2020-05-20,295.82,297.87,295.57,296.93
2020-05-21,296.79,297.67,293.6886,294.88
2020-05-22,294.57,295.63,293.22,295.44
2020-05-26,301.93,302.19,298.69,299.08
2020-05-27,302.12,303.57,296.87,303.53
2020-05-28,304.65,306.84,302.24,302.97
2020-05-29,302.46,304.96,299.47,304.32
2020-06-01,303.62,306.205,303.06,305.55
2020-06-02,306.55,308.13,305.1,308.08
2020-06-03,310.24,313.22,309.94,312.18
2020-06-04,311.11,313,309.08,311.36
2020-06-05,317.23,321.275,317.16,319.34
2020-06-08,320.22,323.41,319.63,323.2
2020-06-09,320.3,323.2849,319.36,320.79
2020-06-10,321.42,322.39,318.2209,319
2020-06-11,311.46,312.15,300.01,300.61
2020-06-12,308.24,309.08,298.6,304.21
2020-06-15,298.02,308.28,296.74,307.05
2020-06-16,315.48,315.64,307.67,312.96
2020-06-17,314.07,314.39,310.86,311.66
2020-06-18,310.005,312.3,309.51,311.78
2020-06-19,314.17,314.38,306.53,308.64
2020-06-22,307.99,311.05,306.75,310.62
2020-06-23,313.49,314.5,311.6101,312.05
2020-06-24,309.84,310.51,302.1,304.09
2020-06-25,303.47,307.64,301.28,307.35
2020-06-26,306.16,306.39,299.42,300.05
2020-06-29,301.41,304.61,298.93,304.46
2020-06-30,303.99,310.2,303.82,308.36
2020-07-01,309.57,311.89,309.07,310.52
2020-07-02,314.24,315.7,311.51,312.23
2020-07-06,316.37,317.68,315.56,317.05
2020-07-07,315.38,317.52,313.37,313.78
2020-07-08,314.61,316.3,312.7,316.18
2020-07-09,316.84,317.1,310.68,314.38
2020-07-10,314.31,317.88,312.76,317.59
2020-07-13,320.13,322.71,314.13,314.84
2020-07-14,313.3,319.76,312,318.92
2020-07-15,322.41,323.04,319.265,321.85
2020-07-16,319.79,321.28,319.09,320.79
2020-07-17,321.88,322.57,319.735,321.72
2020-07-20,321.43,325.13,320.62,324.32
2020-07-21,326.45,326.93,323.94,325.01
2020-07-22,324.62,327.2,324.5,326.86
2020-07-23,326.47,327.23,321.48,322.96
2020-07-24,320.95,321.99,319.246,320.88
2020-07-27,321.63,323.41,320.775,323.22
2020-07-28,322.43,323.64,320.85,321.17
2020-07-29,322.12,325.73,322.075,325.12
2020-07-30,321.9,324.41,319.64,323.96
2020-07-31,325.9,326.63,321.33,326.52
2020-08-03,328.32,329.62,327.73,328.79
2020-08-04,327.86,330.06,327.86,330.06
2020-08-05,331.47,332.39,331.18,332.11
2020-08-06,331.4799,334.46,331.13,334.33
2020-08-07,333.28,334.88,332.3,334.57
2020-08-10,335.06,335.77,332.955,335.57
2020-08-11,336.85,337.54,332.01,332.8
2020-08-12,335.44,338.28,332.8377,337.44
2020-08-13,336.61,338.2514,335.83,336.83
2020-08-14,336.41,337.42,335.62,336.84
2020-08-17,337.94,338.34,336.8517,337.91
2020-08-18,338.34,339.1,336.61,338.64
2020-08-19,339.05,339.61,336.62,337.23
2020-08-20,335.36,338.8,335.22,338.28
2020-08-21,337.92,339.72,337.55,339.48
2020-08-24,342.12,343,339.4504,342.92
2020-08-25,343.53,344.21,342.27,344.12
2020-08-26,344.76,347.86,344.17,347.57
2020-08-27,348.51,349.9,346.53,348.33
2020-08-28,349.44,350.72,348.15,350.58
2020-08-31,350.35,351.3,349.06,349.31
2020-09-01,350.21,352.71,349.24,352.6
2020-09-02,354.67,358.75,353.43,357.7
2020-09-03,355.87,356.38,342.59,345.39
2020-09-04,346.13,347.83,334.87,342.57
2020-09-08,336.71,342.64,332.88,333.21
2020-09-09,337.55,342.46,336.61,339.79
2020-09-10,341.82,342.53,332.85,333.89
2020-09-11,335.82,336.97,331,334.06
2020-09-14,337.49,340.38,334.2208,338.46
2020-09-15,341.12,342.02,338.4683,340.17
2020-09-16,341.51,343.06,338.52,338.82
2020-09-17,333.56,337.6996,332.991,335.84
2020-09-18,335.37,335.49,327.97,330.65
2020-09-21,325.7,327.13,321.73,326.97
2020-09-22,328.57,330.9,325.86,330.3
2020-09-23,330.9,331.2,322.1,322.64
2020-09-24,321.22,326.797,319.8,323.5
2020-09-25,322.58,329.58,321.64,328.73
2020-09-28,333.22,334.96,332.15,334.19
2020-09-29,333.97,334.77,331.6209,332.37
2020-09-30,333.09,338.29,332.88,334.89
2020-10-01,337.69,338.74,335.01,337.04
2020-10-02,331.7,337.0126,331.19,333.84
2020-10-05,336.06,339.96,336.01,339.76
2020-10-06,339.91,342.17,334.38,334.93
2020-10-07,338.12,341.63,338.09,340.76
2020-10-08,342.85,343.85,341.86,343.78
2020-10-09,345.56,347.35,344.89,346.85
2020-10-12,349.59,354.02,349.06,352.43
2020-10-13,352.28,352.4651,349.09,350.13
2020-10-14,350.75,351.93,347.14,347.93
2020-10-15,343.71,348.02,343.13,347.5
2020-10-16,348.96,350.75,347.1,347.29
2020-10-19,348.65,349.33,341.04,342.01
2020-10-20,343.46,346.88,342.64,343.38
2020-10-21,343.33,348.6847,342.4,342.73
2020-10-22,342.96,345.24,340.65,344.61
2020-10-23,345.93,345.99,343.13,345.78
2020-10-26,342.13,342.98,335.62,339.39
2020-10-27,339.76,340.12,337.99,338.22
2020-10-28,332.1,332.84,326.13,326.66
2020-10-29,326.91,333.395,325.09,329.98
2020-10-30,328.28,329.69,322.6,326.54
2020-11-02,330.2,332.36,327.24,330.2
2020-11-03,333.69,338.25,330.2935,336.03
2020-11-04,340.86,347.94,339.59,343.54
2020-11-05,349.24,352.19,348.86,350.24
2020-11-06,349.93,351.51,347.65,350.16
2020-11-09,363.97,364.38,354.06,354.56
2020-11-10,353.49,355.18,350.51,354.04
2020-11-11,356.4,357.56,355.06,356.67
2020-11-12,355.58,356.7182,351.26,353.21
2020-11-13,355.27,358.9,354.71,358.1
2020-11-16,360.98,362.78,359.59,362.57
2020-11-17,359.97,361.92,358.34,360.62
2020-11-18,360.91,361.5,356.24,356.28
2020-11-19,355.6,358.18,354.15,357.78
2020-11-20,357.5,357.72,355.25,355.33
2020-11-23,357.28,358.82,354.865,357.46
2020-11-24,360.21,363.81,359.29,363.22
2020-11-25,363.13,363.16,361.48,362.66
2020-11-27,363.84,364.18,362.58,363.67
2020-11-30,362.83,363.12,359.17,362.06
2020-12-01,365.57,367.68,364.93,366.02
2020-12-02,364.82,366.96,364.2,366.79
2020-12-03,366.68,368.19,365.5,366.69
2020-12-04,367.32,369.85,367.22,369.85
2020-12-07,369.02,369.62,367.72,369.09
2020-12-08,367.72,370.78,367.67,370.17
2020-12-09,370.88,371.05,365.95,366.85
2020-12-10,365.37,367.86,364.43,366.73
2020-12-11,364.9,366.7402,363.26,366.3
2020-12-14,368.64,369.8,364.47,364.66
2020-12-15,367.4,369.59,365.92,369.59
2020-12-16,369.82,371.16,368.8676,370.17
2020-12-17,371.94,372.46,371.05,372.24
2020-12-18,370.97,371.15,367.02,369.18
2020-12-21,364.97,378.46,362.03,367.86
2020-12-22,368.21,368.3317,366.03,367.24
2020-12-23,368.28,369.62,367.2172,367.57
2020-12-24,368.08,369.03,367.45,369
2020-12-28,371.74,372.59,371.07,372.17
2020-12-29,373.81,374,370.83,371.46
2020-12-30,372.34,373.1,371.57,371.99
2020-12-31,371.78,374.66,371.232,373.88
2021-01-04,375.31,375.45,364.82,368.79
2021-01-05,368.1,372.5,368.05,371.33
2021-01-06,369.71,376.98,369.12,373.55
2021-01-07,376.1,379.9,375.91,379.1
2021-01-08,380.59,381.49,377.1,381.26
2021-01-11,377.85,380.58,377.7189,378.69
2021-01-12,378.89,379.86,376.36,378.77
2021-01-13,378.69,380.86,377.85,379.79
2021-01-14,380.59,381.13,378.1,378.46
2021-01-15,376.72,377.58,373.7,375.7
2021-01-19,378.34,379.23,376.75,378.65
2021-01-20,381.11,384.79,380.69,383.89
2021-01-21,384.49,384.95,383.25,384.24
2021-01-22,382.25,384.1256,381.835,382.88
2021-01-25,383.67,384.77,378.46,384.39
2021-01-26,385.41,385.85,383.54,383.79
2021-01-27,380.22,380.32,372.01,374.41
2021-01-28,376.36,381.93,375.89,377.63
2021-01-29,375.63,376.67,368.27,370.07
2021-02-01,373.72,377.34,370.376,376.23
2021-02-02,379.65,383.22,376.3181,381.55
2021-02-03,382.435,383.7,380.48,381.85
2021-02-04,382.96,386.24,381.9655,386.19
2021-02-05,388.2,388.47,386.1444,387.71
2021-02-08,389.27,390.56,388.35,390.51
2021-02-09,389.61,390.89,389.17,390.25
2021-02-10,392.12,392.28,387.5,390.08
2021-02-11,391.24,391.69,388.1,390.71
2021-02-12,389.85,392.9,389.77,392.64
2021-02-16,393.96,394.17,391.53,392.3
2021-02-17,390.42,392.66,389.33,392.39
2021-02-18,389.59,391.515,387.74,390.72
2021-02-19,392.07,392.38,389.55,390.03
2021-02-22,387.06,389.62,386.74,387.03
2021-02-23,384.66,388.945,380.2,387.5
2021-02-24,386.33,392.23,385.27,391.77
2021-02-25,390.41,391.88,380.7789,382.33
2021-02-26,384.35,385.58,378.23,380.36
2021-03-01,385.59,390.92,380.572,389.58
2021-03-02,389.82,390.07,386,386.54
2021-03-03,385.79,386.83,381.31,381.42
2021-03-04,381.22,384,371.88,376.7
2021-03-05,380.46,384.76,372.64,383.63
2021-03-08,384.66,387.68,381.42,381.72
2021-03-09,385.85,389.91,381.7299,387.17
2021-03-10,389.69,391.4,388.1702,389.58
2021-03-11,392.23,395.65,391.74,393.53
2021-03-12,392.07,394.21,391.2,394.06
2021-03-15,394.33,396.685,392.03,396.41
2021-03-16,397.07,397.83,395.08,395.91
2021-03-17,394.53,398.12,393.3,397.26
2021-03-18,394.475,396.72,390.75,391.48
2021-03-19,389.88,391.569,387.15,389.48
2021-03-22,390.03,394.07,389.97,392.59
2021-03-23,391.91,393.46,388.66,389.5
2021-03-24,391,392.75,387.47,387.52
2021-03-25,385.98,390.55,383.9,389.7
2021-03-26,390.93,396.41,390.29,395.98
2021-03-29,394.4,396.75,392.81,395.78
2021-03-30,394.42,395.45,393.02,394.73
2021-03-31,395.34,398,395.31,396.33
2021-04-01,398.4,400.67,398.18,400.61
2021-04-05,403.46,406.94,403.38,406.36
2021-04-06,405.76,407.24,405.4,406.12
2021-04-07,405.94,406.96,405.45,406.59
2021-04-08,407.93,408.58,406.93,408.52
2021-04-09,408.39,411.67,408.26,411.49
2021-04-12,410.85,411.93,410.2,411.64
2021-04-13,411.53,413.529,411.12,412.86
2021-04-14,412.83,413.96,410.87,411.45
2021-04-15,413.74,416.16,413.69,415.87
2021-04-16,417.25,417.91,415.73,417.26
2021-04-19,416.26,416.74,413.79,415.21
2021-04-20,413.91,415.0859,410.59,412.17
2021-04-21,411.51,416.29,411.36,416.07
2021-04-22,415.89,416.78,411.13,412.27
2021-04-23,412.87,418.25,412.79,416.74
2021-04-26,417.44,418.22,416.8111,417.61
2021-04-27,417.93,418.14,416.3,417.52
2021-04-28,417.81,419.01,416.9,417.4
2021-04-29,420.32,420.72,416.44,420.06
2021-04-30,417.63,418.54,416.34,417.3
2021-05-03,419.43,419.84,417.665,418.2
2021-05-04,416.07,416.6,411.67,415.62
2021-05-05,417.38,417.63,415.15,415.75
2021-05-06,415.83,419.21,413.675,419.07
2021-05-07,419.89,422.815,419.16,422.12
2021-05-10,422.5,422.74,417.81,417.94
2021-05-11,413.1,415.27,410.06,414.21
2021-05-12,411.23,412.59,404,405.41
2021-05-13,407.07,412.35,407.02,410.28
2021-05-14,413.21,417.49,413.18,416.58
2021-05-17,415.39,416.39,413.36,415.52
2021-05-18,415.8,416.06,411.77,411.94
2021-05-19,406.92,411.05,405.33,410.86
2021-05-20,411.8,416.625,411.67,415.28
2021-05-21,416.87,418.2,414.45,414.94
2021-05-24,417.34,420.32,417.08,419.17
2021-05-25,420.33,420.71,417.62,418.24
2021-05-26,418.87,419.61,417.76,419.07
2021-05-27,420.17,420.72,418.9851,419.29
2021-05-28,420.97,421.25,419.79,420.04
2021-06-01,422.57,422.72,419.2,419.67
2021-06-02,420.37,421.23,419.29,420.33
2021-06-03,417.85,419.99,416.28,418.77
2021-06-04,420.75,422.92,418.8422,422.6
2021-06-07,422.59,422.78,421.19,422.19
2021-06-08,423.11,423.21,420.32,422.28
2021-06-09,423.18,423.26,421.41,421.65
2021-06-10,422.96,424.63,421.55,423.61
2021-06-11,424.2,424.43,422.82,424.31
2021-06-14,424.43,425.37,423.1,425.26
2021-06-15,425.42,425.46,423.54,424.48
2021-06-16,424.63,424.87,419.92,422.11
2021-06-17,421.67,423.02,419.32,421.97
2021-06-18,417.09,417.8281,414.7,414.92
2021-06-21,416.8,421.06,415.93,420.86
2021-06-22,420.85,424,420.08,423.11
2021-06-23,423.19,424.05,422.51,422.6
2021-06-24,424.89,425.55,424.62,425.1
2021-06-25,425.9,427.0943,425.55,426.61
2021-06-28,427.17,427.65,425.89,427.47
2021-06-29,427.88,428.56,427.13,427.7
2021-06-30,427.21,428.78,427.18,428.06
2021-07-01,428.87,430.6,428.8,430.43
2021-07-02,431.67,434.1,430.5218,433.72
2021-07-06,433.78,434.01,430.01,432.93
2021-07-07,433.66,434.76,431.51,434.46
2021-07-08,428.78,431.73,427.52,430.92
2021-07-09,432.53,435.84,430.714,435.52
2021-07-12,435.43,437.35,434.97,437.08
2021-07-13,436.24,437.84,435.31,435.59
2021-07-14,437.4,437.92,434.91,436.24
2021-07-15,434.81,435.53,432.72,434.75
2021-07-16,436.01,436.06,430.92,431.34
2021-07-19,426.19,431.4089,421.97,424.97
2021-07-20,425.68,432.42,424.83,431.06
2021-07-21,432.34,434.7,431.0111,434.55
2021-07-22,434.74,435.72,433.69,435.46
2021-07-23,437.52,440.3,436.79,439.94
2021-07-26,439.31,441.03,439.26,441.02
2021-07-27,439.91,439.94,435.99,439.01
2021-07-28,439.68,440.3,437.31,438.83
2021-07-29,439.815,441.8,439.81,440.65
2021-07-30,437.91,440.06,437.77,438.51
2021-08-02,440.34,440.93,437.21,437.59
2021-08-03,438.44,441.28,436.1,441.15
2021-08-04,439.78,441.1243,438.73,438.98
2021-08-05,440.22,441.85,439.88,441.76
2021-08-06,442.1,442.94,441.8,442.49
2021-08-09,442.46,442.795,441.31,442.13
2021-08-10,442.61,443.44,441.88,442.68
2021-08-11,443.82,443.882,442.62,443.78
2021-08-12,443.62,445.2572,442.66,445.11
2021-08-13,445.59,445.94,445.07,445.92
2021-08-16,444.53,447.11,442.87,446.97
2021-08-17,444.24,444.96,440.85,444.04
2021-08-18,442.96,444.625,438.92,439.18
2021-08-19,436.27,441.14,436.12,439.86
2021-08-20,440.23,443.71,439.71,443.36
2021-08-23,445.16,448.23,443.4355,447.26
2021-08-24,447.97,448.54,447.42,447.97
2021-08-25,448.17,449.457,447.77,448.91
2021-08-26,448.61,448.86,446.16,446.26
2021-08-27,447.12,450.65,447.06,450.25
2021-08-30,450.97,453.07,450.71,452.23
2021-08-31,452.13,452.49,450.92,451.56
2021-09-01,452.56,453.11,451.545,451.8
2021-09-02,453.32,454.05,451.91,453.19
2021-09-03,451.98,453.63,451.55,453.08
2021-09-07,452.71,452.81,450.7423,451.46
2021-09-08,450.89,451.67,448.86,450.91
2021-09-09,450.7,452.57,448.72,448.98
2021-09-10,451.04,451.49,445.31,445.44
2021-09-13,448.64,448.92,444.11,446.58
2021-09-14,448.12,448.34,443.22,444.17
2021-09-15,444.62,448.41,443.44,447.88
2021-09-16,447.32,448.36,444.02,447.17
2021-09-17,444.92,445.37,441.02,441.4
2021-09-20,434.88,436.56,428.86,434.04
2021-09-21,436.53,437.91,433.07,433.63
2021-09-22,436.05,440.03,433.747,437.86
2021-09-23,439.85,444.89,439.6,443.18
2021-09-24,441.44,444.67,441.21,443.91
2021-09-27,442.81,444.05,441.9,442.64
2021-09-28,439.69,440.04,432.94,433.72
2021-09-29,435.19,437.04,433.85,434.45
2021-09-30,436.02,436.77,428.78,429.14
2021-10-01,430.98,436.0329,427.23,434.24
2021-10-04,433,433.96,426.36,428.64
2021-10-05,430.24,435.49,429.39,433.1
2021-10-06,429.27,435.1199,427.54,434.9
2021-10-07,438.39,441.68,438.2,438.66
2021-10-08,439.48,439.89,437.19,437.86
2021-10-11,437.16,440.26,434.62,434.69
2021-10-12,435.67,436.1,432.78,433.62
2021-10-13,434.71,436.05,431.54,435.18
2021-10-14,439.08,442.66,438.58,442.5
2021-10-15,444.75,446.26,444.09,445.87
2021-10-18,443.97,447.55,443.27,447.19
2021-10-19,448.92,450.71,448.27,450.64
2021-10-20,451.13,452.732,451.01,452.41
2021-10-21,451.77,453.829,451.31,453.59
2021-10-22,453.13,454.67,451.05,453.12
2021-10-25,454.28,455.9,452.39,455.55
