label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.k,params.canary.score,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.AGG.avg,exposure.AGG.min,exposure.BIL.avg,exposure.BIL.min,exposure.DBC.avg,exposure.DBC.min,exposure.EWJ.avg,exposure.EWJ.min,exposure.GLD.avg,exposure.GLD.min,exposure.HYG.avg,exposure.HYG.min,exposure.IEF.avg,exposure.IEF.min,exposure.IWM.avg,exposure.IWM.min,exposure.LQD.avg,exposure.LQD.min,exposure.QQQ.avg,exposure.QQQ.min,exposure.SPY.avg,exposure.SPY.min,exposure.TIP.avg,exposure.TIP.min,exposure.TLT.avg,exposure.TLT.min,exposure.VGK.avg,exposure.VGK.min,exposure.VNQ.avg,exposure.VNQ.min,exposure.VWO.avg,exposure.VWO.min
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2013-01-03,2013-01-03,2018-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00264818,0.00668742,0.00267241,0.00668791,54415.97924219,40000.00000000,14415.97924219,0.36039948,0.09722693,0.09985941,1.23629572,0.07754770,1.80381412,1.74170930,-0.05582271,30,2017,0.13927586,2015,0.01335476,1051786.46635149,91.96779826,3.59319510,0.00229919,,,0.26169537,0.00000000,,,,,,,,,0.19638716,0.00000000,,,,,,,0.53924506,0.00000000,,,,,,,,,,
SPY benchmark,sens,sens_2013-01-03,2013-01-03,2018-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00287082,0.00832314,0.00287203,0.00832416,62544.27894207,40000.00000000,22544.27894207,0.56360697,0.15059183,0.14566483,1.25082739,0.11780405,1.78798867,1.14321205,-0.13172695,334,2013,0.28753949,2015,0.00897591,39936.41762853,2.79554923,0.12315887,0.00006989,,,,,,,,,,,,,,,,,,,,,0.99712797,0.99167584,,,,,,,,,,
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top5 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,13612W,0.00641376,0.01955472,0.00334013,0.01049317,50452.29291734,40000.00000000,10452.29291734,0.26130732,0.06994143,0.07523969,0.96222574,0.07308977,1.36921397,0.80713657,-0.08665377,896,2017,0.13018837,2015,-0.02885907,1355925.39082104,188.26479458,4.88451287,0.00470662,0.04345275,0.00000000,0.22879715,0.00000000,0.06554073,0.00000000,0.02614404,0.00000000,0.01622343,0.00000000,0.00327506,0.00000000,0.09769716,0.00000000,0.03886117,0.00000000,0.07717791,0.00000000,0.06162876,0.00000000,0.06407440,0.00000000,0.02721650,0.00000000,0.10961933,0.00000000,0.04888808,0.00000000,0.03590032,0.00000000,0.04903867,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top5 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,1-3-6-12U,0.00611444,0.01758200,0.00306228,0.00856098,49780.01784774,40000.00000000,9780.01784774,0.24450045,0.06055901,0.07086739,0.86309798,0.07110643,1.20816281,0.79769542,-0.07591746,522,2017,0.12653720,2015,-0.01763525,1130322.76660095,156.62860165,4.14303376,0.00391572,0.03796497,0.00000000,0.26156282,0.00000000,0.06551906,0.00000000,0.03267833,0.00000000,0.00975275,0.00000000,0.00326369,0.00000000,0.08703693,0.00000000,0.03877302,0.00000000,0.07059990,0.00000000,0.06801813,0.00000000,0.06129568,0.00000000,0.02718205,0.00000000,0.09640974,0.00000000,0.04569439,0.00000000,0.03252099,0.00000000,0.05556844,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top6 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,6,13612W,0.00684194,0.02114718,0.00326618,0.00951583,49352.28325714,40000.00000000,9352.28325714,0.23380708,0.06227643,0.06805651,0.89566723,0.07025992,1.27514129,0.71821687,-0.08670979,901,2017,0.12495893,2015,-0.02886016,1284881.67550964,172.52512263,4.70145629,0.00431313,0.04349102,0.00000000,0.22881280,0.00000000,0.06826740,0.00000000,0.03263805,0.00000000,0.01612716,0.00000000,0.01893081,0.00000000,0.09777644,0.00000000,0.04566539,0.00000000,0.07866599,0.00000000,0.05675887,0.00000000,0.05615063,0.00000000,0.02720139,0.00000000,0.10574424,0.00000000,0.04080161,0.00000000,0.03250930,0.00000000,0.04356868,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top6 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,6,1-3-6-12U,0.00652206,0.02218665,0.00320968,0.00972344,48936.56995783,40000.00000000,8936.56995783,0.22341425,0.05548272,0.06530256,0.81926526,0.06885598,1.15248723,0.77813268,-0.07130240,518,2017,0.11742327,2015,-0.01240495,1036837.61509940,140.27653915,3.83224139,0.00350691,0.03793539,0.00000000,0.26158776,0.00000000,0.06825464,0.00000000,0.04075484,0.00000000,0.01077201,0.00000000,0.00814362,0.00000000,0.08700875,0.00000000,0.05110081,0.00000000,0.07333951,0.00000000,0.05933339,0.00000000,0.05611116,0.00000000,0.02724480,0.00000000,0.09227943,0.00000000,0.03804007,0.00000000,0.03252047,0.00000000,0.04900995,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top7 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,7,13612W,0.00734191,0.02550251,0.00326024,0.00902774,49257.86744452,40000.00000000,9257.86744452,0.23144669,0.06055086,0.06743297,0.90204370,0.06776825,1.28895293,0.70035193,-0.08645777,525,2017,0.12162396,2015,-0.02873846,1257361.40924321,167.43749552,4.61315453,0.00418594,0.04343398,0.00000000,0.22886854,0.00000000,0.07255898,0.00000000,0.03261563,0.00000000,0.01377161,0.00000000,0.03250608,0.00000000,0.09762125,0.00000000,0.04599844,0.00000000,0.08926021,0.00000000,0.04846465,0.00000000,0.05016212,0.00000000,0.02724167,0.00000000,0.10538742,0.00000000,0.03491143,0.00000000,0.03246781,0.00000000,0.03734058,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top7 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,7,1-3-6-12U,0.00692871,0.02111579,0.00317721,0.00803212,48749.66391913,40000.00000000,8749.66391913,0.21874160,0.05402607,0.06405718,0.84330516,0.06494271,1.19326954,0.72773442,-0.07423872,522,2017,0.11672721,2015,-0.01590152,1009545.54883050,136.71518529,3.74332117,0.00341788,0.03799166,0.00000000,0.26161005,0.00000000,0.07488388,0.00000000,0.03725062,0.00000000,0.00927258,0.00000000,0.02095841,0.00000000,0.08688429,0.00000000,0.04850003,0.00000000,0.08911847,0.00000000,0.05066399,0.00000000,0.05025903,0.00000000,0.02722795,0.00000000,0.09369156,0.00000000,0.03260467,0.00000000,0.03011993,0.00000000,0.04199403,0.00000000
EW-12,sens,sens_2013-07-03,2013-07-03,2018-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.01990326,0.04806988,0.00473842,0.01088933,48340.97921415,40000.00000000,8340.97921415,0.20852448,0.06115156,0.06131830,0.77056024,0.08138586,1.09306221,0.41309634,-0.14803221,459,2017,0.15598093,2015,-0.04010023,52837.65633367,8.04441848,0.19070028,0.00020111,,,,,0.08295188,0.08158894,0.08248737,0.08056721,0.08035672,0.07244401,0.08221717,0.08005692,,,0.08117447,0.07525141,0.08155244,0.07684371,0.08142702,0.07717240,0.07952463,0.07330588,,,0.08132634,0.07698174,0.08239531,0.08022835,0.08211742,0.08007456,0.08256266,0.08062737
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2013-07-03,2013-07-03,2018-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00272078,0.00817787,0.00274938,0.00817845,51981.85412173,40000.00000000,11981.85412173,0.29954635,0.07497823,0.08498716,0.91207763,0.08313137,1.27382620,0.74314622,-0.10089297,,2017,0.13951688,2013,-0.00083930,1273338.09708924,110.55862795,4.45006770,0.00276397,,,0.27804046,0.00000000,,,,,,,,,0.19628635,0.00000000,,,,,,,0.52292381,0.00000000,,,,,,,,,,
SPY benchmark,sens,sens_2013-07-03,2013-07-03,2018-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00333273,0.01120590,0.00333396,0.01120708,58377.87129095,40000.00000000,18377.87129095,0.45944678,0.12783394,0.12304346,1.04054177,0.12299664,1.46440622,0.97652677,-0.13090674,334,2017,0.21310750,2015,0.00996807,39770.47898550,2.78393353,0.12552873,0.00006960,,,,,,,,,,,,,,,,,,,,,0.99666604,0.98879292,,,,,,,,,,
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top5 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,13612W,0.00674709,0.02489434,0.00329224,0.01029390,48946.79853373,40000.00000000,8946.79853373,0.22366996,0.05974576,0.06531322,0.85090043,0.07129172,1.19624770,0.69316932,-0.08619216,896,2017,0.13002783,2015,-0.02832961,1293895.33153044,179.81259409,4.68153615,0.00449531,0.04887028,0.00000000,0.22895750,0.00000000,0.08192176,0.00000000,0.01957495,0.00000000,0.01624625,0.00000000,0.00326594,0.00000000,0.10320302,0.00000000,0.03233653,0.00000000,0.07698681,0.00000000,0.05498132,0.00000000,0.05778574,0.00000000,0.02721921,0.00000000,0.11474985,0.00000000,0.04236924,0.00000000,0.03574564,0.00000000,0.04898843,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top5 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,1-3-6-12U,0.00640225,0.02398092,0.00340826,0.01121078,49133.60226800,40000.00000000,9133.60226800,0.22834006,0.06235219,0.06655217,0.87454753,0.07225850,1.22067227,0.82186566,-0.07586664,522,2017,0.12651473,2015,-0.01762099,1156277.84421008,159.18341354,4.15267151,0.00397959,0.04338166,0.00000000,0.22908023,0.00000000,0.08190627,0.00000000,0.03269274,0.00000000,0.00968253,0.00000000,0.00326727,0.00000000,0.09231106,0.00000000,0.03884202,0.00000000,0.07045428,0.00000000,0.06808788,0.00000000,0.06080485,0.00000000,0.02722690,0.00000000,0.10201559,0.00000000,0.04566664,0.00000000,0.03260808,0.00000000,0.05552173,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top6 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,6,13612W,0.00706079,0.02639117,0.00328793,0.01154048,48065.95228397,40000.00000000,8065.95228397,0.20164881,0.05319421,0.05941039,0.78574784,0.06910145,1.10566906,0.61521915,-0.08646385,901,2017,0.12444698,2015,-0.02895750,1230067.78970202,165.86429449,4.51425272,0.00414661,0.04887887,0.00000000,0.22908922,0.00000000,0.08467101,0.00000000,0.02716997,0.00000000,0.01621063,0.00000000,0.01355170,0.00000000,0.10313938,0.00000000,0.04027024,0.00000000,0.07858889,0.00000000,0.05111286,0.00000000,0.05076297,0.00000000,0.02723731,0.00000000,0.11098386,0.00000000,0.03526972,0.00000000,0.03243231,0.00000000,0.04352228,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top6 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,6,1-3-6-12U,0.00731687,0.02833766,0.00343039,0.00978367,48365.62968325,40000.00000000,8365.62968325,0.20914074,0.05710103,0.06142999,0.82986309,0.06997107,1.16338590,0.80228721,-0.07117280,518,2017,0.11735928,2015,-0.01286960,1069615.61149233,144.04760771,3.88054507,0.00360119,0.04344614,0.00000000,0.22900346,0.00000000,0.08462571,0.00000000,0.04077724,0.00000000,0.01082626,0.00000000,0.00810722,0.00000000,0.09232305,0.00000000,0.05115367,0.00000000,0.07329344,0.00000000,0.05922035,0.00000000,0.05579500,0.00000000,0.02712850,0.00000000,0.09743988,0.00000000,0.03801838,0.00000000,0.03245763,0.00000000,0.04902251,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top7 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,7,13612W,0.00769764,0.03367327,0.00348884,0.01138373,48115.67466560,40000.00000000,8115.67466560,0.20289187,0.05322485,0.05974631,0.81207453,0.06669561,1.14535082,0.61793009,-0.08613410,525,2017,0.12180407,2015,-0.02847912,1210723.76310587,161.79201338,4.43739127,0.00404480,0.04883891,0.00000000,0.22898172,0.00000000,0.08895142,0.00000000,0.02793986,0.00000000,0.01384908,0.00000000,0.02789112,0.00000000,0.10318596,0.00000000,0.04159077,0.00000000,0.08885078,0.00000000,0.04386345,0.00000000,0.04543300,0.00000000,0.02719190,0.00000000,0.11048453,0.00000000,0.03018331,0.00000000,0.02772219,0.00000000,0.03729699,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top7 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,7,1-3-6-12U,0.00763042,0.02719587,0.00329394,0.01223429,48236.29608510,40000.00000000,8236.29608510,0.20590740,0.05592027,0.06055984,0.85659680,0.06617810,1.20742942,0.75436456,-0.07412897,522,2017,0.11667268,2015,-0.01582445,1045925.57477167,140.99367548,3.80419245,0.00352484,0.04347487,0.00000000,0.22901135,0.00000000,0.09124834,0.00000000,0.03719926,0.00000000,0.00921315,0.00000000,0.02090553,0.00000000,0.09233297,0.00000000,0.04835035,0.00000000,0.08884960,0.00000000,0.05063746,0.00000000,0.05010833,0.00000000,0.02721306,0.00000000,0.09907533,0.00000000,0.03262939,0.00000000,0.03012577,0.00000000,0.04195138,0.00000000
