label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.score.months,params.fallback,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.DBC.avg,exposure.DBC.min,exposure.EFA.avg,exposure.EFA.min,exposure.IEF.avg,exposure.IEF.min,exposure.SPY.avg,exposure.SPY.min,exposure.VNQ.avg,exposure.VNQ.min
SPY benchmark,sens,sens_2013-06-03,2013-06-03,2018-06-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00305848,0.01052195,0.00305972,0.01052306,58873.30855669,40000.00000000,18873.30855669,0.47183271,0.12600993,0.12600687,1.01519431,0.12453124,1.42523782,0.95609001,-0.13179714,334,2017,0.21318086,2015,0.00914739,39875.30298276,2.79127121,0.12749045,0.00006978,,,,,,,,,0.99694028,0.98947694,,
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb cash,sens,sens_2013-12-02,2013-12-02,2018-11-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,,0.00665397,0.01885508,0.00405202,0.01101666,44476.47992583,39500.00000000,4976.47992583,0.12598683,0.03831706,0.03796953,0.67827817,0.05788874,0.93009710,0.54990267,-0.06967971,694,2017,0.10289726,2015,-0.01017444,259382.23979693,35.98996304,0.97274019,0.00091114,,,0.09986583,0.00000000,0.12934203,0.00000000,0.11867190,0.00000000,0.17965026,0.00000000,0.13247374,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb BIL,sens,sens_2013-12-02,2013-12-02,2018-11-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,BIL,0.00789455,0.01955351,0.00419992,0.01073167,43298.71249669,39500.00000000,3798.71249669,0.09616994,0.02917013,0.02936081,0.52499626,0.05794799,0.71587449,0.35301872,-0.08263055,814,2017,0.09652416,2015,-0.02555674,472296.68654132,57.11925998,1.80646907,0.00144606,0.33208296,0.00000000,0.09983557,0.00000000,0.12924950,0.00000000,0.11867989,0.00000000,0.17965311,0.00000000,0.13258610,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb cash,sens,sens_2013-12-02,2013-12-02,2018-11-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,,0.00645428,0.01885508,0.00400950,0.01101666,44973.19632187,39500.00000000,5473.19632187,0.13856193,0.04321769,0.04153597,0.75901114,0.05793698,1.04529389,0.55734021,-0.07754275,514,2017,0.09358818,2015,-0.01873721,253122.78644583,34.32412616,0.93846346,0.00086897,,,0.09987114,0.00000000,0.12273758,0.00000000,0.12205476,0.00000000,0.17969757,0.00000000,0.13584154,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb BIL,sens,sens_2013-12-02,2013-12-02,2018-11-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,BIL,0.00770208,0.01955351,0.00401667,0.01073167,43812.24470796,39500.00000000,4312.24470796,0.10917075,0.03429075,0.03314122,0.61062521,0.05794713,0.83660824,0.38275749,-0.08958872,802,2017,0.08658806,2015,-0.03351784,475964.82304813,56.40011318,1.79914866,0.00142785,0.33183088,0.00000000,0.09985226,0.00000000,0.12272311,0.00000000,0.12219936,0.00000000,0.17993401,0.00000000,0.13574035,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb cash,sens,sens_2013-12-02,2013-12-02,2018-11-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,,0.00625780,0.01653551,0.00400460,0.01101666,43419.24888839,39500.00000000,3919.24888839,0.09922149,0.03190605,0.03025194,0.57136145,0.05788343,0.77966670,0.33568915,-0.09504642,899,2017,0.09387556,2015,-0.03793352,263283.41367897,36.48245548,1.00041869,0.00092361,,,0.09652802,0.00000000,0.12610161,0.00000000,0.11549070,0.00000000,0.17988197,0.00000000,0.13906151,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb BIL,sens,sens_2013-12-02,2013-12-02,2018-11-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,BIL,0.00762591,0.01955351,0.00415682,0.01073167,42279.96789239,39500.00000000,2779.96789239,0.07037893,0.02268824,0.02173418,0.41627678,0.05790278,0.56487129,0.21192850,-0.10705612,959,2017,0.08695421,2015,-0.05164550,482194.49115213,58.14349284,1.86980948,0.00147199,0.33527653,0.00000000,0.09649584,0.00000000,0.12602619,0.00000000,0.11564206,0.00000000,0.17974471,0.00000000,0.13916932,0.00000000
SPY20/EFA20/IEF20/DBC20/VNQ20,sens,sens_2013-12-02,2013-12-02,2018-11-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00816440,0.01871543,0.00431859,0.01113091,43138.30507315,39500.00000000,3638.30507315,0.09210899,0.02776326,0.02817128,0.37422994,0.08217849,0.51488762,0.16680969,-0.16643674,985,2017,0.11151597,2015,-0.04974490,48681.12225863,7.42913122,0.18543175,0.00018808,,,0.19965683,0.19857923,0.19885229,0.19612295,0.19835721,0.19473857,0.19607235,0.18886909,0.19889358,0.19604876
SPY benchmark,sens,sens_2013-12-02,2013-12-02,2018-11-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00399206,0.01098411,0.00399334,0.01098562,55146.45171179,39500.00000000,15646.45171179,0.39611270,0.10666023,0.10748480,0.86376577,0.12659881,1.20193607,0.81321411,-0.13115886,334,2017,0.21289969,2015,0.00930916,39508.25289373,2.76557770,0.12842920,0.00007001,,,,,,,,,0.99600666,0.98901438,,
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb cash,sens,sens_2014-06-02,2014-06-02,2019-05-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,,0.00748619,0.02831909,0.00441133,0.01335268,43194.58255765,39500.00000000,3694.58255765,0.09353374,0.02622174,0.02859985,0.47760349,0.05770701,0.65058960,0.37265716,-0.07036425,695,2017,0.10246663,2015,-0.01120547,283568.20159467,39.74981020,1.08230979,0.00100632,,,0.09315775,0.00000000,0.11925744,0.00000000,0.12511923,0.00000000,0.16931709,0.00000000,0.13565181,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb BIL,sens,sens_2014-06-02,2014-06-02,2019-05-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,BIL,0.00871166,0.02831909,0.00457183,0.01335268,42185.63537432,39500.00000000,2685.63537432,0.06799077,0.01778157,0.02102718,0.33466098,0.05765883,0.45367941,0.21535518,-0.08256859,814,2017,0.09683127,2015,-0.02584715,512859.01420819,62.52643994,1.99426485,0.00158295,0.34855467,0.00000000,0.09319243,0.00000000,0.11927278,0.00000000,0.12524664,0.00000000,0.16925628,0.00000000,0.13574551,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb cash,sens,sens_2014-06-02,2014-06-02,2019-05-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,,0.00730133,0.02831909,0.00438005,0.01335268,43367.10522135,39500.00000000,3867.10522135,0.09790140,0.02991470,0.02987795,0.53758291,0.05798316,0.73553520,0.38621527,-0.07745604,514,2017,0.09371858,2015,-0.01839939,277302.82240526,35.58813117,1.04936572,0.00090097,,,0.08984400,0.00000000,0.10940183,0.00000000,0.12854009,0.00000000,0.17257856,0.00000000,0.13898999,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb BIL,sens,sens_2014-06-02,2014-06-02,2019-05-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,BIL,0.00893827,0.02831909,0.00461497,0.01335268,42306.04724975,39500.00000000,2806.04724975,0.07103917,0.02128082,0.02193989,0.39209402,0.05802420,0.53347007,0.23767652,-0.08953690,802,2017,0.08631951,2015,-0.03294935,511319.02051277,58.90777112,1.97180210,0.00149134,0.35177761,0.00000000,0.08983254,0.00000000,0.10938333,0.00000000,0.12836016,0.00000000,0.17257375,0.00000000,0.13911520,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb cash,sens,sens_2014-06-02,2014-06-02,2019-05-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,,0.00737867,0.02831909,0.00462165,0.01335268,41863.34742326,39500.00000000,2363.34742326,0.05983158,0.01799582,0.01857208,0.33781652,0.05775948,0.45774795,0.18882954,-0.09530191,899,2017,0.09396133,2015,-0.03788411,278756.42373832,36.76698491,1.08240163,0.00093081,,,0.08652823,0.00000000,0.10946454,0.00000000,0.12842920,0.00000000,0.17247542,0.00000000,0.14237816,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb BIL,sens,sens_2014-06-02,2014-06-02,2019-05-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,BIL,0.00906275,0.02831909,0.00472982,0.01335268,40851.28288990,39500.00000000,1351.28288990,0.03420969,0.00946314,0.01074419,0.19217028,0.05769886,0.25911343,0.08922498,-0.10605931,959,2017,0.08640743,2015,-0.05023435,505032.75473463,59.22969910,1.99833897,0.00149949,0.35201701,0.00000000,0.08650736,0.00000000,0.10932555,0.00000000,0.12830149,0.00000000,0.17235154,0.00000000,0.14241434,0.00000000
SPY20/EFA20/IEF20/DBC20/VNQ20,sens,sens_2014-06-02,2014-06-02,2019-05-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00957818,0.02831909,0.00498779,0.01376096,43638.65606432,39500.00000000,4138.65606432,0.10477610,0.02138875,0.03187999,0.29283853,0.08449510,0.40366971,0.12912531,-0.16564338,985,2017,0.11112754,2018,-0.06974276,49246.47877358,7.46966785,0.19107524,0.00018911,,,0.19958192,0.19783892,0.19879611,0.19634358,0.19789263,0.19354313,0.19536275,0.18623904,0.19878499,0.19625539
SPY benchmark,sens,sens_2014-06-02,2014-06-02,2019-05-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00445170,0.01272178,0.00445298,0.01272333,52544.02825715,39500.00000000,13044.02825715,0.33022856,0.09185917,0.09179784,0.72953569,0.13259054,1.01646695,0.47396207,-0.19381122,204,2017,0.21282827,2018,-0.04765675,39499.96960719,2.76499787,0.13031748,0.00007000,,,,,,,,,0.99554702,0.98727667,,
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb cash,sens,sens_2014-12-01,2014-12-01,2019-11-29,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,,0.00679823,0.01950243,0.00418904,0.01276622,45056.44138774,39500.00000000,5556.44138774,0.14066940,0.03656762,0.04216197,0.63277488,0.05959091,0.86397186,0.53048401,-0.06893256,694,2017,0.10257237,2015,-0.01024378,285088.85247011,42.74167812,1.07668378,0.00108207,,,0.09321322,0.00000000,0.12263561,0.00000000,0.12537835,0.00000000,0.16948606,0.00000000,0.13914469,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb BIL,sens,sens_2014-12-01,2014-12-01,2019-11-29,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,BIL,0.00836849,0.02035690,0.00442529,0.01219039,44105.14896934,39500.00000000,4605.14896934,0.11658605,0.02836179,0.03530567,0.49903645,0.05963178,0.67821074,0.34534204,-0.08212668,813,2017,0.09663444,2015,-0.02538627,525577.63964240,66.52433762,2.02117425,0.00168416,0.34167972,0.00000000,0.09323721,0.00000000,0.12253293,0.00000000,0.12545688,0.00000000,0.16961748,0.00000000,0.13908675,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb cash,sens,sens_2014-12-01,2014-12-01,2019-11-29,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,,0.00634612,0.01597775,0.00413866,0.01276622,44734.72159670,39500.00000000,5234.72159670,0.13252460,0.03498997,0.03985861,0.61451643,0.05880569,0.83891417,0.45473301,-0.07694619,514,2017,0.09343102,2015,-0.01855736,268121.40856179,32.62476787,1.01528724,0.00082594,,,0.08324044,0.00000000,0.11276677,0.00000000,0.12858560,0.00000000,0.16982593,0.00000000,0.13922512,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb BIL,sens,sens_2014-12-01,2014-12-01,2019-11-29,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,BIL,0.00812998,0.02134464,0.00439058,0.01219039,43755.23904210,39500.00000000,4255.23904210,0.10772757,0.02658298,0.03274864,0.47573929,0.05880834,0.64628788,0.29697255,-0.08951324,802,2017,0.08660895,2015,-0.03304476,505238.42797332,56.26423680,1.94914410,0.00142441,0.35842490,0.00000000,0.08323062,0.00000000,0.11277645,0.00000000,0.12866184,0.00000000,0.16958647,0.00000000,0.13917079,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb cash,sens,sens_2014-12-01,2014-12-01,2019-11-29,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,,0.00645780,0.01627663,0.00389069,0.01276622,43357.15396845,39500.00000000,3857.15396845,0.09764947,0.02289958,0.02981598,0.41570350,0.05862390,0.56224874,0.24083502,-0.09508411,899,2017,0.09386840,2015,-0.03758931,268593.43705345,33.54058111,1.04483383,0.00084913,,,0.07989422,0.00000000,0.11264849,0.00000000,0.12864121,0.00000000,0.16991914,0.00000000,0.14242753,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb BIL,sens,sens_2014-12-01,2014-12-01,2019-11-29,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,BIL,0.00820619,0.02035690,0.00455107,0.01219039,42451.54210571,39500.00000000,2951.54210571,0.07472258,0.01483303,0.02304847,0.28078275,0.05857433,0.37806792,0.14020007,-0.10579899,959,2017,0.08642597,2015,-0.05110475,498977.45373970,56.45426103,1.97601839,0.00142922,0.35837489,0.00000000,0.07988385,0.00000000,0.11282963,0.00000000,0.12874532,0.00000000,0.16950973,0.00000000,0.14243058,0.00000000
SPY20/EFA20/IEF20/DBC20/VNQ20,sens,sens_2014-12-01,2014-12-01,2019-11-29,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00917073,0.02395117,0.00512573,0.01354857,46593.19996545,39500.00000000,7093.19996545,0.17957468,0.03958623,0.05295549,0.49864636,0.08516786,0.69109990,0.26390582,-0.15000137,461,2019,0.17332805,2018,-0.07035810,49223.06188409,7.35917693,0.18586689,0.00018631,,,0.19970739,0.19884238,0.19897816,0.19573939,0.19797815,0.19371138,0.19530118,0.18645143,0.19886110,0.19562973
