label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,params.vol.lam,params.sigma_target,params.w_max,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.25000000,0.60000000,,0.00017534,0.00137753,0.00018880,0.00149249,617584.19222580,97500.00000000,520084.19222580,5.33419684,0.21778827,0.20612811,0.97327714,0.23039158,1.35541166,0.74005043,-0.29428842,528,2013,0.58782901,2022,-0.24906696,7609654.41110102,2857.01215231,1.25123729,0.02930269,0.50958363,0.39886284,,,0.49020467,0.13521039
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.25000000,0.60000000,QQQ<SMA200,0.01430444,0.28169776,0.01431625,0.28169832,562978.16638954,97500.00000000,465478.16638954,4.77413504,0.20767812,0.19630940,0.94668476,0.22727948,1.31452705,0.80840595,-0.25689830,355,2013,0.58782901,2022,-0.16430333,6652166.45736303,2500.88935471,1.17403361,0.02565015,0.52371370,0.39886284,,,0.47607381,0.06438958
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.25000000,0.70000000,,0.00017724,0.00135866,0.00020389,0.00138955,661978.56315276,97500.00000000,564478.56315276,5.78952372,0.22574709,0.21348283,0.93502253,0.25260099,1.29701275,0.75332710,-0.29966676,573,2013,0.65316086,2022,-0.24907549,10320380.19058432,3871.92599202,1.63558046,0.03971206,0.47009357,0.29887223,,,0.52967946,0.13521437
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.25000000,0.70000000,QQQ<SMA200,0.01418085,0.28163667,0.01420591,0.28163724,604415.25716189,97500.00000000,506915.25716189,5.19913084,0.21579196,0.20384324,0.90990803,0.24981542,1.25915905,0.82556660,-0.26138649,578,2013,0.65316086,2022,-0.16434914,9175464.70524797,3445.33585769,1.55838893,0.03533678,0.48409412,0.29887223,,,0.51567472,0.06445066
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.25000000,0.80000000,,0.00018359,0.00128334,0.00022262,0.00138833,702056.36622521,97500.00000000,604556.36622521,6.20057812,0.23247823,0.21970664,0.90899906,0.27132935,1.25926278,0.77373059,-0.30046405,573,2017,0.74216968,2022,-0.24907664,13152970.19577806,4934.06160472,2.00772695,0.05060576,0.43997727,0.19861167,,,0.55977491,0.13519688
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.25000000,0.80000000,QQQ<SMA200,0.01417626,0.28157503,0.01421356,0.28157555,640727.69884318,97500.00000000,543227.69884318,5.57156614,0.22246463,0.21002658,0.88471797,0.26873594,1.22307513,0.76446158,-0.29100825,576,2017,0.74216545,2022,-0.16441386,11787080.95472239,4424.57609788,1.92896873,0.04538027,0.45398249,0.19861167,,,0.54577363,0.06451235
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.30000000,0.60000000,,0.00015227,0.00101942,0.00016387,0.00112705,828813.38885373,97500.00000000,731313.38885373,7.50065014,0.24801545,0.23727038,1.01488401,0.24979517,1.41894801,0.71176350,-0.34845205,533,2023,0.66033907,2022,-0.30499763,7761177.34320415,2915.35397937,1.03617394,0.02990107,0.47357045,0.39903556,,,0.52624887,0.16225627
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.30000000,0.60000000,QQQ<SMA200,0.01673797,0.33449039,0.01674659,0.33449089,750070.49832745,97500.00000000,652570.49832745,6.69303075,0.23699861,0.22670812,0.99866844,0.24335914,1.39111590,0.87902432,-0.26961553,533,2013,0.60612068,2022,-0.20682819,6552255.70103918,2464.76409585,0.94644158,0.02527963,0.49015931,0.39903556,,,0.50965974,0.08081459
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.30000000,0.70000000,,0.00016361,0.00153593,0.00018318,0.00154559,922568.31208334,97500.00000000,825068.31208334,8.46223910,0.26156136,0.24860916,0.97550074,0.27897753,1.35697421,0.70211562,-0.37253318,606,2013,0.75326571,2022,-0.32557424,11496758.59532291,4313.79991424,1.43529947,0.04424410,0.42077742,0.29845441,,,0.57901829,0.16224464
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.30000000,0.70000000,QQQ<SMA200,0.01673164,0.33438904,0.01675093,0.33438951,833901.02676331,97500.00000000,736401.02676331,7.55283104,0.25043238,0.23791783,0.95770208,0.27322582,1.32805712,0.84415089,-0.29666779,605,2013,0.75326571,2022,-0.23039910,9955061.62149716,3738.55764005,1.34621486,0.03834418,0.43735239,0.29845441,,,0.56244338,0.08091597
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.30000000,0.80000000,,0.00015625,0.00108266,0.00018819,0.00115866,1001749.53770091,97500.00000000,904249.53770091,9.27435423,0.27122333,0.25732446,0.94705175,0.30287300,1.31348570,0.71565880,-0.37898414,731,2013,0.84863468,2022,-0.32560003,15296176.93610903,5737.63357159,1.82020390,0.05884752,0.37865494,0.19900786,,,0.62113510,0.16225903
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.30000000,0.80000000,QQQ<SMA200,0.01661119,0.33432246,0.01664259,0.33432290,906611.25351313,97500.00000000,809111.25351313,8.29857696,0.26020445,0.24676289,0.92911096,0.29762974,1.28519687,0.81233299,-0.32031747,578,2013,0.84863468,2022,-0.23041758,13444901.87896384,5046.07666984,1.73075983,0.05175463,0.39511227,0.19900786,,,0.60467699,0.08098258
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.35000000,0.60000000,,0.00014173,0.00175566,0.00014948,0.00190832,1019943.97543231,97500.00000000,922443.97543231,9.46096385,0.26949801,0.25923020,1.03778018,0.26440333,1.45853351,0.68374133,-0.39415200,535,2023,0.80134708,2022,-0.35165657,7123359.57144882,2675.57616765,0.82367872,0.02744181,0.45000904,0.39876294,,,0.54982495,0.18929492
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.35000000,0.60000000,QQQ<SMA200,0.01862881,0.38585481,0.01863400,0.38585524,932194.68359724,97500.00000000,834694.68359724,8.56097111,0.25939475,0.24970763,1.03727256,0.25427916,1.45239791,0.86335141,-0.30045095,535,2013,0.62258047,2022,-0.24025592,5838795.05527896,2196.53182064,0.72477966,0.02252853,0.46848866,0.39876294,,,0.53134088,0.09866782
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.35000000,0.70000000,,0.00015639,0.00175566,0.00017315,0.00190832,1228021.10408865,97500.00000000,1130521.10408865,11.59508825,0.29106436,0.27890581,1.00641514,0.29933586,1.40526243,0.69376480,-0.41954328,605,2023,0.82839710,2022,-0.37476045,11894211.58166035,4463.69449383,1.20363402,0.04578148,0.38585051,0.29897284,,,0.61396088,0.18930009
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.35000000,0.70000000,QQQ<SMA200,0.01904847,0.38566692,0.01906036,0.38566731,1106716.52136067,97500.00000000,1009216.52136067,10.35093868,0.27942710,0.26787857,0.99746642,0.29023041,1.38749086,0.83705480,-0.33382175,601,2013,0.77118423,2022,-0.26751254,10024108.63566734,3765.10924206,1.10426720,0.03861651,0.40474537,0.29897284,,,0.59506692,0.09885575
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.35000000,0.80000000,,0.00015907,0.00175566,0.00018680,0.00190832,1352801.22580960,97500.00000000,1255301.22580960,12.87488437,0.30352077,0.28918014,0.97116686,0.33028443,1.35055249,0.68038676,-0.44610035,753,2013,0.93055514,2022,-0.39715431,16998203.95722633,6376.08537645,1.62144027,0.06539575,0.33217474,0.19875848,,,0.66762109,0.18929832
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.35000000,0.80000000,QQQ<SMA200,0.01903088,0.38560716,0.01905718,0.38560754,1218242.48276584,97500.00000000,1120742.48276584,11.49479470,0.29181184,0.27805765,0.95955428,0.32205752,1.33006177,0.80101130,-0.36430427,752,2013,0.93055514,2022,-0.29376268,14649203.22045517,5497.96572111,1.52249913,0.05638939,0.35104538,0.19875848,,,0.64875108,0.09891552
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.40000000,0.60000000,,0.00015045,0.00128150,0.00015463,0.00134550,1120444.11440225,97500.00000000,1022944.11440225,10.49173451,0.27882974,0.26918490,1.02983301,0.27684324,1.45184357,0.63531653,-0.43888318,567,2023,0.90152199,2022,-0.39701706,6469040.47073323,2430.23192522,0.70313146,0.02492546,0.43543520,0.39876731,,,0.56439292,0.21633505
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.40000000,0.60000000,QQQ<SMA200,0.02028416,0.43570061,0.02028606,0.43570104,1043400.16224813,97500.00000000,945900.16224813,9.70154013,0.27054614,0.26163789,1.04636076,0.26257031,1.46971131,0.82052236,-0.32972427,535,2013,0.62483921,2022,-0.27355789,5179166.98126459,1949.22851868,0.59517442,0.01999209,0.45557591,0.39876731,,,0.54425585,0.11803960
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.40000000,0.70000000,,0.00012735,0.00107693,0.00013972,0.00114165,1516844.64093477,97500.00000000,1419344.64093477,14.55738093,0.31313928,0.30135311,1.02511307,0.31524200,1.43806750,0.67893950,-0.46121823,605,2023,0.98659472,2022,-0.41853548,10956143.63552979,4111.88380421,0.95277313,0.04217317,0.36132928,0.29885835,,,0.63851631,0.21634078
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.40000000,0.70000000,QQQ<SMA200,0.02079690,0.43538013,0.02080620,0.43538048,1386666.52180283,97500.00000000,1289166.52180283,13.22222074,0.30282494,0.29180772,1.02909356,0.30253049,1.43809357,0.83570703,-0.36235777,601,2013,0.78917221,2022,-0.29968288,9030146.34201050,3392.26828447,0.84562639,0.03479250,0.38200336,0.29885835,,,0.61784547,0.11836016
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.40000000,0.80000000,,0.00013679,0.00134587,0.00015933,0.00138200,1781275.11039534,97500.00000000,1683775.11039534,17.26948831,0.33215072,0.31849144,0.99596709,0.35111977,1.39004303,0.68270418,-0.48652217,752,2023,1.00532649,2022,-0.44007066,17739401.19027770,6654.43479373,1.37266855,0.06825061,0.29815203,0.19861800,,,0.70167502,0.21633798
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.75000000,0.40000000,0.80000000,QQQ<SMA200,0.02119356,0.43521212,0.02121377,0.43521245,1607018.63458414,97500.00000000,1509518.63458414,15.48224241,0.32039198,0.30750513,0.99196062,0.33955880,1.37915593,0.80972806,-0.39567850,605,2013,0.95021361,2022,-0.32571824,14985399.84262940,5624.30911231,1.26532052,0.05768522,0.31920992,0.19861800,,,0.68061669,0.11852819
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.80000000,0.25000000,0.60000000,,0.00017231,0.00157290,0.00018486,0.00176843,615516.51176752,97500.00000000,518016.51176752,5.31298986,0.21754187,0.20577264,0.97800258,0.22866035,1.36251728,0.78510085,-0.27708780,530,2013,0.58810936,2022,-0.23272171,7148209.60436272,2684.09278405,1.17177868,0.02752916,0.51105593,0.39885224,,,0.48873774,0.12430091
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.80000000,0.25000000,0.60000000,QQQ<SMA200,0.01306491,0.27354291,0.01307758,0.27354349,571732.09400609,97500.00000000,474232.09400609,4.86391891,0.20902564,0.19794691,0.95591077,0.22593200,1.32857056,0.83326055,-0.25085268,355,2013,0.58810936,2022,-0.15521855,6215198.36996881,2336.95728913,1.08840971,0.02396879,0.52394970,0.39885224,,,0.47584212,0.06830405
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.80000000,0.25000000,0.70000000,,0.00016175,0.00157290,0.00018484,0.00176843,651138.39735125,97500.00000000,553638.39735125,5.67834254,0.22385624,0.21173402,0.93680185,0.24967593,1.29977372,0.79419794,-0.28186455,571,2017,0.65183681,2022,-0.23271468,9706241.72115864,3641.56036122,1.55232240,0.03734934,0.47424798,0.29879010,,,0.52554243,0.12427925
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.80000000,0.25000000,0.70000000,QQQ<SMA200,0.01293470,0.27351724,0.01295686,0.27351781,605861.20681096,97500.00000000,508361.20681096,5.21396110,0.21551457,0.20409657,0.91587474,0.24722716,1.26825054,0.84833239,-0.25404496,337,2017,0.65183368,2022,-0.15522433,8615577.72613891,3235.12088984,1.46944186,0.03318073,0.48701551,0.29879010,,,0.51276890,0.06832973
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.80000000,0.25000000,0.80000000,,0.00018917,0.00157290,0.00022519,0.00176843,693268.88158704,97500.00000000,595768.88158704,6.11045007,0.23111188,0.21837322,0.91572382,0.26676277,1.26977184,0.78935365,-0.29278623,455,2017,0.74660942,2022,-0.23271146,12137660.34078490,4553.34362602,1.86378922,0.04670096,0.44628877,0.19855526,,,0.55346094,0.12429231
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.80000000,0.25000000,0.80000000,QQQ<SMA200,0.01296267,0.27346523,0.01299461,0.27346578,644687.29271797,97500.00000000,547187.29271797,5.61217736,0.22271484,0.21067927,0.89539571,0.26447349,1.23945471,0.80596046,-0.27633469,574,2017,0.74660352,2022,-0.15524479,10866237.90100940,4079.02821568,1.78026631,0.04183619,0.45904570,0.19855526,,,0.54069270,0.06838176
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.80000000,0.30000000,0.60000000,,0.00015772,0.00124660,0.00016487,0.00133371,834679.74284947,97500.00000000,737179.74284947,7.56081788,0.24911617,0.23801658,1.01937165,0.24948952,1.42499903,0.72038939,-0.34580765,533,2023,0.65531938,2022,-0.30406318,7377064.07189150,2770.97186212,0.98107709,0.02842022,0.47343644,0.39897733,,,0.52637903,0.14915771
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.80000000,0.30000000,0.60000000,QQQ<SMA200,0.01524394,0.32430630,0.01525043,0.32430681,770543.28623179,97500.00000000,673043.28623179,6.90300806,0.23980757,0.22955754,1.00646012,0.24385652,1.40283088,0.87040512,-0.27551259,533,2013,0.61224197,2022,-0.21675741,6181746.69163433,2325.41767361,0.88580786,0.02385044,0.48852244,0.39897733,,,0.51129159,0.08591024
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.80000000,0.30000000,0.70000000,,0.00015924,0.00155351,0.00017714,0.00158530,932383.91866448,97500.00000000,834883.91866448,8.56291199,0.26278630,0.24972911,0.98436183,0.27684642,1.37007334,0.74397671,-0.35321845,601,2013,0.75982075,2022,-0.30681541,10941274.51620146,4105.95123026,1.34507467,0.04211232,0.42214757,0.29841470,,,0.57765509,0.14915202
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.80000000,0.30000000,0.70000000,QQQ<SMA200,0.01522777,0.32413738,0.01524471,0.32413782,859637.22737441,97500.00000000,762137.22737441,7.81679208,0.25337905,0.24113366,0.97001380,0.27177676,1.34671984,0.89277008,-0.28381221,601,2013,0.75982075,2022,-0.22002166,9414076.51690894,3535.91451874,1.24820739,0.03626579,0.43721565,0.29841470,,,0.56258580,0.08607922
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.80000000,0.30000000,0.80000000,,0.00016169,0.00102039,0.00019265,0.00108293,980304.42319752,97500.00000000,882804.42319752,9.05440434,0.26871746,0.25503360,0.94671843,0.29994802,1.31289412,0.74678821,-0.35983088,602,2013,0.82387814,2022,-0.30681163,14395741.63596493,5400.13980475,1.73736941,0.05538605,0.38225349,0.19897829,,,0.61753282,0.14916293
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.80000000,0.30000000,0.80000000,QQQ<SMA200,0.01514718,0.32414012,0.01517562,0.32414058,904904.25997114,97500.00000000,807404.25997114,8.28106933,0.25940790,0.24656348,0.93190732,0.29530639,1.28955122,0.81262340,-0.31922278,578,2013,0.82387814,2022,-0.22000449,12620897.69855507,4737.22497357,1.64077395,0.04858692,0.39724353,0.19897829,,,0.60254399,0.08607647
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.80000000,0.35000000,0.60000000,,0.00013318,0.00129501,0.00014093,0.00129827,1032328.78608453,97500.00000000,934828.78608453,9.58798755,0.27088359,0.26050822,1.04201912,0.26436907,1.46495443,0.69234931,-0.39125277,535,2023,0.81076328,2022,-0.35016224,6884131.18816683,2586.29318592,0.78824098,0.02652608,0.44960098,0.39870173,,,0.55024268,0.17402476
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.80000000,0.35000000,0.60000000,QQQ<SMA200,0.01713075,0.37340517,0.01713678,0.37340562,954603.43419589,97500.00000000,857103.43419589,8.79080445,0.26158796,0.25222158,1.04061790,0.25541625,1.45839335,0.84261417,-0.31044809,535,2013,0.62480272,2022,-0.25183640,5524154.33653960,2078.75681987,0.68209166,0.02132058,0.46660290,0.39870173,,,0.53324098,0.10518093
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.80000000,0.35000000,0.70000000,,0.00014762,0.00127087,0.00016308,0.00131425,1239458.03162416,97500.00000000,1141958.03162416,11.71239007,0.29243544,0.27988938,1.01095062,0.29892809,1.41133297,0.70250234,-0.41627682,605,2023,0.82226504,2022,-0.37336395,11353933.04807678,4261.19423319,1.14294503,0.04370456,0.38570752,0.29870274,,,0.61411438,0.17402027
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.80000000,0.35000000,0.70000000,QQQ<SMA200,0.01729535,0.37321952,0.01730635,0.37321991,1138387.56663717,97500.00000000,1040887.56663717,10.67576991,0.28246614,0.27086875,1.00386544,0.29096383,1.39726656,0.83016038,-0.34025490,605,2013,0.77892346,2022,-0.27866208,9496868.73490486,3567.42651589,1.03774765,0.03658899,0.40285950,0.29870274,,,0.59696526,0.10536664
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.80000000,0.35000000,0.80000000,,0.00014946,0.00122184,0.00017686,0.00127235,1380990.70562007,97500.00000000,1283490.70562007,13.16400724,0.30576506,0.29137177,0.98126501,0.32780123,1.36529254,0.71939615,-0.42503016,606,2013,0.93887801,2022,-0.37637172,16455309.81751374,6172.47325835,1.53181129,0.06330742,0.33359291,0.19872765,,,0.66621529,0.17401543
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.80000000,0.35000000,0.80000000,QQQ<SMA200,0.01727190,0.37307688,0.01729639,0.37307725,1266835.65492193,97500.00000000,1169335.65492193,11.99318620,0.29569611,0.28220797,0.97190608,0.32055375,1.34877026,0.84434277,-0.35020862,606,2013,0.93887801,2022,-0.28223135,14088840.37392974,5287.59952960,1.42496982,0.05423179,0.35072557,0.19872765,,,0.64908490,0.10550930
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,0.80000000,0.40000000,0.60000000,,0.00015817,0.00124269,0.00016020,0.00123269,1119155.37313588,97500.00000000,1021655.37313588,10.47851665,0.27897052,0.26906294,1.02985002,0.27698648,1.45155442,0.64109002,-0.43515032,567,2023,0.89925998,2022,-0.39495407,6316588.19217129,2373.30903516,0.68432393,0.02434163,0.43485026,0.39876731,,,0.56497091,0.19887375
