label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.weights,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.NTSX.avg,exposure.NTSX.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,,0.08975051,0.39373887,0.08952763,0.39374527,37215.42273095,28000.00000000,9215.42273095,0.32912224,0.14105649,0.14577733,0.69795217,0.22582367,1.00592274,0.45279627,-0.31152309,,2023,0.36875579,2022,-0.26088554,67291.35843706,27.20048363,0.52326173,0.00097145,,,0.58850241,0.49834768,,,,,,,0.41057264,0.10625473
SPY benchmark,sens,sens_2020-11-09,2020-11-09,2023-11-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,,0.00990977,0.03082944,0.00991156,0.03083054,32327.20932252,28000.00000000,4327.20932252,0.15454319,0.08815222,0.07229740,0.57201728,0.17446164,0.81822584,0.36328602,-0.24265238,,2021,0.28515254,2022,-0.17924943,27815.40291447,1.94707820,0.21867419,0.00006954,,,,,,,,,0.99008844,0.96916946,,
NTSX100,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,"{""NTSX"":1.0}",0.00118448,0.00360842,0.00120094,0.00390725,31371.05083067,28000.00000000,3371.05083067,0.12039467,0.03230021,0.05700101,0.26897116,0.17564408,0.37954826,0.10316342,-0.31309753,,2023,0.22664999,2022,-0.25812392,27952.94740315,16.77176844,0.25142812,0.00059899,,,,,,,0.99879906,0.99609275,,,,
NTSX75/BIL25,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,"{""BIL"":0.25,""NTSX"":0.75}",0.00319523,0.00603733,0.00236739,0.00490391,31187.79599933,28000.00000000,3187.79599933,0.11384986,0.03441969,0.05402326,0.32369376,0.13125171,0.45784040,0.14304795,-0.24061644,801,2023,0.18284542,2022,-0.19311248,30494.21619639,13.08765726,0.27052625,0.00046742,0.24784050,0.24509609,,,,,0.74895146,0.74703551,,,,
NTSX62.5/BIL37.5,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,"{""BIL"":0.375,""NTSX"":0.625}",0.00273417,0.00746711,0.00206202,0.00602574,31048.66101412,28000.00000000,3048.66101412,0.10888075,0.03455572,0.05175370,0.36590138,0.10924145,0.51846350,0.17047128,-0.20270702,787,2023,0.16071633,2022,-0.15979639,30808.72114026,11.38223105,0.27168597,0.00040651,0.37310845,0.36897426,,,,,0.62414634,0.62272345,,,,
NTSX50/BIL50,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,"{""BIL"":0.5,""NTSX"":0.5}",0.00290551,0.00636679,0.00214208,0.00550940,30869.35242556,28000.00000000,2869.35242556,0.10247687,0.03398782,0.04881762,0.42714410,0.08723378,0.60668461,0.20772832,-0.16361670,758,2023,0.13837071,2022,-0.12622739,30329.10891818,9.77390492,0.26604845,0.00034907,0.49804425,0.49449060,,,,,0.49904092,0.49695253,,,,
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,,0.03927687,0.23448433,0.03883766,0.23448898,41365.58288565,28000.00000000,13365.58288565,0.47734225,0.20271769,0.20286368,1.12708707,0.17806487,1.64584077,1.45935669,-0.13890894,545,2023,0.34339934,2022,-0.06834454,212087.54435850,71.49096278,1.50771187,0.00255325,,,0.50247990,0.17003091,0.16714576,0.05667276,,,,,0.32907719,0.03898905
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,,0.03941857,0.23253305,0.03881004,0.23253485,40060.53674213,28000.00000000,12060.53674213,0.43073346,0.17894730,0.18540323,1.04013073,0.17284677,1.51481279,0.96161632,-0.18609012,571,2023,0.40766635,2022,-0.13811596,207910.14717863,49.19170314,1.52858772,0.00175685,0.33291594,0.11172949,0.33442693,0.11354860,,,,,,,0.32989340,0.04094318
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,,0.09217704,0.40177550,0.09200588,0.40178306,43347.24103848,28000.00000000,15347.24103848,0.54811575,0.20344426,0.22862414,1.01665223,0.20254404,1.51976184,0.66534660,-0.30577184,680,2023,0.47270989,2022,-0.25228207,75002.26367967,30.00540031,0.55974389,0.00107162,,,0.59121432,0.49886249,,,,,,,0.40804705,0.09821694
SPY benchmark,sens,sens_2021-05-10,2021-05-10,2024-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,,0.01193184,0.03553384,0.01193369,0.03553514,34968.86988933,28000.00000000,6968.86988933,0.24888821,0.08899435,0.11300411,0.58303097,0.17166303,0.83478799,0.36658023,-0.24276910,709,2023,0.26016584,2022,-0.18036923,27796.36545840,1.94574558,0.23274093,0.00006949,,,,,,,,,0.98806631,0.96446486,,
NTSX100,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,"{""NTSX"":1.0}",0.00113553,0.00286217,0.00115252,0.00287648,34509.75235522,28000.00000000,6509.75235522,0.23249116,0.04084391,0.10588055,0.31359570,0.17882048,0.44430545,0.13043204,-0.31314319,898,2024,0.23351848,2022,-0.25816150,27943.91109264,16.76634666,0.25147845,0.00059880,,,,,,,0.99884748,0.99712352,,,,
NTSX75/BIL25,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,"{""BIL"":0.25,""NTSX"":0.75}",0.00364298,0.00832466,0.00259764,0.00652231,33590.57486308,28000.00000000,5590.57486308,0.19966339,0.04302762,0.09188629,0.38252692,0.13363357,0.54349777,0.17882486,-0.24061316,801,2024,0.18473044,2022,-0.19306401,28892.70675906,12.66937649,0.25545372,0.00045248,0.24746643,0.24347769,,,,,0.74887759,0.74630136,,,,
NTSX62.5/BIL37.5,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,"{""BIL"":0.375,""NTSX"":0.625}",0.00357065,0.00906200,0.00268410,0.00618706,33093.72410453,28000.00000000,5093.72410453,0.18191872,0.04312913,0.08420335,0.43582190,0.11122391,0.62050112,0.21271534,-0.20275512,787,2023,0.16065054,2022,-0.15993125,29410.08970547,10.89759930,0.25793813,0.00038920,0.37243654,0.36881294,,,,,0.62398167,0.62192926,,,,
NTSX50/BIL50,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,"{""BIL"":0.5,""NTSX"":0.5}",0.00329270,0.00770787,0.00244559,0.00548611,32589.70527122,28000.00000000,4589.70527122,0.16391805,0.04286698,0.07632159,0.51761954,0.08883808,0.73949491,0.26259368,-0.16324450,757,2023,0.13830922,2022,-0.12579055,29363.84118722,9.17562942,0.25549332,0.00032770,0.49777304,0.49451389,,,,,0.49892497,0.49670860,,,,
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-11-08,2021-11-08,2024-11-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,,0.04090561,0.23950728,0.04045960,0.23951408,41262.58373051,28000.00000000,13262.58373051,0.47366370,0.15895052,0.20107130,0.87445970,0.18959925,1.23154357,0.94057289,-0.16899330,,2023,0.34075692,2022,-0.06231441,241178.14299348,80.29300257,1.80639355,0.00286761,,,0.50755720,0.17023735,0.16872365,0.05626433,,,,,0.32229030,0.03396395
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-11-08,2021-11-08,2024-11-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,,0.04066322,0.23789459,0.04005181,0.23789774,40819.89596880,28000.00000000,12819.89596880,0.45785343,0.14072362,0.19519641,0.80640513,0.18477911,1.13503564,0.76888353,-0.18302333,570,2023,0.40545715,2022,-0.13208377,236329.03622621,55.76547053,1.82144014,0.00199162,0.33615260,0.11329875,0.33761941,0.11293971,,,,,,,0.32317484,0.03558029
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2021-11-08,2021-11-08,2024-11-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,,0.09816055,0.41843100,0.09795724,0.41844149,45750.14835132,28000.00000000,17750.14835132,0.63393387,0.17608142,0.25817971,0.87663266,0.21063604,1.28118567,0.60080236,-0.29307711,567,2023,0.46244928,2022,-0.23359369,69078.22211404,27.26823576,0.52496075,0.00097387,,,0.59698225,0.49923637,,,,,,,0.40207550,0.08155851
SPY benchmark,sens,sens_2021-11-08,2021-11-08,2024-11-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,,0.01144975,0.03910974,0.01145164,0.03911120,37912.64488908,28000.00000000,9912.64488908,0.35402303,0.09996659,0.15540878,0.63553540,0.17398454,0.91063898,0.41146009,-0.24295573,709,2024,0.26899358,2022,-0.18041204,27615.73063432,1.93310114,0.22939217,0.00006904,,,,,,,,,0.98854836,0.96088880,,
NTSX100,sens,sens_2022-05-09,2022-05-09,2025-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,"{""NTSX"":1.0}",0.00109185,0.00300732,0.00110753,0.00302083,35226.04392016,28000.00000000,7226.04392016,0.25807300,0.10820009,0.11681569,0.65326644,0.18386804,0.93983829,0.56162167,-0.19265655,332,2023,0.22647892,2022,-0.05823377,27968.71131783,16.78122679,0.21254944,0.00059933,,,,,,,0.99889247,0.99697917,,,,
NTSX75/BIL25,sens,sens_2022-05-09,2022-05-09,2025-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,"{""BIL"":0.25,""NTSX"":0.75}",0.00306167,0.00781638,0.00235489,0.00548825,34176.09041834,28000.00000000,6176.09041834,0.22057466,0.09477057,0.10102352,0.73134310,0.13726665,1.05417494,0.64895597,-0.14603545,304,2023,0.18261565,2022,-0.03637218,29741.74905658,12.57843964,0.23083824,0.00044923,0.24786401,0.24451175,,,,,0.74906236,0.74739714,,,,
NTSX62.5/BIL37.5,sens,sens_2022-05-09,2022-05-09,2025-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,"{""BIL"":0.375,""NTSX"":0.625}",0.00323906,0.00788136,0.00237957,0.00626772,33619.94784443,28000.00000000,5619.94784443,0.20071242,0.08723424,0.09251270,0.79382100,0.11404733,1.14631885,0.71572206,-0.12188285,301,2023,0.16041511,2022,-0.02640710,30116.40946295,10.83716142,0.23645751,0.00038704,0.37282276,0.36873228,,,,,0.62392791,0.62264790,,,,
NTSX50/BIL50,sens,sens_2022-05-09,2022-05-09,2025-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,"{""BIL"":0.5,""NTSX"":0.5}",0.00319900,0.00725375,0.00237076,0.00585885,33056.93234958,28000.00000000,5056.93234958,0.18060473,0.07935543,0.08378968,0.88828789,0.09103776,1.28691853,0.81172530,-0.09776143,291,2023,0.13839009,2022,-0.01711700,29676.49869142,9.05605025,0.23579559,0.00032343,0.49778712,0.49414115,,,,,0.49900532,0.49764287,,,,
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-05-09,2022-05-09,2025-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,,0.05285880,0.27347038,0.05253943,0.27347803,37656.01452684,28000.00000000,9656.01452684,0.34485766,0.15399411,0.15207472,0.81951068,0.20015082,1.14277043,0.85154942,-0.18083990,,2023,0.32253483,2025,-0.04648178,242325.53778547,82.33669277,1.67403971,0.00294060,,,0.51609710,0.16975393,0.17161094,0.05638536,,,,,0.31108960,0.00000000
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-05-09,2022-05-09,2025-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,,0.05384842,0.27347461,0.05332730,0.27347803,38851.86320303,28000.00000000,10851.86320303,0.38756654,0.17260195,0.16881458,0.93283048,0.19118596,1.30721047,1.00951656,-0.17097486,,2023,0.38718103,2025,-0.04722619,249213.62081798,59.51414483,1.67948732,0.00212551,0.34214125,0.11157341,0.34384292,0.11319270,,,,,,,0.31104385,0.00000000
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2022-05-09,2022-05-09,2025-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,,0.12707224,0.49998951,0.12691786,0.50000000,42326.01024029,28000.00000000,14326.01024029,0.51164322,0.21934794,0.21539715,0.97310877,0.23261449,1.40892026,0.88764689,-0.24711171,,2023,0.41459102,2025,-0.09537828,78750.03412568,33.08256367,0.48976685,0.00118152,,,0.62609916,0.49903403,,,,,,,0.37313948,0.00000000
SPY benchmark,sens,sens_2022-05-09,2022-05-09,2025-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,,0.01296936,0.03120358,0.01297114,0.03120484,37102.18779584,28000.00000000,9102.18779584,0.32507814,0.13955592,0.14418949,0.81615015,0.18076024,1.20589705,0.75196859,-0.18558744,,2023,0.25747383,2025,-0.03215492,27695.97012158,1.93871791,0.20084030,0.00006924,,,,,,,,,0.98702886,0.96879516,,
NTSX100,sens,sens_2022-11-08,2022-11-08,2025-11-07,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,"{""NTSX"":1.0}",0.00094576,0.00208799,0.00096073,0.00209645,41587.94441534,28000.00000000,13587.94441534,0.48528373,0.20735644,0.20568220,1.26942948,0.15912351,1.89837917,1.23345822,-0.16810982,200,2023,0.22671121,2022,0.01908783,27984.38191056,16.79062915,0.19274759,0.00059967,,,,,,,0.99903927,0.99790355,,,,
NTSX75/BIL25,sens,sens_2022-11-08,2022-11-08,2025-11-07,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,"{""BIL"":0.25,""NTSX"":0.75}",0.00299386,0.00703877,0.00219620,0.00593654,38652.84537993,28000.00000000,10652.84537993,0.38045876,0.16752112,0.16600674,1.36921621,0.11881835,2.05239427,1.33225632,-0.12574241,125,2023,0.18261920,2022,0.01664441,28795.62854764,11.85120925,0.20744856,0.00042326,0.24798825,0.24406346,,,,,0.74900676,0.74772334,,,,
NTSX62.5/BIL37.5,sens,sens_2022-11-08,2022-11-08,2025-11-07,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,"{""BIL"":0.375,""NTSX"":0.625}",0.00262442,0.00598974,0.00191362,0.00425154,37239.49059293,28000.00000000,9239.49059293,0.32998181,0.14752128,0.14610945,1.44858145,0.09882097,2.17683657,1.40983938,-0.10463694,113,2023,0.16054809,2022,0.01521983,29227.31537848,9.96411891,0.21542759,0.00035586,0.37322324,0.37074846,,,,,0.62414288,0.62259413,,,,
NTSX50/BIL50,sens,sens_2022-11-08,2022-11-08,2025-11-07,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,"{""BIL"":0.5,""NTSX"":0.5}",0.00291508,0.00796248,0.00197599,0.00618486,35864.76715602,28000.00000000,7864.76715602,0.28088454,0.12747138,0.12621572,1.56825635,0.07885442,2.36693147,1.53358459,-0.08311989,111,2023,0.13831058,2022,0.01358281,29432.86537177,8.36017649,0.22202721,0.00029858,0.49812153,0.49381514,,,,,0.49895548,0.49746492,,,,
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-11-08,2022-11-08,2025-11-07,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,,0.02213515,0.27346695,0.02151528,0.27347803,44295.23152505,28000.00000000,16295.23152505,0.58197255,0.23174278,0.24050478,1.09963351,0.21081045,1.53122354,1.28460385,-0.18040019,439,2023,0.32241427,2022,-0.00906549,314774.73318866,105.37878883,2.11396446,0.00376353,,,0.44612229,0.14967748,0.14828839,0.04945830,,,,,0.40403096,0.00000000
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-11-08,2022-11-08,2025-11-07,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,,0.02303304,0.27347308,0.02227734,0.27347803,46606.49700133,28000.00000000,18606.49700133,0.66451775,0.26601183,0.26902942,1.22579179,0.21178540,1.71987411,1.55769048,-0.17077323,394,2023,0.38706532,2022,0.00882158,328757.09991881,77.60473160,2.12417503,0.00277160,0.29584716,0.09845290,0.29727822,0.09970379,,,,,,,0.40406127,0.00000000
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2022-11-08,2022-11-08,2025-11-07,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,,0.04631864,0.49998630,0.04613654,0.50000000,46415.41992642,28000.00000000,18415.41992642,0.65769357,0.28096068,0.26671063,1.22731419,0.22305117,1.78342397,1.13815710,-0.24685580,280,2023,0.41488185,2022,0.01130978,83551.35270620,34.63062188,0.49901355,0.00123681,,,0.54520310,0.49873952,,,,,,,0.45393924,0.00000000
SPY benchmark,sens,sens_2022-11-08,2022-11-08,2025-11-07,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,,0.01140047,0.02639831,0.01140219,0.02639953,42653.27711011,28000.00000000,14653.27711011,0.52333133,0.22186383,0.21957663,1.35330604,0.15795604,2.06774400,1.19360671,-0.18587683,127,2023,0.25952366,2022,0.00628205,27956.95910100,1.95698714,0.18815114,0.00006989,,,,,,,,,0.98859781,0.97360047,,
NTSX100,sens,sens_2023-05-08,2023-05-08,2026-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,"{""NTSX"":1.0}",0.00104487,0.00344416,0.00105993,0.00374304,41067.41623804,28000.00000000,13067.41623804,0.46669344,0.19749612,0.19878862,1.27131542,0.15142360,1.84748200,1.17513022,-0.16806318,200,2024,0.20165344,2026,0.06864160,27985.05844295,16.79103507,0.19552470,0.00059968,,,,,,,0.99894007,0.99625696,,,,
NTSX75/BIL25,sens,sens_2023-05-08,2023-05-08,2026-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,"{""BIL"":0.25,""NTSX"":0.75}",0.00311961,0.00683072,0.00234480,0.00645531,38247.54185635,28000.00000000,10247.54185635,0.36598364,0.15987305,0.16035174,1.37489402,0.11299469,2.00226648,1.27108390,-0.12577694,125,2024,0.16379147,2026,0.05543437,29261.88538159,12.34006206,0.21323578,0.00044072,0.24776730,0.24354469,,,,,0.74910172,0.74784452,,,,
NTSX62.5/BIL37.5,sens,sens_2023-05-08,2023-05-08,2026-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,"{""BIL"":0.375,""NTSX"":0.625}",0.00278284,0.00777081,0.00206099,0.00667434,36893.03110359,28000.00000000,8893.03110359,0.31760825,0.14106851,0.14114511,1.45864307,0.09389467,2.12959853,1.34924926,-0.10455334,113,2024,0.14496731,2026,0.04855954,29620.09821107,10.40966113,0.22047443,0.00037177,0.37312966,0.36832566,,,,,0.62407785,0.62289192,,,,
NTSX50/BIL50,sens,sens_2023-05-08,2023-05-08,2026-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,"{""BIL"":0.5,""NTSX"":0.5}",0.00353736,0.00808814,0.00248613,0.00639045,35561.21410057,28000.00000000,7561.21410057,0.27004336,0.12201025,0.12174684,1.58053850,0.07493505,2.31683757,1.46681061,-0.08318065,111,2024,0.12594877,2026,0.04155530,30219.71312487,8.80608046,0.22988579,0.00031450,0.49764872,0.49360955,,,,,0.49880582,0.49774282,,,,
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2023-05-08,2023-05-08,2026-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24,,0.00361761,0.06556930,0.00307155,0.06557198,41626.69345704,28000.00000000,13626.69345704,0.48666762,0.22593679,0.20618077,1.07587063,0.21100977,1.49321484,1.25266235,-0.18036528,439,2023,0.28066800,2026,0.01780520,312131.14710223,103.39656428,2.05278798,0.00369273,,,0.41563106,0.14956336,0.13814034,0.04945437,,,,,0.44477125,0.19975137
