label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.gate,params.rebalance,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w,test,test,2024-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2w,0.02497501,0.23381857,0.02393340,0.22987126,32434.60692114,25500.00000000,6934.60692114,0.27194537,0.16517006,0.13697257,0.94125532,0.18062490,1.29905593,1.00957600,-0.16360340,236,2024,0.34764584,2026,0.03200048,302514.25107390,99.77268140,2.63780100,0.00391265,0.44865602,0.14949394,0.14874527,0.04937072,,,0.40006227,0.11062376
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,test,test,2024-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2w+1,0.01972378,0.26402765,0.01872376,0.26402908,29350.22146688,25500.00000000,3850.22146688,0.15098908,0.11728702,0.07876558,0.69800910,0.18410209,0.93284331,0.55146094,-0.21268418,,2024,0.36576311,2026,-0.01514912,352334.11174556,117.09457379,3.16515611,0.00459194,0.44423484,0.14590596,0.14746132,0.04892321,,,0.40574088,0.08286899
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2024-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,,0.00449807,0.06819676,0.00375507,0.06820190,33588.24605936,25500.00000000,8088.24605936,0.31718612,0.16753967,0.15778828,0.83691109,0.21336217,1.13458489,0.92123906,-0.18186341,447,2024,0.20960873,2026,0.04892130,216484.57615637,72.04682679,1.93406144,0.00282537,0.42765935,0.14948330,0.14208554,0.04919289,,,0.42848494,0.19602462
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m,test,test,2024-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2m,0.07793812,0.35804444,0.07694262,0.35223754,34078.80741048,25500.00000000,8578.80741048,0.33642382,0.17748620,0.16649504,0.93166101,0.19718709,1.27888086,0.78134583,-0.22715447,474,2024,0.25345008,2025,0.09344933,104425.42418790,36.12524417,0.93507363,0.00141668,0.44499991,0.29508256,0.14842537,0.09818120,,,0.40356940,0.17208367
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m+1,test,test,2024-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2m+1,0.08036986,0.42434834,0.07879496,0.42149237,31783.66195189,25500.00000000,6283.66195189,0.24641812,0.15758818,0.12500787,0.73206558,0.24063324,1.00206916,0.76870260,-0.20500540,,2024,0.30884031,2026,-0.05995777,145361.88056340,48.38111661,1.24475082,0.00189730,0.39553891,0.13097349,0.13221862,0.04789415,,,0.46947084,0.21335932
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m,test,test,2024-01-02,2026-08-20,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,3m,0.10340269,0.47717068,0.10093183,0.47188438,31947.47729445,25500.00000000,6447.47729445,0.25284225,0.16209775,0.12803422,0.72442244,0.25268216,0.98796664,0.67688367,-0.23947653,,2024,0.37377008,2026,-0.02225282,99860.87019954,34.07444976,0.86000749,0.00133625,0.37617710,0.13103962,0.12698355,0.04840585,,,0.49332981,0.17338614
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+1,test,test,2024-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,3m+1,0.09537536,0.32290968,0.09398198,0.32291400,34337.42092859,25500.00000000,8837.42092859,0.34656553,0.18512589,0.17105142,0.97599806,0.19430795,1.36771800,1.04920571,-0.17644384,188,2024,0.26167289,2026,0.06954322,102593.33008604,34.87044739,0.89565989,0.00136747,0.44862161,0.13104573,0.15039269,0.04687718,,,0.39687856,0.21595789
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+2,test,test,2024-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,3m+2,0.10795267,0.40959019,0.10583425,0.40129765,35229.44782403,25500.00000000,9729.44782403,0.38154697,0.20485910,0.18659421,0.96875244,0.21794514,1.34409176,0.83628708,-0.24496265,455,2024,0.33024022,2025,0.09118857,83852.96136966,28.49774812,0.71860305,0.00111756,0.41477260,0.25738702,0.13956325,0.08399837,,,0.44224738,0.19683402
TQQQ50/BTAL50 rb 1w,test,test,2024-01-02,2026-08-20,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.00237694,0.03442760,0.00210264,0.03443007,36801.06344678,25500.00000000,11301.06344678,0.44317896,0.23899226,0.21335257,0.99300305,0.24750354,1.46498241,0.86752690,-0.27548686,234,2024,0.42491039,2026,0.10847412,144959.97255831,54.31906604,1.18293172,0.00213016,0.49956268,0.46556993,,,,,0.49903382,0.47933902
50/50,test,test,2024-01-02,2026-08-20,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.00108542,0.00264779,0.00079014,0.00185625,36269.57145747,25500.00000000,10769.57145747,0.42233614,0.22464284,0.20438996,0.98036329,0.23614540,1.40784480,0.81991967,-0.27398153,240,2024,0.38185099,2025,0.08464983,66476.98510777,25.36684963,0.55716414,0.00099478,0.49963689,0.49903107,,,,,0.49925809,0.49814375
TQQQ50/BTAL50 rb 3m,test,test,2024-01-02,2026-08-20,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.02920733,0.20576596,0.02912464,0.20576813,37986.92282133,25500.00000000,12486.92282133,0.48968325,0.24744595,0.23304439,1.00611615,0.25259233,1.43668108,0.90269027,-0.27412055,234,2024,0.36395271,2025,0.11168828,57998.03805819,22.42325891,0.48069616,0.00087934,0.48603148,0.29423187,,,,,0.51134460,0.41874391
TQQQ50/BTAL50 gate QQQ<SMA200 rb 1w,test,test,2024-01-02,2026-08-20,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.01007729,0.17495966,0.00982864,0.17495966,35305.33304038,25500.00000000,9805.33304038,0.38452286,0.21439611,0.18790429,0.98646271,0.22314565,1.40611299,0.89007763,-0.24087349,287,2024,0.42491039,2025,0.06204218,123287.09733919,46.55724696,1.03255724,0.00182577,0.50768502,0.46551940,,,,,0.49099432,0.32504034
TQQQ50/BTAL50 gate QQQ<SMA200,test,test,2024-01-02,2026-08-20,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.00898509,0.10685250,0.00870039,0.10685991,34572.44655074,25500.00000000,9072.44655074,0.35578222,0.19858877,0.17517241,0.93477323,0.22086628,1.32088049,0.80220685,-0.24755307,288,2024,0.38185099,2025,0.05194469,56087.98041316,21.85507793,0.48008511,0.00085706,0.50740905,0.49903107,,,,,0.49135723,0.39314009
TQQQ50/BTAL50 gate QQQ<SMA200 rb 3m,test,test,2024-01-02,2026-08-20,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.03498461,0.15280212,0.03491433,0.15280454,34256.92280965,25500.00000000,8756.92280965,0.34340874,0.19105208,0.16963563,0.88414673,0.22828377,1.23611286,0.79621277,-0.23995104,315,2024,0.36395271,2025,0.03743619,40842.34042315,16.53816785,0.35411774,0.00064856,0.50332107,0.34719546,,,,,0.49425474,0.36733018
SPY benchmark,test,test,2024-01-02,2026-08-20,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.01496400,0.03278446,0.01496591,0.03278600,36137.74487520,25500.00000000,10637.74487520,0.41716647,0.20713974,0.20215345,1.29454944,0.15540136,1.93162192,1.11891370,-0.18512575,127,2024,0.24737230,2026,0.12083567,25224.78616047,1.76573503,0.21773575,0.00006924,,,,,0.98503409,0.96721400,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 rb 1w,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,1w,0.00415638,0.09772975,0.00398976,0.09773302,36500.43376010,28000.00000000,8500.43376010,0.30358692,0.16818431,0.13584377,0.79100214,0.22981775,1.08886703,0.67138018,-0.25050532,366,2019,0.25005636,2022,-0.12745843,621549.11461118,233.62736497,4.14947524,0.00834383,0.60224164,0.19872148,,,,,0.39686801,0.06555280
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 rb 2w,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,2w,0.01858294,0.24715237,0.01844179,0.24715998,34125.24284512,28000.00000000,6125.24284512,0.21875867,0.11551443,0.10048820,0.57502912,0.24026138,0.78561223,0.45777931,-0.25233650,362,2021,0.19230587,2022,-0.11858706,403744.08260908,152.72917177,2.94327021,0.00545461,0.59541769,0.19170617,,,,,0.40349788,0.06536807
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 rb 2w+1,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,2w+1,0.02220962,0.36906884,0.02209299,0.36907320,38223.17200364,28000.00000000,10223.17200364,0.36511329,0.19653323,0.16043932,0.87492453,0.23708582,1.21752184,0.75936837,-0.25881145,443,2020,0.29294863,2022,-0.10276201,447438.51289352,168.58867025,2.87500169,0.00602102,0.60066175,0.19967751,,,,,0.39835303,0.06917840
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,,0.00082377,0.00187523,0.00064537,0.00164884,36147.49794948,28000.00000000,8147.49794948,0.29098207,0.16172169,0.13069983,0.73813495,0.24300451,1.01715603,0.62203548,-0.25998788,366,2019,0.27444148,2022,-0.12681601,239060.15323070,89.96058981,1.61797693,0.00321288,0.60032830,0.19907534,,,,,0.39879684,0.09931822
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 rb 2m,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,2m,0.06782342,0.52032121,0.06770653,0.52032641,34556.71781647,28000.00000000,6556.71781647,0.23416849,0.12037163,0.10704325,0.54709240,0.27994681,0.72581244,0.38012431,-0.31666387,638,2021,0.33318664,2022,-0.12346241,155599.52818391,59.45517975,1.14499589,0.00212340,0.57153365,0.19915751,,,,,0.42711439,0.09841626
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 rb 2m+1,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,2m+1,0.05344507,0.29728049,0.05333495,0.29728263,35754.85084405,28000.00000000,7754.85084405,0.27695896,0.14932370,0.12493338,0.68958881,0.24547372,0.95069565,0.59508897,-0.25092667,166,2019,0.25593815,2022,-0.10083767,133824.18189635,50.76919136,0.93188788,0.00181319,0.61543554,0.22831663,,,,,0.38323274,0.09931483
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 rb 3m,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,3m,0.11110304,0.57975469,0.11101803,0.57976239,27592.54035864,28000.00000000,-407.45964136,-0.01455213,-0.00840762,-0.00724982,0.18305989,0.39770769,0.24148188,-0.01512295,-0.55595134,,2021,0.25839870,2020,-0.25741145,111329.91530353,42.93079096,0.98468079,0.00153324,0.55544668,0.19933753,,,,,0.44271652,0.09924774
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 rb 3m+1,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,3m+1,0.07709096,0.46844103,0.07703078,0.46844332,35000.20472306,28000.00000000,7000.20472306,0.25000731,0.13579814,0.11371794,0.62266531,0.25789859,0.85672037,0.49929214,-0.27198132,366,2021,0.28505660,2022,-0.13715711,91608.24686400,35.44062644,0.65557226,0.00126574,0.60203203,0.32585122,,,,,0.39628193,0.13862092
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 rb 3m+2,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,3m+2,0.08320652,0.39018669,0.08310776,0.39019219,40644.76244758,28000.00000000,12644.76244758,0.45159866,0.20696149,0.19367180,0.86796429,0.25401215,1.17208698,0.69534088,-0.29764032,189,2021,0.26700391,2022,-0.08307735,116784.59916770,44.98710925,0.76659303,0.00160668,0.60446140,0.22820300,,,,,0.39385616,0.09813844
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 1w,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,1w,0.00961758,0.12104843,0.00946134,0.12104856,37636.47582924,28000.00000000,9636.47582924,0.34415985,0.17658680,0.15215636,0.82611595,0.22829423,1.13789475,0.70501408,-0.25047272,366,2019,0.25005636,2022,-0.08410468,580851.91759736,218.59894361,3.93986734,0.00780711,0.60777761,0.19872148,,,,,0.39134701,0.04253528
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,2w,0.02215958,0.24715237,0.02201964,0.24715998,35000.00065692,28000.00000000,7000.00065692,0.25000002,0.12391837,0.11371488,0.60816060,0.23900145,0.83200834,0.49110585,-0.25232517,362,2021,0.19241863,2022,-0.09161220,393642.46202648,149.17636828,2.88307591,0.00532773,0.60000859,0.19170617,,,,,0.39891433,0.05277740
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,2w+1,0.02667434,0.36844256,0.02656324,0.36844700,39245.93055358,28000.00000000,11245.93055358,0.40164038,0.20394374,0.17465806,0.90481748,0.23571189,1.25985337,0.78822748,-0.25873716,443,2019,0.26363938,2022,-0.06364094,414100.97682583,156.24908176,2.70011176,0.00558032,0.60531048,0.19967751,,,,,0.39370119,0.06630518
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,,0.00526575,0.09119303,0.00515992,0.09119719,37587.49196664,28000.00000000,9587.49196664,0.34241043,0.17693023,0.15146052,0.79290844,0.24242901,1.09436918,0.68006944,-0.26016495,366,2019,0.27444148,2022,-0.09071019,232187.98052280,87.84280639,1.57129444,0.00313724,0.60494821,0.19907534,,,,,0.39429038,0.09606673
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,2m,0.06783481,0.52080185,0.06774865,0.52080705,34602.14505805,28000.00000000,6602.14505805,0.23579089,0.12067731,0.10772986,0.54810917,0.27990133,0.72719751,0.37998879,-0.31758124,638,2021,0.33350772,2022,-0.12156714,155325.51116346,59.43852482,1.14378936,0.00212280,0.57178857,0.19915751,,,,,0.42695196,0.09575636
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m+1,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,2m+1,0.05585940,0.29728049,0.05575853,0.29728263,37435.91003142,28000.00000000,9435.91003142,0.33699679,0.16731431,0.14930300,0.75436613,0.24471757,1.04216268,0.66678568,-0.25092667,166,2019,0.25593815,2022,-0.05801902,128430.15154350,49.05934862,0.89324529,0.00175212,0.61983167,0.22831663,,,,,0.37892562,0.09931483
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,3m,0.11075390,0.57975469,0.11067207,0.57976239,27591.69003797,28000.00000000,-408.30996203,-0.01458250,-0.00841739,-0.00726504,0.18297943,0.39760521,0.24137152,-0.01514052,-0.55595134,,2021,0.25839870,2020,-0.25741145,110962.15749784,42.90714399,0.98139258,0.00153240,0.55579466,0.19933753,,,,,0.44239692,0.09924774
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+1,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,3m+1,0.07797498,0.46811957,0.07793333,0.46812186,35139.76600623,28000.00000000,7139.76600623,0.25499164,0.13715342,0.11580546,0.62736022,0.25784627,0.86319757,0.50450927,-0.27185510,366,2021,0.28531822,2022,-0.13320339,90700.68381676,35.45521650,0.64948480,0.00126626,0.60329486,0.32585122,,,,,0.39524942,0.10826561
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+2,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,3m+2,0.08349727,0.39018669,0.08342597,0.39019219,40785.40985649,28000.00000000,12785.40985649,0.45662178,0.20814516,0.19555693,0.87203316,0.25392449,1.17769638,0.69931775,-0.29764032,189,2021,0.26745960,2022,-0.07905967,116968.22533884,45.23787096,0.76841636,0.00161564,0.60525901,0.22820300,,,,,0.39315954,0.09548605
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 1w,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,1w,0.00459099,0.09987591,0.00399511,0.09742502,39048.43458364,28000.00000000,11048.43458364,0.39458695,0.19963494,0.17193376,0.90774222,0.22939494,1.24561883,0.99166160,-0.20131357,324,2019,0.25699740,2022,-0.10799632,643069.99469917,213.35476038,4.15877838,0.00761981,0.45158304,0.14895363,0.15013814,0.04872956,,,0.39691720,0.06554131
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 2w,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,2w,0.01905518,0.24632200,0.01843115,0.24309452,36756.36260925,28000.00000000,8756.36260925,0.31272724,0.15046020,0.13955097,0.70368017,0.24006797,0.95800266,0.74852418,-0.20100914,141,2021,0.22523902,2022,-0.09853657,420302.36890278,139.80569306,2.94547580,0.00499306,0.44644648,0.14312464,0.14846143,0.04739572,,,0.40346796,0.06558971
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 2w+1,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,2w+1,0.02271549,0.36827047,0.02204078,0.36585549,40706.43376750,28000.00000000,12706.43376750,0.45380121,0.22622769,0.19449898,0.97903124,0.23683076,1.35815401,1.07119539,-0.21119181,337,2020,0.32611888,2022,-0.08391025,462569.57193538,153.90336125,2.88713592,0.00549655,0.45032626,0.14916334,0.14986684,0.04910483,,,0.39835277,0.06934223
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,,0.00122816,0.00314094,0.00066566,0.00184310,39160.16979201,28000.00000000,11160.16979201,0.39857749,0.19963241,0.17347630,0.87009028,0.24304257,1.19526169,0.99330402,-0.20097816,324,2019,0.27963594,2022,-0.10616629,250500.28230987,82.55262019,1.62891513,0.00294831,0.45018976,0.14955055,0.14976324,0.04900583,,,0.39877370,0.09916690
