label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.score.months,params.fallback,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.DBC.avg,exposure.DBC.min,exposure.EFA.avg,exposure.EFA.min,exposure.IEF.avg,exposure.IEF.min,exposure.SPY.avg,exposure.SPY.min,exposure.VNQ.avg,exposure.VNQ.min
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb BIL,sens,sens_2018-01-03,2018-01-03,2023-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,BIL,0.00896894,0.02482562,0.00539164,0.02129944,48368.05620546,40000.00000000,8368.05620546,0.20920141,0.05528665,0.06144440,0.78063616,0.07240565,1.04719986,0.80588165,-0.06860393,312,2021,0.21596554,2022,-0.03255032,536681.46578181,65.22864019,1.89948647,0.00163072,0.39533827,0.00000000,0.12764867,0.00000000,0.11396379,0.00000000,0.08772053,0.00000000,0.14274478,0.00000000,0.12359451,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb cash,sens,sens_2018-01-03,2018-01-03,2023-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,,0.00757057,0.02503669,0.00518412,0.02145685,48266.41224981,40000.00000000,8266.41224981,0.20666031,0.05509957,0.06076077,0.80723808,0.06954713,1.08548194,0.82672914,-0.06664767,350,2021,0.22304333,2022,-0.04032992,287962.30701110,38.38454216,1.01601638,0.00095961,,,0.11458346,0.00000000,0.11063978,0.00000000,0.09412892,0.00000000,0.14269684,0.00000000,0.11725526,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb BIL,sens,sens_2018-01-03,2018-01-03,2023-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,BIL,0.00890403,0.02482562,0.00521034,0.02129944,47057.87699382,40000.00000000,7057.87699382,0.17644692,0.04730774,0.05252666,0.69913177,0.06969653,0.93631743,0.69281456,-0.06828340,380,2021,0.21732463,2022,-0.05052480,525250.26356834,61.99236406,1.88163608,0.00154981,0.41147045,0.00000000,0.11457072,0.00000000,0.11067702,0.00000000,0.09400547,0.00000000,0.14317398,0.00000000,0.11717939,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb cash,sens,sens_2018-01-03,2018-01-03,2023-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,,0.00824061,0.02414527,0.00566463,0.02076813,47685.32644015,40000.00000000,7685.32644015,0.19213316,0.04874492,0.05682628,0.72912007,0.06861025,0.97598621,0.72000225,-0.06770107,630,2021,0.21963491,2018,-0.03085120,291740.07807698,43.23479444,1.05164024,0.00108087,,,0.11781887,0.00000000,0.10418816,0.00000000,0.09709343,0.00000000,0.14235358,0.00000000,0.11717975,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb BIL,sens,sens_2018-01-03,2018-01-03,2023-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,BIL,0.00904536,0.02965653,0.00515768,0.02065174,46443.49434836,40000.00000000,6443.49434836,0.16108736,0.04070688,0.04826368,0.61500304,0.06883587,0.81994571,0.55636006,-0.07316642,644,2021,0.21422665,2018,-0.03653035,516633.14000616,65.49341564,1.89171497,0.00163734,0.41158250,0.00000000,0.11785229,0.00000000,0.10419151,0.00000000,0.09711399,0.00000000,0.14307092,0.00000000,0.11712331,0.00000000
SPY20/EFA20/IEF20/DBC20/VNQ20,sens,sens_2018-01-03,2018-01-03,2023-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.01192933,0.03274636,0.00684533,0.01962891,46105.17875601,40000.00000000,6105.17875601,0.15262947,0.04630010,0.04589336,0.39830978,0.13782015,0.53027618,0.17790561,-0.26025093,270,2021,0.22502980,2022,-0.11582649,60890.63230901,9.14490969,0.21362154,0.00022862,,,0.19967480,0.19905832,0.19866901,0.19442188,0.19781312,0.19292360,0.19344163,0.18037109,0.19846865,0.19489729
SPY benchmark,sens,sens_2018-01-03,2018-01-03,2023-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00599019,0.01202681,0.00599144,0.01202812,50772.82943411,40000.00000000,10772.82943411,0.26932074,0.08572069,0.07723556,0.49193175,0.21439699,0.67745590,0.25514055,-0.33597439,173,2019,0.30575270,2022,-0.18346109,39839.06163598,2.78873431,0.12439080,0.00006972,,,,,,,,,0.99400856,0.98797188,,
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb cash,sens,sens_2018-07-03,2018-07-03,2023-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,,0.00862132,0.02447836,0.00563977,0.02059750,49687.48901118,40000.00000000,9687.48901118,0.24218723,0.06657464,0.07026850,0.94576734,0.07097808,1.28007793,0.97010982,-0.06862588,229,2021,0.22141322,2022,-0.02101281,339975.84264100,44.93952216,1.17398148,0.00112349,,,0.10803265,0.00000000,0.11737827,0.00000000,0.10007468,0.00000000,0.14251357,0.00000000,0.12336791,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb BIL,sens,sens_2018-07-03,2018-07-03,2023-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,BIL,0.00884320,0.02844537,0.00511237,0.02041009,48671.34100833,40000.00000000,8671.34100833,0.21678353,0.05976468,0.06354056,0.85287343,0.07119837,1.15063872,0.86922031,-0.06875666,312,2021,0.21538031,2022,-0.03242541,592209.18121637,70.08188447,2.07666286,0.00175205,0.39869134,0.00000000,0.10802874,0.00000000,0.11751678,0.00000000,0.10042506,0.00000000,0.14310623,0.00000000,0.12336668,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb cash,sens,sens_2018-07-03,2018-07-03,2023-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,,0.00808733,0.02537497,0.00531050,0.02059750,48522.42166577,40000.00000000,8522.42166577,0.21306054,0.05994768,0.06254345,0.88804359,0.06834860,1.20173025,0.81671303,-0.07340115,,2021,0.22277362,2022,-0.04014758,313255.50759345,40.66177590,1.09373366,0.00101654,,,0.09494203,0.00000000,0.11417342,0.00000000,0.10985794,0.00000000,0.14282691,0.00000000,0.12026586,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb BIL,sens,sens_2018-07-03,2018-07-03,2023-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,BIL,0.01000490,0.03019815,0.00566723,0.02041009,47553.79920505,40000.00000000,7553.79920505,0.18884498,0.05328417,0.05598652,0.79543500,0.06835916,1.07294597,0.67397325,-0.07905976,,2021,0.21697230,2022,-0.05006749,577720.58535329,66.98349717,2.04749483,0.00167459,0.40819355,0.00000000,0.09490587,0.00000000,0.11416162,0.00000000,0.10986882,0.00000000,0.14276579,0.00000000,0.12007932,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb cash,sens,sens_2018-07-03,2018-07-03,2023-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,,0.00830789,0.02406267,0.00544662,0.02027921,47970.00717913,40000.00000000,7970.00717913,0.19925018,0.05457054,0.05881929,0.84030319,0.06597397,1.13456285,0.81622797,-0.06685698,380,2021,0.21911987,2018,-0.02492507,301080.91501191,41.73521233,1.06946930,0.00104338,,,0.09821876,0.00000000,0.10415699,0.00000000,0.10326994,0.00000000,0.13961492,0.00000000,0.11363419,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb BIL,sens,sens_2018-07-03,2018-07-03,2023-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,BIL,0.00975066,0.02676390,0.00591961,0.02009581,46992.28386034,40000.00000000,6992.28386034,0.17480710,0.04765000,0.05212737,0.73992411,0.06600708,0.99555560,0.69675012,-0.06838894,386,2021,0.21441976,2022,-0.03111206,555030.46649015,66.92722845,2.00294354,0.00167318,0.43119442,0.00000000,0.09819577,0.00000000,0.10426133,0.00000000,0.10364503,0.00000000,0.13913554,0.00000000,0.11379656,0.00000000
SPY20/EFA20/IEF20/DBC20/VNQ20,sens,sens_2018-07-03,2018-07-03,2023-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.01156839,0.03189316,0.00668980,0.02097354,47653.70832161,40000.00000000,7653.70832161,0.19134271,0.05835515,0.05666865,0.48125925,0.13806194,0.64609549,0.22651162,-0.25762543,270,2021,0.22444989,2022,-0.11626797,60448.66042179,9.14511829,0.21005648,0.00022863,,,0.19971357,0.19882604,0.19843832,0.19576482,0.19818052,0.19343838,0.19360445,0.17902646,0.19849127,0.19483896
SPY benchmark,sens,sens_2018-07-03,2018-07-03,2023-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00662307,0.02286424,0.00662431,0.02289844,57483.56015721,40000.00000000,17483.56015721,0.43708900,0.11996352,0.11797416,0.64113422,0.21252607,0.89248723,0.35904377,-0.33411949,173,2019,0.30679729,2022,-0.18242534,39722.57226327,2.78058006,0.12311025,0.00006951,,,,,,,,,0.99337569,0.97710156,,
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb cash,sens,sens_2019-01-03,2019-01-03,2024-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,,0.00827029,0.03158749,0.00554226,0.01958172,48386.81701868,40000.00000000,8386.81701868,0.20967043,0.06700438,0.06157838,0.93867505,0.07196410,1.28198418,0.98045968,-0.06833976,229,2021,0.22041109,2022,-0.02117283,367593.23768392,49.34978022,1.25159469,0.00123374,,,0.11133697,0.00000000,0.13020698,0.00000000,0.09729346,0.00000000,0.14559566,0.00000000,0.11712006,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb BIL,sens,sens_2019-01-03,2019-01-03,2024-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,BIL,0.01000329,0.03153858,0.00625062,0.01938472,47787.37917583,40000.00000000,7787.37917583,0.19468448,0.06229184,0.05752798,0.87815937,0.07186615,1.19752941,0.91040909,-0.06842182,312,2021,0.21582949,2022,-0.03158031,645772.97533285,77.04940172,2.22705086,0.00192624,0.38903510,0.00000000,0.11130432,0.00000000,0.13012262,0.00000000,0.09715915,0.00000000,0.14525095,0.00000000,0.11710271,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb cash,sens,sens_2019-01-03,2019-01-03,2024-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,,0.00820133,0.02485440,0.00577765,0.01769836,47532.64084889,40000.00000000,7532.64084889,0.18831602,0.06306692,0.05579217,0.92652520,0.06865908,1.26939460,0.86452281,-0.07294998,,2021,0.22250241,2022,-0.03991628,353836.18001263,47.07087983,1.21344153,0.00117677,,,0.09823032,0.00000000,0.12715734,0.00000000,0.10675983,0.00000000,0.14248051,0.00000000,0.11060190,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb BIL,sens,sens_2019-01-03,2019-01-03,2024-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,BIL,0.00961657,0.03808247,0.00552415,0.01734038,46819.90540469,40000.00000000,6819.90540469,0.17049764,0.05738077,0.05088835,0.84843438,0.06864557,1.15927736,0.72178248,-0.07949870,,2021,0.21627848,2022,-0.05019930,633123.66084126,74.81531880,2.20453804,0.00187038,0.40495045,0.00000000,0.09824615,0.00000000,0.12696632,0.00000000,0.10700414,0.00000000,0.14276260,0.00000000,0.11043346,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb cash,sens,sens_2019-01-03,2019-01-03,2024-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,,0.00846914,0.03065031,0.00558537,0.01810187,48214.79817939,40000.00000000,8214.79817939,0.20536995,0.06307703,0.06042092,0.97082530,0.06530410,1.32837898,0.98697965,-0.06390915,335,2021,0.21874022,2022,-0.02104859,326661.30002101,47.29555793,1.13732285,0.00118239,,,0.09818478,0.00000000,0.11390681,0.00000000,0.10343193,0.00000000,0.14255572,0.00000000,0.10393298,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb BIL,sens,sens_2019-01-03,2019-01-03,2024-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,BIL,0.00971178,0.03334730,0.00576459,0.01762135,47526.77619945,40000.00000000,7526.77619945,0.18816940,0.05753816,0.05575210,0.88929699,0.06541520,1.21356355,0.88246115,-0.06520191,616,2021,0.21463755,2022,-0.03120277,590547.06397918,73.52459562,2.08623419,0.00183811,0.42791372,0.00000000,0.09822841,0.00000000,0.11387671,0.00000000,0.10377875,0.00000000,0.14258287,0.00000000,0.10388713,0.00000000
SPY20/EFA20/IEF20/DBC20/VNQ20,sens,sens_2019-01-03,2019-01-03,2024-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.01179705,0.02756779,0.00718654,0.01873034,49500.59201794,40000.00000000,9500.59201794,0.23751480,0.08309184,0.06898008,0.64676687,0.13855136,0.87621007,0.32054332,-0.25922188,278,2021,0.22529691,2022,-0.11611623,59700.30315197,9.41426689,0.19983589,0.00023536,,,0.19970887,0.19901117,0.19888050,0.19649315,0.19814845,0.19426651,0.19299438,0.18126966,0.19846732,0.19534941
SPY benchmark,sens,sens_2019-01-03,2019-01-03,2024-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00587216,0.01874792,0.00587334,0.01874861,60616.98696768,40000.00000000,20616.98696768,0.51542467,0.15530550,0.13535588,0.79973859,0.20800019,1.11920167,0.46539218,-0.33370886,170,2019,0.33710726,2022,-0.18233140,39744.05943331,2.78208416,0.11612921,0.00006955,,,,,,,,,0.99412666,0.98125139,,
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb cash,sens,sens_2019-07-03,2019-07-03,2024-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,,0.00960592,0.03105804,0.00643560,0.02104981,48469.64666048,40000.00000000,8469.64666048,0.21174117,0.06540725,0.06214581,0.90404039,0.07319891,1.23534406,0.95437243,-0.06853431,229,2021,0.22164403,2022,-0.02029921,365964.17257913,49.51114103,1.26263056,0.00123778,,,0.12109975,0.00000000,0.13678056,0.00000000,0.09051185,0.00000000,0.15132135,0.00000000,0.11689682,0.00000000
