label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.score.months,params.fallback,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.DBC.avg,exposure.DBC.min,exposure.EFA.avg,exposure.EFA.min,exposure.IEF.avg,exposure.IEF.min,exposure.SPY.avg,exposure.SPY.min,exposure.VNQ.avg,exposure.VNQ.min
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb BIL,sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,BIL,0.00894316,0.02776454,0.00520464,0.01814365,52486.18999668,40000.00000000,12486.18999668,0.31215475,0.07222612,0.08824862,1.08847241,0.06607372,1.48001759,1.03815211,-0.06957180,312,2021,0.15831789,2018,-0.00355613,476321.27155778,62.78741662,1.75358690,0.00156969,0.30023971,0.00000000,0.12768939,0.00000000,0.14347982,0.00000000,0.10712182,0.00000000,0.17233682,0.00000000,0.14016916,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb cash,sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,,0.00754645,0.02470032,0.00491107,0.01814365,52730.13533647,40000.00000000,12730.13533647,0.31825338,0.07326750,0.08976649,1.16341692,0.06245101,1.58849750,1.08292450,-0.06765707,352,2021,0.16183275,2018,-0.01456012,239315.04224339,35.60870846,0.88020159,0.00089022,,,0.11126295,0.00000000,0.14026583,0.00000000,0.11363054,0.00000000,0.17250942,0.00000000,0.12690441,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb BIL,sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,BIL,0.00944816,0.02776454,0.00538663,0.01814365,51539.07186117,40000.00000000,11539.07186117,0.28847680,0.06599533,0.08229223,1.05627357,0.06234230,1.43688163,0.96957161,-0.06806648,380,2021,0.15822377,2018,-0.01996380,438590.30375535,55.38316163,1.63457066,0.00138458,0.32633690,0.00000000,0.11129407,0.00000000,0.14026576,0.00000000,0.11351665,0.00000000,0.17223841,0.00000000,0.12688182,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb cash,sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,,0.00776276,0.02470032,0.00514578,0.01814365,50552.08745098,40000.00000000,10552.08745098,0.26380219,0.06094444,0.07597499,0.99141892,0.06158214,1.33884412,0.89911807,-0.06778247,630,2021,0.15864224,2018,-0.02479827,257047.12678525,37.34293648,0.96414924,0.00093357,,,0.10802348,0.00000000,0.13688343,0.00000000,0.12022879,0.00000000,0.17232909,0.00000000,0.13016996,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb BIL,sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,BIL,0.00956028,0.02776454,0.00574036,0.01814365,49384.64158961,40000.00000000,9384.64158961,0.23461604,0.05353878,0.06835144,0.87752550,0.06159310,1.18038581,0.72725013,-0.07361811,644,2021,0.15579613,2018,-0.03166428,481680.60187494,59.62433809,1.83200388,0.00149061,0.32336182,0.00000000,0.10799048,0.00000000,0.13687674,0.00000000,0.12010874,0.00000000,0.17170036,0.00000000,0.13038190,0.00000000
SPY20/EFA20/IEF20/DBC20/VNQ20,sens,sens_2016-07-05,2016-07-05,2021-07-02,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.01000197,0.02861307,0.00574281,0.01814365,54982.67560632,40000.00000000,14982.67560632,0.37456689,0.08671731,0.10348056,0.75569163,0.11960162,0.99103811,0.33385194,-0.25974782,270,2019,0.19837318,2018,-0.06961800,53902.38500502,7.96881709,0.19375889,0.00019922,,,0.19971686,0.19889595,0.19889454,0.19607744,0.19821195,0.19175349,0.19440988,0.18185635,0.19876158,0.19521766
SPY benchmark,sens,sens_2016-07-05,2016-07-05,2021-07-02,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00428837,0.01794132,0.00428959,0.01797569,70801.76735332,40000.00000000,30801.76735332,0.77004418,0.17586286,0.18731559,0.96389823,0.18618663,1.32910053,0.52185180,-0.33699771,173,2019,0.30761491,2018,-0.04840182,39646.81537657,2.77527708,0.12020701,0.00006938,,,,,,,,,0.99571041,0.98202431,,
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb cash,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,,0.00790391,0.02265737,0.00522177,0.01409798,54872.41877015,40000.00000000,14872.41877015,0.37181047,0.08948186,0.10259364,1.27705633,0.06903381,1.74547657,1.30064087,-0.06879828,229,2021,0.22245846,2018,0.00133917,291133.57449896,42.82065753,1.02317656,0.00107052,,,0.12768289,0.00000000,0.14665588,0.00000000,0.10703580,0.00000000,0.17236085,0.00000000,0.14654579,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb BIL,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,BIL,0.00967505,0.02313324,0.00562103,0.01381711,53756.30097014,40000.00000000,13756.30097014,0.34390752,0.08282452,0.09586736,1.18758243,0.06907090,1.61767496,1.20659982,-0.06864291,312,2021,0.21613648,2018,-0.00446286,486990.20215864,62.25820325,1.73366774,0.00155646,0.29042047,0.00000000,0.12768276,0.00000000,0.14662756,0.00000000,0.10703892,0.00000000,0.17203222,0.00000000,0.14650333,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb cash,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,,0.00843426,0.02129402,0.00585922,0.01409798,54000.99656740,40000.00000000,14000.99656740,0.35002491,0.08355364,0.09735308,1.25993957,0.06544470,1.72305843,1.25346327,-0.06665823,350,2021,0.22324567,2018,-0.01436303,255128.73192678,36.07000994,0.90702768,0.00090175,,,0.11131854,0.00000000,0.14337542,0.00000000,0.11374349,0.00000000,0.17161008,0.00000000,0.13347418,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb BIL,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,BIL,0.00988074,0.02353164,0.00578324,0.01612406,52884.05137190,40000.00000000,12884.05137190,0.32210128,0.07660698,0.09051947,1.16030021,0.06552059,1.58161091,1.11836927,-0.06849882,380,2021,0.21767074,2018,-0.02051973,450496.39734392,55.48590263,1.62371422,0.00138715,0.31657570,0.00000000,0.11131413,0.00000000,0.14351565,0.00000000,0.11347468,0.00000000,0.17168104,0.00000000,0.13354029,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb cash,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,,0.00840182,0.02131860,0.00555958,0.01661580,52230.70083429,40000.00000000,12230.70083429,0.30576752,0.07360134,0.08645943,1.12957084,0.06478314,1.53121357,1.08120109,-0.06807368,630,2021,0.22011154,2018,-0.02518154,277696.13793816,38.31943887,1.00721579,0.00095799,,,0.10803440,0.00000000,0.14009815,0.00000000,0.11365215,0.00000000,0.17186038,0.00000000,0.13662946,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb BIL,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,BIL,0.00935892,0.02338689,0.00549555,0.01597038,51092.90626777,40000.00000000,11092.90626777,0.27732266,0.06639867,0.07927416,1.02486678,0.06483043,1.38459417,0.90164412,-0.07364178,644,2021,0.21459248,2018,-0.03097278,484087.52274022,58.77504560,1.78067161,0.00146938,0.31996700,0.00000000,0.10798924,0.00000000,0.14016112,0.00000000,0.11381313,0.00000000,0.17193294,0.00000000,0.13675871,0.00000000
SPY20/EFA20/IEF20/DBC20/VNQ20,sens,sens_2017-01-03,2017-01-03,2022-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.01089333,0.02477341,0.00652229,0.01516094,56559.55370567,40000.00000000,16559.55370567,0.41398884,0.09708066,0.11252336,0.82999346,0.12056566,1.09216714,0.37533822,-0.25864847,270,2021,0.22517067,2018,-0.07004601,55787.12350650,8.30816402,0.19392763,0.00020770,,,0.19969173,0.19888012,0.19884652,0.19621408,0.19788325,0.19383206,0.19380687,0.18483906,0.19887507,0.19710813
SPY benchmark,sens,sens_2017-01-03,2017-01-03,2022-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00468473,0.01698335,0.00468596,0.01698468,72418.68531396,40000.00000000,32418.68531396,0.81046713,0.17924495,0.19446028,0.97214809,0.18806899,1.34124968,0.53135831,-0.33733348,173,2019,0.30750436,2018,-0.04757823,39723.78785113,2.78066515,0.11821748,0.00006952,,,,,,,,,0.99531404,0.98301532,,
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb cash,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,,0.00812714,0.03114871,0.00524849,0.01515323,52054.21284358,40000.00000000,12054.21284358,0.30135532,0.07769997,0.08558580,1.06963547,0.07245098,1.44963978,1.12372697,-0.06914489,229,2021,0.22131663,2022,-0.01117243,323696.52683933,44.70794941,1.12782006,0.00111770,,,0.13747576,0.00000000,0.12697283,0.00000000,0.10048212,0.00000000,0.15920261,0.00000000,0.13985919,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb BIL,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,BIL,0.00941821,0.03746630,0.00536087,0.01629926,50872.55753766,40000.00000000,10872.55753766,0.27181394,0.07079322,0.07807709,0.98138642,0.07240724,1.32630574,1.02078091,-0.06935203,312,2021,0.21608821,2022,-0.01861443,550809.05447832,67.34808982,1.94273839,0.00168370,0.32657517,0.00000000,0.13749129,0.00000000,0.12701961,0.00000000,0.10054791,0.00000000,0.15912995,0.00000000,0.13979737,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb cash,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,,0.00874725,0.03114871,0.00549950,0.01455679,51350.47358774,40000.00000000,11350.47358774,0.28376184,0.07315382,0.08113346,1.05429726,0.06927878,1.43049998,1.09024392,-0.06709858,352,2021,0.22308196,2022,-0.01565975,296009.00831018,39.17215390,1.04067689,0.00097930,,,0.11783639,0.00000000,0.12361082,0.00000000,0.11010942,0.00000000,0.15889326,0.00000000,0.13652925,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap10M fb BIL,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,10,BIL,0.00915342,0.03746630,0.00501253,0.01646602,50084.19831703,40000.00000000,10084.19831703,0.25210496,0.06573836,0.07297594,0.95200819,0.06944684,1.28672866,0.95553561,-0.06879740,380,2021,0.21720323,2022,-0.02339728,532026.20221923,62.66521722,1.89512024,0.00156663,0.34284841,0.00000000,0.11784704,0.00000000,0.12359911,0.00000000,0.11027082,0.00000000,0.15963056,0.00000000,0.13663241,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb cash,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,,0.00868186,0.03042429,0.00570087,0.01587184,50234.53112948,40000.00000000,10234.53112948,0.25586328,0.06504446,0.07395447,0.95900744,0.06816834,1.29314655,0.95364823,-0.06820592,633,2021,0.21971109,2018,-0.02554725,285702.94903542,38.36393863,1.02661805,0.00095910,,,0.11453025,0.00000000,0.12041766,0.00000000,0.11334810,0.00000000,0.16213199,0.00000000,0.13661641,0.00000000
ROT SPY+EFA+IEF+DBC+VNQ top5 gap12M fb BIL,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,12,BIL,0.01070310,0.03616631,0.00606874,0.01553974,48976.26630419,40000.00000000,8976.26630419,0.22440666,0.05751998,0.06567779,0.85531778,0.06813554,1.14963174,0.79002578,-0.07280772,644,2021,0.21470662,2018,-0.03035754,502651.08281628,59.98092476,1.83102045,0.00149952,0.34257705,0.00000000,0.11458790,0.00000000,0.12052932,0.00000000,0.11324765,0.00000000,0.16174557,0.00000000,0.13659107,0.00000000
SPY20/EFA20/IEF20/DBC20/VNQ20,sens,sens_2017-07-03,2017-07-03,2022-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.01152739,0.02483698,0.00638093,0.01604875,49683.67808608,40000.00000000,9683.67808608,0.24209195,0.06901267,0.07035534,0.58529884,0.12825533,0.76636337,0.26464896,-0.26077060,270,2021,0.22566454,2022,-0.08604796,61762.17767419,9.26522155,0.21292265,0.00023163,,,0.19968273,0.19882503,0.19882361,0.19578711,0.19782071,0.19175685,0.19385140,0.18395125,0.19829076,0.19377382
SPY benchmark,sens,sens_2017-07-03,2017-07-03,2022-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00584130,0.01606926,0.00584253,0.01607070,54369.01966217,40000.00000000,14369.01966217,0.35922549,0.11140674,0.09984374,0.62410530,0.20232808,0.85103039,0.33176814,-0.33579697,173,2019,0.30803090,2022,-0.19139933,39932.74426649,2.79529210,0.11962748,0.00006988,,,,,,,,,0.99415747,0.98392930,,
ROT SPY+EFA+IEF+DBC+VNQ top5 gap8M fb cash,sens,sens_2018-01-03,2018-01-03,2023-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,8,,0.00842035,0.02503669,0.00585017,0.02145685,49576.74649504,40000.00000000,9576.74649504,0.23941866,0.06279937,0.06947147,0.88105394,0.07220150,1.18594747,0.91736052,-0.06845658,229,2021,0.22165076,2022,-0.02128302,308684.79817009,42.50674346,1.07711448,0.00106267,,,0.12765234,0.00000000,0.11396470,0.00000000,0.08744245,0.00000000,0.14214183,0.00000000,0.12364602,0.00000000
