label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.KMLM.avg,exposure.KMLM.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,0.02953369,0.23271777,0.02916788,0.23272372,54224.46667841,34000.00000000,20224.46667841,0.59483726,0.17396371,0.18310075,0.88795423,0.20515239,1.24533111,0.91259061,-0.19062623,169,2023,0.35127130,2022,-0.06171072,399432.05601819,151.25022351,1.69083210,0.00444854,0.47539357,0.14979190,,,0.15803351,0.04996647,,,0.36538632,0.04055417
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,0.00136534,0.00359694,0.00075787,0.00173904,54529.70067203,34000.00000000,20529.70067203,0.60381473,0.17126462,0.18538140,0.86985247,0.20726143,1.22559301,0.89816670,-0.19068245,167,2023,0.46407973,2022,-0.15271034,416479.32003423,137.08495341,1.78036071,0.00403191,0.45388693,0.14872668,0.15090392,0.04898819,,,,,0.39379713,0.13842966
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,0.02966490,0.23271690,0.02919009,0.23272072,54173.70335162,34000.00000000,20173.70335162,0.59334422,0.17174632,0.18272041,0.87226792,0.20713597,1.22446448,0.90069288,-0.19068245,167,2023,0.34071490,2022,-0.07342515,398073.45986378,132.13265634,1.69737536,0.00388625,0.47527594,0.14872668,0.15805029,0.04898819,,,,,0.36532271,0.04055717
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,VIX/VIX3M@1>=1.00,0.00236533,0.05018541,0.00174914,0.05019563,54427.79563576,34000.00000000,20427.79563576,0.60081752,0.17030759,0.18462118,0.86601244,0.20722321,1.21971256,0.89314773,-0.19068245,167,2023,0.46412676,2022,-0.15564375,416890.56304202,137.59278957,1.78545184,0.00404685,0.45466683,0.14872668,0.15116098,0.04898819,,,,,0.39278971,0.13803857
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@1>=1.00,0.02966267,0.23271690,0.02918989,0.23272072,54172.70224083,34000.00000000,20172.70224083,0.59331477,0.17174090,0.18271290,0.87224492,0.20713615,1.22443160,0.90066448,-0.19068245,167,2023,0.34071490,2022,-0.07342515,398110.26605695,132.15474005,1.69753421,0.00388690,0.47528339,0.14872668,0.15805034,0.04898819,,,,,0.36532291,0.04055717
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,0.04160581,0.27327473,0.04113005,0.27327789,54370.57215209,34000.00000000,20370.57215209,0.59913448,0.18346204,0.18419376,0.89137314,0.21602093,1.25470138,0.96213389,-0.19068245,167,2023,0.31900476,2020,0.01925133,501246.75214829,166.19125982,2.02160060,0.00488798,0.49449448,0.14872668,0.16445764,0.04898819,,,,,0.33979496,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,0.02966490,0.23271690,0.02919009,0.23272072,54173.70335162,34000.00000000,20173.70335162,0.59334422,0.17174632,0.18272041,0.87226792,0.20713597,1.22446448,0.90069288,-0.19068245,167,2023,0.34071490,2022,-0.07342515,398073.45986378,132.13265634,1.69737536,0.00388625,0.47527594,0.14872668,0.15805029,0.04898819,,,,,0.36532271,0.04055717
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,0.02965622,0.23271690,0.02919039,0.23272072,54173.41223367,34000.00000000,20173.41223367,0.59333565,0.17174486,0.18271823,0.87226281,0.20713567,1.22445711,0.90068520,-0.19068245,167,2023,0.34071490,2022,-0.07342515,398147.88065489,132.17730881,1.69769014,0.00388757,0.47529035,0.14872668,0.15805019,0.04898819,,,,,0.36532243,0.04055717
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,0.00143373,0.00374295,0.00078363,0.00173516,55380.50960290,34000.00000000,21380.50960290,0.62883852,0.18745425,0.19168242,0.92091864,0.21177511,1.29516400,1.11795317,-0.16767630,543,2023,0.49705097,2022,-0.13039694,429317.19013139,160.89986009,1.76998725,0.00473235,0.30247364,0.09988652,,,0.30227532,0.09942933,,,0.39376416,0.13875850
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,QQQ<SMA200,0.03026359,0.23306855,0.02978006,0.23307415,55198.38829729,34000.00000000,21198.38829729,0.62348201,0.18941448,0.19034051,0.93020451,0.21135449,1.29913187,1.14933002,-0.16480425,,2023,0.37454047,2022,-0.04669946,412218.49716053,156.25714349,1.68919274,0.00459580,0.31710843,0.09988652,,,0.31691690,0.09942933,,,0.36467502,0.04020374
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,VIX/VIX3M@1>=1.00,0.00247672,0.05341328,0.00184827,0.05342400,55282.57616718,34000.00000000,21282.57616718,0.62595812,0.18658178,0.19096128,0.91733701,0.21180434,1.28913253,1.09655299,-0.17015300,544,2023,0.49690164,2022,-0.13298500,430111.60108246,161.41610790,1.77627353,0.00474753,0.30306274,0.09988652,,,0.30278700,0.09942933,,,0.39268855,0.13831950
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,QQQ<SMA200|VIX/VIX3M@1>=1.00,0.03026359,0.23306855,0.02978006,0.23307415,55198.38829729,34000.00000000,21198.38829729,0.62348201,0.18941448,0.19034051,0.93020451,0.21135449,1.29913187,1.14933002,-0.16480425,,2023,0.37454047,2022,-0.04669946,412218.49716053,156.25714349,1.68919274,0.00459580,0.31710843,0.09988652,,,0.31691690,0.09942933,,,0.36467502,0.04020374
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,0.04160365,0.27327241,0.04112563,0.27327789,55417.70940148,34000.00000000,21417.70940148,0.62993263,0.20098394,0.19195606,0.94982768,0.21895572,1.32884624,1.21968585,-0.16478337,,2023,0.35331784,2020,0.02851468,518458.40888473,196.20815336,2.00741153,0.00577083,0.32956160,0.09988652,,,0.32937784,0.09942933,,,0.33977822,0.00000000
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,0.03026359,0.23306855,0.02978006,0.23307415,55198.38829729,34000.00000000,21198.38829729,0.62348201,0.18941448,0.19034051,0.93020451,0.21135449,1.29913187,1.14933002,-0.16480425,,2023,0.37454047,2022,-0.04669946,412218.49716053,156.25714349,1.68919274,0.00459580,0.31710843,0.09988652,,,0.31691690,0.09942933,,,0.36467502,0.04020374
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,0.03024790,0.23306855,0.02977371,0.23307415,55196.78443998,34000.00000000,21196.78443998,0.62343484,0.18940531,0.19032867,0.93016337,0.21135582,1.29907187,1.14924324,-0.16480872,,2023,0.37454047,2022,-0.04669946,412276.34681809,156.29185328,1.68944450,0.00459682,0.31710958,0.09988652,,,0.31693145,0.09942933,,,0.36467702,0.04020374
50/50,fit,fit,2020-12-18,2024-12-31,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.00103485,0.00318041,0.00074167,0.00175609,56027.89540822,34000.00000000,22027.89540822,0.64787928,0.15656642,0.19642274,0.66051083,0.28104654,0.93553644,0.34991298,-0.44744386,752,2023,0.69929069,2022,-0.42506651,109509.30779703,41.62555666,0.50230274,0.00122428,0.49951089,0.49856868,,,,,,,0.49943501,0.49824391
TQQQ50/BTAL50 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.06878676,0.39663067,0.06855602,0.39663758,59190.12084596,34000.00000000,25190.12084596,0.74088591,0.18800160,0.21893904,0.88295604,0.22449511,1.27068635,0.60661015,-0.30992162,683,2023,0.46780948,2022,-0.25830154,104436.39141814,41.31127599,0.45179219,0.00121504,0.56750307,0.49856868,,,,,,,0.43153983,0.10336242
SPY benchmark,fit,fit,2020-12-18,2024-12-31,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.00885396,0.02938556,0.00885542,0.02941953,49363.59276674,34000.00000000,15363.59276674,0.45187038,0.13405134,0.14524092,0.85649732,0.16299656,1.22777682,0.54819872,-0.24453056,709,2021,0.28166993,2022,-0.18247338,33760.58665248,2.36324107,0.15811837,0.00006951,,,,,,,0.99114458,0.97058047,,
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,,0.00280030,0.00507072,0.00168168,0.00277100,23230.38133157,19500.00000000,3730.38133157,0.19130161,0.14295626,0.15067368,0.78481979,0.19590574,1.08107755,0.88331585,-0.16184047,215,2025,0.17497477,2026,0.05804204,99639.42776931,38.27279914,1.89850617,0.00196271,0.43828791,0.14913463,,,0.14533151,0.04871862,,,0.41351915,0.21217815
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,0.00790325,0.07190527,0.00665778,0.07191910,23137.79197448,19500.00000000,3637.79197448,0.18655343,0.13840564,0.14704659,0.78119712,0.19028731,1.07259906,0.85651366,-0.16159187,215,2025,0.16657393,2026,0.05875824,98281.95150997,37.97721597,1.88078044,0.00194755,0.44195869,0.14904769,,,0.14637035,0.04842351,,,0.40844606,0.19026999
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,VIX/VIX3M@1>=1.00,0.00633775,0.07190527,0.00527905,0.07191910,23239.79733234,19500.00000000,3739.79733234,0.19178448,0.14343599,0.15104224,0.80405457,0.19043250,1.10479713,0.88701652,-0.16170611,215,2025,0.17576504,2026,0.05805394,98234.21762730,37.81347903,1.87027476,0.00193915,0.44099209,0.14905388,,,0.14619735,0.04868823,,,0.40995425,0.20104797
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200|VIX/VIX3M@1>=1.00,0.00790325,0.07190527,0.00665778,0.07191910,23137.79197448,19500.00000000,3637.79197448,0.18655343,0.13840564,0.14704659,0.78119712,0.19028731,1.07259906,0.85651366,-0.16159187,215,2025,0.16657393,2026,0.05875824,98281.95150997,37.97721597,1.88078044,0.00194755,0.44195869,0.14904769,,,0.14637035,0.04842351,,,0.40844606,0.19026999
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,0.01328299,0.21664415,0.01241918,0.21665678,22295.07259636,19500.00000000,2795.07259636,0.14333706,0.09856671,0.11378517,0.58011719,0.19647999,0.79698907,0.60909830,-0.16182397,215,2025,0.10160553,2026,0.05798867,104484.52508455,40.25733719,2.07451143,0.00206448,0.45672474,0.14916174,,,0.15146436,0.04909121,,,0.38920373,0.00000000
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,0.00790325,0.07190527,0.00665778,0.07191910,23137.79197448,19500.00000000,3637.79197448,0.18655343,0.13840564,0.14704659,0.78119712,0.19028731,1.07259906,0.85651366,-0.16159187,215,2025,0.16657393,2026,0.05875824,98281.95150997,37.97721597,1.88078044,0.00194755,0.44195869,0.14904769,,,0.14637035,0.04842351,,,0.40844606,0.19026999
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,0.00790325,0.07190527,0.00665778,0.07191910,23137.79197448,19500.00000000,3637.79197448,0.18655343,0.13840564,0.14704659,0.78119712,0.19028731,1.07259906,0.85651366,-0.16159187,215,2025,0.16657393,2026,0.05875824,98281.95150997,37.97721597,1.88078044,0.00194755,0.44195869,0.14904769,,,0.14637035,0.04842351,,,0.40844606,0.19026999
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,0.00283545,0.00480199,0.00171663,0.00337716,23324.05551439,19500.00000000,3824.05551439,0.19610541,0.14938228,0.15433787,0.80145611,0.19986986,1.10571616,0.91311864,-0.16359569,215,2025,0.19582922,2026,0.04912874,100285.87517845,33.93712809,1.89270042,0.00174037,0.43834624,0.14925848,0.14549481,0.04886968,,,,,0.41326986,0.21253425
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,0.00772903,0.07176103,0.00664572,0.07177044,23221.23772526,19500.00000000,3721.23772526,0.19083270,0.14464466,0.15031572,0.79777799,0.19417687,1.09609816,0.88607789,-0.16324147,215,2025,0.18771681,2026,0.04921113,98799.17890052,33.60276736,1.87234056,0.00172322,0.44201290,0.14913536,0.14673013,0.04848469,,,,,0.40829703,0.18908870
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,VIX/VIX3M@1>=1.00,0.00613241,0.07176103,0.00523667,0.07177044,23340.75743134,19500.00000000,3840.75743134,0.19696192,0.15030395,0.15499062,0.82274328,0.19436388,1.13112954,0.91874044,-0.16359783,215,2025,0.19774385,2026,0.04882029,98874.60870031,33.45153799,1.86366391,0.00171546,0.44106692,0.14906048,0.14649782,0.04879466,,,,,0.40974723,0.20119662
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@1>=1.00,0.00772903,0.07176103,0.00664572,0.07177044,23221.23772526,19500.00000000,3721.23772526,0.19083270,0.14464466,0.15031572,0.79777799,0.19417687,1.09609816,0.88607789,-0.16324147,215,2025,0.18771681,2026,0.04921113,98799.17890052,33.60276736,1.87234056,0.00172322,0.44201290,0.14913536,0.14673013,0.04848469,,,,,0.40829703,0.18908870
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,0.01373962,0.21664468,0.01256698,0.21665678,22415.20295390,19500.00000000,2915.20295390,0.14949759,0.10647942,0.11855446,0.61007209,0.19973689,0.84150991,0.65140906,-0.16346015,215,2025,0.12402142,2026,0.04908348,105246.07255311,35.68567960,2.06657417,0.00183003,0.45661887,0.14911950,0.15146866,0.04908007,,,,,0.38888456,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,0.00772903,0.07176103,0.00664572,0.07177044,23221.23772526,19500.00000000,3721.23772526,0.19083270,0.14464466,0.15031572,0.79777799,0.19417687,1.09609816,0.88607789,-0.16324147,215,2025,0.18771681,2026,0.04921113,98799.17890052,33.60276736,1.87234056,0.00172322,0.44201290,0.14913536,0.14673013,0.04848469,,,,,0.40829703,0.18908870
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,0.00772903,0.07176103,0.00664572,0.07177044,23221.23772526,19500.00000000,3721.23772526,0.19083270,0.14464466,0.15031572,0.79777799,0.19417687,1.09609816,0.88607789,-0.16324147,215,2025,0.18771681,2026,0.04921113,98799.17890052,33.60276736,1.87234056,0.00172322,0.44201290,0.14913536,0.14673013,0.04848469,,,,,0.40829703,0.18908870
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,0.00294587,0.00557823,0.00180775,0.00289711,24464.78579709,19500.00000000,4964.78579709,0.25460440,0.18275540,0.19853433,0.90226665,0.21230823,1.24995046,1.14543320,-0.15955134,152,2025,0.18618819,2026,0.10813790,101690.28919538,38.98146538,1.90014038,0.00199905,0.29206881,0.09946825,,,0.29152614,0.09871829,,,0.41339783,0.21325501
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,QQQ<SMA200,0.00718796,0.07184905,0.00628821,0.07186361,24334.40864392,19500.00000000,4834.40864392,0.24791839,0.17721506,0.19352191,0.90235021,0.20547801,1.24646435,1.19295864,-0.14855088,191,2025,0.17872522,2026,0.10665702,100361.93841575,38.77281866,1.88334544,0.00198835,0.29440098,0.09887666,,,0.29418629,0.09920749,,,0.40884456,0.19037701
