label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.gate,params.rebalance,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.KMLM.avg,exposure.KMLM.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 2m+1,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,2m+1,0.05410679,0.36969951,0.05334507,0.36831586,56841.23767006,34000.00000000,22841.23767006,0.67180111,0.17954853,0.20231363,0.92012482,0.20257780,1.31115943,0.99442496,-0.18055513,,2023,0.39438732,2022,-0.13364860,255990.07907829,84.27778544,1.10941618,0.00247876,0.45789221,0.13834871,0.15252534,0.04964325,,,,,0.38748122,0.13455798
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 3m,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,3m,0.09552249,0.51783964,0.09373821,0.50983659,61178.58693196,34000.00000000,27178.58693196,0.79937020,0.20563911,0.23258841,0.86339169,0.25540519,1.22453528,0.80566583,-0.25524119,160,2023,0.44534624,2022,-0.18614928,119598.77158505,40.22353719,0.50399582,0.00118305,0.40605162,0.14872668,0.13493340,0.04898819,,,,,0.45631823,0.15631769
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 3m+1,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,3m+1,0.08788914,0.34284406,0.08705692,0.34284556,51805.38571173,34000.00000000,17805.38571173,0.52368782,0.15374183,0.16463372,0.87109610,0.18439564,1.24456381,0.72456198,-0.21218589,683,2021,0.32093764,2022,-0.18476482,102982.28835599,34.73452200,0.45644123,0.00102160,0.48341323,0.25654604,0.16194481,0.08317512,,,,,0.35196391,0.09183463
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 3m+2,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,3m+2,0.08144310,0.43285683,0.08067375,0.43131585,61946.24271038,34000.00000000,27946.24271038,0.82194832,0.21644993,0.23775908,1.04793370,0.20855564,1.51664943,0.87328432,-0.24785734,,2023,0.42822579,2022,-0.14617410,201639.29237916,67.05253753,0.82091993,0.00197213,0.45630552,0.13837443,0.15183436,0.04965744,,,,,0.38946330,0.13457961
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 1w,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,1w,0.03850324,0.28468274,0.03797829,0.28468625,56662.62954445,34000.00000000,22662.62954445,0.66654793,0.18605659,0.20102608,1.00539532,0.18805029,1.43636302,1.04992278,-0.17720979,162,2023,0.30133967,2022,-0.06840976,885916.28444307,293.66856492,3.75572119,0.00863731,0.49243060,0.14919282,0.16364367,0.04861894,,,,,0.34253227,0.04126109
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2w,0.05136007,0.35502871,0.05083174,0.35503021,57450.92875753,34000.00000000,23450.92875753,0.68973320,0.18402269,0.20668342,0.98313884,0.19112911,1.41718793,1.06801485,-0.17230349,161,2024,0.31355789,2022,-0.07976115,594295.04993295,197.26052346,2.54748349,0.00580178,0.48983726,0.14872668,0.16283249,0.04898819,,,,,0.34579925,0.04430175
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2w+1,0.05224762,0.35874343,0.05167980,0.35400295,58374.68234648,34000.00000000,24374.68234648,0.71690242,0.18961200,0.21323086,1.00179717,0.19261661,1.41857734,0.99504735,-0.19055575,160,2024,0.34046446,2022,-0.04944883,600323.91889351,199.17142263,2.55953391,0.00585798,0.48939395,0.16143742,0.16270695,0.05295622,,,,,0.34637765,0.04131506
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,,0.02966490,0.23271690,0.02919009,0.23272072,54173.70335162,34000.00000000,20173.70335162,0.59334422,0.17174632,0.18272041,0.87226792,0.20713597,1.22446448,0.90069288,-0.19068245,167,2023,0.34071490,2022,-0.07342515,398073.45986378,132.13265634,1.69737536,0.00388625,0.47527594,0.14872668,0.15805029,0.04898819,,,,,0.36532271,0.04055717
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2m,0.09776617,0.51328723,0.09683657,0.50820073,55428.51079501,34000.00000000,21428.51079501,0.63025032,0.18432869,0.19203548,0.88960935,0.21768269,1.25978993,0.80402972,-0.22925606,,2021,0.35272226,2022,-0.12358723,190127.71283868,64.26220174,0.79781708,0.00189006,0.46581287,0.14872668,0.15510364,0.04898819,,,,,0.37716877,0.05507836
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m+1,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2m+1,0.07472366,0.36991630,0.07414992,0.36888248,58915.55249690,34000.00000000,24915.55249690,0.73281037,0.19799583,0.21702440,0.99417864,0.20332757,1.41346932,1.09617475,-0.18062433,,2023,0.34231942,2022,-0.04187883,260443.59165781,86.97854418,1.08774788,0.00255819,0.47558053,0.13798807,0.15842221,0.04937891,,,,,0.36411511,0.04052335
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,3m,0.11439414,0.51783964,0.11299695,0.50983659,57079.45798345,34000.00000000,23079.45798345,0.67880759,0.17824320,0.20402565,0.78252123,0.25080743,1.10465594,0.69833243,-0.25524119,160,2024,0.39626575,2022,-0.15454119,115599.13155106,39.58529042,0.51242629,0.00116427,0.42946087,0.14872668,0.14285013,0.04898819,,,,,0.42518841,0.06915021
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+1,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,3m+1,0.10369121,0.34274051,0.10299833,0.34274198,52680.86230746,34000.00000000,18680.86230746,0.54943713,0.16209741,0.17139922,0.90048139,0.18696144,1.28282647,0.80313003,-0.20183209,564,2021,0.32093764,2022,-0.11415022,107363.73958492,37.31051514,0.46773730,0.00109737,0.49734955,0.25654604,0.16640005,0.08317512,,,,,0.33393443,0.04037680
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+2,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,3m+2,0.09961647,0.43302143,0.09885523,0.43143341,63742.43576974,34000.00000000,29742.43576974,0.87477752,0.22995676,0.24965258,1.09605019,0.20975339,1.58468212,0.92766540,-0.24788761,,2023,0.38679803,2022,-0.08066468,206458.62153976,69.54125750,0.81888689,0.00204533,0.47041087,0.13825787,0.15660337,0.04975657,,,,,0.37086655,0.05299276
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 1w,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,1w,0.00815645,0.25160752,0.00752199,0.25160891,57400.43731307,34000.00000000,23400.43731307,0.68824816,0.19581987,0.20632301,1.01647938,0.19551071,1.45030878,1.11517706,-0.17559532,544,2023,0.45095056,2022,-0.12513413,995344.88442623,374.13042408,4.12737856,0.01100384,0.31240469,0.09913331,,,0.31210156,0.09891049,,,0.37402019,0.12578031
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 2w,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,2w,0.02446152,0.35571025,0.02376889,0.35571168,58615.41668862,34000.00000000,24615.41668862,0.72398284,0.19891141,0.21492292,1.01601202,0.19876716,1.46486348,1.05511270,-0.18852148,545,2023,0.48505265,2022,-0.13034511,648618.65116006,244.34422944,2.68445508,0.00718659,0.31207900,0.09957163,,,0.31164909,0.09917898,,,0.37456447,0.13789435
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 2w+1,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,2w+1,0.02199498,0.35414668,0.02114291,0.34915259,57386.95596891,34000.00000000,23386.95596891,0.68785165,0.18730317,0.20622674,0.96257240,0.19993133,1.35974724,0.99014035,-0.18916830,552,2023,0.46121516,2022,-0.15672591,646588.31415256,242.54485303,2.75825223,0.00713367,0.30929195,0.10734185,,,0.30912441,0.10718773,,,0.37974945,0.12591880
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,,0.00143373,0.00374295,0.00078363,0.00173516,55380.50960290,34000.00000000,21380.50960290,0.62883852,0.18745425,0.19168242,0.92091864,0.21177511,1.29516400,1.11795317,-0.16767630,543,2023,0.49705097,2022,-0.13039694,429317.19013139,160.89986009,1.76998725,0.00473235,0.30247364,0.09988652,,,0.30227532,0.09942933,,,0.39376416,0.13875850
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 2m,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,2m,0.07917938,0.51122532,0.07809636,0.50770499,57029.84342840,34000.00000000,23029.84342840,0.67734834,0.20224401,0.20366958,0.93584660,0.22470424,1.32744043,0.88233918,-0.22921346,,2023,0.42476191,2022,-0.14392613,190317.74945310,72.32009049,0.76751448,0.00212706,0.29668131,0.09988652,,,0.29689416,0.09942933,,,0.40441262,0.12584925
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 2m+1,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,2m+1,0.05433958,0.37076198,0.05364670,0.36951254,58620.65962113,34000.00000000,24620.65962113,0.72413705,0.20045890,0.21495971,0.98980162,0.20709720,1.40152390,1.12310311,-0.17848664,,2023,0.42981737,2022,-0.10534396,266165.58900267,99.94227441,1.10805170,0.00293948,0.30491476,0.09219043,,,0.30570722,0.09695371,,,0.38749652,0.13874875
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 3m,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,3m,0.09605380,0.51122532,0.09444615,0.50770499,62475.46160844,34000.00000000,28475.46160844,0.83751358,0.21957098,0.24129276,0.89806006,0.25961461,1.27155055,0.88713966,-0.24750441,150,2023,0.48248604,2022,-0.16722695,121102.62353893,46.34477286,0.49728290,0.00136308,0.26987235,0.09988652,,,0.27190012,0.09942933,,,0.45582956,0.15574704
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 3m+1,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,3m+1,0.08780905,0.34171509,0.08690833,0.34171653,52377.86458988,34000.00000000,18377.86458988,0.54052543,0.16827234,0.16906850,0.91961947,0.18935230,1.30634560,0.78877979,-0.21333247,573,2021,0.35515157,2022,-0.16500171,105935.74905768,40.80061216,0.45392336,0.00120002,0.32167639,0.17025220,,,0.32365511,0.17041518,,,0.35219753,0.09389702
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 3m+2,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,3m+2,0.08139486,0.43650210,0.08050810,0.43467541,62848.82310320,34000.00000000,28848.82310320,0.84849480,0.23047069,0.24377082,1.08404784,0.21312077,1.56287678,0.92314661,-0.24965773,,2023,0.45708143,2022,-0.12203579,205149.43781756,77.58834257,0.81047180,0.00228201,0.30451347,0.09218344,,,0.30349279,0.09467239,,,0.38957038,0.13862847
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 1w,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,QQQ<SMA200,1w,0.03903919,0.28426082,0.03849777,0.28426407,57101.95585277,34000.00000000,23101.95585277,0.67946929,0.19686806,0.20418703,1.03311255,0.19269050,1.46442814,1.24147701,-0.15857568,140,2023,0.33029691,2022,-0.04249594,911562.26335315,345.56829262,3.76476254,0.01016377,0.32841618,0.09913331,,,0.32813074,0.09891049,,,0.34202115,0.04139239
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,QQQ<SMA200,2w,0.05202495,0.35547427,0.05148086,0.35547573,57458.08660696,34000.00000000,23458.08660696,0.68994372,0.19307642,0.20673449,1.00315322,0.19586572,1.43326295,1.22109672,-0.15811722,552,2023,0.33771019,2022,-0.05341678,609205.37872488,231.81197300,2.54566188,0.00681800,0.32682016,0.09957163,,,0.32638924,0.09917898,,,0.34515584,0.04434085
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,QQQ<SMA200,2w+1,0.05274551,0.35414668,0.05210519,0.34915259,58649.50374637,34000.00000000,24649.50374637,0.72498540,0.20043125,0.21516204,1.03170856,0.19660606,1.45121701,1.15739753,-0.17317408,150,2023,0.31976280,2022,-0.02379856,613129.96087031,232.23751516,2.54434026,0.00683052,0.32638822,0.10734185,,,0.32621530,0.10718773,,,0.34573512,0.04139083
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,QQQ<SMA200,,0.03026359,0.23306855,0.02978006,0.23307415,55198.38829729,34000.00000000,21198.38829729,0.62348201,0.18941448,0.19034051,0.93020451,0.21135449,1.29913187,1.14933002,-0.16480425,,2023,0.37454047,2022,-0.04669946,412218.49716053,156.25714349,1.68919274,0.00459580,0.31710843,0.09988652,,,0.31691690,0.09942933,,,0.36467502,0.04020374
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,QQQ<SMA200,2m,0.09795700,0.51122532,0.09707583,0.50770499,56087.58994423,34000.00000000,22087.58994423,0.64963500,0.19598420,0.19685752,0.91959327,0.22242455,1.29664514,0.85512990,-0.22918647,,2021,0.35993371,2022,-0.10174645,194244.94703855,75.18012803,0.79285955,0.00221118,0.31044321,0.09988652,,,0.31073330,0.09942933,,,0.37701750,0.05556691
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m+1,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,QQQ<SMA200,2m+1,0.07537223,0.37109956,0.07481244,0.36986054,60645.85190264,34000.00000000,26645.85190264,0.78370153,0.21816934,0.22896826,1.05952577,0.20742578,1.49468598,1.22206336,-0.17852540,,2023,0.37772463,2022,-0.01506522,270616.23828528,103.23243923,1.08687926,0.00303625,0.31689315,0.09213632,,,0.31770631,0.09717701,,,0.36364683,0.04040058
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,QQQ<SMA200,3m,0.11451182,0.51122532,0.11313026,0.50770499,58411.19060084,34000.00000000,24411.19060084,0.71797619,0.19302222,0.21348784,0.82336451,0.25482088,1.15731910,0.77987385,-0.24750441,150,2024,0.38130164,2022,-0.13650862,118760.74121922,46.70479957,0.51199273,0.00137367,0.28515463,0.09988652,,,0.28736186,0.09942933,,,0.42500955,0.07110151
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+1,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,QQQ<SMA200,3m+1,0.10384743,0.34181982,0.10303589,0.34182124,53184.06478591,34000.00000000,19184.06478591,0.56423720,0.17602935,0.17524514,0.94507030,0.19178428,1.33491488,0.82514092,-0.21333247,570,2021,0.35515157,2022,-0.09462867,109831.51273273,43.28327814,0.46300015,0.00127304,0.33117616,0.17025220,,,0.33284500,0.17041518,,,0.33371345,0.04020306
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+2,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,QQQ<SMA200,3m+2,0.10053241,0.43693902,0.09961868,0.43467164,64695.53938138,34000.00000000,30695.53938138,0.90280998,0.24419682,0.25585094,1.13185341,0.21416974,1.62513804,0.97789071,-0.24971790,,2023,0.41678422,2022,-0.05566501,210853.62981279,80.99541032,0.81103082,0.00238222,0.31433958,0.09183910,,,0.31313159,0.09466354,,,0.37010210,0.05269310
TQQQ50/BTAL50 rb 1w,fit,fit,2020-12-18,2024-12-31,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.00232972,0.05047223,0.00208041,0.05047763,57253.18502018,34000.00000000,23253.18502018,0.68391721,0.16423152,0.20527041,0.67380139,0.28849565,0.95661791,0.36283086,-0.45263934,753,2023,0.67002942,2022,-0.42717390,248439.51612650,93.20547039,1.13548019,0.00274134,0.49963282,0.46363323,,,,,,,0.49929929,0.44952237
50/50,fit,fit,2020-12-18,2024-12-31,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.00103485,0.00318041,0.00074167,0.00175609,56027.89540822,34000.00000000,22027.89540822,0.64787928,0.15656642,0.19642274,0.66051083,0.28104654,0.93553644,0.34991298,-0.44744386,752,2023,0.69929069,2022,-0.42506651,109509.30779703,41.62555666,0.50230274,0.00122428,0.49951089,0.49856868,,,,,,,0.49943501,0.49824391
TQQQ50/BTAL50 rb 3m,fit,fit,2020-12-18,2024-12-31,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.03187628,0.15335385,0.03179542,0.15335885,56487.15513490,34000.00000000,22487.15513490,0.66138692,0.16332975,0.19975780,0.68439442,0.27885969,0.97577517,0.37388658,-0.43684304,722,2023,0.73238306,2022,-0.41265415,76049.93472467,28.88906496,0.34269309,0.00084968,0.49483021,0.39814364,,,,,,,0.50329032,0.34664115
TQQQ50/BTAL50 gate QQQ<SMA200 rb 1w,fit,fit,2020-12-18,2024-12-31,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.06623502,0.38125297,0.06606437,0.38126011,58735.98915116,34000.00000000,24735.98915116,0.72752909,0.18182303,0.21576822,0.84813958,0.22864306,1.21910853,0.53070759,-0.34260492,715,2023,0.44146728,2022,-0.29481269,206700.73594752,79.12863168,0.91496576,0.00232731,0.56429466,0.46380573,,,,,,,0.43484060,0.11873989
TQQQ50/BTAL50 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.06878676,0.39663067,0.06855602,0.39663758,59190.12084596,34000.00000000,25190.12084596,0.74088591,0.18800160,0.21893904,0.88295604,0.22449511,1.27068635,0.60661015,-0.30992162,683,2023,0.46780948,2022,-0.25830154,104436.39141814,41.31127599,0.45179219,0.00121504,0.56750307,0.49856868,,,,,,,0.43153983,0.10336242
