label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.gate,params.rebalance,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.KMLM.avg,exposure.KMLM.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 rb 3m,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,,3m,0.09899184,0.47039409,0.09581800,0.46190738,20482.23376059,19500.00000000,982.23376059,0.05037096,0.03940980,0.04062738,0.28574542,0.22559016,0.38063421,0.16553182,-0.23807992,,2025,0.08815040,2026,-0.02128298,49462.31341996,98.92462684,1.00529995,0.00507306,0.40422871,0.13515041,,,0.13687363,0.04649508,,,0.45326727,0.17145338
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 rb 3m+1,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,,3m+1,0.07849889,0.27795909,0.07537819,0.27272478,22958.90029856,19500.00000000,3458.90029856,0.17737950,0.12928691,0.14002356,0.69358058,0.20762168,0.96600097,0.72218130,-0.17902279,188,2025,0.14114129,2026,0.06826720,60468.16468773,120.93632938,1.15953695,0.00620186,0.42234586,0.13349656,,,0.14072220,0.04423858,,,0.43160040,0.21525241
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 rb 3m+2,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,,3m+2,0.09772761,0.29149519,0.09508338,0.29152867,23072.03551268,19500.00000000,3572.03551268,0.18318131,0.13102217,0.14446741,0.80376711,0.17275299,1.12276812,0.79081503,-0.16567992,188,2026,0.12135392,2025,0.08984034,39551.48147565,79.10296295,0.76780432,0.00405656,0.44379425,0.28740593,,,0.14947059,0.10348239,,,0.40081134,0.20560351
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 1w,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,1w,0.01509191,0.26612682,0.01400509,0.26612682,19109.31570107,19500.00000000,-390.68429893,-0.02003509,-0.01964275,-0.01636669,-0.04090757,0.16231505,-0.05173386,-0.09281169,-0.21164091,,2026,0.00050391,2025,-0.03228793,194380.67805739,388.76135611,4.14038051,0.01993648,0.45728930,0.14896884,,,0.15162778,0.04633524,,,0.38774571,0.07768470
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,2w,0.02084652,0.12374332,0.01967655,0.12377014,20820.96531476,19500.00000000,1320.96531476,0.06774181,0.04493417,0.05447178,0.34900374,0.16693017,0.46360635,0.26438230,-0.16995907,,2025,0.04263456,2026,0.03030108,133183.42915216,266.36685830,2.72729095,0.01365984,0.45275482,0.14925036,,,0.14996571,0.04647429,,,0.39375898,0.11023984
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,2w+1,0.02236752,0.26579715,0.02112956,0.26580877,18867.99840034,19500.00000000,-632.00159966,-0.03241034,-0.02897759,-0.02653714,-0.09309492,0.16674766,-0.11652410,-0.13111304,-0.22101224,,2026,-0.01647180,2025,-0.03080901,151936.06301841,303.87212604,3.25651414,0.01558319,0.45699371,0.14504117,,,0.15158169,0.04622292,,,0.38776222,0.08277761
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,,0.00788387,0.07417440,0.00687039,0.07422233,22937.78476104,19500.00000000,3437.78476104,0.17629665,0.13156753,0.13919328,0.74942872,0.19025274,1.02728089,0.80103726,-0.16424646,215,2025,0.15911215,2026,0.05516695,98010.02282586,196.02004565,1.88561795,0.01005231,0.44211907,0.14960347,,,0.14641821,0.04860407,,,0.40821517,0.18808017
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,2m,0.06158076,0.23919069,0.05987385,0.23921827,22838.80359084,19500.00000000,3338.80359084,0.17122070,0.11494365,0.13529747,0.72156628,0.17241012,0.98494875,0.69059735,-0.16644090,189,2026,0.12366859,2025,0.06252159,58310.60925260,116.62121851,1.15945668,0.00598058,0.45355345,0.30700042,,,0.15079975,0.10176761,,,0.39121771,0.17083656
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m+1,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,2m+1,0.07665863,0.42143796,0.07481357,0.41811154,20586.72778357,19500.00000000,1086.72778357,0.05572963,0.05546318,0.04490707,0.35724376,0.22018911,0.48487392,0.26863359,-0.20646405,,2025,0.16407738,2026,-0.06199007,64957.11166896,129.91422334,1.27201012,0.00666227,0.41406300,0.13476250,,,0.13896586,0.04699444,,,0.44332199,0.21248723
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,3m,0.09898350,0.47048142,0.09590908,0.46163341,20428.35237574,19500.00000000,928.35237574,0.04760781,0.03668899,0.03841748,0.27404372,0.22564260,0.36485762,0.15374513,-0.23863515,,2025,0.08319853,2026,-0.02099783,49609.31753458,99.21863507,1.01122311,0.00508814,0.40482512,0.13484709,,,0.13689822,0.04667189,,,0.45281771,0.17191096
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+1,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,3m+1,0.07873510,0.27792170,0.07546540,0.27286876,22907.64905066,19500.00000000,3407.64905066,0.17475123,0.12754843,0.13800782,0.68896781,0.20639208,0.95880283,0.71237324,-0.17904720,188,2025,0.14095036,2026,0.06576783,60042.61362834,120.08522726,1.15231859,0.00615822,0.42324878,0.13351764,,,0.14081487,0.04424557,,,0.43060647,0.21523372
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+2,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,3m+2,0.09818947,0.29229206,0.09583212,0.29232571,22916.07114959,19500.00000000,3416.07114959,0.17518314,0.12474554,0.13833918,0.77481358,0.17175723,1.08027274,0.75121033,-0.16605940,189,2026,0.11742938,2025,0.08379818,39691.09175869,79.38218352,0.77401285,0.00407088,0.44535422,0.28786749,,,0.15009435,0.10395254,,,0.39913193,0.18885213
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 1w,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,1w,0.00687009,0.08407364,0.00572835,0.08409929,19980.79713982,19500.00000000,480.79713982,0.02465626,0.02365845,0.01997812,0.22454890,0.16945982,0.28611210,0.11494944,-0.20581616,,2025,0.04169368,2026,-0.00275284,212522.93524538,425.04587049,4.32742788,0.02179722,0.45103196,0.14929139,0.14950048,0.04824410,,,,,0.39613039,0.08222735
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 2w,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,2w,0.01751519,0.12728143,0.01617440,0.12570993,20982.19055478,19500.00000000,1482.19055478,0.07600977,0.05240399,0.06103227,0.38288659,0.17417339,0.50453919,0.31380783,-0.16699389,237,2025,0.05839658,2026,0.02680343,136638.04206747,273.27608413,2.77457233,0.01401416,0.44968489,0.14883834,0.14902629,0.04873365,,,,,0.39741814,0.11141114
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 2w+1,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,2w+1,0.01395952,0.23625594,0.01269666,0.23628256,19517.14371322,19500.00000000,17.14371322,0.00087916,0.00389051,0.00071543,0.11093392,0.17541547,0.14119841,0.01792563,-0.21703626,,2025,0.02689962,2026,-0.02001573,158827.93432997,317.65586866,3.28699161,0.01629004,0.45029821,0.14537656,0.14936232,0.04732534,,,,,0.39644849,0.08325522
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,,0.00248166,0.00489394,0.00156612,0.00256507,23143.14966874,19500.00000000,3643.14966874,0.18682819,0.14306303,0.14725661,0.77267666,0.20022516,1.06421276,0.86148018,-0.16606654,215,2025,0.18771079,2026,0.04685578,99797.11378628,199.59422757,1.89364530,0.01023560,0.43824277,0.14890838,0.14543739,0.04841330,,,,,0.41352281,0.21398295
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 2m,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,2m,0.05791123,0.24080410,0.05662434,0.24083095,23347.63591432,19500.00000000,3847.63591432,0.19731466,0.13892273,0.15525939,0.82377692,0.17827874,1.13002920,0.82920210,-0.16753785,189,2026,0.12028671,2025,0.10331918,58574.77031117,117.14954062,1.13779784,0.00600767,0.45126991,0.30554984,0.14992244,0.10368672,,,,,0.39475375,0.17304100
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 2m+1,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,2m+1,0.07678512,0.42038729,0.07467288,0.41553477,20911.41086901,19500.00000000,1411.41086901,0.07238004,0.07119283,0.05815442,0.41943888,0.22630880,0.57108808,0.34584484,-0.20585193,,2025,0.19015920,2026,-0.06016852,65262.62853176,130.52525706,1.25811087,0.00669360,0.41156469,0.13382167,0.13877496,0.04898622,,,,,0.44560707,0.21381985
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 3m,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,3m,0.09747351,0.46760299,0.09494410,0.45953933,20681.21331793,19500.00000000,1181.21331793,0.06057504,0.04955928,0.04877000,0.32761676,0.22899081,0.43735654,0.20781272,-0.23848051,,2025,0.10761174,2026,-0.02313791,50071.89095570,100.14378191,1.00640108,0.00513558,0.40405355,0.13483064,0.13863453,0.04866430,,,,,0.45291986,0.17330052
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 3m+1,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,3m+1,0.07800645,0.27737251,0.07513552,0.27207890,23223.24398483,19500.00000000,3723.24398483,0.19093559,0.14138163,0.15039427,0.73478116,0.21176949,1.02446066,0.79574788,-0.17767139,188,2025,0.16021881,2026,0.06909481,61090.07080909,122.18014162,1.15836196,0.00626565,0.42217476,0.13401761,0.14183741,0.04600805,,,,,0.43075936,0.21651956
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 3m+2,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,3m+2,0.09815638,0.29526361,0.09566370,0.29529861,23415.09903246,19500.00000000,3915.09903246,0.20077431,0.14598795,0.15789398,0.85562039,0.17905323,1.19727962,0.89375325,-0.16334257,188,2026,0.12389979,2025,0.11090768,39920.97361927,79.84194724,0.76479059,0.00409446,0.44390345,0.28460623,0.14976260,0.11287549,,,,,0.40066187,0.20449744
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 1w,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,1w,0.01496622,0.26690910,0.01400993,0.26691691,19392.47789258,19500.00000000,-107.52210742,-0.00551395,-0.00565153,-0.00449231,0.04995195,0.16650201,0.06339730,-0.02748645,-0.20561148,,2026,-0.00207264,2025,-0.00713223,197515.94666292,395.03189333,4.14746487,0.02025805,0.45751417,0.14889889,0.15162210,0.04691900,,,,,0.38778394,0.07709672
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2w,0.02105359,0.12669151,0.01967402,0.12671796,21069.19376963,19500.00000000,1569.19376963,0.08047148,0.05794480,0.06456488,0.41707448,0.17136696,0.55530472,0.34686126,-0.16705470,237,2025,0.06802640,2026,0.02628688,135168.39709328,270.33679419,2.72805227,0.01386343,0.45282888,0.14901116,0.14986779,0.04840301,,,,,0.39347968,0.11023635
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2w+1,0.02251439,0.26654612,0.02144815,0.26655178,19094.56732912,19500.00000000,-405.43267088,-0.02079142,-0.01720735,-0.01698692,-0.01610659,0.17056414,-0.02022582,-0.07920783,-0.21724298,,2025,-0.00751401,2026,-0.02051928,154441.84460068,308.88368920,3.26762724,0.01584019,0.45722512,0.14510687,0.15175857,0.04699879,,,,,0.38736032,0.08246777
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,,0.00753989,0.07132134,0.00670315,0.07136611,23016.32256663,19500.00000000,3516.32256663,0.18032423,0.13756076,0.14228006,0.76522649,0.19430328,1.04955320,0.82979499,-0.16577680,215,2025,0.17986755,2026,0.04556385,98463.23176370,196.92646353,1.87643818,0.01009879,0.44209582,0.14974056,0.14661213,0.04868145,,,,,0.40827647,0.18947468
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2m,0.06128393,0.23972755,0.06003722,0.23975477,23046.18366160,19500.00000000,3546.18366160,0.18185557,0.12576732,0.14345268,0.76188325,0.17714720,1.04252772,0.75149789,-0.16735553,190,2026,0.11686193,2025,0.08595402,58770.05039652,117.54010079,1.15432123,0.00602770,0.45399301,0.30524030,0.15104943,0.10334481,,,,,0.39063280,0.17247031
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m+1,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2m+1,0.07645162,0.42134512,0.07448388,0.41492972,20784.05453946,19500.00000000,1284.05453946,0.06584895,0.06516964,0.05296722,0.39623599,0.22384359,0.53823856,0.31658237,-0.20585365,,2025,0.18024071,2026,-0.06093603,65734.50163265,131.46900327,1.27447609,0.00674200,0.41377836,0.13397719,0.13948341,0.04787270,,,,,0.44275569,0.21279379
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,3m,0.09760006,0.46771223,0.09525360,0.45913647,20639.15237286,19500.00000000,1139.15237286,0.05841807,0.04727392,0.04705119,0.31801680,0.22904650,0.42434968,0.19788921,-0.23889083,,2025,0.10285664,2026,-0.02240365,50289.57943573,100.57915887,1.01350340,0.00515791,0.40445035,0.13450957,0.13913346,0.04883913,,,,,0.45204496,0.17045560
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+1,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,3m+1,0.07817764,0.27740748,0.07533946,0.27194475,23174.78382365,19500.00000000,3674.78382365,0.18845045,0.13980977,0.14849634,0.73136332,0.21049520,1.01878639,0.78693339,-0.17766405,189,2025,0.16042692,2026,0.06650611,60658.06252148,121.31612504,1.15088045,0.00622134,0.42289546,0.13399791,0.14200033,0.04600128,,,,,0.42968217,0.21648509
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+2,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,3m+2,0.09839766,0.29598344,0.09653645,0.29601861,23256.72837022,19500.00000000,3756.72837022,0.19265274,0.13961096,0.15170482,0.82771981,0.17809562,1.15596695,0.85307554,-0.16365603,189,2026,0.12022354,2025,0.10446774,40262.04139665,80.52408279,0.77490624,0.00412944,0.44571572,0.28512899,0.15051062,0.11183733,,,,,0.39905057,0.18782275
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 1w,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,1w,0.00694020,0.08765516,0.00579268,0.08767857,20955.12468512,19500.00000000,1455.12468512,0.07462178,0.05402253,0.05993221,0.38452105,0.18047434,0.49571478,0.28474082,-0.18972526,236,2026,0.04991251,2025,0.03769530,214006.02007607,428.01204015,4.31110783,0.02194934,0.30040159,0.09886217,,,0.30006265,0.09552119,,,0.39608429,0.08291413
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 2w,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,2w,0.01760018,0.12773652,0.01618225,0.12290220,22056.78388306,19500.00000000,2556.78388306,0.13111712,0.08554415,0.10429691,0.53890002,0.18540126,0.71517610,0.48295413,-0.17712686,204,2026,0.08094275,2025,0.05746944,137991.45508889,275.98291018,2.76715260,0.01415297,0.29937204,0.09988050,,,0.29890287,0.09483894,,,0.39788565,0.11081850
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 2w+1,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,2w+1,0.01358161,0.23692934,0.01218703,0.23695792,20524.13996887,19500.00000000,1024.13996887,0.05252000,0.03602875,0.04234466,0.28500543,0.18665555,0.36790249,0.18217216,-0.19777309,,2026,0.03531882,2025,0.02321499,160147.14318439,320.29428637,3.27411245,0.01642535,0.29981539,0.09669189,,,0.30010237,0.09487954,,,0.39636903,0.08159101
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,,0.00283682,0.00488654,0.00189044,0.00385720,24268.53461579,19500.00000000,4768.53461579,0.24454024,0.17616191,0.19098560,0.87592486,0.21225522,1.21194333,1.10458430,-0.15948254,154,2025,0.17870738,2026,0.10506141,101277.08297419,202.55416595,1.90238385,0.01038739,0.29209018,0.09934308,,,0.29164563,0.09908165,,,0.41310946,0.21236608
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 2m,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,2m,0.05834517,0.24067614,0.05667356,0.24071085,24284.88737601,19500.00000000,4784.88737601,0.24537884,0.16592243,0.19161545,0.90418796,0.19113694,1.24594791,1.07347606,-0.15456557,180,2026,0.16884037,2025,0.09862907,58506.53254053,117.01306508,1.12637770,0.00600067,0.30020385,0.20431015,,,0.30075605,0.20721564,,,0.39481325,0.17179337
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 2m+1,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,2m+1,0.07774852,0.42018072,0.07566694,0.41433807,21786.63307164,19500.00000000,2286.63307164,0.11726323,0.09779627,0.09349437,0.51289526,0.23890854,0.70161375,0.51216422,-0.19094710,,2025,0.18560552,2026,-0.01809249,66038.23488891,132.07646978,1.26146241,0.00677315,0.27368498,0.08916770,,,0.27715716,0.09384660,,,0.44521985,0.21208508
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 3m,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,3m,0.10006716,0.46918068,0.09710810,0.45987603,21465.13448200,19500.00000000,1965.13448200,0.10077613,0.07258457,0.08057436,0.41412978,0.24025488,0.55528004,0.31638712,-0.22941695,,2025,0.09828549,2026,0.02060663,49997.28229892,99.99456460,0.99875350,0.00512793,0.26822590,0.08934352,,,0.27464736,0.09480512,,,0.45127516,0.17004003
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 3m+1,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,3m+1,0.07837969,0.27607005,0.07517893,0.27128388,24042.48971745,19500.00000000,4542.48971745,0.23294819,0.16480005,0.18226300,0.79708690,0.22427946,1.11291041,0.97094084,-0.16973233,208,2025,0.15579865,2026,0.10928393,60962.95502659,121.92591005,1.14623316,0.00625261,0.28090780,0.08899183,,,0.28317289,0.09236017,,,0.43022062,0.21584740
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 3m+2,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,3m+2,0.09743898,0.30018136,0.09476333,0.30021534,24257.19299025,19500.00000000,4757.19299025,0.24395861,0.17045537,0.19054866,0.92308234,0.19150430,1.29306225,1.14183262,-0.14928227,177,2026,0.16431093,2025,0.10989665,39519.62095402,79.03924191,0.74976219,0.00405329,0.29494503,0.18992227,,,0.29977383,0.20778535,,,0.39947974,0.20854189
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 1w,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,QQQ<SMA200,1w,0.01479038,0.26694532,0.01381866,0.26694710,20317.04999446,19500.00000000,817.04999446,0.04190000,0.02339092,0.03384573,0.22111546,0.17596261,0.28380057,0.12346114,-0.18945977,236,2026,0.04924796,2025,-0.01035422,199768.36548349,399.53673097,4.14934291,0.02048906,0.30472580,0.09924163,,,0.30432031,0.09418812,,,0.38791182,0.07825817
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,QQQ<SMA200,2w,0.02082126,0.12233858,0.01965432,0.12236572,22093.98794212,19500.00000000,2593.98794212,0.13302502,0.08878049,0.10578078,0.56207677,0.18192016,0.75329893,0.57508403,-0.15437829,174,2026,0.07932880,2025,0.06419892,136953.98359708,273.90796719,2.73585601,0.01404656,0.30156213,0.09948304,,,0.30119579,0.09444501,,,0.39385781,0.10989590
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,QQQ<SMA200,2w+1,0.02246462,0.26674481,0.02107255,0.26675664,20140.32569519,19500.00000000,640.32569519,0.03283722,0.01722038,0.02656789,0.18640841,0.17966890,0.23731710,0.08727574,-0.19731006,,2026,0.03466330,2025,-0.00624292,155831.47184536,311.66294369,3.24799617,0.01598272,0.30435971,0.09697530,,,0.30458679,0.09380012,,,0.38725182,0.08319269
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,QQQ<SMA200,,0.00718774,0.07152906,0.00660023,0.07157768,24169.50637224,19500.00000000,4669.50637224,0.23946187,0.17164783,0.18716799,0.87914377,0.20547278,1.21284752,1.13626740,-0.15106288,191,2025,0.17147261,2026,0.10494277,100053.70005173,200.10740010,1.88676932,0.01026192,0.29457705,0.09908229,,,0.29430505,0.09957812,,,0.40836965,0.19065806
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m,test,test,2025-01-02,2026-08-20,false,true,20.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,QQQ<SMA200,2m,0.06147170,0.24046235,0.05964727,0.24049748,24011.31501221,19500.00000000,4511.31501221,0.23134949,0.15432998,0.18105767,0.85740086,0.18946337,1.17864677,0.99978847,-0.15436263,180,2026,0.16552657,2025,0.08396353,58539.07763842,117.07815528,1.13772670,0.00600401,0.30197757,0.20401259,,,0.30234281,0.20643265,,,0.39117385,0.17102410
