label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@1>=1.00,0.02768179,0.17330113,0.02756864,0.17330585,34156.33881074,28000.00000000,6156.33881074,0.21986924,0.13039046,0.10058128,0.63410327,0.23877866,0.87769983,0.50121206,-0.26015028,366,2021,0.22009751,2022,-0.08706380,173833.17756416,65.34520804,1.25483657,0.00233376,0.65781820,0.19848010,,,,,0.34134012,0.05408803
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,0.04216818,0.26745785,0.04204527,0.26746294,37170.45189259,28000.00000000,9170.45189259,0.32751614,0.16934432,0.14496250,0.75563902,0.24841945,1.05431370,0.50125145,-0.33784304,,2021,0.21984283,2022,0.02695961,209680.27746819,78.82111633,1.49020776,0.00281504,0.70444780,0.19848010,,,,,0.29473917,0.00000000
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,0.02930110,0.17329010,0.02914848,0.17329485,33971.66957195,28000.00000000,5971.66957195,0.21327391,0.12649352,0.09776941,0.61955430,0.23881553,0.85681849,0.48589743,-0.26032967,366,2021,0.22048237,2022,-0.08686726,174065.49877728,65.67157101,1.26465777,0.00234541,0.65945549,0.19848010,,,,,0.33974284,0.05409904
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,0.03846488,0.24697572,0.03831890,0.24698514,32757.84605655,28000.00000000,4757.84605655,0.16992307,0.10169767,0.07899933,0.52515498,0.23966776,0.72319671,0.39117442,-0.25998036,366,2021,0.21996954,2022,-0.08666491,157745.88692655,59.59839824,1.19441075,0.00212851,0.66862791,0.19848010,,,,,0.33049322,0.05374726
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,0.00129616,0.00268237,0.00073371,0.00164922,33685.52991928,28000.00000000,5685.52991928,0.20305464,0.13301193,0.09339004,0.65153717,0.23434724,0.89640443,0.66085706,-0.20127186,324,2021,0.26502655,2022,-0.14454738,207231.69741364,67.25180693,1.43895031,0.00240185,0.47304287,0.14835078,0.15739142,0.04939081,,,0.36822842,0.09922242
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,0.02851041,0.17530322,0.02805367,0.17530807,36702.60615680,28000.00000000,8702.60615680,0.31080736,0.16765223,0.13825216,0.78287199,0.23326080,1.07899174,0.83407144,-0.20100464,323,2021,0.26532056,2022,-0.06269847,182676.73170737,60.54972733,1.25335746,0.00216249,0.49370351,0.14835078,0.16428926,0.04939081,,,0.34080616,0.05208582
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,VIX/VIX3M@1>=1.00,0.00259097,0.04858584,0.00205957,0.04859425,33580.89959227,28000.00000000,5580.89959227,0.19931784,0.13150266,0.09178179,0.64602737,0.23423900,0.88845215,0.65422700,-0.20100464,323,2021,0.26532056,2022,-0.14710380,209085.98744416,68.29501049,1.45365293,0.00243911,0.47410273,0.14835078,0.15772955,0.04939081,,,0.36686912,0.09631632
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@1>=1.00,0.02851041,0.17530322,0.02805367,0.17530807,36702.60615680,28000.00000000,8702.60615680,0.31080736,0.16765223,0.13825216,0.78287199,0.23326080,1.07899174,0.83407144,-0.20100464,323,2021,0.26532056,2022,-0.06269847,182676.73170737,60.54972733,1.25335746,0.00216249,0.49370351,0.14835078,0.16428926,0.04939081,,,0.34080616,0.05208582
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,0.04253771,0.26745642,0.04209967,0.26746294,40144.49985466,28000.00000000,12144.49985466,0.43373214,0.21106135,0.18622866,0.93989577,0.23317059,1.31113458,0.76528588,-0.27579413,428,2021,0.26545871,2022,0.05305622,219631.22414275,72.70461160,1.47745529,0.00259659,0.52827552,0.14835078,0.17576081,0.04916737,,,0.29473135,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,0.03002918,0.17521216,0.02965136,0.17521710,36457.13553107,28000.00000000,8457.13553107,0.30204055,0.16302381,0.13470613,0.76590919,0.23321707,1.05479752,0.81042816,-0.20115763,324,2021,0.26527446,2022,-0.06315624,182581.77980607,60.76774451,1.26184705,0.00217028,0.49499620,0.14835078,0.16466639,0.04920688,,,0.33920343,0.05217678
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,0.03919738,0.24574052,0.03872611,0.24574758,35129.49744104,28000.00000000,7129.49744104,0.25462491,0.13771580,0.11521604,0.67566226,0.23095654,0.92774468,0.68437768,-0.20122777,324,2021,0.26488381,2022,-0.06324221,166245.08630985,55.34113109,1.19736093,0.00197647,0.50165782,0.14835078,0.16682834,0.04902888,,,0.33012855,0.05197757
50/50,sens,sens_2019-11-08,2019-11-08,2022-11-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.00071761,0.00181217,0.00054500,0.00130618,28563.41755949,28000.00000000,563.41755949,0.02012206,0.08845788,0.00985698,0.41515617,0.37671557,0.56910472,0.19753378,-0.44781141,,2020,0.53001538,2022,-0.41178019,98681.79795463,37.61126396,0.62568244,0.00134326,0.49961906,0.49869382,,,,,0.49964037,0.49913474
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2019-11-08,2019-11-08,2022-11-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.07060533,0.35614489,0.07038825,0.35614948,33664.30326869,28000.00000000,5664.30326869,0.20229655,0.14347896,0.09306407,0.57683085,0.32554916,0.79122593,0.38049207,-0.37708791,140,2020,0.43283271,2022,-0.27193406,56521.96712152,23.37901133,0.36463267,0.00083496,0.56944177,0.49854605,,,,,0.42973838,0.14385052
SPY benchmark,sens,sens_2019-11-08,2019-11-08,2022-11-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.00782068,0.02411709,0.00782245,0.02411803,31764.35636912,28000.00000000,3764.35636912,0.13444130,0.08774013,0.06324795,0.46805513,0.24389545,0.64226145,0.26047342,-0.33684869,173,2021,0.28303247,2022,-0.18550106,27750.90140242,1.94256310,0.19979586,0.00006938,,,,,0.99217755,0.97588197,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,0.00100392,0.00216235,0.00076164,0.00162944,33882.21546604,28000.00000000,5882.21546604,0.21007912,0.09665233,0.09657905,0.53112465,0.21968174,0.73903011,0.37153356,-0.26014427,366,2021,0.22012005,2022,-0.15476006,162207.99973582,62.08080324,1.30670333,0.00221717,0.66335792,0.19989239,,,,,0.33559212,0.13861468
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,0.03750256,0.23057558,0.03731566,0.23058069,33464.50228627,28000.00000000,5464.50228627,0.19516080,0.09485203,0.09015245,0.51854664,0.22346280,0.71918021,0.36461320,-0.26014427,366,2021,0.22012005,2022,-0.07994734,141739.68502393,55.75648024,1.12687440,0.00199130,0.70008147,0.19989239,,,,,0.29897255,0.04269721
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,VIX/VIX3M@1>=1.00,0.00221988,0.04669072,0.00199909,0.04669746,33790.97864534,28000.00000000,5790.97864534,0.20682067,0.09536707,0.09518039,0.52565506,0.21976726,0.73121047,0.36659301,-0.26014427,366,2021,0.22012005,2022,-0.15766581,163319.33673591,62.74225264,1.31740356,0.00224079,0.66467746,0.19989239,,,,,0.33432555,0.13836163
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@1>=1.00,0.03750256,0.23057558,0.03731566,0.23058069,33464.50228627,28000.00000000,5464.50228627,0.19516080,0.09485203,0.09015245,0.51854664,0.22346280,0.71918021,0.36461320,-0.26014427,366,2021,0.22012005,2022,-0.07994734,141739.68502393,55.75648024,1.12687440,0.00199130,0.70008147,0.19989239,,,,,0.29897255,0.04269721
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,0.05447655,0.27327303,0.05432309,0.27327789,34422.65696603,28000.00000000,6422.65696603,0.22938061,0.09163235,0.10480729,0.48522744,0.24138486,0.66824930,0.27128988,-0.33776546,940,2021,0.22006820,2020,-0.02179166,157349.63056312,61.62040043,1.27905088,0.00220073,0.73203660,0.19991658,,,,,0.26705029,0.00000000
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,0.03750256,0.23057558,0.03731566,0.23058069,33464.50228627,28000.00000000,5464.50228627,0.19516080,0.09485203,0.09015245,0.51854664,0.22346280,0.71918021,0.36461320,-0.26014427,366,2021,0.22012005,2022,-0.07994734,141739.68502393,55.75648024,1.12687440,0.00199130,0.70008147,0.19989239,,,,,0.29897255,0.04269721
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,0.06214007,0.39418793,0.06198424,0.39420204,31450.12787797,28000.00000000,3450.12787797,0.12321885,0.03895542,0.05829609,0.28154680,0.23139915,0.38833918,0.14959161,-0.26041176,366,2021,0.21965366,2022,-0.07920833,130886.67609835,52.91230030,1.13432231,0.00188973,0.72469873,0.19943861,,,,,0.27431525,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,0.00139801,0.00298135,0.00078015,0.00188087,35064.60765843,28000.00000000,7064.60765843,0.25230742,0.12548338,0.11445769,0.65646850,0.21619084,0.91461598,0.62530706,-0.20067481,324,2021,0.26471084,2022,-0.15286276,172324.09189874,57.68924448,1.31163845,0.00206033,0.49744552,0.14937551,0.16547840,0.04984507,,,0.33563741,0.13829093
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,0.03822979,0.23037513,0.03778866,0.23037808,34766.76229051,28000.00000000,6766.76229051,0.24167008,0.12523671,0.10999660,0.65630526,0.21578426,0.91025275,0.62407788,-0.20067481,324,2021,0.26471084,2022,-0.07622002,150898.52348657,51.70212714,1.13118262,0.00184650,0.52532994,0.14937551,0.17473973,0.04984507,,,0.29856647,0.04289981
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,VIX/VIX3M@1>=1.00,0.00270288,0.04881426,0.00211863,0.04882346,34973.67907789,28000.00000000,6973.67907789,0.24905997,0.12423355,0.11309876,0.65142843,0.21613558,0.90714317,0.61907893,-0.20067481,324,2021,0.26471084,2022,-0.15569996,173649.58480703,58.47853680,1.32339395,0.00208852,0.49842653,0.14937551,0.16578340,0.04984507,,,0.33433869,0.13872733
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@1>=1.00,0.03822979,0.23037513,0.03778866,0.23037808,34766.76229051,28000.00000000,6766.76229051,0.24167008,0.12523671,0.10999660,0.65630526,0.21578426,0.91025275,0.62407788,-0.20067481,324,2021,0.26471084,2022,-0.07622002,150898.52348657,51.70212714,1.13118262,0.00184650,0.52532994,0.14937551,0.17473973,0.04984507,,,0.29856647,0.04289981
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,0.05480894,0.27327526,0.05434072,0.27327789,35906.72781544,28000.00000000,7906.72781544,0.28238314,0.12631068,0.12692121,0.63750157,0.22788613,0.88071177,0.45846907,-0.27550533,428,2021,0.26500494,2020,0.03957456,167722.16796846,57.26307038,1.27834918,0.00204511,0.54891445,0.14923939,0.18265595,0.04915707,,,0.26709224,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,0.03822979,0.23037513,0.03778866,0.23037808,34766.76229051,28000.00000000,6766.76229051,0.24167008,0.12523671,0.10999660,0.65630526,0.21578426,0.91025275,0.62407788,-0.20067481,324,2021,0.26471084,2022,-0.07622002,150898.52348657,51.70212714,1.13118262,0.00184650,0.52532994,0.14937551,0.17473973,0.04984507,,,0.29856647,0.04289981
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,0.06297107,0.39419097,0.06250104,0.39420204,32607.03512991,28000.00000000,4607.03512991,0.16453697,0.06824585,0.07677129,0.41389728,0.21682719,0.56990406,0.33980412,-0.20083880,324,2021,0.26486001,2022,-0.07522888,138846.25002610,48.71376114,1.13587657,0.00173978,0.54377256,0.14981461,0.18096158,0.04916528,,,0.27379221,0.00000000
50/50,sens,sens_2020-05-08,2020-05-08,2023-05-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.00088769,0.00213864,0.00063178,0.00216189,32953.39139256,28000.00000000,4953.39139256,0.17690684,0.12925020,0.08220744,0.53257792,0.33332928,0.74748249,0.28865601,-0.44776550,,2020,0.44591744,2022,-0.42531933,86271.79313823,32.94466014,0.62043919,0.00117660,0.49954019,0.49783811,,,,,0.49955006,0.49892179
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2020-05-08,2020-05-08,2023-05-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.08705182,0.38460300,0.08684034,0.38460807,35395.50701953,28000.00000000,7395.50701953,0.26412525,0.16687174,0.11938115,0.70760774,0.27034456,1.00205734,0.52615127,-0.31715545,,2020,0.44591744,2022,-0.26954835,69228.31067648,28.10642607,0.47604046,0.00100380,0.58585020,0.49783811,,,,,0.41330440,0.11539193
SPY benchmark,sens,sens_2020-05-08,2020-05-08,2023-05-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.00871399,0.02215160,0.00871571,0.02215237,33985.19433299,28000.00000000,5985.19433299,0.21375694,0.13605138,0.09815437,0.77474473,0.18779548,1.09504109,0.55855402,-0.24357784,,2020,0.28817156,2022,-0.18075659,27910.77267275,1.95375409,0.19774273,0.00006978,,,,,0.99128429,0.97784763,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,0.00099132,0.00266600,0.00071864,0.00196047,35950.26299724,28000.00000000,7950.26299724,0.28393796,0.11485689,0.12747734,0.67400704,0.18763333,0.96440249,0.52351098,-0.21939729,191,2023,0.29190667,2022,-0.15481534,154309.98928916,59.25832809,1.22073482,0.00211637,0.65232823,0.19905362,,,,,0.34663450,0.13870857
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,0.03802164,0.23233256,0.03782682,0.23233843,35553.79770014,28000.00000000,7553.79770014,0.26977849,0.11364819,0.12164514,0.65657568,0.19232915,0.93392601,0.51800180,-0.21939729,191,2021,0.21992226,2022,-0.07788511,137604.79032430,54.35977189,1.07960284,0.00194142,0.68964399,0.19905362,,,,,0.30946044,0.04093946
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,VIX/VIX3M@1>=1.00,0.00227619,0.04792785,0.00199050,0.04793613,35866.98714107,28000.00000000,7866.98714107,0.28096383,0.11355430,0.12625625,0.66747559,0.18774738,0.95463670,0.51757384,-0.21939729,191,2023,0.29200177,2022,-0.15783168,155356.92120731,59.91486928,1.23118845,0.00213982,0.65364222,0.19905362,,,,,0.34532761,0.13832257
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@1>=1.00,0.03802164,0.23233256,0.03782682,0.23233843,35553.79770014,28000.00000000,7553.79770014,0.26977849,0.11364819,0.12164514,0.65657568,0.19232915,0.93392601,0.51800180,-0.21939729,191,2021,0.21992226,2022,-0.07788511,137604.79032430,54.35977189,1.07960284,0.00194142,0.68964399,0.19905362,,,,,0.30946044,0.04093946
