label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2024-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,0.00447634,0.07099691,0.00423717,0.07100457,31652.29012949,25500.00000000,6152.29012949,0.24126628,0.13829429,0.12257333,0.74465485,0.20248564,1.00667744,0.78807192,-0.17548435,,2024,0.21239234,2026,0.01067811,211718.62535146,80.08346024,1.93090240,0.00314053,0.57045228,0.19929550,,,,,0.42787037,0.19454523
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00,test,test,2024-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,VIX/VIX3M@1>=1.00,0.00365056,0.07098672,0.00343214,0.07099438,31794.73543987,25500.00000000,6294.73543987,0.24685237,0.14098310,0.12521277,0.75613535,0.20257106,1.02227148,0.80261987,-0.17565364,,2024,0.21232260,2026,0.00981287,211743.30787148,79.87107002,1.92430130,0.00313220,0.56981780,0.19939733,,,,,0.42867622,0.20197269
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00,test,test,2024-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@1>=1.00,0.00444574,0.07098672,0.00423033,0.07099438,31652.34197137,25500.00000000,6152.34197137,0.24126831,0.13828971,0.12257429,0.74460403,0.20249721,1.00661283,0.78803974,-0.17548570,,2024,0.21232260,2026,0.01067239,211773.12352696,80.11615914,1.93142601,0.00314181,0.57048720,0.19930462,,,,,0.42787687,0.19455512
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,test,test,2024-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,0.00814516,0.21664890,0.00789325,0.21665678,29039.08553464,25500.00000000,3539.08553464,0.13878767,0.08486702,0.07266944,0.49374599,0.21111910,0.66918715,0.35308516,-0.24035851,,2024,0.13690174,2026,0.01021542,237355.81692165,89.72521572,2.31820176,0.00351864,0.59263990,0.19943457,,,,,0.40590161,0.00000000
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,test,test,2024-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,0.00447634,0.07099691,0.00423717,0.07100457,31652.29012949,25500.00000000,6152.29012949,0.24126628,0.13829429,0.12257333,0.74465485,0.20248564,1.00667744,0.78807192,-0.17548435,,2024,0.21239234,2026,0.01067811,211718.62535146,80.08346024,1.93090240,0.00314053,0.57045228,0.19929550,,,,,0.42787037,0.19454523
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,test,test,2024-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,0.00442584,0.07099571,0.00423918,0.07100337,31652.91519474,25500.00000000,6152.91519474,0.24129079,0.13830502,0.12258493,0.74469456,0.20248828,1.00673873,0.78812966,-0.17548512,,2024,0.21239132,2026,0.01070349,211841.22239934,80.15701847,1.93201018,0.00314341,0.57056508,0.19929657,,,,,0.42786829,0.19454639
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80,test,test,2024-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,0.00195247,0.00385032,0.00112779,0.00229853,33738.30346500,25500.00000000,8238.30346500,0.32307072,0.17002965,0.16046055,0.83831403,0.21631386,1.13923469,0.84647672,-0.20086748,439,2024,0.20960873,2026,0.04995248,219613.12340688,72.99820087,1.95740162,0.00286267,0.42556208,0.14947002,0.14128817,0.04898856,,,0.43114037,0.21413769
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2024-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,0.00449807,0.06819676,0.00375507,0.06820190,33588.24605936,25500.00000000,8088.24605936,0.31718612,0.16753967,0.15778828,0.83691109,0.21336217,1.13458489,0.92123906,-0.18186341,447,2024,0.20960873,2026,0.04892130,216484.57615637,72.04682679,1.93406144,0.00282537,0.42765935,0.14948330,0.14208554,0.04919289,,,0.42848494,0.19602462
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00,test,test,2024-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,VIX/VIX3M@1>=1.00,0.00405027,0.06818811,0.00324037,0.06819326,33764.49563914,25500.00000000,8264.49563914,0.32409787,0.17051685,0.16092617,0.84907734,0.21330553,1.15143125,0.93739400,-0.18190520,439,2024,0.20955198,2026,0.04986139,216534.56916556,71.85263151,1.92827435,0.00281775,0.42719159,0.14966892,0.14189430,0.04969704,,,0.42894303,0.20477380
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00,test,test,2024-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@1>=1.00,0.00442871,0.06818811,0.00375445,0.06819326,33588.60346115,25500.00000000,8088.60346115,0.31720014,0.16754295,0.15779466,0.83692078,0.21336337,1.13459866,0.92104539,-0.18190520,447,2024,0.20955198,2026,0.04892100,216484.51024118,72.04615249,1.93405828,0.00282534,0.42766379,0.14948126,0.14209300,0.04919222,,,0.42848471,0.19603291
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,test,test,2024-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,0.00871974,0.21664893,0.00791621,0.21665678,31024.92347648,25500.00000000,5524.92347648,0.21666367,0.11732101,0.11085278,0.62587139,0.21537529,0.84774517,0.48131577,-0.24375061,476,2024,0.14077079,2026,0.04976389,242203.81312068,80.57232817,2.30629099,0.00315970,0.44440328,0.14967158,0.14747521,0.04921775,,,0.40606004,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,test,test,2024-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,0.00449807,0.06819676,0.00375507,0.06820190,33588.24605936,25500.00000000,8088.24605936,0.31718612,0.16753967,0.15778828,0.83691109,0.21336217,1.13458489,0.92123906,-0.18186341,447,2024,0.20960873,2026,0.04892130,216484.57615637,72.04682679,1.93406144,0.00282537,0.42765935,0.14948330,0.14208554,0.04919289,,,0.42848494,0.19602462
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,test,test,2024-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,0.00442871,0.06818811,0.00375445,0.06819326,33588.60346115,25500.00000000,8088.60346115,0.31720014,0.16754295,0.15779466,0.83692078,0.21336337,1.13459866,0.92104539,-0.18190520,447,2024,0.20955198,2026,0.04892100,216484.51024118,72.04615249,1.93405828,0.00282534,0.42766379,0.14948126,0.14209300,0.04919222,,,0.42848471,0.19603291
50/50,test,test,2024-01-02,2026-08-20,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.00108542,0.00264779,0.00079014,0.00185625,36269.57145747,25500.00000000,10769.57145747,0.42233614,0.22464284,0.20438996,0.98036329,0.23614540,1.40784480,0.81991967,-0.27398153,240,2024,0.38185099,2025,0.08464983,66476.98510777,25.36684963,0.55716414,0.00099478,0.49963689,0.49903107,,,,,0.49925809,0.49814375
TQQQ50/BTAL50 gate QQQ<SMA200,test,test,2024-01-02,2026-08-20,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.00898509,0.10685250,0.00870039,0.10685991,34572.44655074,25500.00000000,9072.44655074,0.35578222,0.19858877,0.17517241,0.93477323,0.22086628,1.32088049,0.80220685,-0.24755307,288,2024,0.38185099,2025,0.05194469,56087.98041316,21.85507793,0.48008511,0.00085706,0.50740905,0.49903107,,,,,0.49135723,0.39314009
SPY benchmark,test,test,2024-01-02,2026-08-20,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.01496400,0.03278446,0.01496591,0.03278600,36137.74487520,25500.00000000,10637.74487520,0.41716647,0.20713974,0.20215345,1.29454944,0.15540136,1.93162192,1.11891370,-0.18512575,127,2024,0.24737230,2026,0.12083567,25224.78616047,1.76573503,0.21773575,0.00006924,,,,,0.98503409,0.96721400,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,0.00082377,0.00187523,0.00064537,0.00164884,36147.49794948,28000.00000000,8147.49794948,0.29098207,0.16172169,0.13069983,0.73813495,0.24300451,1.01715603,0.62203548,-0.25998788,366,2019,0.27444148,2022,-0.12681601,239060.15323070,89.96058981,1.61797693,0.00321288,0.60032830,0.19907534,,,,,0.39879684,0.09931822
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,0.00526575,0.09119303,0.00515992,0.09119719,37587.49196664,28000.00000000,9587.49196664,0.34241043,0.17693023,0.15146052,0.79290844,0.24242901,1.09436918,0.68006944,-0.26016495,366,2019,0.27444148,2022,-0.09071019,232187.98052280,87.84280639,1.57129444,0.00313724,0.60494821,0.19907534,,,,,0.39429038,0.09606673
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,VIX/VIX3M@1>=1.00,0.01310066,0.41239292,0.01295517,0.41269263,37617.88570480,28000.00000000,9617.88570480,0.34349592,0.19915610,0.15189235,0.87060170,0.24219992,1.20417634,0.76542502,-0.26019021,366,2019,0.40904897,2022,-0.13009591,261258.34220112,100.36374287,1.67027444,0.00358442,0.61288608,0.19963859,,,,,0.38636309,0.00000000
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@1>=1.00,0.01634016,0.41239292,0.01620176,0.41269263,39296.65968618,28000.00000000,11296.65968618,0.40345213,0.21698832,0.17535620,0.93337363,0.24154210,1.29351821,0.83396034,-0.26019021,366,2019,0.40904897,2022,-0.09077217,252760.52525376,97.39588624,1.61404547,0.00347842,0.61615765,0.19963859,,,,,0.38310231,0.00000000
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,0.00784863,0.26745895,0.00775857,0.26746294,41134.59050932,28000.00000000,13134.59050932,0.46909252,0.23929636,0.20021661,1.00647444,0.24220023,1.39655409,0.70816005,-0.33791281,,2019,0.40904897,2022,-0.02404113,303979.88775766,116.60594887,1.93177289,0.00416450,0.65106520,0.19963859,,,,,0.34825945,0.00000000
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,0.00693128,0.09153919,0.00678988,0.09154324,37345.74484554,28000.00000000,9345.74484554,0.33377660,0.17305004,0.14801660,0.77928687,0.24243555,1.07470570,0.66513244,-0.26017381,366,2019,0.27444148,2022,-0.09050979,232122.55543716,88.05271461,1.58061044,0.00314474,0.60656745,0.19907534,,,,,0.39263181,0.09606673
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,0.02145957,0.24328204,0.02135311,0.24328942,35459.89602446,28000.00000000,7459.89602446,0.26642486,0.14070947,0.12057082,0.66516491,0.24182188,0.91235426,0.54123853,-0.25997681,366,2019,0.25070423,2022,-0.09022581,207190.71087336,79.00594072,1.48439811,0.00282164,0.62127598,0.19939639,,,,,0.37796599,0.09586826
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,0.00122816,0.00314094,0.00066566,0.00184310,39160.16979201,28000.00000000,11160.16979201,0.39857749,0.19963241,0.17347630,0.87009028,0.24304257,1.19526169,0.99330402,-0.20097816,324,2019,0.27963594,2022,-0.10616629,250500.28230987,82.55262019,1.62891513,0.00294831,0.45018976,0.14955055,0.14976324,0.04900583,,,0.39877370,0.09916690
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,0.00595137,0.09554470,0.00546653,0.09554987,40865.47858697,28000.00000000,12865.47858697,0.45948138,0.21688680,0.19662798,0.93188639,0.24195431,1.28153647,1.07833624,-0.20113095,324,2019,0.27963594,2022,-0.06626366,243400.47768126,81.01983135,1.58166081,0.00289357,0.45386924,0.14955055,0.15090949,0.04900583,,,0.39397178,0.09735839
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,VIX/VIX3M@1>=1.00,0.01355752,0.41243689,0.01307235,0.41269263,40763.37637357,28000.00000000,12763.37637357,0.45583487,0.23738064,0.19526192,1.00280964,0.24133211,1.38217452,1.18041560,-0.20109921,324,2019,0.40960053,2022,-0.10871432,273329.35037164,92.05140212,1.68193946,0.00328755,0.45962461,0.14943157,0.15287124,0.04968393,,,0.38630909,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@1>=1.00,0.01697434,0.41243689,0.01653435,0.41269263,42694.10596946,28000.00000000,14694.10596946,0.52478950,0.25687282,0.22068212,1.07111152,0.24029083,1.47857568,1.27734380,-0.20109921,324,2019,0.40960053,2022,-0.06599659,264117.49237690,89.33820075,1.62313657,0.00319065,0.46225836,0.14943157,0.15376479,0.04968393,,,0.38284078,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,0.00819368,0.26745721,0.00785273,0.26746294,45024.71774126,28000.00000000,17024.71774126,0.60802563,0.28406741,0.25027490,1.18688655,0.23350445,1.64968752,1.02969251,-0.27587596,428,2019,0.40960053,2022,0.00297536,316210.03537793,106.54224909,1.92810543,0.00380508,0.48823230,0.14972584,0.16239967,0.04951696,,,0.34833573,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,0.00755197,0.09568874,0.00708345,0.09569388,40572.46194719,28000.00000000,12572.46194719,0.44901650,0.21251908,0.19270089,0.91735174,0.24184201,1.26071080,1.05639498,-0.20117388,324,2019,0.27963594,2022,-0.06601298,243447.06569250,81.34917806,1.59273218,0.00290533,0.45508357,0.14955055,0.15136799,0.04900583,,,0.39232735,0.09735839
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,0.02181278,0.24160047,0.02142754,0.24160532,38536.80195940,28000.00000000,10536.80195940,0.37631436,0.18007679,0.16482889,0.81384985,0.23823806,1.11389839,0.89586892,-0.20100796,324,2021,0.26500259,2022,-0.06616659,218201.19048444,73.09729004,1.50030542,0.00261062,0.46590636,0.14932423,0.15504594,0.04968447,,,0.37786329,0.09738707
50/50,sens,sens_2019-05-08,2019-05-08,2022-05-06,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.00072204,0.00155282,0.00052814,0.00133151,39559.71943921,28000.00000000,11559.71943921,0.41284712,0.22363481,0.17896592,0.74855426,0.35334330,1.03392471,0.59295074,-0.37715580,133,2020,0.53006137,2022,-0.27470242,100622.02376659,38.70871713,0.57095073,0.00138245,0.49960937,0.49866849,,,,,0.49964694,0.49922644
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2019-05-08,2019-05-08,2022-05-06,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.01983385,0.23326313,0.01965422,0.23326679,40722.18875991,28000.00000000,12722.18875991,0.45436388,0.22769045,0.19471015,0.78218058,0.33382800,1.07450549,0.60370398,-0.37715580,138,2020,0.43602079,2022,-0.21954028,71431.49328394,28.42607192,0.42175119,0.00101522,0.51871769,0.49887832,,,,,0.48052169,0.26673321
SPY benchmark,sens,sens_2019-05-08,2019-05-08,2022-05-06,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.00745957,0.02233304,0.00746133,0.02233388,36230.36517888,28000.00000000,8230.36517888,0.29394161,0.14156505,0.13191091,0.69417514,0.22823110,0.95113431,0.42047588,-0.33667817,173,2021,0.28241522,2022,-0.13085030,27811.66193986,1.94681634,0.19293450,0.00006953,,,,,0.99253867,0.97766612,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,0.00080840,0.00196826,0.00062791,0.00151990,31569.91212995,28000.00000000,3569.91212995,0.12749686,0.09968039,0.06012232,0.52061787,0.23699940,0.71858603,0.38302820,-0.26024296,366,2021,0.22012414,2022,-0.16116741,197645.92876102,72.90314031,1.44041204,0.00260368,0.63090114,0.19848010,,,,,0.36824401,0.09911974
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,0.02771967,0.17330106,0.02759002,0.17330578,34156.29331333,28000.00000000,6156.29331333,0.21986762,0.13038939,0.10058059,0.63409617,0.23878057,0.87768711,0.50120698,-0.26015080,366,2021,0.22009783,2022,-0.08706396,173833.26717153,65.34526181,1.25483905,0.00233376,0.65777811,0.19848010,,,,,0.34134063,0.05408811
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,VIX/VIX3M@1>=1.00,0.00220322,0.04577710,0.00205358,0.04578247,31426.01991090,28000.00000000,3426.01991090,0.12235785,0.09746183,0.05780006,0.51204822,0.23702688,0.70644826,0.37463665,-0.26015028,366,2021,0.22009751,2022,-0.16456154,198790.43073890,73.58333358,1.45187594,0.00262798,0.63221721,0.19848010,,,,,0.36687926,0.09505717
