label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.sigma_target,params.w_max,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/cash t40 w0-50 QQQ:VOL_EWMA80,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.50000000,,0.00002255,0.00004864,0.00002393,0.00005123,101119.36753662,40000.00000000,61119.36753662,1.52798419,0.31339379,0.30823375,1.43547789,0.20478333,2.04633184,1.39516898,-0.22462784,244,2013,0.53527488,2018,0.04125525,65591.89238367,9.83878386,0.15004966,0.00024597,,,,,0.49576148,0.34103762
VT TQQQ/cash t40 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.50000000,QQQ<SMA200,0.00515786,0.18226391,0.00515930,0.18226391,94999.46213010,40000.00000000,54999.46213010,1.37498655,0.29321371,0.28664446,1.37531169,0.20207090,1.94159208,1.19307415,-0.24576319,462,2013,0.53527488,2018,0.04125314,52573.90375769,7.88608556,0.12542939,0.00019715,,,,,0.49062611,0.31773609
VT TQQQ/cash t40 w0-60 QQQ:VOL_EWMA80,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.60000000,,0.00001804,0.00004365,0.00001960,0.00004541,116046.34989626,40000.00000000,76046.34989626,1.90115875,0.36400682,0.35641362,1.40027591,0.24315560,1.99075833,1.45592137,-0.25001819,252,2013,0.65747262,2018,0.04942358,90376.17151490,13.55642573,0.18987049,0.00033891,,,,,0.58834163,0.34106897
VT TQQQ/cash t40 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.60000000,QQQ<SMA200,0.00662072,0.19935904,0.00662176,0.19935904,106921.64507734,40000.00000000,66921.64507734,1.67304113,0.33712441,0.32766135,1.33171869,0.24016995,1.87462827,1.15688013,-0.29140825,543,2013,0.65747262,2016,0.04306410,82678.14579668,12.40172187,0.18332023,0.00031004,,,,,0.58173946,0.31807084
VT TQQQ/cash t40 w0-70 QQQ:VOL_EWMA80,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.70000000,,0.00002254,0.00004816,0.00002379,0.00004909,132378.89378186,40000.00000000,92378.89378186,2.30947234,0.41338276,0.40326794,1.36979368,0.28209462,1.94386422,1.43065198,-0.28894712,430,2013,0.78754710,2018,0.05759609,123733.25244590,18.55998787,0.23959163,0.00046400,,,,,0.68014071,0.34106917
VT TQQQ/cash t40 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.70000000,QQQ<SMA200,0.00821962,0.27176533,0.00822029,0.27176533,119995.45770215,40000.00000000,79995.45770215,1.99988644,0.38059591,0.36824663,1.29864106,0.27873528,1.82533005,1.14359809,-0.33280566,568,2013,0.78754710,2016,0.01664770,114538.98163862,17.18084725,0.23630062,0.00042952,,,,,0.67194421,0.31835061
VT TQQQ/cash t40 w0-80 QQQ:VOL_EWMA80,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.80000000,,0.00002109,0.00004278,0.00002145,0.00004806,145678.02489536,40000.00000000,105678.02489536,2.64195062,0.45080511,0.43784059,1.32924078,0.31875978,1.88160192,1.39549634,-0.32304284,536,2013,0.92578086,2016,0.05950044,167043.76229358,25.05656434,0.30518956,0.00062641,,,,,0.76541383,0.34107585
VT TQQQ/cash t40 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.40000000,0.80000000,QQQ<SMA200,0.00848474,0.29224548,0.00848557,0.29224548,131598.44445852,40000.00000000,91598.44445852,2.28996111,0.41625943,0.40114685,1.26279040,0.31564833,1.77357798,1.14119079,-0.36475884,574,2013,0.92578086,2016,0.00092443,158673.30367573,23.80099555,0.30935531,0.00059502,,,,,0.75694971,0.31852917
50/50,sens,sens_2013-01-03,2013-01-03,2018-01-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,,0.00033302,0.00171230,0.00032341,0.00170573,93427.09886823,40000.00000000,53427.09886823,1.33567747,0.28554044,0.28089878,1.38677132,0.19508397,1.97618216,1.66962266,-0.17102094,213,2017,0.47759038,2018,0.03244308,140932.44546947,54.96569462,0.33458128,0.00137414,0.49967812,0.49829427,,,0.49997538,0.49991688
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2013-01-03,2013-01-03,2018-01-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,,0.00675178,0.10616621,0.00674088,0.10617002,89651.08041952,40000.00000000,49651.08041952,1.24127701,0.27255972,0.26674137,1.36010351,0.19083487,1.92623343,1.65977746,-0.16421462,141,2017,0.47757166,2018,0.03244403,113909.57602680,45.49192650,0.27783134,0.00113730,0.50607322,0.49829427,,,0.49356086,0.39382998
SPY benchmark,sens,sens_2013-01-03,2013-01-03,2018-01-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,,0.00287082,0.00832314,0.00287203,0.00832416,62544.27894207,40000.00000000,22544.27894207,0.56360697,0.15059183,0.14566483,1.25082739,0.11780405,1.78798867,1.14321205,-0.13172695,334,2013,0.28753949,2015,0.00897591,39936.41762853,2.79554923,0.12315887,0.00006989,,,0.99712797,0.99167584,,
VT TQQQ/BTAL t25 w0-50 QQQ:VOL_EWMA80,sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.50000000,,0.00029475,0.00155266,0.00028072,0.00152380,85125.60845483,40000.00000000,45125.60845483,1.12814021,0.25959486,0.24928075,1.29808648,0.19226500,1.83307006,1.59117546,-0.16314659,141,2017,0.46838812,2016,0.01858178,228484.82910858,88.14555616,0.57361048,0.00220364,0.52566440,0.49847620,,,0.47402157,0.21311745
VT TQQQ/BTAL t25 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.25000000,0.50000000,QQQ<SMA200,0.00591656,0.18579587,0.00590302,0.18580032,79275.41047187,40000.00000000,39275.41047187,0.98188526,0.23539174,0.22510837,1.20318801,0.19109535,1.68901325,1.41134220,-0.16678573,577,2017,0.46839189,2016,-0.02479975,218382.21411888,84.80817593,0.57945837,0.00212020,0.53127886,0.49847620,,,0.46839180,0.19014448
