label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.assets,params.score.months,params.filter,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.ACWX.avg,exposure.ACWX.min,exposure.AGG.avg,exposure.AGG.min,exposure.EFA.avg,exposure.EFA.min,exposure.SPY.avg,exposure.SPY.min,exposure.VEU.avg,exposure.VEU.min
ROT SPY+VEU top1 10M@SPY>BIL fb AGG,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,10,@SPY>BIL,0.00164762,0.00942058,0.00166897,0.00950283,220651.45240254,97500.00000000,123151.45240254,1.26309182,0.09817939,0.09505560,0.70311142,0.14949794,0.97745738,0.29140055,-0.33692246,341,2024,0.24590243,2022,-0.16710879,5775215.88344257,651.45100641,2.25629907,0.00668155,,,0.14763748,0.00000000,,,0.65190319,0.00000000,0.19879036,0.00000000
ROT SPY+VEU top1 10M>BIL fb AGG,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,10,>BIL,0.00164970,0.00942058,0.00167106,0.00950283,241800.25146343,97500.00000000,144300.25146343,1.48000258,0.10560249,0.10516706,0.74648569,0.14995310,1.03948303,0.31343264,-0.33692246,341,2024,0.24592551,2022,-0.16710879,5567993.09672545,658.71071693,2.11492816,0.00675601,,,0.13628089,0.00000000,,,0.65190184,0.00000000,0.21014622,0.00000000
ROT SPY+VEU top1 12M@SPY>BIL fb AGG,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,12,@SPY>BIL,0.00173544,0.00887397,0.00175165,0.00887535,231481.44545580,97500.00000000,133981.44545580,1.37416867,0.09862432,0.10035837,0.69900122,0.15135715,0.97279495,0.29263371,-0.33702309,341,2013,0.28410651,2022,-0.16692953,4420958.87351163,523.40609985,1.78029512,0.00536827,,,0.12489652,0.00000000,,,0.71999820,0.00000000,0.15335363,0.00000000
ROT SPY+VEU top1 12M>BIL fb AGG,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,12,>BIL,0.00185172,0.00887397,0.00186963,0.00887535,226645.40390917,97500.00000000,129145.40390917,1.32456825,0.09683034,0.09802441,0.68746783,0.15155624,0.95643343,0.28731071,-0.33702309,341,2013,0.28410651,2022,-0.16692953,4823882.58675913,585.07853109,1.96066829,0.00600081,,,0.11921449,0.00000000,,,0.71988822,0.00000000,0.15902767,0.00000000
ROT SPY+VEU top1 14M@SPY>BIL fb AGG,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,14,@SPY>BIL,0.00169070,0.00887397,0.00170501,0.00887535,236850.13354636,97500.00000000,139350.13354636,1.42923214,0.10753229,0.10288846,0.73350693,0.15632477,1.01996956,0.31885058,-0.33724979,302,2013,0.31819168,2022,-0.22766352,4556968.89333373,547.67276710,1.71623533,0.00561716,,,0.09086673,0.00000000,,,0.78815038,0.00000000,0.11927787,0.00000000
ROT SPY+VEU top1 14M>BIL fb AGG,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,14,>BIL,0.00169070,0.00887397,0.00170501,0.00887535,236850.13354636,97500.00000000,139350.13354636,1.42923214,0.10753229,0.10288846,0.73350693,0.15632477,1.01996956,0.31885058,-0.33724979,302,2013,0.31819168,2022,-0.22766352,4556968.89333373,547.67276710,1.71623533,0.00561716,,,0.09086673,0.00000000,,,0.78815038,0.00000000,0.11927787,0.00000000
ROT SPY+EFA top1 10M@SPY>BIL fb AGG,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,10,@SPY>BIL,0.00154377,0.00942058,0.00156104,0.00950283,222557.48489819,97500.00000000,125057.48489819,1.28264087,0.09726656,0.09600905,0.70307676,0.14800523,0.97541991,0.28860652,-0.33702135,341,2024,0.24618270,2022,-0.16705323,7052081.64568446,615.18373263,2.72185358,0.00630958,,,0.14763316,0.00000000,0.19878106,0.00000000,0.65202474,0.00000000,,
ROT SPY+EFA top1 10M>BIL fb AGG,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,10,>BIL,0.00160158,0.00942058,0.00161715,0.00950283,250268.15948863,97500.00000000,152768.15948863,1.56685292,0.10686288,0.10895094,0.75733205,0.14916007,1.05246763,0.31708045,-0.33702135,341,2024,0.24591266,2022,-0.16705323,6572493.84770546,562.10092373,2.43823934,0.00576514,,,0.12491401,0.00000000,0.22150094,0.00000000,0.65196790,0.00000000,,
ROT SPY+EFA top1 12M@SPY>BIL fb AGG,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,12,@SPY>BIL,0.00182348,0.00887397,0.00183789,0.00887535,218260.40990117,97500.00000000,120760.40990117,1.23856831,0.08905167,0.09384682,0.64453366,0.15028241,0.89290216,0.26410148,-0.33718733,341,2021,0.28429884,2022,-0.16698073,4873258.48475964,413.59133669,2.03885314,0.00424196,,,0.12489347,0.00000000,0.16469879,0.00000000,0.70856985,0.00000000,,
ROT SPY+EFA top1 12M>BIL fb AGG,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,12,>BIL,0.00186864,0.00887397,0.00188361,0.00887535,221347.16800704,97500.00000000,123847.16800704,1.27022736,0.09022499,0.09540465,0.65010267,0.15076884,0.90078051,0.26758120,-0.33718733,341,2021,0.28429884,2022,-0.16698073,5149379.38491750,440.50423715,2.14101035,0.00451799,,,0.11353200,0.00000000,0.17605566,0.00000000,0.70852873,0.00000000,,
ROT SPY+EFA top1 14M@SPY>BIL fb AGG,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,14,@SPY>BIL,0.00168677,0.00887397,0.00169937,0.00887535,218353.31952164,97500.00000000,120853.31952164,1.23952123,0.10019710,0.09389406,0.69378541,0.15547844,0.96438517,0.29735360,-0.33696279,302,2021,0.28427429,2022,-0.22759168,5109374.68217049,437.14742666,1.95069144,0.00448356,,,0.09085977,0.00000000,0.13629399,0.00000000,0.77114687,0.00000000,,
ROT SPY+EFA top1 14M>BIL fb AGG,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,14,>BIL,0.00174941,0.00887397,0.00176315,0.00887535,212704.38307180,97500.00000000,115204.38307180,1.18158342,0.09797170,0.09098150,0.68011474,0.15565954,0.94490579,0.29074932,-0.33696279,302,2021,0.28427429,2022,-0.22759168,5505034.88300663,477.92625782,2.12522690,0.00490181,,,0.08517692,0.00000000,0.14197019,0.00000000,0.77108974,0.00000000,,
ROT SPY+ACWX top1 10M@SPY>BIL fb AGG,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+ACWX,10,@SPY>BIL,0.00160867,0.00942058,0.00163277,0.00950283,227659.23411259,97500.00000000,130159.23411259,1.33496650,0.10183036,0.09851814,0.72360782,0.14995922,1.00685507,0.30201508,-0.33716978,341,2024,0.24621571,2022,-0.16695281,5666234.98739051,778.45697138,2.14953999,0.00798417,0.18744130,0.00000000,0.14764562,0.00000000,,,0.66328032,0.00000000,,
ROT SPY+ACWX top1 10M>BIL fb AGG,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+ACWX,10,>BIL,0.00155848,0.00942058,0.00158315,0.00950283,249038.40769384,97500.00000000,151538.40769384,1.55424008,0.10912174,0.10841004,0.76568216,0.15045488,1.06727692,0.32364033,-0.33716978,341,2024,0.24605385,2022,-0.16695281,5452722.99451298,816.70072939,2.01179462,0.00837642,0.19880088,0.00000000,0.13628632,0.00000000,,,0.66332965,0.00000000,,
ROT SPY+ACWX top1 12M@SPY>BIL fb AGG,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+ACWX,12,@SPY>BIL,0.00171208,0.00887397,0.00173199,0.00887535,230493.32419764,97500.00000000,132993.32419764,1.36403409,0.09851187,0.09988580,0.69664019,0.15182510,0.96927493,0.29185905,-0.33753234,351,2013,0.28896695,2022,-0.16689943,4421634.66126691,671.92763202,1.77956914,0.00689157,0.15335161,0.00000000,0.12489125,0.00000000,,,0.72002515,0.00000000,,
ROT SPY+ACWX top1 12M>BIL fb AGG,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+ACWX,12,>BIL,0.00174225,0.00887397,0.00176442,0.00887535,224995.53129893,97500.00000000,127495.53129893,1.30764647,0.09645923,0.09721579,0.68350958,0.15204687,0.95065883,0.28577773,-0.33753234,351,2013,0.28896695,2022,-0.16689943,4818410.26919584,752.90464452,1.95999310,0.00772210,0.15903050,0.00000000,0.11920847,0.00000000,,,0.71999661,0.00000000,,
ROT SPY+ACWX top1 14M@SPY>BIL fb AGG,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+ACWX,14,@SPY>BIL,0.00167355,0.00887397,0.00168947,0.00887535,236534.58995557,97500.00000000,139034.58995557,1.42599579,0.10749878,0.10274147,0.73232879,0.15659231,1.01827181,0.31857215,-0.33743935,302,2013,0.31819168,2022,-0.22772419,4317789.64638388,664.24137555,1.62463302,0.00681273,0.11928534,0.00000000,0.09086358,0.00000000,,,0.78816160,0.00000000,,
ROT SPY+ACWX top1 14M>BIL fb AGG,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+ACWX,14,>BIL,0.00167355,0.00887397,0.00168947,0.00887535,236534.58995557,97500.00000000,139034.58995557,1.42599579,0.10749878,0.10274147,0.73232879,0.15659231,1.01827181,0.31857215,-0.33743935,302,2013,0.31819168,2022,-0.22772419,4317789.64638388,664.24137555,1.62463302,0.00681273,0.11928534,0.00000000,0.09086358,0.00000000,,,0.78816160,0.00000000,,
SPY60/AGG40,full,full,2012-01-03,2026-08-24,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,,0.00287809,0.01398803,0.00216615,0.00784154,218679.30034456,97500.00000000,121179.30034456,1.24286462,0.09426728,0.09405963,0.94118936,0.10144465,1.32770855,0.43641913,-0.21600171,152,2019,0.21474260,2022,-0.15989938,255935.67929349,21.97246082,0.09858285,0.00022536,,,0.39905573,0.39261535,,,0.59806518,0.59215846,,
EW SPY/VEU/AGG,full,full,2012-01-03,2026-08-24,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,,0.00356270,0.01679465,0.00247535,0.00936796,199084.04682061,97500.00000000,101584.04682061,1.04188766,0.08096054,0.08359720,0.77504567,0.10829873,1.08300190,0.34614142,-0.23389440,175,2019,0.19907565,2022,-0.15526318,240807.33886755,28.64994435,0.10281417,0.00029385,,,0.33254658,0.32816032,,,0.33096675,0.32396537,0.33292249,0.33057168
ROT SPY top1 12M@SPY>BIL fb AGG,full,full,2012-01-03,2026-08-24,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,,0.00194052,0.00887397,0.00194677,0.00887535,244636.09527177,97500.00000000,147136.09527177,1.50908816,0.10596832,0.10644992,0.75178076,0.14918608,1.04550369,0.31420942,-0.33725379,351,2013,0.31794858,2022,-0.16688955,1547351.77098058,130.42210434,0.58902283,0.00133766,,,0.12490807,0.00000000,,,0.87314516,0.00000000,,
ROT SPY+VEU top1 12M all fb AGG,full,full,2012-01-03,2026-08-24,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,,0.00145642,0.00887397,0.00146841,0.00887535,319411.18558896,97500.00000000,221911.18558896,2.27601216,0.13556333,0.13551757,0.84748452,0.16688244,1.19794219,0.40148812,-0.33765215,173,2019,0.30825330,2022,-0.18384518,4697223.52158029,629.99735607,1.45424803,0.00646151,,,0.00000000,0.00000000,,,0.81676913,0.00000000,0.18176245,0.00000000
SPY benchmark,full,full,2012-01-03,2026-08-24,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,,0.00165763,0.00887397,0.00165813,0.00887535,353051.02493906,97500.00000000,255551.02493906,2.62103615,0.14643292,0.14631590,0.91192795,0.16527492,1.29098146,0.43404677,-0.33736669,173,2013,0.31819168,2022,-0.18365542,97233.05567962,6.80631390,0.02779235,0.00006981,,,,,,,0.99834187,0.99112465,,
ROT SPY+VEU top1 10M@SPY>BIL fb AGG,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,10,@SPY>BIL,0.00181808,0.00942058,0.00183872,0.00950283,111743.30076000,75500.00000000,36243.30076000,0.48004372,0.07914459,0.06133039,0.59020099,0.14780753,0.80362195,0.23490448,-0.33692246,341,2013,0.23347043,2022,-0.16710847,3250744.92781572,357.75229582,2.29743215,0.00473844,,,0.15142033,0.00000000,,,0.70287451,0.00000000,0.14386645,0.00000000
ROT SPY+VEU top1 10M>BIL fb AGG,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,10,>BIL,0.00181808,0.00942058,0.00183872,0.00950283,111743.30076000,75500.00000000,36243.30076000,0.48004372,0.07914459,0.06133039,0.59020099,0.14780753,0.80362195,0.23490448,-0.33692246,341,2013,0.23347043,2022,-0.16710847,3250744.92781572,357.75229582,2.29743215,0.00473844,,,0.15142033,0.00000000,,,0.70287451,0.00000000,0.14386645,0.00000000
