label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.00015139,0.00175383,0.00015837,0.00190927,824016.53875668,97500.00000000,726516.53875668,7.45145168,0.24798530,0.23665628,1.01568832,0.24950300,1.41971486,0.71731262,-0.34571440,533,2023,0.64756697,2022,-0.30489792,7335885.11257415,2755.53460674,0.98078035,0.02826189,0.47346123,0.39889101,,,0.52636056,0.14915511
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,QQQ<SMA200,0.01555451,0.32393290,0.01556178,0.32393340,760127.28217126,97500.00000000,662627.28217126,6.79617725,0.23853260,0.22811745,1.00281700,0.24366704,1.39758223,0.86254363,-0.27654555,533,2013,0.61174426,2022,-0.21789972,6140373.03858943,2309.95298226,0.88521813,0.02369183,0.48886288,0.39900717,,,0.51095548,0.08598344
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,QQQ<SMA200 off0,0.00018548,0.00175383,0.00020404,0.00190927,535667.25372747,97500.00000000,438167.25372747,4.49402312,0.20052130,0.19102885,0.86496133,0.24741731,1.20301349,0.55494572,-0.36133498,681,2017,0.58814497,2016,-0.13941845,7487854.58621270,2815.00235444,1.24294573,0.02887182,0.52774186,0.39900717,,,0.47203222,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,VIX/VIX3M@1>=1.00,0.00103151,0.08427952,0.00103844,0.08427976,820614.00843384,97500.00000000,723114.00843384,7.41655393,0.24756084,0.23621852,1.01844995,0.24816726,1.42256867,0.70965995,-0.34884431,533,2023,0.64756940,2022,-0.30822415,7114567.12636448,2672.95128892,0.95444763,0.02741489,0.47433986,0.39889101,,,0.52548021,0.14915919
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,VIX/VIX3M@1>=1.00 off0,0.00017146,0.00175383,0.00019462,0.00190927,628864.03532358,97500.00000000,531364.03532358,5.44988754,0.21821273,0.20804631,0.93252879,0.24441766,1.30337334,0.60050916,-0.36337952,1016,2023,0.64754684,2022,-0.30669973,9047928.46062478,3397.43793882,1.47340119,0.03484552,0.49971183,0.39889101,,,0.50007394,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=1.00<0.95,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,VIX/VIX3M@10>=1.00<0.95,0.00354571,0.17097284,0.00355201,0.17097385,782701.86111152,97500.00000000,685201.86111152,7.02771140,0.24206082,0.23121405,0.99989100,0.24839383,1.39728175,0.70014144,-0.34573131,533,2023,0.64752743,2022,-0.30491184,6955604.82096882,2613.79619943,0.97780172,0.02680817,0.47685918,0.39889101,,,0.52296327,0.14915010
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=1.00<0.95 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,VIX/VIX3M@10>=1.00<0.95 off0,0.00015968,0.00175383,0.00017330,0.00190927,631775.55372360,97500.00000000,534275.55372360,5.47974927,0.22270084,0.20853578,0.94199107,0.24642516,1.30931073,0.61286614,-0.36337598,1016,2023,0.64753272,2022,-0.30490550,7976157.35391750,2996.29674555,1.24372994,0.03073125,0.49670428,0.39889101,,,0.50310025,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=0.95<0.90,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,VIX/VIX3M@10>=0.95<0.90,0.01493912,0.35506664,0.01494583,0.35506737,622682.23613882,97500.00000000,525182.23613882,5.38648447,0.21938019,0.20699942,0.93939515,0.24340114,1.30765015,0.60020883,-0.36550644,566,2023,0.64751611,2022,-0.33415024,5191565.61200572,1954.59943825,0.88351492,0.02004717,0.48825064,0.39889101,,,0.51156802,0.13578678
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,QQQ<SMA200|VIX/VIX3M@1>=1.00,0.01560557,0.32393170,0.01561401,0.32393219,759422.89427660,97500.00000000,661922.89427660,6.78895276,0.23840109,0.22801935,1.00242143,0.24365367,1.39700740,0.86206686,-0.27654594,533,2013,0.61174426,2022,-0.21789823,6133098.04435926,2307.42451264,0.88502882,0.02366589,0.48891852,0.39900717,,,0.51090274,0.08598464
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,0.02736105,0.41247203,0.02737825,0.41247327,616295.87922596,97500.00000000,518795.87922596,5.32098338,0.21260572,0.20590677,0.91625240,0.24345746,1.27767227,0.58506812,-0.36338626,940,2013,0.61174426,2015,-0.04642247,8275001.08406793,3110.14001353,1.34877742,0.03189887,0.52689007,0.39900717,,,0.47288743,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,0.01603236,0.32395637,0.01603923,0.32395688,750693.81569328,97500.00000000,653193.81569328,6.69942375,0.23736765,0.22679602,0.99921158,0.24358038,1.39240745,0.85836845,-0.27653352,533,2013,0.61174426,2022,-0.21787861,6080261.15388507,2287.64439153,0.88558401,0.02346302,0.48933894,0.39900717,,,0.51047835,0.08595996
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95 off0,0.01447565,0.54047302,0.01448942,0.54047566,576276.75735015,97500.00000000,478776.75735015,4.91053084,0.21208838,0.19878700,0.91932911,0.24175003,1.27376344,0.58364766,-0.36338427,1044,2013,0.61174426,2022,-0.21761402,6766025.36640749,2544.56208826,1.15112692,0.02609807,0.51100006,0.39900717,,,0.48879226,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,0.02271328,0.35504714,0.02271878,0.35504788,643531.84134235,97500.00000000,546031.84134235,5.60032658,0.22229382,0.21048923,0.95613939,0.24104263,1.33144520,0.80425547,-0.27639702,533,2013,0.60052664,2022,-0.21763244,5090724.58405375,1917.62130657,0.84631026,0.01966791,0.49603204,0.39900717,,,0.50378783,0.08564406
50/50,full,full,2012-01-03,2026-08-20,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.00016371,0.00173099,0.00015919,0.00191068,776004.13803430,97500.00000000,678504.13803430,6.95901680,0.23821361,0.23030476,0.95112940,0.26129349,1.34453237,0.53162753,-0.44808367,752,2023,0.69970737,2022,-0.42571147,3438150.67084379,1293.16930785,0.48004049,0.01326327,0.49985067,0.49808932,,,0.49997079,0.49989733
TQQQ50/BTAL50 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.02399859,0.35537593,0.02399505,0.35537645,713816.06378771,97500.00000000,616316.06378771,6.32119040,0.22950444,0.22146501,0.98988661,0.23805275,1.39214316,0.60824409,-0.37732293,138,2019,0.51184467,2022,-0.29178994,2494498.97525306,942.62977356,0.36962135,0.00966800,0.52370355,0.49808932,,,0.47612296,0.14462355
SPY benchmark,full,full,2012-01-03,2026-08-20,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.00165763,0.00887397,0.00165813,0.00887535,352648.97874381,97500.00000000,255148.97874381,2.61691260,0.14646091,0.14635435,0.91172651,0.16531475,1.29068442,0.43412974,-0.33736669,173,2013,0.31819168,2022,-0.18365542,97233.05567962,6.80631390,0.02784281,0.00006981,,,0.99834187,0.99112465,,
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.00018305,0.00175383,0.00018813,0.00190927,289296.57238113,75500.00000000,213796.57238113,2.83174268,0.22543859,0.20272871,0.93583257,0.25150775,1.29768251,0.65209486,-0.34571440,,2013,0.61169807,2022,-0.30479233,2888481.31833062,1086.41457449,0.91540020,0.01438960,0.47313840,0.39889101,,,0.52665331,0.14915511
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,QQQ<SMA200,0.01760252,0.24145328,0.01760811,0.24145379,300365.15959686,75500.00000000,224865.15959686,2.97834648,0.22658619,0.20822268,0.95482680,0.24606958,1.32162123,0.83412680,-0.27164478,140,2013,0.61174426,2022,-0.21789894,2215018.94721764,836.37961322,0.75109094,0.01107788,0.49055306,0.39900717,,,0.50923390,0.09963704
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200 off0,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,QQQ<SMA200 off0,0.00022302,0.00175383,0.00023831,0.00190927,296481.30249415,75500.00000000,220981.30249415,2.92690467,0.21381174,0.20631848,0.90270559,0.24964500,1.24944719,0.59172721,-0.36133498,681,2017,0.58814497,2016,-0.13941845,2493303.44023759,940.42678357,1.01514309,0.01245598,0.53441075,0.39900717,,,0.46532692,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,VIX/VIX3M@1>=1.00,0.00071873,0.06105422,0.00072443,0.06105467,287639.06563705,75500.00000000,212139.06563705,2.80978895,0.22472824,0.20188779,0.93411432,0.25129020,1.29495779,0.64420784,-0.34884431,,2013,0.61169807,2022,-0.30811908,2886598.94061489,1086.12715885,0.91633185,0.01438579,0.47367120,0.39889101,,,0.52611712,0.14915919
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00 off0,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,VIX/VIX3M@1>=1.00 off0,0.00020478,0.00175383,0.00022670,0.00190927,239044.85113240,75500.00000000,163544.85113240,2.16615697,0.19637473,0.17477150,0.85217404,0.24650298,1.18164759,0.54041220,-0.36337952,,2013,0.61169807,2022,-0.30659448,4080907.99449630,1533.48956370,1.49776626,0.02031112,0.50147324,0.39889101,,,0.49827967,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=1.00<0.95,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,VIX/VIX3M@10>=1.00<0.95,0.00470853,0.17097284,0.00471206,0.17097385,274188.78440745,75500.00000000,198688.78440745,2.63163953,0.21769877,0.19487730,0.91446177,0.25004202,1.26750572,0.62967618,-0.34573131,,2013,0.61169807,2022,-0.30480627,2734254.87034620,1029.46086601,0.90860321,0.01363524,0.47766852,0.39889101,,,0.52212435,0.14915010
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=1.00<0.95 off0,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,VIX/VIX3M@10>=1.00<0.95 off0,0.00018910,0.00175383,0.00020168,0.00190927,244529.20214237,75500.00000000,169029.20214237,2.23879738,0.20406832,0.17809985,0.87687521,0.24707315,1.20843336,0.56159002,-0.36337598,,2013,0.61169807,2022,-0.30479998,3664461.88143594,1378.03412095,1.26287827,0.01825211,0.50166892,0.39889101,,,0.49810684,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=0.95<0.90,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,VIX/VIX3M@10>=0.95<0.90,0.01923377,0.35506664,0.01923939,0.35506737,215636.83553920,75500.00000000,140136.83553920,1.85611703,0.18816066,0.15962776,0.82773724,0.24501336,1.14194987,0.51479438,-0.36550644,,2013,0.60049594,2022,-0.33404924,1993524.04108053,753.78965430,0.76014585,0.00998397,0.49219174,0.39889101,,,0.50759616,0.13578678
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,QQQ<SMA200|VIX/VIX3M@1>=1.00,0.01767033,0.24145138,0.01767591,0.24145190,300069.98720937,75500.00000000,224569.98720937,2.97443692,0.22641116,0.20807884,0.95429679,0.24605187,1.32085527,0.83341525,-0.27166668,140,2013,0.61174426,2022,-0.21789745,2211897.85973620,835.39582028,0.75080262,0.01106485,0.49062944,0.39900717,,,0.50916192,0.09963893
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,QQQ<SMA200|VIX/VIX3M@1>=1.00 off0,0.03088646,0.41247203,0.03090060,0.41247327,305511.29036567,75500.00000000,230011.29036567,3.04650716,0.21778941,0.21070795,0.92745811,0.24535292,1.28661408,0.59933309,-0.36338626,,2013,0.61174426,2015,-0.04642247,2917740.94335496,1099.55332167,1.13643436,0.01456362,0.53214345,0.39900717,,,0.46760320,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95,0.01823786,0.24147336,0.01824343,0.24147390,296469.63197875,75500.00000000,220969.63197875,2.92675009,0.22505000,0.20631272,0.95005219,0.24595530,1.31481981,0.82847166,-0.27164478,141,2013,0.61174426,2022,-0.21787783,2204176.43224067,832.52678035,0.75266314,0.01102684,0.49118881,0.39900717,,,0.50859794,0.09961693
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95 off0,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,QQQ<SMA200|VIX/VIX3M@10>=1.00<0.95 off0,0.01618154,0.54047302,0.01619512,0.54047566,250478.67616549,75500.00000000,174978.67616549,2.31759836,0.20331158,0.18162546,0.88444153,0.24316485,1.21653290,0.55949472,-0.36338427,,2013,0.61174426,2022,-0.21761308,2992195.43230065,1127.80401884,1.11667633,0.01493780,0.51763371,0.39900717,,,0.48212534,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,QQQ<SMA200|VIX/VIX3M@10>=0.95<0.90,0.02714119,0.35504714,0.02714457,0.35504788,252285.63525670,75500.00000000,176785.63525670,2.34153159,0.20524538,0.18267938,0.89245320,0.24260850,1.23372819,0.75558352,-0.27163824,189,2013,0.60052664,2022,-0.21763151,1775405.37142255,672.77407778,0.67038446,0.00891091,0.50010734,0.39900717,,,0.49968358,0.09934487
50/50,fit,fit,2012-01-03,2022-12-30,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.00020170,0.00173099,0.00019617,0.00191068,260662.61157189,75500.00000000,185162.61157189,2.45248492,0.20814374,0.18746705,0.83786057,0.26954829,1.17041089,0.46451980,-0.44808367,,2019,0.61007710,2022,-0.42567552,1513920.94378903,571.39654547,0.48358257,0.00756817,0.49981029,0.49808932,,,0.49997325,0.49991074
TQQQ50/BTAL50 gate QQQ<SMA200,fit,fit,2012-01-03,2022-12-30,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.02770073,0.33400397,0.02769542,0.33400453,285398.87829334,75500.00000000,209898.87829334,2.78011759,0.21616778,0.20074346,0.92693077,0.24361259,1.29047523,0.57289860,-0.37732293,138,2019,0.51184467,2022,-0.29178920,848427.42592301,324.67668338,0.29079608,0.00430035,0.52733038,0.49808932,,,0.47245948,0.16599547
SPY benchmark,fit,fit,2012-01-03,2022-12-30,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.00181713,0.00887397,0.00181778,0.00887535,155037.99589010,75500.00000000,79537.99589010,1.05348339,0.12272174,0.11077065,0.76728635,0.16992121,1.07071696,0.36376365,-0.33736669,173,2013,0.31819168,2022,-0.18365528,75481.94120423,5.28373588,0.04442562,0.00006998,,,0.99818222,0.99112465,,
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.00074793,0.00202137,0.00055852,0.00120968,59052.37527687,31500.00000000,27552.37527687,0.87467858,0.32665833,0.27887985,1.28604213,0.24414360,1.85031275,1.33569727,-0.24456016,240,2023,0.67964179,2026,0.08547701,273380.87830492,104.01612057,1.07822962,0.00330210,0.47330396,0.39933764,,,0.52591300,0.32079353
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,QQQ<SMA200,0.01321262,0.44723326,0.01304420,0.44753271,54138.54207980,31500.00000000,22638.54207980,0.71868388,0.25834266,0.23829455,1.09443809,0.23668213,1.55898262,1.11851805,-0.23096870,209,2023,0.38916999,2026,0.08582200,243181.20386189,94.68170284,1.06743147,0.00300577,0.48569395,0.39912755,,,0.51350055,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200 off0,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,QQQ<SMA200 off0,0.00095859,0.00215700,0.00080494,0.00201072,40993.16985094,31500.00000000,9493.16985094,0.30137047,0.15741854,0.11294455,0.73145817,0.24043208,1.03404428,0.53823573,-0.29247137,,2023,0.38916999,2026,-0.11604895,322951.86899810,124.62674525,1.52240099,0.00395640,0.50735003,0.39912755,,,0.49164077,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,VIX/VIX3M@1>=1.00,0.00270601,0.08837657,0.00253981,0.08838056,59118.33727166,31500.00000000,27618.33727166,0.87677261,0.32713266,0.27940607,1.30935744,0.23915819,1.88157365,1.41685545,-0.23088640,209,2023,0.67964179,2026,0.08555592,262370.95281510,99.88855685,1.03393270,0.00317107,0.47533521,0.39933764,,,0.52393261,0.32048340
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00 off0,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,VIX/VIX3M@1>=1.00 off0,0.00073816,0.00202137,0.00058088,0.00120968,55071.65978974,31500.00000000,23571.65978974,0.74830666,0.29447450,0.24622116,1.20588411,0.23882317,1.73492262,1.27535909,-0.23089536,209,2023,0.67964179,2026,0.08557535,364064.06310334,138.00697825,1.50857338,0.00438117,0.49329568,0.39933764,,,0.50591859,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=1.00<0.95,test,test,2023-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,VIX/VIX3M@10>=1.00<0.95,0.00074793,0.00202137,0.00055852,0.00120968,59052.37527687,31500.00000000,27552.37527687,0.87467858,0.32665833,0.27887985,1.28604213,0.24414360,1.85031275,1.33569727,-0.24456016,240,2023,0.67964179,2026,0.08547701,273380.87830492,104.01612057,1.07822962,0.00330210,0.47330396,0.39933764,,,0.52591300,0.32079353
