label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2016-01-04,2016-01-04,2020-12-31,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.01551820,0.19084285,0.01547044,0.19084662,102535.52395823,39500.00000000,63035.52395823,1.59583605,0.29325539,0.31551847,1.07124476,0.27602423,1.47393112,0.77720475,-0.37732063,138,2019,0.50618544,2018,0.05346188,187189.15598333,72.95500429,0.44679978,0.00184696,0.51483871,0.49846343,,,0.48474281,0.30915338
SPY benchmark,sens,sens_2016-01-04,2016-01-04,2020-12-31,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00438019,0.01116430,0.00438144,0.01116527,64313.55190754,39500.00000000,24813.55190754,0.62819119,0.15077401,0.15785704,0.84098770,0.18818934,1.15589326,0.44653035,-0.33765679,173,2019,0.30809701,2018,-0.04781253,39443.59218216,2.76105145,0.12267662,0.00006990,,,0.99561856,0.98883473,,
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80,sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00038213,0.00176667,0.00033699,0.00190871,100978.17384634,40000.00000000,60978.17384634,1.52445435,0.31646820,0.30843315,1.15458091,0.27008747,1.57728366,1.16507531,-0.27162896,140,2017,0.58805084,2016,0.05644458,459718.27787521,174.40496126,0.99962533,0.00436012,0.47522916,0.39854349,,,0.52435947,0.14910759
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200,0.00642936,0.17782326,0.00639343,0.17782706,101304.26854873,40000.00000000,61304.26854873,1.53260671,0.31775558,0.30955469,1.16605351,0.26772148,1.59406176,1.16976701,-0.27164006,140,2017,0.58805084,2016,0.05644458,457192.21380091,173.91939319,0.99084415,0.00434798,0.48130370,0.39854349,,,0.51829375,0.14915260
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200 off0,sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200 off0,0.00039910,0.00176667,0.00036072,0.00190871,94843.90515164,40000.00000000,54843.90515164,1.37109763,0.29923206,0.28671492,1.11587328,0.26685775,1.52157018,1.10155427,-0.27164532,183,2017,0.58805084,2016,0.05644458,522984.69428915,198.60945609,1.16423541,0.00496524,0.49918469,0.39854349,,,0.50038190,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA10M,sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA10M,0.01418403,0.41351013,0.01413548,0.41380963,95373.39407591,40000.00000000,55373.39407591,1.38433485,0.28039101,0.28863790,1.05910759,0.26752079,1.44449089,1.03241633,-0.27158715,140,2017,0.58806060,2016,-0.07192179,434779.95354382,167.34524192,1.00853064,0.00418363,0.48908939,0.39839719,,,0.51049758,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOMM1-3-6-12U<=0,0.00809905,0.41351013,0.00805058,0.41380963,95079.21634853,40000.00000000,55079.21634853,1.37698041,0.27915343,0.28757069,1.04858059,0.26989389,1.42919765,1.02781399,-0.27159917,140,2017,0.58806060,2016,-0.07192179,437118.63639954,167.75974627,1.01724952,0.00419399,0.48300902,0.39839719,,,0.51658122,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off30,sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOMM1-3-6-12U<=0 off30,0.00526216,0.29970050,0.00521192,0.30000000,91093.43350769,40000.00000000,51093.43350769,1.27733584,0.26583743,0.27281449,1.01324737,0.26863510,1.37870452,0.97875949,-0.27160649,140,2017,0.58806060,2016,-0.07192179,458195.44950804,175.67980984,1.09850667,0.00439200,0.48645564,0.39839719,,,0.51313693,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOMM1-3-6-12U<=0 off0,0.00042385,0.00167035,0.00037814,0.00167701,75316.31440519,40000.00000000,35316.31440519,0.88290786,0.20783867,0.20808902,0.83905508,0.26839019,1.13673047,0.76534261,-0.27156291,183,2017,0.58806060,2016,-0.07192179,520451.41740325,199.00278389,1.40467873,0.00497507,0.49798102,0.39839719,,,0.50154943,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOM12M<=0,sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOM12M<=0,0.00205256,0.10216214,0.00201114,0.10216603,100219.56333168,40000.00000000,60219.56333168,1.50548908,0.31397020,0.30581161,1.14804759,0.26993201,1.56801122,1.15594643,-0.27161311,140,2017,0.58805084,2016,0.05644458,458235.80125186,174.08598891,1.00217707,0.00435215,0.47690929,0.39854349,,,0.52267764,0.14910773
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOM12M<=0 off0,sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOM12M<=0 off0,0.00039884,0.00176667,0.00035666,0.00190871,92033.71402712,40000.00000000,52033.71402712,1.30084285,0.28543471,0.27634659,1.06734240,0.26969104,1.45577296,1.05091198,-0.27160668,140,2017,0.58805084,2016,0.05644458,468043.40651916,177.75235144,1.09317394,0.00444381,0.48620678,0.39854349,,,0.51336141,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.01418403,0.41351013,0.01413548,0.41380963,95373.39407591,40000.00000000,55373.39407591,1.38433485,0.28039101,0.28863790,1.05910759,0.26752079,1.44449089,1.03241633,-0.27158715,140,2017,0.58806060,2016,-0.07192179,434779.95354382,167.34524192,1.00853064,0.00418363,0.48908939,0.39839719,,,0.51049758,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off30,sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off30,0.01134799,0.29970050,0.01130156,0.30000000,91376.14803316,40000.00000000,51376.14803316,1.28440370,0.26707315,0.27387988,1.02357292,0.26625505,1.39363418,0.98332877,-0.27160108,140,2017,0.58806060,2016,-0.07192179,455981.05175379,175.28035427,1.08965140,0.00438201,0.49252873,0.39839719,,,0.50705665,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00923331,0.41246881,0.00919132,0.41247327,75397.22645305,40000.00000000,35397.22645305,0.88493066,0.20848960,0.20845094,0.84535739,0.26639223,1.14621889,0.76757442,-0.27162134,183,2017,0.58806060,2016,-0.07192179,509496.38300683,195.35699326,1.37220831,0.00488392,0.50682913,0.39839719,,,0.49271369,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.00642936,0.17782326,0.00639343,0.17782706,101304.26854873,40000.00000000,61304.26854873,1.53260671,0.31775558,0.30955469,1.16605351,0.26772148,1.59406176,1.16976701,-0.27164006,140,2017,0.58805084,2016,0.05644458,457192.21380091,173.91939319,0.99084415,0.00434798,0.48130370,0.39854349,,,0.51829375,0.14915260
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=2,sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=2,0.01994216,0.41351013,0.01990012,0.41380963,93260.81512415,40000.00000000,53260.81512415,1.33152038,0.27316633,0.28090815,1.04231287,0.26601249,1.41959240,1.00565383,-0.27163058,140,2017,0.58806060,2016,-0.07192179,426924.21598991,164.38775037,1.00720833,0.00410969,0.49488574,0.39839719,,,0.50471608,0.00000000
50/50,sens,sens_2016-07-05,2016-07-05,2021-07-02,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00039247,0.00180004,0.00033287,0.00188937,114705.30465795,40000.00000000,74705.30465795,1.86763262,0.34546065,0.35310149,1.14930650,0.29691635,1.60589754,0.91563943,-0.37728896,133,2019,0.60995315,2018,0.01291604,233609.56842502,90.15017602,0.50026674,0.00225375,0.49967950,0.49811063,,,0.49991097,0.49980360
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2016-07-05,2016-07-05,2021-07-02,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.01142835,0.19275181,0.01137155,0.19275632,106190.38619045,40000.00000000,66190.38619045,1.65475965,0.32205840,0.32598910,1.12334040,0.28512307,1.55474467,0.85366222,-0.37726679,138,2019,0.50494850,2018,0.05396171,194019.00397513,75.77758069,0.43385790,0.00189444,0.51070333,0.49811063,,,0.48886642,0.30724368
SPY benchmark,sens,sens_2016-07-05,2016-07-05,2021-07-02,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00428837,0.01794132,0.00428959,0.01797569,70801.76735332,40000.00000000,30801.76735332,0.77004418,0.17586286,0.18731559,0.96389823,0.18618663,1.32910053,0.52185180,-0.33699771,173,2019,0.30761491,2018,-0.04840182,39646.81537657,2.77527708,0.12020701,0.00006938,,,0.99571041,0.98202431,,
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00034400,0.00142310,0.00029266,0.00119850,109227.51280848,40000.00000000,69227.51280848,1.73068782,0.34978257,0.33512841,1.23922922,0.27257158,1.70005314,1.28777826,-0.27161708,140,2017,0.56984293,2022,0.01326154,468225.50843493,176.90622171,0.98989403,0.00442266,0.47590731,0.39880150,,,0.52371885,0.14908801
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200,0.00647167,0.17991791,0.00641271,0.17992267,109523.35375973,40000.00000000,69523.35375973,1.73808384,0.35103153,0.33607597,1.25108961,0.27021508,1.71762523,1.29220826,-0.27165244,140,2017,0.56984293,2022,0.01325635,466505.61923327,176.73367930,0.98332029,0.00441834,0.48204033,0.39880150,,,0.51758474,0.14909989
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200 off0,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200 off0,0.00036175,0.00142310,0.00030801,0.00119850,102843.53095147,40000.00000000,62843.53095147,1.57108827,0.33213773,0.31411008,1.20178357,0.26937364,1.64584033,1.22301969,-0.27157186,183,2017,0.56984293,2022,0.01325768,516438.35687604,195.43684275,1.12781040,0.00488592,0.49987127,0.39880150,,,0.49973205,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA10M,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA10M,0.00745577,0.17991791,0.00739602,0.17992267,108304.81616045,40000.00000000,68304.81616045,1.70762040,0.34717615,0.33215854,1.24243601,0.26967625,1.70445518,1.27820692,-0.27161185,140,2017,0.56984293,2022,0.01325835,459401.49100987,174.06671143,0.97715002,0.00435167,0.48302089,0.39880150,,,0.51659850,0.14912644
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOMM1-3-6-12U<=0,0.00132105,0.06003778,0.00126456,0.06004203,108018.57891377,40000.00000000,68018.57891377,1.70046447,0.34594457,0.33123271,1.23061568,0.27204546,1.68696507,1.27353047,-0.27164217,140,2017,0.56984293,2022,0.01326086,461030.74871252,174.23162854,0.98352573,0.00435579,0.47688610,0.39880150,,,0.52274023,0.14911896
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off30,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOMM1-3-6-12U<=0 off30,0.00036194,0.00142310,0.00029310,0.00119850,103736.54680575,40000.00000000,63736.54680575,1.59341367,0.33199639,0.31711822,1.19651710,0.27079136,1.63762898,1.22246609,-0.27157922,140,2017,0.56984293,2022,0.01326645,476475.52082939,180.01135273,1.05018454,0.00450028,0.48031315,0.39880150,,,0.51929270,0.14907450
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOMM1-3-6-12U<=0 off0,0.00039288,0.00142310,0.00033255,0.00119850,86692.21065180,40000.00000000,46692.21065180,1.16730527,0.27102575,0.25527261,1.02379333,0.27057275,1.39538563,0.99792257,-0.27158996,183,2017,0.56984293,2022,0.01326410,518857.17691756,195.88892722,1.30751975,0.00489722,0.49187846,0.39880150,,,0.50768681,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOM12M<=0,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOM12M<=0,0.00202731,0.10290923,0.00196713,0.10291391,108462.30574913,40000.00000000,68462.30574913,1.71155764,0.34721525,0.33266702,1.23279847,0.27241063,1.69085808,1.27859518,-0.27155995,140,2017,0.56984293,2022,0.01326538,466524.86077805,176.48885601,0.99241857,0.00441222,0.47760428,0.39880150,,,0.52201848,0.14908022
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ:MOM12M<=0 off0,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ:MOM12M<=0 off0,0.00037144,0.00142310,0.00031293,0.00119850,100256.68522687,40000.00000000,60256.68522687,1.50641713,0.31806444,0.30526421,1.15302910,0.27219852,1.57934301,1.17105555,-0.27160492,140,2017,0.56984293,2022,0.01326172,468435.48657420,177.20715409,1.06807858,0.00443018,0.48686713,0.39880150,,,0.51272784,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.00745577,0.17991791,0.00739602,0.17992267,108304.81616045,40000.00000000,68304.81616045,1.70762040,0.34717615,0.33215854,1.24243601,0.26967625,1.70445518,1.27820692,-0.27161185,140,2017,0.56984293,2022,0.01325835,459401.49100987,174.06671143,0.97715002,0.00435167,0.48302089,0.39880150,,,0.51659850,0.14912644
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off30,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off30,0.00645267,0.17991791,0.00640109,0.17992267,104011.22347144,40000.00000000,64011.22347144,1.60028059,0.33322635,0.31803888,1.20811844,0.26842668,1.65470312,1.22681764,-0.27161848,140,2017,0.56984293,2022,0.01326528,474882.46056740,179.86288164,1.04354329,0.00449657,0.48647705,0.39880150,,,0.51316464,0.14909798
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00921569,0.41246822,0.00915860,0.41247327,86803.29640291,40000.00000000,46803.29640291,1.17008241,0.27183867,0.25570951,1.03174148,0.26858799,1.40754197,1.00116469,-0.27152243,183,2017,0.56984293,2022,0.01325486,509478.90336562,192.85283964,1.28120892,0.00482132,0.50071590,0.39880150,,,0.49886002,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.00647167,0.17991791,0.00641271,0.17992267,109523.35375973,40000.00000000,69523.35375973,1.73808384,0.35103153,0.33607597,1.25108961,0.27021508,1.71762523,1.29220826,-0.27165244,140,2017,0.56984293,2022,0.01325635,466505.61923327,176.73367930,0.98332029,0.00441834,0.48204033,0.39880150,,,0.51758474,0.14909989
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=2,sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=2,0.01325579,0.35447989,0.01319787,0.35448448,106035.55093653,40000.00000000,66035.55093653,1.65088877,0.33956762,0.32475868,1.22671192,0.26817938,1.68068646,1.25004454,-0.27164441,140,2017,0.56984293,2022,0.01326519,450839.73238914,170.85828365,0.97655241,0.00427146,0.48884559,0.39880150,,,0.51078692,0.14915375
50/50,sens,sens_2017-01-03,2017-01-03,2022-01-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00036137,0.00124221,0.00028559,0.00109151,122793.50102817,40000.00000000,82793.50102817,2.06983753,0.37567777,0.37643115,1.21743257,0.29938683,1.70809504,0.99560934,-0.37733452,133,2019,0.60992970,2022,0.00935964,231923.07914334,89.43918006,0.46974380,0.00223598,0.49974061,0.49890849,,,0.49988101,0.49968913
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2017-01-03,2017-01-03,2022-01-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.01158341,0.19577427,0.01150330,0.19577970,114020.10201827,40000.00000000,74020.10201827,1.85050255,0.35155801,0.35020871,1.19383958,0.28758999,1.65981693,0.93177881,-0.37729771,138,2019,0.50292958,2022,0.00936691,196433.49246698,76.55122013,0.41902197,0.00191378,0.51096250,0.49890849,,,0.48864457,0.30422030
SPY benchmark,sens,sens_2017-01-03,2017-01-03,2022-01-03,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00468473,0.01698335,0.00468596,0.01698468,72418.68531396,40000.00000000,32418.68531396,0.81046713,0.17924495,0.19446028,0.97214809,0.18806899,1.34124968,0.53135831,-0.33733348,173,2019,0.30750436,2018,-0.04757823,39723.78785113,2.78066515,0.11821748,0.00006952,,,0.99531404,0.98301532,,
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00046230,0.00153549,0.00037706,0.00144988,67820.68387088,40000.00000000,27820.68387088,0.69551710,0.20904477,0.17299664,0.82395184,0.27774152,1.12124505,0.73308703,-0.28515682,,2019,0.53937015,2022,-0.25704399,453594.69325576,170.90300717,1.06352169,0.00427258,0.50528126,0.39855012,,,0.49422370,0.14908155
