label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.gate,params.rebalance,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.KMLM.avg,exposure.KMLM.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 rb 1w,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,,1w,0.00732570,0.25187400,0.00673434,0.25187400,70062.57629010,44000.00000000,26062.57629010,0.59233128,0.14038843,0.13385326,0.82099996,0.18081219,1.14323021,0.68838752,-0.20393808,,2023,0.43839574,2022,-0.13289592,1818457.91095265,0.00000000,4.06553140,0.00000000,0.46392916,0.14867670,,,0.15422715,0.04817354,,,0.38052359,0.08341794
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 rb 2w,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,,2w,0.02216305,0.35542290,0.02145016,0.35542290,74526.67294550,44000.00000000,30526.67294550,0.69378802,0.15036397,0.15180325,0.85570613,0.18446654,1.21137775,0.82066510,-0.18322208,545,2023,0.47114788,2022,-0.13969020,1152295.13954715,0.00000000,2.55938102,0.00000000,0.46322526,0.14912231,,,0.15385114,0.04835945,,,0.38132507,0.11122720
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 rb 2w+1,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,,2w+1,0.01971187,0.35736184,0.01892640,0.35138813,67528.05124432,44000.00000000,23528.05124432,0.53472844,0.12627130,0.12317299,0.73603360,0.18598523,1.01449753,0.58433578,-0.21609374,,2023,0.44531548,2022,-0.16433191,1250185.25734312,0.00000000,2.86857911,0.00000000,0.46079436,0.14628625,,,0.15324967,0.04779169,,,0.38429654,0.08362669
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,,,0.00112420,0.00328689,0.00061733,0.00184694,79319.33828426,44000.00000000,35319.33828426,0.80271223,0.16471865,0.16997818,0.86168899,0.20150973,1.20689309,0.84706050,-0.19445913,448,2023,0.47660772,2022,-0.14176180,796375.57305511,0.00000000,1.77032451,0.00000000,0.44995592,0.14974274,,,0.14962906,0.04959294,,,0.39929081,0.13876479
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 rb 2m,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,,2m,0.07257952,0.51046454,0.07160507,0.50688905,81096.17830280,44000.00000000,37096.17830280,0.84309496,0.17651629,0.17645506,0.90101837,0.20466121,1.27076229,0.80199020,-0.22009781,474,2023,0.40379306,2022,-0.15079872,365288.36175290,0.00000000,0.79738133,0.00000000,0.44806806,0.14974274,,,0.14923432,0.04995007,,,0.40083733,0.12539418
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 rb 2m+1,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,,2m+1,0.06356219,0.42910486,0.06278626,0.42780963,74235.48902271,44000.00000000,30235.48902271,0.68717021,0.14962936,0.15066382,0.77683699,0.20848951,1.08891702,0.72931610,-0.20516393,,2023,0.40781885,2022,-0.12088911,494296.02197003,0.00000000,1.08734087,0.00000000,0.44261942,0.12845711,,,0.14814241,0.04565672,,,0.40749588,0.13634832
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 rb 3m,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,,3m,0.09582127,0.51368909,0.09425197,0.50807786,77040.49921620,44000.00000000,33040.49921620,0.75092044,0.16139091,0.16146907,0.73720398,0.24478881,1.02949938,0.63613886,-0.25370389,160,2023,0.45729229,2022,-0.17516771,304765.91088992,0.00000000,0.65344506,0.00000000,0.40629894,0.12851615,,,0.13679262,0.04561552,,,0.45450208,0.15551202
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 rb 3m+1,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,,3m+1,0.08522932,0.34253608,0.08422310,0.34253608,74772.02103170,44000.00000000,30772.02103170,0.69936411,0.14831191,0.15276005,0.82797822,0.18965757,1.17191193,0.70990161,-0.20891897,567,2021,0.31687411,2022,-0.17684812,280463.41927737,0.00000000,0.65494464,0.00000000,0.46602203,0.12922529,,,0.15600931,0.04543124,,,0.37543652,0.09252930
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 rb 3m+2,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,,3m+2,0.09125576,0.43539749,0.09026232,0.43313975,86772.26954625,44000.00000000,42772.26954625,0.97209704,0.19119848,0.19629074,0.98146540,0.19949682,1.40654929,0.79399893,-0.24080446,474,2023,0.43802961,2022,-0.13297928,335671.55047302,0.00000000,0.69797856,0.00000000,0.44981777,0.13846317,,,0.15005275,0.04700819,,,0.39759650,0.13633184
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 1w,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,1w,0.03119714,0.28407222,0.03072161,0.28407222,66325.11693964,44000.00000000,22325.11693964,0.50738902,0.12920151,0.11796968,0.77092818,0.17936353,1.06934715,0.63343692,-0.20396903,,2023,0.31615609,2022,-0.05685009,1646577.28357823,0.00000000,3.76450596,0.00000000,0.48256403,0.14867670,,,0.16041078,0.04824405,,,0.35578176,0.04160022
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,2w,0.04232580,0.35507810,0.04180714,0.35507810,73586.84594981,44000.00000000,29586.84594981,0.67242832,0.14701145,0.14811039,0.84502351,0.18300971,1.19343316,0.85310986,-0.17232417,167,2023,0.32200053,2022,-0.06590048,1094177.49117822,0.00000000,2.46272618,0.00000000,0.47959043,0.14912231,,,0.15929997,0.04822931,,,0.35968142,0.04393000
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,2w+1,0.04375177,0.35736184,0.04316988,0.35138813,66554.84890812,44000.00000000,22554.84890812,0.51261020,0.12724514,0.11897030,0.74733440,0.18379722,1.02622579,0.58917572,-0.21597146,,2024,0.32721438,2022,-0.03614042,1200951.06031839,0.00000000,2.73297362,0.00000000,0.48079925,0.14628099,,,0.15993026,0.04774608,,,0.35777304,0.04124215
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,,0.02234223,0.23278813,0.02194425,0.23278813,78656.82952337,44000.00000000,34656.82952337,0.78765522,0.16447321,0.16752833,0.86310127,0.20076633,1.20389288,0.86507328,-0.19012633,169,2023,0.35229777,2022,-0.06100732,765644.49026076,0.00000000,1.70576018,0.00000000,0.46605695,0.14974274,,,0.15501534,0.04961796,,,0.37785304,0.04048976
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,2m,0.08622499,0.51046454,0.08539192,0.50688905,79103.27459478,44000.00000000,35103.27459478,0.79780170,0.16925090,0.16918133,0.87345387,0.20378842,1.22735820,0.76919850,-0.22003540,474,2021,0.34674695,2022,-0.11095553,364285.11660806,0.00000000,0.81108675,0.00000000,0.46302883,0.14974274,,,0.15417767,0.04995007,,,0.38098144,0.05484424
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m+1,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,2m+1,0.07816417,0.42915854,0.07754573,0.42760460,76338.40507967,44000.00000000,32338.40507967,0.73496375,0.16161572,0.15879973,0.82451797,0.20928856,1.15353953,0.78814914,-0.20505728,,2023,0.35608389,2026,-0.06077091,506753.85163466,0.00000000,1.07801059,0.00000000,0.45542081,0.12845952,,,0.15237096,0.04560063,,,0.39054940,0.04057378
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,3m,0.10945203,0.51368909,0.10808338,0.50807786,72087.63555440,44000.00000000,28087.63555440,0.63835535,0.14139732,0.14212624,0.67149001,0.24159182,0.93290499,0.55733208,-0.25370389,160,2024,0.39282407,2022,-0.14262133,291120.02719774,0.00000000,0.66141336,0.00000000,0.42356324,0.12851807,,,0.14255849,0.04552907,,,0.43156610,0.06921112
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+1,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,3m+1,0.09645294,0.34254519,0.09552702,0.34254519,75790.07484800,44000.00000000,31790.07484800,0.72250170,0.15406228,0.15669888,0.84653315,0.19195576,1.19483994,0.77356529,-0.19915873,534,2021,0.31687411,2022,-0.10574570,286926.44983493,0.00000000,0.65928708,0.00000000,0.47585321,0.12927480,,,0.15910000,0.04515969,,,0.36260944,0.04043678
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+2,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+KMLM25,QQQ<SMA200,3m+2,0.10460263,0.43617980,0.10361912,0.43356871,88881.90130235,44000.00000000,44881.90130235,1.02004321,0.20053163,0.20335570,1.01460823,0.20101832,1.45120085,0.83227215,-0.24094478,474,2023,0.39648420,2022,-0.06500232,345373.28276269,0.00000000,0.69912043,0.00000000,0.46022017,0.13810546,,,0.15354013,0.04670399,,,0.38383958,0.05208438
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 1w,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,1w,0.00733868,0.25235031,0.00674674,0.25235031,71287.42416842,44000.00000000,27287.42416842,0.62016873,0.14319347,0.13888379,0.82169770,0.18448971,1.14292658,0.72200934,-0.19832634,,2023,0.42531501,2022,-0.14421214,1826478.13623038,0.00000000,4.06949667,0.00000000,0.46393950,0.14913320,0.15424083,0.04859951,,,,,0.38049414,0.08362309
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 2w,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,2w,0.02209044,0.35532770,0.02145082,0.35532770,75925.09837315,44000.00000000,31925.09837315,0.72557042,0.15379943,0.15721753,0.85906263,0.18801021,1.21506770,0.80208338,-0.19174992,553,2023,0.45875799,2022,-0.15099625,1162560.61954110,0.00000000,2.56646851,0.00000000,0.46319720,0.14868312,0.15400003,0.04897384,,,,,0.38130742,0.11139851
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 2w+1,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,2w+1,0.01965375,0.35914486,0.01895333,0.35340019,68805.65301429,44000.00000000,24805.65301429,0.56376484,0.12902332,0.12860346,0.73847638,0.18962557,1.01780154,0.60882824,-0.21192072,,2023,0.43346125,2022,-0.17512000,1258783.80399985,0.00000000,2.87709385,0.00000000,0.46079197,0.14612666,0.15331395,0.04880043,,,,,0.38436598,0.08378638
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,,0.00120733,0.00297975,0.00068054,0.00192674,79881.46681299,44000.00000000,35881.46681299,0.81548788,0.16517888,0.17204182,0.85279089,0.20489048,1.19450030,0.82434420,-0.20037610,439,2023,0.46548677,2022,-0.15202207,799230.11494585,0.00000000,1.77358004,0.00000000,0.44993948,0.14868312,0.14960476,0.04897384,,,,,0.39924844,0.13825913
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 2m,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,2m,0.07266167,0.51339036,0.07176089,0.50787093,82350.99890355,44000.00000000,38350.99890355,0.87161361,0.17903392,0.18094946,0.89930263,0.20827897,1.26768591,0.78030364,-0.22944135,474,2023,0.39641649,2022,-0.16081542,367616.86157724,0.00000000,0.79879534,0.00000000,0.44812062,0.14868312,0.14933880,0.04897384,,,,,0.40082438,0.12657903
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 2m+1,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,2m+1,0.06357187,0.42718837,0.06277411,0.42629690,74706.94483574,44000.00000000,30706.94483574,0.69788511,0.14980719,0.15250656,0.76903016,0.21168754,1.07895706,0.73007398,-0.20519454,,2023,0.39517145,2022,-0.13316870,495916.16558522,0.00000000,1.09288083,0.00000000,0.44268874,0.12819422,0.14809051,0.04783610,,,,,0.40733507,0.13500872
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 3m,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,3m,0.09552557,0.51795048,0.09401047,0.50950505,77547.00356335,44000.00000000,33547.00356335,0.76243190,0.16122084,0.16338060,0.73038350,0.24794349,1.02041754,0.63191828,-0.25512926,160,2023,0.44583806,2022,-0.18594435,305870.56756307,0.00000000,0.65763269,0.00000000,0.40650436,0.12807096,0.13673047,0.04772908,,,,,0.45443549,0.15618033
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 3m+1,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,3m+1,0.08522878,0.34260511,0.08433912,0.34260511,75955.42522355,44000.00000000,31955.42522355,0.72625966,0.15071140,0.15733390,0.82769392,0.19304556,1.17219832,0.71194208,-0.21169054,683,2021,0.32184891,2022,-0.18424969,283247.66917003,0.00000000,0.65905609,0.00000000,0.46593929,0.12910675,0.15655687,0.04716222,,,,,0.37511338,0.09174941
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 3m+2,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,3m+2,0.09154558,0.43305714,0.09071449,0.43110129,88385.83620252,44000.00000000,44385.83620252,1.00876900,0.19403117,0.20170856,0.97778394,0.20352697,1.40065231,0.78312179,-0.24776627,455,2023,0.42899120,2022,-0.14597960,338025.91517404,0.00000000,0.70128122,0.00000000,0.44972721,0.13823113,0.15041064,0.04960602,,,,,0.39768623,0.13503046
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 1w,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,1w,0.03115675,0.28439666,0.03069699,0.28439666,67590.48769608,44000.00000000,23590.48769608,0.53614745,0.13242691,0.12344064,0.77810023,0.18201775,1.07981004,0.66753958,-0.19838060,,2023,0.30537441,2022,-0.06868703,1656569.59432873,0.00000000,3.77203180,0.00000000,0.48255733,0.14913320,0.16043139,0.04859951,,,,,0.35580934,0.04150593
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2w,0.04215705,0.35505927,0.04167834,0.35505927,74966.01711534,44000.00000000,30966.01711534,0.70377312,0.15037233,0.15351450,0.85118957,0.18573444,1.20263103,0.87494616,-0.17186467,161,2024,0.31567150,2022,-0.07932743,1103507.29674783,0.00000000,2.46913053,0.00000000,0.47941687,0.14868312,0.15941773,0.04897384,,,,,0.35982399,0.04421778
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2w+1,0.04373813,0.35914486,0.04319409,0.35340019,67737.33522988,44000.00000000,23737.33522988,0.53948489,0.12976026,0.12406921,0.75143297,0.18643064,1.03290627,0.61244866,-0.21187124,,2024,0.34339651,2022,-0.04876116,1209502.84932997,0.00000000,2.74393033,0.00000000,0.48076189,0.14628400,0.15993292,0.04884630,,,,,0.35786631,0.04122927
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,,0.02234850,0.23277787,0.02194443,0.23277787,79208.15264122,44000.00000000,35208.15264122,0.80018529,0.16482088,0.16956838,0.85615287,0.20336542,1.19502751,0.86639007,-0.19023865,167,2023,0.34153459,2022,-0.07297781,768654.65496765,0.00000000,1.71061639,0.00000000,0.46602380,0.14868312,0.15502286,0.04897384,,,,,0.37789973,0.04050002
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2m,0.08629136,0.51339036,0.08551041,0.50787093,80190.95198218,44000.00000000,36190.95198218,0.82252164,0.17116332,0.17317217,0.87220013,0.20664172,1.22670624,0.74638277,-0.22932378,474,2021,0.35406734,2022,-0.12313237,365544.38507211,0.00000000,0.81152330,0.00000000,0.46296907,0.14868312,0.15426176,0.04897384,,,,,0.38098608,0.05500977
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m+1,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2m+1,0.07812870,0.42732391,0.07753970,0.42635133,76825.11594688,44000.00000000,32825.11594688,0.74602536,0.16185768,0.16065263,0.81795137,0.21190240,1.14572612,0.78879305,-0.20519663,,2023,0.34284284,2026,-0.06024310,507960.43612102,0.00000000,1.08250791,0.00000000,0.45548545,0.12812801,0.15238008,0.04776676,,,,,0.39047699,0.04049708
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,3m,0.10933820,0.51795048,0.10797283,0.50950505,72402.09644043,44000.00000000,28402.09644043,0.64550219,0.14039659,0.14339112,0.66359678,0.24403580,0.92319923,0.55029591,-0.25512926,160,2024,0.39649674,2022,-0.15427705,290739.43669707,0.00000000,0.66406815,0.00000000,0.42378668,0.12824155,0.14246287,0.04773255,,,,,0.43141196,0.06909204
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+1,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,3m+1,0.09646286,0.34305232,0.09568155,0.34305232,76958.07450771,44000.00000000,32958.07450771,0.74904715,0.15637544,0.16115688,0.84764148,0.19471105,1.19829905,0.77533890,-0.20168656,564,2021,0.32184891,2022,-0.11381345,289996.34435971,0.00000000,0.66410671,0.00000000,0.47593009,0.12893195,0.15979585,0.04688166,,,,,0.36219775,0.04034425
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+2,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,3m+2,0.10446336,0.43320396,0.10367573,0.43127212,90433.48834875,44000.00000000,46433.48834875,1.05530655,0.20300465,0.20845298,1.01148655,0.20435838,1.44780311,0.81923020,-0.24779927,455,2023,0.38739005,2022,-0.08044500,346528.85287019,0.00000000,0.70070378,0.00000000,0.45986686,0.13812762,0.15387543,0.04970969,,,,,0.38433878,0.05295808
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 1w,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,1w,0.00734671,0.25177039,0.00676098,0.25177039,75315.41121393,44000.00000000,31315.41121393,0.71171389,0.16008721,0.15486866,0.87681385,0.19114312,1.21910635,0.85966351,-0.18622078,224,2023,0.45571154,2022,-0.12376631,1858389.75238998,0.00000000,4.06717745,0.00000000,0.30922440,0.09932059,,,0.30895324,0.09703669,,,0.38048519,0.08353893
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 2w,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,2w,0.02207574,0.35604807,0.02147166,0.35604807,79811.96444865,44000.00000000,35811.96444865,0.81390828,0.16991165,0.17178741,0.90658513,0.19502195,1.27846143,0.83667226,-0.20308029,435,2023,0.48829945,2022,-0.12967828,1179994.57737946,0.00000000,2.56646507,0.00000000,0.30874907,0.09945074,,,0.30846429,0.09715328,,,0.38138602,0.11127387
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 2w+1,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,2w+1,0.01950428,0.35324901,0.01877414,0.34848089,72634.63175483,44000.00000000,28634.63175483,0.65078709,0.14617919,0.14432312,0.79819682,0.19596606,1.10131710,0.75046939,-0.19478368,273,2023,0.46404621,2022,-0.15566424,1274380.75802986,0.00000000,2.86358661,0.00000000,0.30709676,0.09769601,,,0.30710273,0.09643653,,,0.38424541,0.08352619
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,,0.00117913,0.00419271,0.00066023,0.00187381,84889.39974492,44000.00000000,40889.39974492,0.92930454,0.18640602,0.18984872,0.91799833,0.21164590,1.28546605,0.82885508,-0.22489579,439,2023,0.49829767,2022,-0.13018304,821046.37445761,0.00000000,1.77197757,0.00000000,0.29988254,0.09979082,,,0.29971414,0.09939679,,,0.39922419,0.13861001
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 2m,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,2m,0.07269218,0.51134298,0.07175257,0.50733283,86002.91669092,44000.00000000,42002.91669092,0.95461174,0.19340537,0.19367439,0.93428173,0.21505847,1.31701684,0.84358227,-0.22926676,471,2023,0.42540979,2022,-0.14312952,369838.94563962,0.00000000,0.79051421,0.00000000,0.29851313,0.09985383,,,0.29899030,0.09939679,,,0.40071844,0.12568701
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 2m+1,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,2m+1,0.06390204,0.42638444,0.06321877,0.42508169,80121.90001029,44000.00000000,36121.90001029,0.82095227,0.17321937,0.17292032,0.84436984,0.21856038,1.18086523,0.79555949,-0.21773277,429,2023,0.43024502,2022,-0.10473139,514422.60204703,0.00000000,1.09231711,0.00000000,0.29471316,0.08536497,,,0.29661756,0.09146928,,,0.40705673,0.13859773
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 3m,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,3m,0.09634653,0.51134298,0.09493340,0.50733283,81917.26046917,44000.00000000,37917.26046917,0.86175592,0.17838254,0.17940323,0.77704295,0.25400085,1.08501547,0.72108446,-0.24738092,150,2023,0.48253791,2022,-0.16638337,310223.37551711,0.00000000,0.65129478,0.00000000,0.27017219,0.08522225,,,0.27379259,0.09150386,,,0.45393350,0.15549446
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 3m+1,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,3m+1,0.08533993,0.34209829,0.08438566,0.34209829,79242.00048210,44000.00000000,35242.00048210,0.80095456,0.16766168,0.16969319,0.87803831,0.20036559,1.23922447,0.78641978,-0.21319617,572,2021,0.35580187,2022,-0.16446776,286938.67870052,0.00000000,0.65171900,0.00000000,0.31014827,0.08591659,,,0.31245421,0.09077824,,,0.37504381,0.09381416
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 rb 3m+2,full,full,2020-12-18,2026-08-20,false,true,0.00000000,0.03000000,tests/data/2026-08-20-net15,BTAL50+KMLM50,,3m+2,0.09122369,0.43668773,0.09027910,0.43448622,92923.89754537,44000.00000000,48923.89754537,1.11190676,0.21187353,0.21646721,1.02494428,0.21003138,1.46280780,0.84897545,-0.24956379,455,2023,0.45765693,2022,-0.12182776,342205.21727339,0.00000000,0.69152878,0.00000000,0.29975148,0.09209410,,,0.30088008,0.09458257,,,0.39709753,0.13852465
