label,kind,window,start,end,is_baseline,feasible,params.vol.lam,params.sigma_target,params.w_max,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA70,full,full,2012-01-03,2026-08-14,false,true,0.70000000,0.25000000,0.60000000,,0.00019521,0.00200464,0.00017551,0.00196826,587056.71319600,97500.00000000,489556.71319600,5.02109449,0.21357389,0.20107253,0.95243386,0.23222242,1.32584506,0.70202250,-0.30422656,560,2013,0.58344815,2022,-0.26331133,0.50830483,0.39803174,,,0.49149996,0.14619970
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA70 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.70000000,0.25000000,0.60000000,QQQ<SMA200,0.01610517,0.28804434,0.01608649,0.28804434,523761.49807250,97500.00000000,426261.49807250,4.37191280,0.20151431,0.18894274,0.92116002,0.22823855,1.27765347,0.76215001,-0.26440243,355,2013,0.58335236,2022,-0.17451192,0.52421864,0.39803174,,,0.47558215,0.06154395
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA70,full,full,2012-01-03,2026-08-14,false,true,0.70000000,0.25000000,0.70000000,,0.00016317,0.00180438,0.00014527,0.00179865,642975.80921400,97500.00000000,545475.80921400,5.59462368,0.22423100,0.21073066,0.92185094,0.25572373,1.27847539,0.70955805,-0.31601502,725,2013,0.67365352,2022,-0.27165132,0.46648919,0.29907325,,,0.53334764,0.14619028
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA70 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.70000000,0.25000000,0.70000000,QQQ<SMA200,0.01652136,0.28799017,0.01650447,0.28799017,573650.27289650,97500.00000000,476150.27289650,4.88359254,0.21203909,0.19861831,0.89248187,0.25176657,1.23398528,0.81931432,-0.25880066,576,2013,0.67372699,2022,-0.18382177,0.48283951,0.29906590,,,0.51699031,0.06159813
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA70,full,full,2012-01-03,2026-08-14,false,true,0.70000000,0.25000000,0.80000000,,0.00016709,0.00180438,0.00015050,0.00179865,685116.91297700,97500.00000000,587616.91297700,6.02684013,0.23139104,0.21746338,0.89603844,0.27556195,1.24087064,0.72814295,-0.31778244,725,2017,0.73255313,2022,-0.27168317,0.43452219,0.19887785,,,0.56531072,0.14620115
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA70 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.70000000,0.25000000,0.80000000,QQQ<SMA200,0.01675927,0.28794594,0.01674357,0.28794594,610567.42009100,97500.00000000,513067.42009100,5.26222995,0.21899458,0.20524218,0.86748951,0.27172054,1.19812331,0.73569277,-0.29767124,716,2017,0.73254866,2022,-0.18385828,0.45110615,0.19887785,,,0.54871834,0.06164236
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA70,full,full,2012-01-03,2026-08-14,false,true,0.70000000,0.30000000,0.60000000,,0.00016374,0.00230020,0.00014719,0.00227087,784313.73700750,97500.00000000,686813.73700750,7.04424346,0.24288973,0.23179430,0.99529122,0.25081111,1.39122359,0.69345452,-0.35026051,528,2023,0.62094169,2022,-0.31085828,0.47332751,0.39872558,,,0.52650876,0.17544991
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA70 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.70000000,0.30000000,0.60000000,QQQ<SMA200,0.01867149,0.34246615,0.01865516,0.34246615,686687.02291050,97500.00000000,589187.02291050,6.04294382,0.22896242,0.21770608,0.97238273,0.24315587,1.35269182,0.84325745,-0.27152137,528,2013,0.59942225,2022,-0.20614356,0.49181565,0.39872558,,,0.50800523,0.07703980
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA70,full,full,2012-01-03,2026-08-14,false,true,0.70000000,0.30000000,0.70000000,,0.00017652,0.00230020,0.00016089,0.00227087,893078.39388900,97500.00000000,795578.39388900,8.15977840,0.25872894,0.24555348,0.96304473,0.28075467,1.33966948,0.68465599,-0.37789626,731,2013,0.74592755,2022,-0.33542770,0.41971636,0.29853742,,,0.58010712,0.17544166
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA70 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.70000000,0.30000000,0.70000000,QQQ<SMA200,0.01873063,0.34235841,0.01871520,0.34235841,787765.05599800,97500.00000000,690265.05599800,7.07964160,0.24536080,0.23225952,0.94126389,0.27383987,1.30423507,0.81016871,-0.30285148,606,2013,0.74584156,2022,-0.23451713,0.43829705,0.29853742,,,0.56153624,0.07714755
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA70,full,full,2012-01-03,2026-08-14,false,true,0.70000000,0.30000000,0.80000000,,0.00017061,0.00230020,0.00015630,0.00227087,978606.60999850,97500.00000000,881106.60999850,9.03699087,0.27014770,0.25524569,0.93663930,0.30652046,1.29907756,0.67974682,-0.39742401,753,2013,0.87223019,2022,-0.34967761,0.37501298,0.19881576,,,0.62481642,0.17545804
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA70 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.70000000,0.30000000,0.80000000,QQQ<SMA200,0.01917516,0.34226853,0.01916126,0.34226853,862762.86487500,97500.00000000,765262.86487500,7.84884990,0.25659588,0.24189443,0.91485327,0.29985082,1.26458871,0.79008993,-0.32476794,753,2013,0.87223122,2022,-0.25099739,0.39402786,0.19881576,,,0.60580211,0.07723742
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA70,full,full,2012-01-03,2026-08-14,false,true,0.70000000,0.35000000,0.60000000,,0.00015325,0.00132534,0.00013779,0.00131334,964059.12956950,97500.00000000,866559.12956950,8.88778594,0.26429653,0.25365815,1.02048128,0.26499567,1.43295068,0.66717662,-0.39614178,563,2023,0.74467235,2022,-0.35744517,0.45059611,0.39868666,,,0.54925065,0.20468295
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA70 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.70000000,0.35000000,0.60000000,QQQ<SMA200,0.02081674,0.39559843,0.02080231,0.39559843,848917.95068500,97500.00000000,751417.95068500,7.70685078,0.25095634,0.24018046,1.01415475,0.25313423,1.41687641,0.84091028,-0.29843415,535,2013,0.61465542,2022,-0.23783092,0.47123899,0.39868666,,,0.52859057,0.09382519
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA70,full,full,2012-01-03,2026-08-14,false,true,0.70000000,0.35000000,0.70000000,,0.00012838,0.00106637,0.00011461,0.00105272,1177339.72163900,97500.00000000,1079839.72163900,11.07527920,0.28694729,0.27485884,0.99301827,0.30048150,1.38664039,0.68048417,-0.42168106,605,2023,0.79322944,2022,-0.38033237,0.38560134,0.29894728,,,0.61427028,0.20468725
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA70 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.70000000,0.35000000,0.70000000,QQQ<SMA200,0.02110376,0.39542145,0.02109210,0.39542145,1027467.56384450,97500.00000000,929967.56384450,9.53812886,0.27244735,0.26041126,0.97940665,0.28986049,1.36096571,0.81516225,-0.33422469,601,2013,0.76248235,2022,-0.26509362,0.40656728,0.29894728,,,0.59329618,0.09400216
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA70,full,full,2012-01-03,2026-08-14,false,true,0.70000000,0.35000000,0.80000000,,0.00015627,0.00138057,0.00014208,0.00135006,1327094.40479800,97500.00000000,1229594.40479800,12.61122466,0.30174415,0.28758337,0.96360424,0.33205985,1.34028390,0.67248706,-0.44869881,753,2013,0.92110885,2022,-0.40321880,0.33137766,0.19864994,,,0.66846607,0.20469949
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA70 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.70000000,0.35000000,0.80000000,QQQ<SMA200,0.02122760,0.39532557,0.02121483,0.39532557,1163638.50598300,97500.00000000,1066138.50598300,10.93475391,0.28755483,0.27361595,0.94863182,0.32238089,1.31400454,0.78630067,-0.36570594,752,2013,0.92111415,2022,-0.29231610,0.35244063,0.19864994,,,0.64739650,0.09409804
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-14,false,true,0.75000000,0.25000000,0.60000000,,0.00017156,0.00156958,0.00015277,0.00153222,582766.69978400,97500.00000000,485266.69978400,4.97709436,0.21313987,0.20029344,0.95568196,0.23068308,1.33000295,0.72790804,-0.29281153,528,2013,0.58611447,2022,-0.25423833,0.50971945,0.39846778,,,0.49010900,0.13519188
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.75000000,0.25000000,0.60000000,QQQ<SMA200,0.01490449,0.28004671,0.01488648,0.28004671,530435.70237650,97500.00000000,432935.70237650,4.44036618,0.20276957,0.19029034,0.92904827,0.22716147,1.28908665,0.79072097,-0.25643631,355,2013,0.58619314,2022,-0.17146424,0.52443205,0.39846778,,,0.47537963,0.06466682
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-14,false,true,0.75000000,0.25000000,0.70000000,,0.00018436,0.00133912,0.00016503,0.00130934,631954.73720450,97500.00000000,534454.73720450,5.48158705,0.22208210,0.20889626,0.92260691,0.25278827,1.27932873,0.74531073,-0.29797250,605,2017,0.64895198,2022,-0.25424934,0.47027674,0.29895191,,,0.52953890,0.13521012
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.75000000,0.25000000,0.70000000,QQQ<SMA200,0.01526724,0.27999855,0.01525139,0.27999855,575376.95365000,97500.00000000,477876.95365000,4.90130209,0.21161106,0.19893765,0.89743172,0.24928197,1.24129079,0.81770849,-0.25878545,576,2017,0.64894759,2022,-0.17148480,0.48538670,0.29895191,,,0.51443918,0.06471499
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-14,false,true,0.75000000,0.25000000,0.80000000,,0.00017575,0.00141779,0.00015756,0.00138331,677479.68275450,97500.00000000,579979.68275450,5.94850957,0.22985199,0.21627478,0.90132174,0.27122427,1.24862565,0.76941083,-0.29873766,605,2017,0.74366845,2022,-0.25423281,0.44037188,0.19861669,,,0.55945237,0.13520247
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.75000000,0.25000000,0.80000000,QQQ<SMA200,0.01524087,0.27992493,0.01522560,0.27992493,616504.36625800,97500.00000000,519004.36625800,5.32312171,0.21931326,0.20626937,0.87680008,0.26796191,1.21199676,0.76095406,-0.28820828,576,2017,0.74366359,2022,-0.17156121,0.45548117,0.19861669,,,0.54436232,0.06478861
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-14,false,true,0.75000000,0.30000000,0.60000000,,0.00017210,0.00133153,0.00015651,0.00130974,784937.66455250,97500.00000000,687437.66455250,7.05064271,0.24354950,0.23187855,0.99948978,0.25011803,1.39647610,0.70100286,-0.34743011,561,2023,0.61121293,2022,-0.31003125,0.47368014,0.39869026,,,0.52614776,0.16224659
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.75000000,0.30000000,0.60000000,QQQ<SMA200,0.01741173,0.33251152,0.01739466,0.33251152,700588.05427500,97500.00000000,603088.05427500,6.18551851,0.23115982,0.21983080,0.97956870,0.24321714,1.36310852,0.83763916,-0.27596587,533,2013,0.60392208,2022,-0.21420398,0.49092553,0.39869026,,,0.50889961,0.08114472
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-14,false,true,0.75000000,0.30000000,0.70000000,,0.00016697,0.00126014,0.00015119,0.00125004,884054.63960950,97500.00000000,786554.63960950,8.06722707,0.25818547,0.24447744,0.96524116,0.27921964,1.34220205,0.69641582,-0.37073464,725,2013,0.75086820,2022,-0.32977092,0.42093002,0.29874996,,,0.57890301,0.16223553
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.75000000,0.30000000,0.70000000,QQQ<SMA200,0.01725927,0.33241403,0.01724639,0.33241403,797733.73335050,97500.00000000,700233.73335050,7.18188444,0.24678935,0.23359184,0.94736570,0.27306193,1.31316086,0.81765340,-0.30182636,606,2013,0.75081931,2022,-0.23671181,0.43806031,0.29874996,,,0.56178921,0.08124221
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-14,false,true,0.75000000,0.30000000,0.80000000,,0.00014873,0.00152316,0.00013393,0.00148851,969414.03775000,97500.00000000,871914.03775000,8.94270808,0.26866658,0.25424527,0.93992912,0.30307582,1.30329387,0.71237495,-0.37714209,752,2013,0.84131027,2022,-0.32978309,0.37887521,0.19851149,,,0.62097607,0.16224106
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.75000000,0.30000000,0.80000000,QQQ<SMA200,0.01770469,0.33234381,0.01769093,0.33234381,874580.80864150,97500.00000000,777080.80864150,7.97005958,0.25709883,0.24333587,0.92196476,0.29705844,1.27483855,0.80978307,-0.31749099,576,2013,0.84122903,2022,-0.23675138,0.39644246,0.19851149,,,0.60340813,0.08131243
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-14,false,true,0.75000000,0.35000000,0.60000000,,0.00017193,0.00216162,0.00015616,0.00215205,969496.36733900,97500.00000000,871996.36733900,8.94355249,0.26524280,0.25425427,1.02391681,0.26478478,1.43795031,0.67470633,-0.39312333,563,2023,0.74679699,2022,-0.35609276,0.45009304,0.39843284,,,0.54973504,0.18927455
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.75000000,0.35000000,0.60000000,QQQ<SMA200,0.01945024,0.38358206,0.01943512,0.38358206,869101.41863450,97500.00000000,771601.41863450,7.91386070,0.25322776,0.24266998,1.01844560,0.25409109,1.42428195,0.82634287,-0.30644393,535,2013,0.61985286,2022,-0.24718898,0.46937988,0.39843284,,,0.53044686,0.09901689
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-14,false,true,0.75000000,0.35000000,0.70000000,,0.00017403,0.00216162,0.00015999,0.00215205,1180769.94515900,97500.00000000,1083269.94515900,11.11046098,0.28789040,0.27516777,0.99747029,0.29962114,1.39223254,0.68803295,-0.41842531,606,2023,0.78132146,2022,-0.37903939,0.38597729,0.29834343,,,0.61384868,0.18927967
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.75000000,0.35000000,0.70000000,QQQ<SMA200,0.01963797,0.38338155,0.01962595,0.38338155,1052003.24057050,97500.00000000,954503.24057050,9.78977683,0.27509632,0.26291392,0.98612528,0.29006075,1.37081028,0.81075955,-0.33930691,605,2013,0.76823237,2022,-0.27415268,0.40546659,0.29834343,,,0.59436927,0.09921740
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA75,full,full,2012-01-03,2026-08-14,false,true,0.75000000,0.35000000,0.80000000,,0.00015944,0.00216162,0.00014628,0.00215205,1316809.19622900,97500.00000000,1219309.19622900,12.50573535,0.30152814,0.28675584,0.96607310,0.33050134,1.34321023,0.67875140,-0.44423943,753,2013,0.92743806,2022,-0.40051321,0.33234079,0.19825402,,,0.66749977,0.18929333
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA75 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.75000000,0.35000000,0.80000000,QQQ<SMA200,0.01949245,0.38328436,0.01948071,0.38328436,1183589.91519350,97500.00000000,1086089.91519350,11.13938375,0.28954687,0.27542108,0.95438333,0.32189228,1.32256194,0.78541004,-0.36865695,753,2013,0.92735647,2022,-0.29930491,0.35166644,0.19825402,,,0.64816531,0.09931459
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-14,false,true,0.80000000,0.25000000,0.60000000,,0.00018491,0.00162878,0.00016522,0.00161863,580539.31108300,97500.00000000,483039.31108300,4.95424934,0.21273731,0.19988663,0.95980925,0.22891731,1.33616708,0.77182761,-0.27562802,532,2013,0.58236612,2022,-0.23803764,0.51127723,0.39841004,,,0.48853786,0.12430056
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.80000000,0.25000000,0.60000000,QQQ<SMA200,0.01355815,0.27147316,0.01353987,0.27147316,538595.40280200,97500.00000000,441095.40280200,4.52405541,0.20400909,0.19191455,0.93775686,0.22582657,1.30230148,0.81454012,-0.25045922,355,2013,0.58230114,2022,-0.16254495,0.52468854,0.39841004,,,0.47514237,0.06860196
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-14,false,true,0.80000000,0.25000000,0.70000000,,0.00017200,0.00143919,0.00015398,0.00142827,621761.18664200,97500.00000000,524261.18664200,5.37703781,0.22020663,0.20717055,0.92444690,0.24979716,1.28218127,0.78566703,-0.28027985,573,2017,0.65299937,2022,-0.23807054,0.47451796,0.29891140,,,0.52531003,0.12427840
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.80000000,0.25000000,0.70000000,QQQ<SMA200,0.01368226,0.27143931,0.01366457,0.27143931,577462.08502200,97500.00000000,479962.08502200,4.92268805,0.21153436,0.19932199,0.90352614,0.24685517,1.25062321,0.83600687,-0.25302945,337,2017,0.65299482,2022,-0.16254278,0.48801786,0.29891140,,,0.51179772,0.06863582
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-14,false,true,0.80000000,0.25000000,0.80000000,,0.00016976,0.00144057,0.00015154,0.00141242,668747.91195950,97500.00000000,571247.91195950,5.85895294,0.22843805,0.21489916,0.90773625,0.26667023,1.25863411,0.78145468,-0.29232412,469,2017,0.74855968,2022,-0.23804292,0.44671160,0.19858758,,,0.55311864,0.12427671
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.80000000,0.25000000,0.80000000,QQQ<SMA200,0.01365225,0.27137620,0.01363564,0.27137620,620665.59824000,97500.00000000,523165.59824000,5.36580101,0.21969796,0.20698337,0.88729813,0.26391892,1.22811280,0.80454549,-0.27307090,574,2017,0.74855778,2022,-0.16260510,0.46022524,0.19858758,,,0.53961482,0.06869893
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-14,false,true,0.80000000,0.30000000,0.60000000,,0.00018338,0.00177808,0.00016736,0.00176905,790946.01390000,97500.00000000,693446.01390000,7.11226681,0.24468221,0.23268648,1.00415850,0.24978243,1.40276353,0.70959503,-0.34481951,561,2013,0.60909734,2022,-0.30909138,0.47358354,0.39864638,,,0.52623308,0.14915310
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.80000000,0.30000000,0.60000000,QQQ<SMA200,0.01588266,0.32182803,0.01586803,0.32182803,721216.83843800,97500.00000000,623716.83843800,6.39709578,0.23414332,0.22290683,0.98807185,0.24370054,1.37583595,0.83082911,-0.28181887,562,2013,0.60916523,2022,-0.22401690,0.48929754,0.39864638,,,0.51052249,0.08626212
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-14,false,true,0.80000000,0.30000000,0.70000000,,0.00017051,0.00177808,0.00015475,0.00176905,893849.19897500,97500.00000000,796349.19897500,8.16768409,0.25941198,0.24564489,0.97410572,0.27705753,1.35525084,0.73794683,-0.35153208,605,2013,0.75556775,2022,-0.31121182,0.42235617,0.29864532,,,0.57747332,0.14913983
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.80000000,0.30000000,0.70000000,QQQ<SMA200,0.01564750,0.32166018,0.01563278,0.32166018,823206.77034100,97500.00000000,725706.77034100,7.44314636,0.24982714,0.23692205,0.95984535,0.27164439,1.33201872,0.86373236,-0.28924138,605,2013,0.75562869,2022,-0.22651443,0.43785125,0.29864532,,,0.56198319,0.08642997
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-14,false,true,0.80000000,0.30000000,0.80000000,,0.00017106,0.00177808,0.00015393,0.00176905,950831.65879250,97500.00000000,853331.65879250,8.75211958,0.26637213,0.25219385,0.94010235,0.30013555,1.30340283,0.74378834,-0.35812894,605,2013,0.81647271,2022,-0.31121794,0.38244601,0.19844196,,,0.61738293,0.14914393
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.80000000,0.30000000,0.80000000,QQQ<SMA200,0.01598167,0.32165110,0.01596650,0.32165110,875783.13928800,97500.00000000,778283.13928800,7.98239117,0.25667726,0.24348143,0.92537203,0.29490049,1.28008431,0.81268503,-0.31583855,576,2013,0.81644510,2022,-0.22650300,0.39824831,0.19844196,,,0.60157351,0.08643905
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-14,false,true,0.80000000,0.35000000,0.60000000,,0.00018209,0.00166045,0.00016692,0.00164873,983617.54909000,97500.00000000,886117.54909000,9.08838512,0.26692170,0.25578709,1.02889846,0.26479893,1.44552180,0.68391377,-0.39028561,563,2023,0.75548448,2022,-0.35462743,0.44954405,0.39835127,,,0.55027386,0.17400462
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.80000000,0.35000000,0.60000000,QQQ<SMA200,0.01801950,0.37057447,0.01800632,0.37057447,892182.28476650,97500.00000000,794682.28476650,8.15058754,0.25565393,0.24544711,1.02256601,0.25525240,1.43141704,0.80817587,-0.31633453,563,2013,0.62285334,2022,-0.25862494,0.46742541,0.39835127,,,0.53240626,0.10553070
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-14,false,true,0.80000000,0.35000000,0.70000000,,0.00013947,0.00174452,0.00012687,0.00171765,1192818.38490250,97500.00000000,1095318.38490250,11.23403472,0.28931780,0.27624590,1.00224353,0.29917095,1.39862755,0.69684772,-0.41518082,606,2023,0.77534910,2022,-0.37762159,0.38591270,0.29828235,,,0.61394783,0.17402178
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.80000000,0.35000000,0.70000000,QQQ<SMA200,0.01782765,0.37033810,0.01781559,0.37033810,1085073.49236900,97500.00000000,987573.49236900,10.12895890,0.27837307,0.26619709,0.99326967,0.29077561,1.38166485,0.80519044,-0.34572326,606,2013,0.77488320,2022,-0.28519554,0.40359700,0.29828235,,,0.59625906,0.10576708
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-14,false,true,0.80000000,0.35000000,0.80000000,,0.00015024,0.00178900,0.00013800,0.00178657,1345181.14987250,97500.00000000,1247681.14987250,12.79672974,0.30381092,0.28902340,0.97628542,0.32798638,1.35807815,0.71779479,-0.42325595,752,2013,0.93452003,2022,-0.37990913,0.33381657,0.19821343,,,0.66603318,0.17402101
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.80000000,0.35000000,0.80000000,QQQ<SMA200,0.01759076,0.37019256,0.01757829,0.37019256,1233085.06685400,97500.00000000,1135585.06685400,11.64702633,0.29362042,0.27977267,0.96708320,0.32044278,1.34175519,0.82754628,-0.35480845,752,2013,0.93456574,2022,-0.28792655,0.35124881,0.19821343,,,0.64859379,0.10591261
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA85,full,full,2012-01-03,2026-08-14,false,true,0.85000000,0.25000000,0.60000000,,0.00017748,0.00199152,0.00015826,0.00195453,572070.12085050,97500.00000000,474570.12085050,4.86738585,0.21112206,0.19832521,0.95891727,0.22736058,1.33578233,0.80862095,-0.26108903,520,2013,0.57212420,2022,-0.22386423,0.51319573,0.39804547,,,0.48662679,0.11475708
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA85 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.85000000,0.25000000,0.60000000,QQQ<SMA200,0.01232239,0.26066699,0.01230490,0.26066699,528354.49971100,97500.00000000,430854.49971100,4.41902051,0.20212452,0.18987199,0.93442962,0.22466325,1.29890011,0.81165281,-0.24902830,355,2013,0.57210999,2022,-0.15885854,0.52531879,0.39804547,,,0.47448663,0.07378184
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA85,full,full,2012-01-03,2026-08-14,false,true,0.85000000,0.25000000,0.70000000,,0.00017996,0.00199152,0.00016070,0.00195448,610566.38781550,97500.00000000,513066.38781550,5.26221936,0.21833187,0.20524200,0.92566474,0.24705853,1.28485537,0.82995191,-0.26306569,570,2017,0.65981005,2022,-0.22386419,0.47875026,0.29922454,,,0.52106978,0.11474862
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA85 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.85000000,0.25000000,0.70000000,QQQ<SMA200,0.01223280,0.26063613,0.01221464,0.26063613,564689.85354000,97500.00000000,467189.85354000,4.79169081,0.20946733,0.19694526,0.90257443,0.24459264,1.25060140,0.83646368,-0.25042012,355,2017,0.65983019,2022,-0.15889171,0.49081888,0.29934078,,,0.50900682,0.07381271
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA85,full,full,2012-01-03,2026-08-14,false,true,0.85000000,0.25000000,0.80000000,,0.00017313,0.00199152,0.00015555,0.00195448,656586.45784250,97500.00000000,559086.45784250,5.73422008,0.22700680,0.21295271,0.91459484,0.26203595,1.26973488,0.78535395,-0.28905030,474,2017,0.75577179,2022,-0.22386299,0.45330214,0.19888355,,,0.54652473,0.11473084
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA85 gate QQQ<SMA200,full,full,2012-01-03,2026-08-14,false,true,0.85000000,0.25000000,0.80000000,QQQ<SMA200,0.01223425,0.26056093,0.01221760,0.26056093,606701.09973700,97500.00000000,509201.09973700,5.22257538,0.21808648,0.20456780,0.89225858,0.25971483,1.23680178,0.82061059,-0.26576124,474,2017,0.75576754,2022,-0.15895600,0.46534828,0.19888355,,,0.53446483,0.07388790
