label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.score,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.SCZ.avg,exposure.SCZ.min,exposure.SPY.avg,exposure.SPY.min,exposure.TIP.avg,exposure.TIP.min,exposure.TLT.avg,exposure.TLT.min
ROT SPY+SCZ top1 1-3-6-12U fb best(TIP+TLT@1M),sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,0.00220909,0.00887397,0.00228295,0.00887535,49167.44477678,40000.00000000,9167.44477678,0.22918612,0.08620251,0.06674264,0.67662767,0.13624784,0.93442817,0.43656489,-0.19745636,,2013,0.24648066,2015,-0.03891308,1307230.12010972,309.89225086,4.23715336,0.00774731,0.31118398,0.00000000,0.60468600,0.00000000,0.00000000,0.00000000,0.08184707,0.00000000
SPY60/TLT40,sens,sens_2012-01-03,2012-01-03,2017-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00528423,0.01325508,0.00362127,0.00779943,52418.57698141,40000.00000000,12418.57698141,0.31046442,0.09631599,0.08760140,1.31456304,0.07208046,1.90453714,1.20813135,-0.07972311,375,2014,0.18512358,2015,0.00292179,54723.70427190,4.64398945,0.17824491,0.00011610,,,0.59667181,0.59220057,,,0.39804218,0.39374228
EW SPY/SCZ/TIP/TLT,sens,sens_2012-01-03,2012-01-03,2017-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00729881,0.01751251,0.00342268,0.00892687,47924.65578445,40000.00000000,7924.65578445,0.19811639,0.06809828,0.05842466,1.05080149,0.06482826,1.50707577,0.87115869,-0.07816978,163,2012,0.10560798,2017,0.00460773,52025.18291382,11.23408749,0.18001955,0.00028085,0.24932062,0.24780193,0.24713257,0.24107313,0.24822352,0.24200033,0.24801996,0.24419267
SPY benchmark,sens,sens_2012-01-03,2012-01-03,2017-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00239049,0.00887397,0.00239169,0.00887535,59070.77871491,40000.00000000,19070.77871491,0.47676947,0.13984583,0.12676115,1.09225606,0.12755911,1.57511286,1.06101226,-0.13180416,334,2013,0.31819168,2017,0.00763075,39853.28689682,2.78973008,0.11934910,0.00006974,,,0.99760831,0.99112465,,,,
ROT SPY+SCZ top1 1-3U fb best(TIP+TLT@1M),sens,sens_2012-07-03,2012-07-03,2017-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3U,0.00200675,0.00970890,0.00209313,0.00971039,47363.87192249,40000.00000000,7363.87192249,0.18409680,0.07434591,0.05467295,0.61034731,0.13214458,0.84199728,0.35208136,-0.21116118,,2013,0.22056790,2015,-0.11422091,1422031.25097420,298.34021261,4.94631190,0.00745851,0.39307027,0.00000000,0.47385799,0.00000000,0.01638186,0.00000000,0.11459674,0.00000000
ROT SPY+SCZ top1 1-3-6U fb best(TIP+TLT@1M),sens,sens_2012-07-03,2012-07-03,2017-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6U,0.00178913,0.00970890,0.00184696,0.00971039,54561.70261852,40000.00000000,14561.70261852,0.36404257,0.11729141,0.10082245,0.90915836,0.13190277,1.26351826,0.68686983,-0.17076222,718,2013,0.24709001,2015,0.00829586,1007361.62759275,238.04560153,3.16719569,0.00595114,0.40949668,0.00000000,0.52314317,0.00000000,0.00000000,0.00000000,0.06551319,0.00000000
ROT SPY+SCZ top1 1-3-6-12U fb best(TIP+TLT@1M),sens,sens_2012-07-03,2012-07-03,2017-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,0.00237318,0.00970890,0.00244912,0.00971039,51636.29719584,40000.00000000,11636.29719584,0.29090743,0.09958626,0.08279794,0.78305108,0.13285420,1.08284500,0.50463968,-0.19734133,748,2013,0.24647040,2015,-0.03882594,1207149.94446719,297.24974109,3.94420484,0.00743124,0.36030978,0.00000000,0.57172362,0.00000000,0.00000000,0.00000000,0.06551748,0.00000000
SPY60/TLT40,sens,sens_2012-07-03,2012-07-03,2017-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00523451,0.01338218,0.00382760,0.00827775,53063.56855034,40000.00000000,13063.56855034,0.32658921,0.09421178,0.09170787,1.30653844,0.07100763,1.89168587,1.18455774,-0.07953330,375,2014,0.18483196,2015,0.00295096,50801.38088001,4.29987987,0.16880808,0.00010750,,,0.59665940,0.59172225,,,0.39810438,0.39206671
EW SPY/SCZ/TIP/TLT,sens,sens_2012-07-03,2012-07-03,2017-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00719175,0.01791574,0.00355632,0.00809118,49362.84092447,40000.00000000,9362.84092447,0.23407102,0.07057874,0.06811712,1.11670252,0.06299457,1.60802079,0.90313796,-0.07814835,163,2014,0.08667371,2015,0.01767635,49634.01577918,10.65828741,0.17446293,0.00026646,0.24929498,0.24796753,0.24710310,0.24190882,0.24832898,0.24337617,0.24807676,0.24199053
SPY benchmark,sens,sens_2012-07-03,2012-07-03,2017-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00260592,0.00970890,0.00260714,0.00971039,59584.96777047,40000.00000000,19584.96777047,0.48962419,0.13937750,0.12977229,1.12857229,0.12256502,1.62712006,1.05788608,-0.13175095,334,2013,0.31798024,2015,0.00918003,39976.79686136,2.79837578,0.12194151,0.00006996,,,0.99739286,0.99028961,,,,
ROT SPY+SCZ top1 1-3U fb best(TIP+TLT@1M),sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3U,0.00239331,0.00967020,0.00248281,0.00967122,50146.43630057,40000.00000000,10146.43630057,0.25366091,0.07053694,0.07318280,0.59768558,0.12788312,0.81383202,0.33409215,-0.21113020,983,2017,0.27050844,2015,-0.11417319,1244295.18362873,270.32845396,4.58563348,0.00675821,0.39313778,0.00000000,0.47344851,0.00000000,0.01637792,0.00000000,0.11455297,0.00000000
ROT SPY+SCZ top1 1-3-6U fb best(TIP+TLT@1M),sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6U,0.00210316,0.00960825,0.00216927,0.00960929,57471.00917125,40000.00000000,17471.00917125,0.43677523,0.12290549,0.11777485,0.96787687,0.12843909,1.33396500,0.72049717,-0.17058428,718,2013,0.23384777,2015,0.00825615,1057294.74028233,264.06834767,3.43441557,0.00660171,0.45864824,0.00000000,0.47372049,0.00000000,0.00000000,0.00000000,0.06546200,0.00000000
ROT SPY+SCZ top1 1-3-6-12U fb best(TIP+TLT@1M),sens,sens_2013-01-03,2013-01-03,2018-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,0.00222915,0.00960825,0.00230419,0.00960929,55620.60608762,40000.00000000,15620.60608762,0.39051515,0.11014524,0.10703259,0.87408512,0.12925186,1.20269327,0.55833965,-0.19727283,748,2017,0.24749074,2015,-0.03870473,1002181.36470089,250.42856501,3.37882402,0.00626071,0.44222572,0.00000000,0.49003261,0.00000000,0.00000000,0.00000000,0.06543748,0.00000000
SPY60/TLT40,sens,sens_2013-01-03,2013-01-03,2018-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00483761,0.01145924,0.00349911,0.01017767,55293.05415834,40000.00000000,15293.05415834,0.38232635,0.10704046,0.10509654,1.48633213,0.07013048,2.15092304,1.34040516,-0.07985679,375,2014,0.18535321,2015,0.00226067,48985.51205764,4.15398601,0.16138286,0.00010385,,,0.59690463,0.58982233,,,0.39825607,0.39242359
EW SPY/SCZ/TIP/TLT,sens,sens_2013-01-03,2013-01-03,2018-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00809607,0.02349924,0.00396240,0.01037368,51310.92558822,40000.00000000,11310.92558822,0.28277314,0.07806029,0.08066345,1.24312830,0.06206116,1.78584138,1.00701382,-0.07751660,163,2017,0.15729802,2018,0.00498896,48780.57229650,10.44989062,0.17165369,0.00026125,0.24918703,0.24745880,0.24664224,0.23962632,0.24777406,0.24191135,0.24829614,0.24432088
SPY benchmark,sens,sens_2013-01-03,2013-01-03,2018-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00287082,0.00832314,0.00287203,0.00832416,62544.27894207,40000.00000000,22544.27894207,0.56360697,0.15059183,0.14566483,1.25082739,0.11780405,1.78798867,1.14321205,-0.13172695,334,2013,0.28753949,2015,0.00897591,39936.41762853,2.79554923,0.12315887,0.00006989,,,0.99712797,0.99167584,,,,
ROT SPY+SCZ top1 1-3U fb best(TIP+TLT@1M),sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3U,0.00246766,0.01096246,0.00255548,0.01123778,49848.15999940,40000.00000000,9848.15999940,0.24620400,0.06862153,0.07131309,0.58601088,0.12724217,0.79149577,0.32510295,-0.21107631,983,2017,0.27061419,2015,-0.11426172,1396066.19485906,305.29928450,5.11287578,0.00763248,0.34397236,0.00000000,0.48978631,0.00000000,0.04914027,0.00000000,0.11454557,0.00000000
ROT SPY+SCZ top1 1-3-6U fb best(TIP+TLT@1M),sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6U,0.00224138,0.01063749,0.00231296,0.01067211,52968.98624198,40000.00000000,12968.98624198,0.32422466,0.10486272,0.09113620,0.83045725,0.13049264,1.13283730,0.61444690,-0.17066197,718,2017,0.23062473,2018,-0.01576044,1211682.99080217,308.89234266,3.95951336,0.00772231,0.40948058,0.00000000,0.52269024,0.00000000,0.00000000,0.00000000,0.06551621,0.00000000
ROT SPY+SCZ top1 1-3-6-12U fb best(TIP+TLT@1M),sens,sens_2013-07-03,2013-07-03,2018-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,0.00209691,0.01063749,0.00216810,0.01067211,52828.67078632,40000.00000000,12828.67078632,0.32071677,0.09819949,0.09026871,0.79088103,0.12914396,1.07849957,0.49801111,-0.19718333,748,2017,0.24751890,2015,-0.03852806,942375.09124403,234.32074967,3.18444524,0.00585802,0.42585897,0.00000000,0.50649112,0.00000000,0.00000000,0.00000000,0.06548181,0.00000000
SPY60/TLT40,sens,sens_2013-07-03,2013-07-03,2018-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00505945,0.01735473,0.00351987,0.01175099,52726.81630889,40000.00000000,12726.81630889,0.31817041,0.09678098,0.08963766,1.30166850,0.07308233,1.85678374,1.21725521,-0.07950755,375,2014,0.18425385,2015,0.00312556,50472.31941320,4.25001295,0.16704301,0.00010625,,,0.59677469,0.58824901,,,0.39816415,0.39435595
EW SPY/SCZ/TIP/TLT,sens,sens_2013-07-03,2013-07-03,2018-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00770131,0.01815650,0.00398421,0.00989977,49316.93551634,40000.00000000,9316.93551634,0.23292339,0.07329847,0.06782320,1.16424032,0.06248305,1.66524588,1.06109713,-0.06907800,337,2017,0.15704585,2018,-0.00810353,48281.06795296,10.38464679,0.16808258,0.00025962,0.24918951,0.24759822,0.24665175,0.24010023,0.24802098,0.24330386,0.24843206,0.24272740
SPY benchmark,sens,sens_2013-07-03,2013-07-03,2018-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00333273,0.01120590,0.00333396,0.01120708,58377.87129095,40000.00000000,18377.87129095,0.45944678,0.12783394,0.12304346,1.04054177,0.12299664,1.46440622,0.97652677,-0.13090674,334,2017,0.21310750,2015,0.00996807,39770.47898550,2.78393353,0.12552873,0.00006960,,,0.99666604,0.98879292,,,,
ROT SPY+SCZ top1 1-3U fb best(TIP+TLT@1M),sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3U,0.00307857,0.00773921,0.00316154,0.00782211,50925.27705523,40000.00000000,10925.27705523,0.27313193,0.05472284,0.07821515,0.48230338,0.12763805,0.64174944,0.25916546,-0.21115019,983,2017,0.27039606,2015,-0.11412117,1311105.87226205,271.62278707,4.95093700,0.00679057,0.29470205,0.00000000,0.48964312,0.00000000,0.06544268,0.00000000,0.14705061,0.00000000
ROT SPY+SCZ top1 1-3-6U fb best(TIP+TLT@1M),sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6U,0.00301182,0.00882902,0.00308651,0.00882967,53082.21435523,40000.00000000,13082.21435523,0.32705536,0.08894568,0.09175569,0.71855015,0.13074789,0.96619837,0.52160194,-0.17052406,718,2017,0.23062052,2015,0.00851679,1192646.38957910,285.81141226,4.09935269,0.00714529,0.34395794,0.00000000,0.53843059,0.00000000,0.01637827,0.00000000,0.09814669,0.00000000
ROT SPY+SCZ top1 1-3-6-12U fb best(TIP+TLT@1M),sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,0.00238883,0.01332358,0.00245628,0.01359681,45897.10713275,40000.00000000,5897.10713275,0.14742768,0.05122031,0.04442875,0.44048928,0.13410270,0.58926848,0.24881576,-0.20585638,,2017,0.24733902,2018,-0.07287345,1017045.56618035,214.19124090,3.59603888,0.00535478,0.36029693,0.00000000,0.53902055,0.00000000,0.01637204,0.00000000,0.08185421,0.00000000
