label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.KMLM.avg,exposure.KMLM.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ:MOMM1-3-6-12U<=0,0.03290431,0.28496375,0.03235769,0.28496954,49622.27584565,34000.00000000,15622.27584565,0.45947870,0.13497160,0.14733329,0.72369136,0.20471499,1.00881494,0.70783444,-0.19068245,167,2021,0.26458541,2022,-0.13314967,368681.53931899,122.77626092,1.68778807,0.00361107,0.47763995,0.14872668,0.15882824,0.04898819,,,,,0.36211685,0.05590267
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ:MOMM1-3-6-12U<=0 off0,0.00133667,0.00359694,0.00077705,0.00173904,50214.44219204,34000.00000000,16214.44219204,0.47689536,0.14130144,0.15208856,0.72266250,0.21603895,1.00901293,0.74103016,-0.19068245,167,2021,0.26458541,2022,-0.07820485,394858.56322946,131.43940576,1.78273353,0.00386586,0.49513934,0.14872668,0.16464505,0.04898819,,,,,0.33883062,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.04024066,0.30414717,0.03976134,0.30415269,51269.33865329,34000.00000000,17269.33865329,0.50792173,0.15090620,0.16044356,0.78998282,0.20545743,1.10305798,0.79140059,-0.19068245,167,2021,0.26458541,2022,-0.07342515,375872.92511588,125.36933430,1.66587362,0.00368733,0.48325530,0.14872668,0.16072173,0.04898819,,,,,0.35468439,0.04055717
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.03163122,0.23271690,0.03114790,0.23272072,53165.29854151,34000.00000000,19165.29854151,0.56368525,0.16462791,0.17510226,0.84591249,0.20610331,1.18438989,0.86336166,-0.19068245,167,2023,0.30827017,2022,-0.07342515,384907.19311387,127.97935892,1.66301768,0.00376410,0.47677267,0.14872668,0.15853371,0.04898819,,,,,0.36333949,0.04055717
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00669724,0.26745497,0.00618073,0.26746294,53968.17292077,34000.00000000,19968.17292077,0.58729920,0.17584200,0.18117742,0.86206982,0.21577883,1.20933145,0.92217194,-0.19068245,167,2021,0.26458541,2020,0.01925133,402604.26087671,134.26403746,1.69373722,0.00394894,0.49928703,0.14872668,0.16605274,0.04898819,,,,,0.33336389,0.00000000
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL50+KMLM50,,0.00143373,0.00374295,0.00078363,0.00173516,55380.50960290,34000.00000000,21380.50960290,0.62883852,0.18745425,0.19168242,0.92091864,0.21177511,1.29516400,1.11795317,-0.16767630,543,2023,0.49705097,2022,-0.13039694,429317.19013139,160.89986009,1.76998725,0.00473235,0.30247364,0.09988652,,,0.30227532,0.09942933,,,0.39376416,0.13875850
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL50+KMLM50,QQQ<SMA200,0.03026359,0.23306855,0.02978006,0.23307415,55198.38829729,34000.00000000,21198.38829729,0.62348201,0.18941448,0.19034051,0.93020451,0.21135449,1.29913187,1.14933002,-0.16480425,,2023,0.37454047,2022,-0.04669946,412218.49716053,156.25714349,1.68919274,0.00459580,0.31710843,0.09988652,,,0.31691690,0.09942933,,,0.36467502,0.04020374
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL50+KMLM50,QQQ:MOMM1-3-6-12U<=0,0.03281096,0.28377564,0.03230087,0.28378189,50427.20869830,34000.00000000,16427.20869830,0.48315320,0.15140819,0.15378556,0.78300249,0.20872121,1.08458719,0.85238940,-0.17762796,725,2021,0.29551315,2022,-0.11225843,380873.16905883,144.39960588,1.67966120,0.00424705,0.31832027,0.09988652,,,0.31805277,0.09942933,,,0.36218377,0.05774341
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL50+KMLM50,QQQ:MOMM1-3-6-12U<=0 off0,0.00140113,0.00374295,0.00081582,0.00173516,51129.60509896,34000.00000000,17129.60509896,0.50381191,0.15873801,0.15934522,0.78648439,0.21859693,1.08968858,0.96396027,-0.16467278,,2021,0.29551315,2022,-0.05284385,409343.93737984,155.15357284,1.77612818,0.00456334,0.32999642,0.09988652,,,0.32976714,0.09942933,,,0.33878017,0.00000000
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL50+KMLM50,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.04097358,0.30539188,0.04045693,0.30539769,52238.06936109,34000.00000000,18238.06936109,0.53641380,0.16851163,0.16798934,0.85258039,0.20917269,1.18261100,1.02312644,-0.16470264,,2021,0.29551315,2022,-0.04669946,389140.95252583,147.79114343,1.65693814,0.00434680,0.32244737,0.09988652,,,0.32221019,0.09942933,,,0.35396164,0.04020374
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL50+KMLM50,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.03223959,0.23306855,0.03176768,0.23307415,54136.47908358,34000.00000000,20136.47908358,0.59224938,0.18203387,0.18244132,0.90419344,0.21026780,1.25930959,1.10560251,-0.16464676,,2023,0.34058475,2022,-0.04669946,398006.20404443,150.98196221,1.65314310,0.00444065,0.31813591,0.09988652,,,0.31794342,0.09942933,,,0.36264043,0.04020374
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL50+KMLM50,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00674215,0.26745377,0.00620077,0.26746294,55070.69390713,34000.00000000,21070.69390713,0.61972629,0.19391237,0.18939741,0.92565043,0.21805773,1.28878662,1.17772042,-0.16465060,,2021,0.29551315,2020,0.02851468,417650.53010983,158.66672224,1.68586231,0.00466667,0.33274719,0.09988652,,,0.33257476,0.09942933,,,0.33333368,0.00000000
50/50,fit,fit,2020-12-18,2024-12-31,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.00103485,0.00318041,0.00074167,0.00175609,56027.89540822,34000.00000000,22027.89540822,0.64787928,0.15656642,0.19642274,0.66051083,0.28104654,0.93553644,0.34991298,-0.44744386,752,2023,0.69929069,2022,-0.42506651,109509.30779703,41.62555666,0.50230274,0.00122428,0.49951089,0.49856868,,,,,,,0.49943501,0.49824391
TQQQ50/BTAL50 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.06878676,0.39663067,0.06855602,0.39663758,59190.12084596,34000.00000000,25190.12084596,0.74088591,0.18800160,0.21893904,0.88295604,0.22449511,1.27068635,0.60661015,-0.30992162,683,2023,0.46780948,2022,-0.25830154,104436.39141814,41.31127599,0.45179219,0.00121504,0.56750307,0.49856868,,,,,,,0.43153983,0.10336242
SPY benchmark,fit,fit,2020-12-18,2024-12-31,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.00885396,0.02938556,0.00885542,0.02941953,49363.59276674,34000.00000000,15363.59276674,0.45187038,0.13405134,0.14524092,0.85649732,0.16299656,1.22777682,0.54819872,-0.24453056,709,2021,0.28166993,2022,-0.18247338,33760.58665248,2.36324107,0.15811837,0.00006951,,,,,,,0.99114458,0.97058047,,
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+KMLM25,,0.00280030,0.00507072,0.00168168,0.00277100,23212.41042765,19500.00000000,3712.41042765,0.19038002,0.14139813,0.14859085,0.78046196,0.19542930,1.07508047,0.87368832,-0.16184047,215,2025,0.17497477,2026,0.05722354,99639.42776931,38.27279914,1.88178802,0.00196271,0.43828791,0.14913463,,,0.14533151,0.04871862,,,0.41351915,0.21217815
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+KMLM25,QQQ<SMA200,0.00790325,0.07190527,0.00665778,0.07191910,23119.47620128,19500.00000000,3619.47620128,0.18561416,0.13687152,0.14498392,0.77671759,0.18982464,1.06645442,0.84701986,-0.16159187,215,2025,0.16657393,2026,0.05792014,98281.95150997,37.97721597,1.86421397,0.00194755,0.44195869,0.14904769,,,0.14637035,0.04842351,,,0.40844606,0.19026999
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+KMLM25,QQQ:MOMM1-3-6-12U<=0,0.00633775,0.07190527,0.00527905,0.07191910,23221.94556533,19500.00000000,3721.94556533,0.19086900,0.14187780,0.14896062,0.79959664,0.18996951,1.09867829,0.87738061,-0.16170611,215,2025,0.17576504,2026,0.05724119,98234.21762730,37.81347903,1.85381005,0.00193915,0.44099209,0.14905388,,,0.14619735,0.04868823,,,0.40995425,0.20104797
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+KMLM25,QQQ:MOMM1-3-6-12U<=0 off0,0.00263167,0.00507072,0.00162521,0.00352734,23255.11011023,19500.00000000,3755.11011023,0.19256975,0.14342595,0.15024630,0.79599024,0.19334390,1.10244758,0.88398618,-0.16224909,215,2025,0.17806861,2026,0.05752104,106625.50992077,40.85902200,2.00762127,0.00209533,0.44844067,0.14928998,,,0.14882422,0.04859490,,,0.40003669,0.00000000
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+KMLM25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.00790325,0.07190527,0.00665778,0.07191910,23119.47620128,19500.00000000,3619.47620128,0.18561416,0.13687152,0.14498392,0.77671759,0.18982464,1.06645442,0.84701986,-0.16159187,215,2025,0.16657393,2026,0.05792014,98281.95150997,37.97721597,1.86421397,0.00194755,0.44195869,0.14904769,,,0.14637035,0.04842351,,,0.40844606,0.19026999
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+KMLM25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.00790325,0.07190527,0.00665778,0.07191910,23119.47620128,19500.00000000,3619.47620128,0.18561416,0.13687152,0.14498392,0.77671759,0.18982464,1.06645442,0.84701986,-0.16159187,215,2025,0.16657393,2026,0.05792014,98281.95150997,37.97721597,1.86421397,0.00194755,0.44195869,0.14904769,,,0.14637035,0.04842351,,,0.40844606,0.19026999
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+KMLM25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.01328299,0.21664415,0.01241918,0.21665678,22277.29838681,19500.00000000,2777.29838681,0.14242556,0.09734351,0.11204842,0.57619682,0.19600128,0.79160370,0.60153947,-0.16182397,215,2025,0.10160553,2026,0.05714522,104484.52508455,40.25733719,2.05624231,0.00206448,0.45672474,0.14916174,,,0.15146436,0.04909121,,,0.38920373,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,,0.00283545,0.00480199,0.00171663,0.00337716,23339.77191768,19500.00000000,3839.77191768,0.19691138,0.14878593,0.15352526,0.80157905,0.19938100,1.10588151,0.90947340,-0.16359569,215,2025,0.19582922,2026,0.04983567,100285.87517845,33.93712809,1.87609240,0.00174037,0.43834624,0.14925848,0.14549481,0.04886968,,,,,0.41326986,0.21253425
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200,0.00772903,0.07176103,0.00664572,0.07177044,23236.34038584,19500.00000000,3736.34038584,0.19160720,0.14406598,0.14951874,0.79789651,0.19370191,1.09625660,0.88253297,-0.16324147,215,2025,0.18771681,2026,0.04989352,98799.17890052,33.60276736,1.85591509,0.00172322,0.44201290,0.14913536,0.14673013,0.04848469,,,,,0.40829703,0.18908870
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ:MOMM1-3-6-12U<=0,0.00613241,0.07176103,0.00523667,0.07177044,23356.67523669,19500.00000000,3856.67523669,0.19777822,0.14970667,0.15417940,0.82289892,0.19388851,1.13133922,0.91508960,-0.16359783,215,2025,0.19774385,2026,0.04953556,98874.60870031,33.45153799,1.84731795,0.00171546,0.44106692,0.14906048,0.14649782,0.04879466,,,,,0.40974723,0.20119662
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ:MOMM1-3-6-12U<=0 off0,0.00283068,0.00486982,0.00180518,0.00356384,23437.89256856,19500.00000000,3937.89256856,0.20194321,0.15338168,0.15731997,0.82936397,0.19696408,1.15232002,0.93798871,-0.16352188,215,2025,0.20327223,2026,0.05019563,107451.97837980,36.23262975,1.99936682,0.00185808,0.44854824,0.14889775,0.14883104,0.04861421,,,,,0.39973164,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.00772903,0.07176103,0.00664572,0.07177044,23236.34038584,19500.00000000,3736.34038584,0.19160720,0.14406598,0.14951874,0.79789651,0.19370191,1.09625660,0.88253297,-0.16324147,215,2025,0.18771681,2026,0.04989352,98799.17890052,33.60276736,1.85591509,0.00172322,0.44201290,0.14913536,0.14673013,0.04848469,,,,,0.40829703,0.18908870
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.00772903,0.07176103,0.00664572,0.07177044,23236.34038584,19500.00000000,3736.34038584,0.19160720,0.14406598,0.14951874,0.79789651,0.19370191,1.09625660,0.88253297,-0.16324147,215,2025,0.18771681,2026,0.04989352,98799.17890052,33.60276736,1.85591509,0.00172322,0.44201290,0.14913536,0.14673013,0.04848469,,,,,0.40829703,0.18908870
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.01373962,0.21664468,0.01256698,0.21665678,22429.82825989,19500.00000000,2929.82825989,0.15024760,0.10617192,0.11804729,0.61059786,0.19924814,0.84223091,0.64952782,-0.16346015,215,2025,0.12402142,2026,0.04976798,105246.07255311,35.68567960,2.04844241,0.00183003,0.45661887,0.14911950,0.15146866,0.04908007,,,,,0.38888456,0.00000000
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL50+KMLM50,,0.00294587,0.00557823,0.00180775,0.00289711,24379.96390139,19500.00000000,4879.96390139,0.25025456,0.17893108,0.19345838,0.88982730,0.21183623,1.23259432,1.12146395,-0.15955134,152,2025,0.18618819,2026,0.10429587,101690.28919538,38.98146538,1.88298114,0.00199905,0.29206881,0.09946825,,,0.29152614,0.09871829,,,0.41339783,0.21325501
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL50+KMLM50,QQQ<SMA200,0.00718796,0.07184905,0.00628821,0.07186361,24249.22963628,19500.00000000,4749.22963628,0.24355024,0.17342157,0.18847475,0.88946193,0.20502483,1.22852746,1.16742198,-0.14855088,191,2025,0.17872522,2026,0.10278333,100361.93841575,38.77281866,1.86635244,0.00198835,0.29440098,0.09887666,,,0.29418629,0.09920749,,,0.40884456,0.19037701
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL50+KMLM50,QQQ:MOMM1-3-6-12U<=0,0.00631048,0.07184905,0.00528183,0.07186361,24395.96742863,19500.00000000,4895.96742863,0.25107525,0.17965855,0.19406776,0.91540063,0.20506505,1.26577801,1.21326174,-0.14807897,191,2025,0.18743606,2026,0.10425193,100187.37631860,38.55399905,1.85339339,0.00197713,0.29376239,0.09940901,,,0.29353260,0.09862548,,,0.40981232,0.20110345
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL50+KMLM50,QQQ:MOMM1-3-6-12U<=0 off0,0.00289247,0.00557823,0.00180867,0.00332004,24411.58931761,19500.00000000,4911.58931761,0.25187638,0.18051860,0.19466246,0.93039045,0.20184629,1.28781063,1.21617105,-0.14843192,191,2025,0.18920482,2026,0.10392816,108573.65988586,41.60684638,2.00511342,0.00213368,0.29885303,0.09927220,,,0.29855622,0.09850840,,,0.39963111,0.00000000
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL50+KMLM50,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.00718796,0.07184905,0.00628821,0.07186361,24249.22963628,19500.00000000,4749.22963628,0.24355024,0.17342157,0.18847475,0.88946193,0.20502483,1.22852746,1.16742198,-0.14855088,191,2025,0.17872522,2026,0.10278333,100361.93841575,38.77281866,1.86635244,0.00198835,0.29440098,0.09887666,,,0.29418629,0.09920749,,,0.40884456,0.19037701
