label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.weights,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.KMLM.avg,exposure.KMLM.min,exposure.NTSX.avg,exposure.NTSX.min,exposure.RPAR.avg,exposure.RPAR.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
NTSX100,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""NTSX"":1.0}",0.00101798,0.00361375,0.00103449,0.00391257,33210.23728396,28000.00000000,5210.23728396,0.18607990,0.04985651,0.08535810,0.36624617,0.17505732,0.51814802,0.15874081,-0.31407492,898,2023,0.22426771,2022,-0.25958024,27976.37370721,16.78582422,0.24849841,0.00059949,,,,,,,,,0.99896551,0.99608743,,,,,,
RPAR100,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""RPAR"":1.0}",0.00059934,0.00157681,0.00061635,0.00158731,26692.55874890,28000.00000000,-1307.44125110,-0.04669433,-0.04434016,-0.02326245,-0.27595506,0.13287289,-0.38623449,-0.14461438,-0.30660960,,2023,0.05504118,2022,-0.23266632,27968.11160972,16.78086697,0.27141747,0.00059932,,,,,,,,,,,0.99938365,0.99841269,,,,
NTSX50/RPAR50,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""NTSX"":0.5,""RPAR"":0.5}",0.00153095,0.00482020,0.00114480,0.00310543,29794.25916921,28000.00000000,1794.25916921,0.06408068,0.00240722,0.03063595,0.08753467,0.14103434,0.12295243,0.00793360,-0.30342153,,2023,0.13683780,2022,-0.24529444,28020.74909044,16.81244945,0.26011331,0.00060044,,,,,,,,,0.49904688,0.49689457,0.49940541,0.49818381,,,,
NTSX75/BIL25,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.25,""NTSX"":0.75}",0.00344615,0.00959460,0.00266129,0.00673052,32500.95103874,28000.00000000,4500.95103874,0.16074825,0.04704561,0.07435107,0.41782505,0.13081986,0.59232050,0.19457700,-0.24178403,814,2023,0.17905837,2022,-0.19494651,30216.17552082,12.91051451,0.26491257,0.00046109,0.24751721,0.24326948,,,,,,,0.74902388,0.74712689,,,,,,
NTSX50/BIL50,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.5,""NTSX"":0.5}",0.00327403,0.00858652,0.00236577,0.00632321,31682.29983946,28000.00000000,3682.29983946,0.13151071,0.04195541,0.06142369,0.51791786,0.08686731,0.73739461,0.25573805,-0.16405620,763,2023,0.13314285,2022,-0.12749186,30657.70187206,9.70213373,0.26583904,0.00034650,0.49785551,0.49367679,,,,,,,0.49886111,0.49660266,,,,,,
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-06-18,2021-06-18,2024-06-18,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.03967411,0.23495072,0.03916985,0.23495763,46704.33476997,28000.00000000,18704.33476997,0.66801196,0.24434417,0.26789408,1.31910180,0.17832545,1.93525456,1.77456777,-0.13769222,80,2023,0.34996238,2022,-0.05898821,219620.63060284,83.86960063,1.55911092,0.00299534,,,0.49535679,0.16977769,,,0.16465146,0.05661502,,,,,,,0.33855471,0.03832026
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-06-18,2021-06-18,2024-06-18,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.03956585,0.23506378,0.03918954,0.23506843,47021.21291393,28000.00000000,19021.21291393,0.67932903,0.24431780,0.27168865,1.31934782,0.17826549,1.94342785,1.72928636,-0.14128244,552,2023,0.33950301,2022,-0.07047045,218775.86953949,73.06364574,1.56761336,0.00260942,,,0.49538462,0.17030014,0.16478590,0.05651482,,,,,,,,,0.33846659,0.03820947
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-06-18,2021-06-18,2024-06-18,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.04050051,0.23546276,0.03996791,0.23546996,46861.29680794,28000.00000000,18861.29680794,0.67361774,0.25089291,0.26977599,1.29746738,0.18651736,1.88046067,1.66660260,-0.15054153,524,2023,0.37313755,2022,-0.04407304,224086.74906761,85.69181601,1.56454107,0.00306042,,,0.33052878,0.11314735,,,0.33027059,0.11348582,,,,,,,0.33768858,0.03780794
SPY benchmark,sens,sens_2021-06-18,2021-06-18,2024-06-18,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.01305644,0.03356229,0.01305829,0.03356354,36798.47644478,28000.00000000,8798.47644478,0.31423130,0.10958263,0.13853035,0.69665576,0.17059980,1.00066295,0.45487298,-0.24090819,709,2023,0.25564345,2022,-0.17936457,27684.44040194,1.93791083,0.22648326,0.00006921,,,,,,,,,,,,,0.98694171,0.96643646,,
NTSX100,sens,sens_2021-12-20,2021-12-20,2024-12-18,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""NTSX"":1.0}",0.00097737,0.00388529,0.00099422,0.00418403,33909.17629738,28000.00000000,5909.17629738,0.21104201,0.04126385,0.09610696,0.31598925,0.17891714,0.44568168,0.13130829,-0.31425164,898,2023,0.22435612,2022,-0.25979036,27949.82165899,16.76989300,0.24347060,0.00059892,,,,,,,,,0.99900578,0.99581597,,,,,,
RPAR100,sens,sens_2021-12-20,2021-12-20,2024-12-18,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""RPAR"":1.0}",0.00065641,0.00202152,0.00067367,0.00232082,26287.28439907,28000.00000000,-1712.71560093,-0.06116841,-0.05961202,-0.03066562,-0.38514447,0.13597782,-0.53598957,-0.20169732,-0.29555189,,2023,0.05494292,2022,-0.23268690,27972.72291323,16.78363375,0.27007295,0.00059942,,,,,,,,,,,0.99932633,0.99767918,,,,
NTSX50/RPAR50,sens,sens_2021-12-20,2021-12-20,2024-12-18,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""NTSX"":0.5,""RPAR"":0.5}",0.00146486,0.00406416,0.00114057,0.00265594,29884.13414804,28000.00000000,1884.13414804,0.06729051,-0.00940264,0.03215571,0.00633456,0.14417935,0.00887497,-0.03115829,-0.30177018,,2023,0.13686021,2022,-0.24497470,28231.61306587,16.93896784,0.25888518,0.00060496,,,,,,,,,0.49899526,0.49734406,0.49952277,0.49857947,,,,
NTSX75/BIL25,sens,sens_2021-12-20,2021-12-20,2024-12-18,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.25,""NTSX"":0.75}",0.00345891,0.00885307,0.00254263,0.00594338,33073.14645454,28000.00000000,5073.14645454,0.18118380,0.04244599,0.08330480,0.37855994,0.13366346,0.53530366,0.17576925,-0.24148700,814,2023,0.17866199,2022,-0.19459454,29036.80129126,12.45645737,0.25023703,0.00044487,0.24763759,0.24405662,,,,,,,0.74889069,0.74708032,,,,,,
NTSX50/BIL50,sens,sens_2021-12-20,2021-12-20,2024-12-18,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.5,""NTSX"":0.5}",0.00370161,0.00816302,0.00271596,0.00525659,32155.07310471,28000.00000000,4155.07310471,0.14839547,0.04124091,0.06896820,0.50035111,0.08884997,0.71093555,0.25111792,-0.16422926,763,2023,0.13318021,2022,-0.12754865,29846.60515786,9.07375776,0.25493340,0.00032406,0.49731416,0.49474341,,,,,,,0.49897504,0.49605563,,,,,,
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-12-20,2021-12-20,2024-12-18,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.04092438,0.23932664,0.04051504,0.23933626,40589.27848505,28000.00000000,12589.27848505,0.44961709,0.15946532,0.19088031,0.87817856,0.18942490,1.22310001,0.97338028,-0.16382633,,2023,0.34756325,2022,-0.05423403,245819.80690349,94.49704542,1.78859527,0.00337489,,,0.50917134,0.16976586,,,0.16910254,0.05583821,,,,,,,0.32006296,0.03394163
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-12-20,2021-12-20,2024-12-18,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.04114125,0.23968615,0.04073958,0.23969312,40639.21499055,28000.00000000,12639.21499055,0.45140054,0.15732160,0.19154429,0.86747600,0.18968257,1.20803842,0.93543237,-0.16818063,,2023,0.33653273,2022,-0.06445245,245956.07408714,82.78566604,1.79804412,0.00295663,,,0.50935136,0.17016577,0.16921726,0.05604845,,,,,,,,,0.31978643,0.03358477
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-12-20,2021-12-20,2024-12-18,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.04153358,0.23948473,0.04110532,0.23949346,40714.33573582,28000.00000000,12714.33573582,0.45408342,0.16758883,0.19254203,0.88523212,0.19762612,1.22867283,1.01801649,-0.16462290,,2023,0.37133722,2022,-0.03976167,248907.76189504,95.61599075,1.78609244,0.00341486,,,0.33953398,0.11297698,,,0.33938227,0.11342290,,,,,,,0.31949469,0.03378444
SPY benchmark,sens,sens_2021-12-20,2021-12-20,2024-12-18,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.01036235,0.02853707,0.01036423,0.02853833,37154.48737506,28000.00000000,9154.48737506,0.32694598,0.10029625,0.14370727,0.64071401,0.17287560,0.91416688,0.41173444,-0.24359452,709,2023,0.25583662,2022,-0.18197208,27739.70744952,1.94177952,0.22279974,0.00006935,,,,,,,,,,,,,0.98963577,0.97146167,,
NTSX100,sens,sens_2022-06-21,2022-06-21,2025-06-18,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""NTSX"":1.0}",0.00074417,0.00252675,0.00075955,0.00254023,37720.50125548,28000.00000000,9720.50125548,0.34716076,0.14866294,0.15185531,0.87762983,0.17626809,1.29903002,0.76920317,-0.19326875,332,2023,0.22434512,2022,-0.00371148,27952.32515746,16.77139509,0.20276497,0.00059898,,,,,,,,,0.99924045,0.99745977,,,,,,
RPAR100,sens,sens_2022-06-21,2022-06-21,2025-06-18,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""RPAR"":1.0}",0.00052319,0.00179731,0.00053948,0.00209668,30032.99597716,28000.00000000,2032.99597716,0.07260700,0.02487889,0.03466781,0.25265862,0.13212176,0.36673931,0.15259764,-0.16303588,715,2025,0.06473644,2022,-0.03877371,27979.80508985,16.78788305,0.24023040,0.00059957,,,,,,,,,,,0.99946052,0.99790332,,,,
NTSX50/RPAR50,sens,sens_2022-06-21,2022-06-21,2025-06-18,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""NTSX"":0.5,""RPAR"":0.5}",0.00150827,0.00387548,0.00110619,0.00277778,33667.19592609,28000.00000000,5667.19592609,0.20239985,0.08610273,0.09252358,0.65645149,0.14157546,0.97385407,0.50027060,-0.17211232,486,2023,0.13690115,2022,-0.02052197,28917.27809970,17.35036686,0.22829959,0.00061966,,,,,,,,,0.49893621,0.49722222,0.49953947,0.49883704,,,,
NTSX75/BIL25,sens,sens_2022-06-21,2022-06-21,2025-06-18,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.25,""NTSX"":0.75}",0.00301697,0.00767370,0.00220887,0.00539729,35845.56128542,28000.00000000,7845.56128542,0.28019862,0.12294348,0.12502340,0.95006169,0.13168384,1.40821330,0.84016430,-0.14633266,304,2023,0.17859316,2022,0.00392162,29262.75119827,12.30888849,0.21931261,0.00043960,0.24789658,0.24460271,,,,,,,0.74907483,0.74749323,,,,,,
NTSX50/BIL50,sens,sens_2022-06-21,2022-06-21,2025-06-18,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.5,""NTSX"":0.5}",0.00328577,0.00841253,0.00239906,0.00632730,33978.55674745,28000.00000000,5978.55674745,0.21351988,0.09584849,0.09726186,1.09550484,0.08738816,1.63152146,0.97847340,-0.09795718,291,2023,0.13310940,2022,0.00863233,30182.98426581,8.96046082,0.23418533,0.00032002,0.49773934,0.49367270,,,,,,,0.49896651,0.49747414,,,,,,
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-06-21,2022-06-21,2025-06-18,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.04881013,0.27326684,0.04836976,0.27327789,36635.52854588,28000.00000000,8635.52854588,0.30841173,0.13645573,0.13645083,0.75079717,0.19705848,1.04256142,0.77176965,-0.17680889,,2023,0.32926105,2025,-0.03628059,240260.39188732,93.34425035,1.68493783,0.00333372,,,0.50763167,0.16983061,,,0.16870806,0.05612269,,,,,,,0.32208752,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-06-21,2022-06-21,2025-06-18,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.04869940,0.27326975,0.04830807,0.27327789,37454.69186246,28000.00000000,9454.69186246,0.33766757,0.14627867,0.14811162,0.79202779,0.19794315,1.10021671,0.79970872,-0.18291494,,2023,0.31849735,2025,-0.02307686,243247.93508075,82.42921280,1.69418962,0.00294390,,,0.50780908,0.17011082,0.16883641,0.05626382,,,,,,,,,0.32208359,0.00000000
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-06-21,2022-06-21,2025-06-18,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.04882387,0.27326676,0.04830727,0.27327789,35612.57255218,28000.00000000,7612.57255218,0.27187759,0.12292843,0.12161783,0.67235219,0.20433429,0.92976328,0.58881679,-0.20877195,,2023,0.35328223,2025,-0.05048728,238859.22748544,92.88985585,1.69836648,0.00331749,,,0.33817344,0.11344543,,,0.33792096,0.11301180,,,,,,,0.32221999,0.00000000
SPY benchmark,sens,sens_2022-06-21,2022-06-21,2025-06-18,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.01300693,0.03227619,0.01300869,0.03231006,39711.10365518,28000.00000000,11711.10365518,0.41825370,0.18054493,0.17929622,1.04394150,0.17412158,1.58463964,0.96873098,-0.18637262,,2023,0.25475887,2025,0.02204046,27867.34190562,1.95071393,0.19292624,0.00006967,,,,,,,,,,,,,0.98699131,0.96768994,,
NTSX100,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""NTSX"":1.0}",0.00087774,0.00326133,0.00089276,0.00356026,41062.28435925,28000.00000000,13062.28435925,0.46651016,0.19946259,0.19707260,1.26847995,0.15335000,1.86238494,1.18139617,-0.16883633,200,2023,0.22413555,2022,-0.00418663,27947.41485330,16.76844891,0.19122910,0.00059887,,,,,,,,,0.99910724,0.99643974,,,,,,
RPAR100,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""RPAR"":1.0}",0.00052090,0.00196983,0.00053695,0.00226915,32838.02189624,28000.00000000,4838.02189624,0.17278650,0.06653677,0.07963782,0.62021617,0.11500185,0.89685455,0.44478325,-0.14959370,503,2025,0.17451020,2022,-0.01783544,27976.82944683,16.78609767,0.23069620,0.00059950,,,,,,,,,,,0.99946305,0.99773085,,,,
NTSX50/RPAR50,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""NTSX"":0.5,""RPAR"":0.5}",0.00146771,0.00370240,0.00112249,0.00265319,36691.81696235,28000.00000000,8691.81696235,0.31042203,0.13177221,0.13706664,1.08381062,0.12157466,1.59733678,1.03226198,-0.12765384,148,2025,0.17802619,2022,-0.01100093,28641.86490722,17.18511894,0.21532725,0.00061375,,,,,,,,,0.49897390,0.49734681,0.49954268,0.49799176,,,,
NTSX75/BIL25,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.25,""NTSX"":0.75}",0.00343423,0.00852285,0.00250300,0.00691673,38119.15442418,28000.00000000,10119.15442418,0.36139837,0.15934617,0.15721204,1.35437197,0.11454418,1.99168073,1.26218503,-0.12624629,125,2023,0.17866617,2022,-0.00276249,28651.63179976,11.89708240,0.20549697,0.00042490,0.24757971,0.24308327,,,,,,,0.74897487,0.74757089,,,,,,
NTSX50/BIL50,sens,sens_2022-12-19,2022-12-19,2025-12-18,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.5,""NTSX"":0.5}",0.00302439,0.00667570,0.00241204,0.00609451,35354.43518757,28000.00000000,7354.43518757,0.26265840,0.11948321,0.11766278,1.52900122,0.07606558,2.26143906,1.42674427,-0.08374536,111,2023,0.13321137,2022,-0.00133914,29530.70520013,8.36096443,0.22212666,0.00029861,0.49780973,0.49390549,,,,,,,0.49915794,0.49800572,,,,,,
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-12-19,2022-12-19,2025-12-18,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.01768411,0.27326373,0.01707446,0.27327789,42328.48440139,28000.00000000,14328.48440139,0.51173159,0.22130300,0.21358294,1.08238348,0.20515691,1.52056979,1.25461736,-0.17639083,448,2023,0.32885526,2022,0.01084122,309001.64095777,118.44433485,2.02958127,0.00423015,,,0.43954848,0.14978881,,,0.14606900,0.04956413,,,,,,,0.41273569,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-12-19,2022-12-19,2025-12-18,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.01751600,0.27326611,0.01699575,0.27327789,43288.55639326,28000.00000000,15288.55639326,0.54601987,0.23130524,0.22586417,1.10901352,0.20820243,1.55538972,1.26722436,-0.18252903,447,2023,0.31899796,2022,0.01373663,313607.42665210,105.10024170,2.04161256,0.00375358,,,0.43968413,0.14963971,0.14611231,0.04945043,,,,,,,,,0.41278094,0.00000000
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-12-19,2022-12-19,2025-12-18,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.01742713,0.27326387,0.01691428,0.27327789,42674.79286923,28000.00000000,14674.79286923,0.52409975,0.22526737,0.21803599,1.05751797,0.21502366,1.48657532,1.08111643,-0.20836550,448,2023,0.35285593,2022,0.00465926,310939.70457351,119.23040453,2.04753085,0.00425823,,,0.29290471,0.09975871,,,0.29266410,0.09935293,,,,,,,0.41292799,0.00000000
SPY benchmark,sens,sens_2022-12-19,2022-12-19,2025-12-18,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.01373062,0.03102931,0.01373233,0.03103048,42350.05039969,28000.00000000,14350.05039969,0.51250180,0.22127549,0.21386102,1.39615725,0.15212746,2.09948175,1.19339310,-0.18541710,127,2023,0.25343313,2022,0.00627264,27994.95365024,1.95964676,0.18523395,0.00006999,,,,,,,,,,,,,0.98626767,0.96896952,,
NTSX100,sens,sens_2023-06-20,2023-06-20,2026-06-18,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""NTSX"":1.0}",0.00122145,0.00321872,0.00123665,0.00323138,40336.80767253,28000.00000000,12336.80767253,0.44060027,0.18346177,0.18764997,1.17976635,0.15330610,1.69952843,1.08637736,-0.16887481,200,2024,0.19958460,2023,0.07576338,27984.66224524,16.79079735,0.19696575,0.00059967,,,,,,,,,0.99876335,0.99676862,,,,,,
RPAR100,sens,sens_2023-06-20,2023-06-20,2026-06-18,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""RPAR"":1.0}",0.00056979,0.00186151,0.00058581,0.00216087,33782.74748721,28000.00000000,5782.74748721,0.20652670,0.07761602,0.09425719,0.70242974,0.11648038,0.99915672,0.58368869,-0.13297503,161,2025,0.17407320,2024,-0.00321270,27963.37592414,16.77802555,0.22600718,0.00059922,,,,,,,,,,,0.99941419,0.99783913,,,,
