label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.k,params.canary.score,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.AGG.avg,exposure.AGG.min,exposure.BIL.avg,exposure.BIL.min,exposure.DBC.avg,exposure.DBC.min,exposure.EWJ.avg,exposure.EWJ.min,exposure.GLD.avg,exposure.GLD.min,exposure.HYG.avg,exposure.HYG.min,exposure.IEF.avg,exposure.IEF.min,exposure.IWM.avg,exposure.IWM.min,exposure.LQD.avg,exposure.LQD.min,exposure.QQQ.avg,exposure.QQQ.min,exposure.SPY.avg,exposure.SPY.min,exposure.TIP.avg,exposure.TIP.min,exposure.TLT.avg,exposure.TLT.min,exposure.VGK.avg,exposure.VGK.min,exposure.VNQ.avg,exposure.VNQ.min,exposure.VWO.avg,exposure.VWO.min
EW-12,sens,sens_2009-08-03,2009-08-03,2014-08-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.01433867,0.03644194,0.00349233,0.00823733,53712.89450129,40000.00000000,13712.89450129,0.34282236,0.10554320,0.09582919,0.90442965,0.11880388,1.29419278,0.85496421,-0.12344751,278,2010,0.16721402,2011,0.01708250,62444.51163801,9.34973303,0.20289624,0.00023374,,,,,0.08291972,0.08198785,0.08277032,0.08040037,0.08063402,0.07509600,0.08243964,0.08075407,,,0.08204066,0.07916379,0.08180977,0.07815444,0.08228614,0.08018275,0.08096444,0.07699705,,,0.08166170,0.07835800,0.08273001,0.08184386,0.08259310,0.08186459,0.08280835,0.08170219
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2009-08-03,2009-08-03,2014-08-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00194309,0.00607904,0.00196127,0.00608014,49204.32513424,40000.00000000,9204.32513424,0.23010813,0.07051458,0.06717004,0.55767440,0.13980873,0.77423908,0.35415185,-0.19910833,690,2013,0.15041336,2011,-0.00709225,737007.58843057,65.06830499,2.56564432,0.00162671,,,0.16377699,0.00000000,,,,,,,,,0.11459891,0.00000000,,,,,,,0.71966283,0.00000000,,,,,,,,,,
SPY benchmark,sens,sens_2009-08-03,2009-08-03,2014-08-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00196958,0.00607904,0.00197080,0.00608014,65621.58559364,40000.00000000,25621.58559364,0.64053964,0.15873379,0.16195534,0.99647405,0.16096789,1.40699612,0.84980067,-0.18678943,280,2013,0.31856490,2011,0.01594708,39926.12126796,2.79482849,0.11910496,0.00006987,,,,,,,,,,,,,,,,,,,,,0.99802920,0.99391986,,,,,,,,,,
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top5 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2010-02-01,2010-02-01,2015-01-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,13612W,0.00552852,0.01409666,0.00288435,0.00693751,53428.98782467,39500.00000000,13928.98782467,0.35263260,0.09478778,0.09717775,0.89389363,0.10786731,1.27895995,0.74399715,-0.12740342,195,2010,0.14528596,2011,0.01322630,1541048.91627323,216.26891862,5.33277040,0.00547516,0.01658357,0.00000000,0.10541188,0.00000000,0.04878634,0.00000000,0.01663998,0.00000000,0.02598582,0.00000000,0.01990878,0.00000000,0.08293390,0.00000000,0.06616734,0.00000000,0.10502948,0.00000000,0.07627158,0.00000000,0.06923696,0.00000000,0.06616336,0.00000000,0.11593648,0.00000000,0.05982663,0.00000000,0.08299194,0.00000000,0.03652879,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top5 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2010-02-01,2010-02-01,2015-01-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,1-3-6-12U,0.00529456,0.01365005,0.00256066,0.00770883,51283.37084136,39500.00000000,11783.37084136,0.29831319,0.08610479,0.08387934,0.76889261,0.11627417,1.08348352,0.53015463,-0.16241449,444,2010,0.17141483,2011,0.00765470,1158541.24463556,169.98002635,4.06985603,0.00430329,0.01662048,0.00000000,0.13875169,0.00000000,0.04543139,0.00000000,0.00996871,0.00000000,0.02610408,0.00000000,0.01657493,0.00000000,0.09404306,0.00000000,0.07261587,0.00000000,0.08735135,0.00000000,0.07279461,0.00000000,0.06261085,0.00000000,0.04973003,0.00000000,0.12267547,0.00000000,0.05319417,0.00000000,0.07970803,0.00000000,0.04647893,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top6 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2010-02-01,2010-02-01,2015-01-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,6,13612W,0.00617096,0.01495186,0.00286095,0.00831048,53894.69454503,39500.00000000,14394.69454503,0.36442265,0.10194425,0.09999878,1.02714043,0.09936602,1.48151630,0.96504255,-0.10563705,173,2010,0.17110385,2011,0.02968867,1573813.26330347,217.90084299,5.32107560,0.00551648,0.01656511,0.00000000,0.10540806,0.00000000,0.04715784,0.00000000,0.01659811,0.00000000,0.02982286,0.00000000,0.04420586,0.00000000,0.08285542,0.00000000,0.06331893,0.00000000,0.11321881,0.00000000,0.07457220,0.00000000,0.06303407,0.00000000,0.06618214,0.00000000,0.11042398,0.00000000,0.04985569,0.00000000,0.07736130,0.00000000,0.03318195,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top6 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2010-02-01,2010-02-01,2015-01-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,6,1-3-6-12U,0.00625360,0.02098078,0.00266166,0.00728905,51927.47615624,39500.00000000,12427.47615624,0.31461965,0.09479412,0.08792479,0.88094224,0.10969588,1.24446987,0.63486717,-0.14931332,398,2010,0.19676215,2011,0.03427394,1161310.97996944,168.23328285,3.97226327,0.00425907,0.01661859,0.00000000,0.13875590,0.00000000,0.04154665,0.00000000,0.01108223,0.00000000,0.02993235,0.00000000,0.03034923,0.00000000,0.09390554,0.00000000,0.06883067,0.00000000,0.09402684,0.00000000,0.07166855,0.00000000,0.06278895,0.00000000,0.04975070,0.00000000,0.11871498,0.00000000,0.04701336,0.00000000,0.07735066,0.00000000,0.04136269,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top7 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2010-02-01,2010-02-01,2015-01-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,7,13612W,0.00719677,0.02057134,0.00288988,0.00750804,52244.17465583,39500.00000000,12744.17465583,0.32263733,0.08957518,0.08989686,0.93015814,0.09737164,1.33825798,0.83854656,-0.10682196,195,2010,0.13851048,2011,0.02480453,1508612.79920062,209.59158883,5.22076090,0.00530612,0.01662011,0.00000000,0.10546977,0.00000000,0.05068312,0.00000000,0.01896539,0.00000000,0.02984756,0.00000000,0.04481613,0.00000000,0.08290582,0.00000000,0.06127857,0.00000000,0.12389639,0.00000000,0.06611198,0.00000000,0.06802937,0.00000000,0.06618579,0.00000000,0.11104487,0.00000000,0.04500391,0.00000000,0.07109201,0.00000000,0.03078701,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top7 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2010-02-01,2010-02-01,2015-01-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,7,1-3-6-12U,0.00690652,0.02049360,0.00281822,0.00904824,50418.20501388,39500.00000000,10918.20501388,0.27641025,0.08082915,0.07837059,0.77352567,0.10809913,1.08485994,0.56990425,-0.14182935,398,2010,0.15437442,2011,0.01918831,1070566.61516862,156.09062483,3.77198904,0.00395166,0.01664893,0.00000000,0.13872973,0.00000000,0.04349551,0.00000000,0.01422238,0.00000000,0.02992167,0.00000000,0.03313638,0.00000000,0.09405054,0.00000000,0.06362756,0.00000000,0.10582021,0.00000000,0.06375227,0.00000000,0.06547697,0.00000000,0.04967627,0.00000000,0.12069044,0.00000000,0.04498196,0.00000000,0.06859636,0.00000000,0.04021950,0.00000000
EW-12,sens,sens_2010-02-01,2010-02-01,2015-01-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.01516921,0.03675812,0.00376405,0.00843659,50584.00509879,39500.00000000,11084.00509879,0.28060772,0.09044276,0.07943306,0.82227583,0.11313579,1.17695293,0.72516162,-0.12472083,278,2010,0.18850012,2011,0.01499424,59767.61659347,9.10384602,0.19905059,0.00023048,,,,,0.08290245,0.08204415,0.08261191,0.08112583,0.08032568,0.07489674,0.08240720,0.08036951,,,0.08184285,0.07843531,0.08172432,0.07854032,0.08227509,0.08056487,0.08118092,0.07654560,,,0.08150424,0.07854489,0.08270059,0.08060087,0.08262411,0.08104882,0.08272794,0.08100695
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2010-02-01,2010-02-01,2015-01-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00198210,0.00615028,0.00200334,0.00615164,48095.56633399,39500.00000000,8595.56633399,0.21760927,0.05875244,0.06313463,0.49146286,0.13472427,0.68335005,0.29496023,-0.19918766,690,2013,0.15054705,2015,-0.02955617,817038.21204956,71.58933953,2.90062642,0.00181239,,,0.16647296,0.00000000,,,,,,,,,0.13315325,0.00000000,,,,,,,0.69837046,0.00000000,,,,,,,,,,
SPY benchmark,sens,sens_2010-02-01,2010-02-01,2015-01-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00183138,0.00618024,0.00183262,0.00618139,63042.25758645,39500.00000000,23542.25758645,0.59600652,0.14804183,0.15129953,0.95150986,0.15838669,1.34697622,0.79231017,-0.18684833,280,2013,0.31877440,2015,-0.02956051,39365.26498371,2.75556855,0.11751542,0.00006976,,,,,,,,,,,,,,,,,,,,,0.99816738,0.99381861,,,,,,,,,,
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top5 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2010-08-02,2010-08-02,2015-07-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,13612W,0.00583700,0.01734653,0.00278657,0.00900965,47031.07038316,39500.00000000,7531.07038316,0.19066001,0.06082444,0.05594475,0.67511575,0.09405706,0.94465751,0.65683589,-0.09260218,397,2013,0.10567012,2015,-0.02166042,1367520.20919759,187.18744368,4.82273192,0.00473892,0.02216435,0.00000000,0.12208631,0.00000000,0.04877584,0.00000000,0.01662502,0.00000000,0.02591053,0.00000000,0.01984182,0.00000000,0.09949680,0.00000000,0.05620744,0.00000000,0.11047450,0.00000000,0.06617286,0.00000000,0.05931276,0.00000000,0.05523008,0.00000000,0.13254282,0.00000000,0.05973473,0.00000000,0.07297136,0.00000000,0.02655199,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top5 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2010-08-02,2010-08-02,2015-07-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,1-3-6-12U,0.00559588,0.01734653,0.00269601,0.00900965,45553.51169741,39500.00000000,6053.51169741,0.15325346,0.05006977,0.04566988,0.52856203,0.10241002,0.72835591,0.30928947,-0.16188645,444,2014,0.08644055,2015,-0.01057252,1182646.29668713,168.17950903,4.28471364,0.00425771,0.01659060,0.00000000,0.15536453,0.00000000,0.04540899,0.00000000,0.01993574,0.00000000,0.02608087,0.00000000,0.01655493,0.00000000,0.08837797,0.00000000,0.06928235,0.00000000,0.08744136,0.00000000,0.07276554,0.00000000,0.05940890,0.00000000,0.04422157,0.00000000,0.12692165,0.00000000,0.05644301,0.00000000,0.07303441,0.00000000,0.03651898,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top6 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2010-08-02,2010-08-02,2015-07-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,6,13612W,0.00644012,0.01953723,0.00285805,0.01012970,47186.63743229,39500.00000000,7686.63743229,0.19459842,0.06634754,0.05700889,0.75858844,0.09007109,1.07267955,0.76414446,-0.08682592,,2013,0.10669412,2015,-0.02181352,1391471.95660481,188.27970586,4.82851117,0.00476657,0.02215362,0.00000000,0.12209122,0.00000000,0.04709102,0.00000000,0.01661799,0.00000000,0.02699338,0.00000000,0.03863948,0.00000000,0.09951406,0.00000000,0.05481946,0.00000000,0.11877413,0.00000000,0.06612149,0.00000000,0.05474132,0.00000000,0.05520908,0.00000000,0.12696383,0.00000000,0.04979821,0.00000000,0.06910128,0.00000000,0.02486828,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top6 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2010-08-02,2010-08-02,2015-07-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,6,1-3-6-12U,0.00624776,0.01953723,0.00267278,0.01012970,46105.80052503,39500.00000000,6605.80052503,0.16723546,0.05844753,0.04954657,0.61617271,0.10042586,0.85474904,0.39014341,-0.14981039,398,2010,0.07723965,2015,-0.00506950,1145011.23981539,163.28277749,4.06554686,0.00413374,0.01659426,0.00000000,0.15534402,0.00000000,0.04155564,0.00000000,0.02216037,0.00000000,0.02712327,0.00000000,0.02204549,0.00000000,0.08855546,0.00000000,0.06879259,0.00000000,0.09385226,0.00000000,0.07157534,0.00000000,0.06304923,0.00000000,0.04418766,0.00000000,0.12142358,0.00000000,0.04972555,0.00000000,0.07458807,0.00000000,0.03313047,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top7 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2010-08-02,2010-08-02,2015-07-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,7,13612W,0.00699474,0.02484354,0.00289571,0.00944199,46117.15080557,39500.00000000,6617.15080557,0.16752281,0.05791214,0.04962578,0.67774762,0.08893788,0.96192533,0.66728471,-0.08678775,,2013,0.09110605,2015,-0.02178884,1343117.37581501,182.29059607,4.73936663,0.00461495,0.02219754,0.00000000,0.12208706,0.00000000,0.05065171,0.00000000,0.01897227,0.00000000,0.02526878,0.00000000,0.03785709,0.00000000,0.09957123,0.00000000,0.05404767,0.00000000,0.12936562,0.00000000,0.05898782,0.00000000,0.06091071,0.00000000,0.05523906,0.00000000,0.12762642,0.00000000,0.04262954,0.00000000,0.06387358,0.00000000,0.02365880,0.00000000
