label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.k,params.canary.score,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.AGG.avg,exposure.AGG.min,exposure.BIL.avg,exposure.BIL.min,exposure.DBC.avg,exposure.DBC.min,exposure.EWJ.avg,exposure.EWJ.min,exposure.GLD.avg,exposure.GLD.min,exposure.HYG.avg,exposure.HYG.min,exposure.IEF.avg,exposure.IEF.min,exposure.IWM.avg,exposure.IWM.min,exposure.LQD.avg,exposure.LQD.min,exposure.QQQ.avg,exposure.QQQ.min,exposure.SPY.avg,exposure.SPY.min,exposure.TIP.avg,exposure.TIP.min,exposure.TLT.avg,exposure.TLT.min,exposure.VGK.avg,exposure.VGK.min,exposure.VNQ.avg,exposure.VNQ.min,exposure.VWO.avg,exposure.VWO.min
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2014-02-03,2014-02-03,2019-02-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00355592,0.01047753,0.00358714,0.01056045,54585.53036529,40000.00000000,14585.53036529,0.36463826,0.09247745,0.10102964,1.08602319,0.08480418,1.52825092,0.91785954,-0.10075338,180,2017,0.13928754,2019,0.00683263,1408197.31449509,122.86005981,4.76629896,0.00307150,,,0.21273304,0.00000000,,,,,,,,,0.21259201,0.00000000,,,,,,,0.57108781,0.00000000,,,,,,,,,,
SPY benchmark,sens,sens_2014-02-03,2014-02-03,2019-02-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00324088,0.01146887,0.00324212,0.01147033,54699.99105805,40000.00000000,14699.99105805,0.36749978,0.10995768,0.10171656,0.85529186,0.13228268,1.19737040,0.56568981,-0.19437804,,2017,0.21307951,2018,-0.04832750,39848.27103665,2.78937897,0.12746140,0.00006973,,,,,,,,,,,,,,,,,,,,,0.99675788,0.98852967,,,,,,,,,,
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top5 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2014-08-01,2014-08-01,2019-08-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,13612W,0.00656369,0.02631711,0.00326708,0.01366328,48697.60463366,40000.00000000,8697.60463366,0.21744012,0.05917606,0.06377231,0.86497572,0.06935084,1.21917805,0.68768483,-0.08605114,896,2017,0.13019842,2015,-0.02831640,1396327.00786011,187.38796210,5.03175684,0.00468470,0.04346052,0.00000000,0.20728291,0.00000000,0.08190239,0.00000000,0.01961516,0.00000000,0.02590828,0.00000000,0.00979232,0.00000000,0.11381680,0.00000000,0.02271690,0.00000000,0.09872275,0.00000000,0.04848851,0.00000000,0.05132885,0.00000000,0.02716603,0.00000000,0.13225264,0.00000000,0.02610511,0.00000000,0.03585858,0.00000000,0.04896580,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top5 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2014-08-01,2014-08-01,2019-08-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,1-3-6-12U,0.00675109,0.02631711,0.00331893,0.01366328,48851.89867039,40000.00000000,8851.89867039,0.22129747,0.06099564,0.06480270,0.86432841,0.07157457,1.21061847,0.80809149,-0.07548110,522,2017,0.12631323,2015,-0.01708359,1269771.84467760,167.65026867,4.55678930,0.00419126,0.03799166,0.00000000,0.20719502,0.00000000,0.07645980,0.00000000,0.03257457,0.00000000,0.01297096,0.00000000,0.00324305,0.00000000,0.11406836,0.00000000,0.03217632,0.00000000,0.09116671,0.00000000,0.06465471,0.00000000,0.05470522,0.00000000,0.02719130,0.00000000,0.12130933,0.00000000,0.03268052,0.00000000,0.02930594,0.00000000,0.05550651,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top6 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2014-08-01,2014-08-01,2019-08-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,6,13612W,0.00685839,0.02086330,0.00331612,0.01008854,48594.14277670,40000.00000000,8594.14277670,0.21485357,0.05666137,0.06307965,0.84773860,0.06782867,1.19907272,0.65711443,-0.08622756,902,2017,0.12468670,2015,-0.02851126,1327073.66647954,173.21638749,4.83148344,0.00433041,0.04341219,0.00000000,0.20711057,0.00000000,0.08465408,0.00000000,0.02722719,0.00000000,0.02425305,0.00000000,0.01634373,0.00000000,0.11398448,0.00000000,0.02955338,0.00000000,0.09775471,0.00000000,0.04859621,0.00000000,0.05056646,0.00000000,0.02720122,0.00000000,0.12728938,0.00000000,0.02175854,0.00000000,0.03258735,0.00000000,0.04079937,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top6 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2014-08-01,2014-08-01,2019-08-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,6,1-3-6-12U,0.00633494,0.02086330,0.00299367,0.01008854,48463.37564746,40000.00000000,8463.37564746,0.21158439,0.05837436,0.06220220,0.85183492,0.06954660,1.19983092,0.82843865,-0.07046310,518,2017,0.11741835,2015,-0.01174763,1207085.85468868,155.19868585,4.36090327,0.00387997,0.03803783,0.00000000,0.20724032,0.00000000,0.07918332,0.00000000,0.04074094,0.00000000,0.01345173,0.00000000,0.00814801,0.00000000,0.11416734,0.00000000,0.04307038,0.00000000,0.09240295,0.00000000,0.05664311,0.00000000,0.05353095,0.00000000,0.02717690,0.00000000,0.11652593,0.00000000,0.02718058,0.00000000,0.02987796,0.00000000,0.04624138,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top7 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2014-08-01,2014-08-01,2019-08-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,7,13612W,0.00801295,0.02706375,0.00367477,0.01307074,49672.68224851,40000.00000000,9672.68224851,0.24181706,0.06124994,0.07023292,0.94062904,0.06558537,1.33638631,0.71095066,-0.08615216,525,2017,0.12136487,2015,-0.02899779,1282547.15910337,166.28768340,4.65489918,0.00415719,0.04334298,0.00000000,0.20704787,0.00000000,0.08891196,0.00000000,0.02558394,0.00000000,0.02082059,0.00000000,0.03260304,0.00000000,0.11391538,0.00000000,0.03220107,0.00000000,0.09899016,0.00000000,0.04386870,0.00000000,0.04557937,0.00000000,0.02713444,0.00000000,0.12821434,0.00000000,0.01859834,0.00000000,0.02777662,0.00000000,0.03735012,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top7 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2014-08-01,2014-08-01,2019-08-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,7,1-3-6-12U,0.00800157,0.02706375,0.00356520,0.01307074,48963.23022865,40000.00000000,8963.23022865,0.22408076,0.05920224,0.06554428,0.90408164,0.06613724,1.28167125,0.79944308,-0.07405435,522,2017,0.11614992,2015,-0.01615168,1178564.25271786,151.69692204,4.27312757,0.00379242,0.03803379,0.00000000,0.20718137,0.00000000,0.08581541,0.00000000,0.03721738,0.00000000,0.01151221,0.00000000,0.02325554,0.00000000,0.11379482,0.00000000,0.04142783,0.00000000,0.09993200,0.00000000,0.04816257,0.00000000,0.04782142,0.00000000,0.02718202,0.00000000,0.11757073,0.00000000,0.02331266,0.00000000,0.02776093,0.00000000,0.04197332,0.00000000
EW-12,sens,sens_2014-08-01,2014-08-01,2019-08-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.02185197,0.05097396,0.00510100,0.01267686,47692.34115427,40000.00000000,7692.34115427,0.19230853,0.04818762,0.05698259,0.60307044,0.08401194,0.84583916,0.32752777,-0.14712530,459,2017,0.15535805,2018,-0.07066131,54338.47117932,8.09324080,0.20000044,0.00020233,,,,,0.08299800,0.08178330,0.08238083,0.07996011,0.08054821,0.07454963,0.08199114,0.07917701,,,0.08057646,0.07622243,0.08131976,0.07648180,0.08067056,0.07600488,0.07955408,0.07065647,,,0.08092436,0.07524541,0.08245759,0.08014406,0.08209984,0.07958220,0.08262381,0.08112130
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2014-08-01,2014-08-01,2019-08-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00317082,0.01325875,0.00320156,0.01334101,55032.10160559,40000.00000000,15032.10160559,0.37580254,0.10230847,0.10374790,1.14704874,0.08847973,1.61249369,1.01445896,-0.10085028,180,2017,0.13939890,2015,0.01341601,1432811.93021523,123.97537992,4.70056918,0.00309938,,,0.18007580,0.00000000,,,,,,,,,0.19621148,0.00000000,,,,,,,0.62051115,0.00000000,,,,,,,,,,
SPY benchmark,sens,sens_2014-08-01,2014-08-01,2019-08-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00417362,0.01142976,0.00417488,0.01143062,56390.78164622,40000.00000000,16390.78164622,0.40976954,0.10757852,0.11175898,0.83653986,0.13291462,1.17305203,0.55476485,-0.19391733,204,2017,0.21291794,2018,-0.04797436,39850.44483428,2.78953114,0.12997485,0.00006974,,,,,,,,,,,,,,,,,,,,,0.99582512,0.98856938,,,,,,,,,,
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top5 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2015-02-02,2015-02-02,2020-01-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,13612W,0.00679752,0.02348636,0.00346827,0.01029972,47188.78028874,39500.00000000,7688.78028874,0.19465267,0.04303050,0.05697292,0.63122183,0.07073993,0.87105583,0.51192879,-0.08405563,522,2017,0.12997498,2015,-0.08059328,1324490.34079858,178.24601818,4.87009362,0.00451256,0.04408614,0.00000000,0.21051172,0.00000000,0.08325423,0.00000000,0.02325685,0.00000000,0.02967141,0.00000000,0.00997531,0.00000000,0.10482140,0.00000000,0.02631696,0.00000000,0.08934594,0.00000000,0.05272463,0.00000000,0.05562244,0.00000000,0.02759105,0.00000000,0.12314100,0.00000000,0.02987358,0.00000000,0.03646289,0.00000000,0.04649159,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top5 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2015-02-02,2015-02-02,2020-01-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,5,1-3-6-12U,0.00707481,0.02394375,0.00357997,0.01226688,47317.80261202,39500.00000000,7817.80261202,0.19791905,0.04494475,0.05785222,0.63989697,0.07289099,0.87912387,0.61275024,-0.07334921,519,2017,0.12634828,2015,-0.06985124,1211306.45175756,160.57673752,4.43791913,0.00406523,0.03863178,0.00000000,0.21062560,0.00000000,0.07770983,0.00000000,0.03645883,0.00000000,0.01648058,0.00000000,0.00329863,0.00000000,0.10471207,0.00000000,0.03612286,0.00000000,0.08164378,0.00000000,0.06910841,0.00000000,0.05860756,0.00000000,0.02759911,0.00000000,0.11229479,0.00000000,0.03648530,0.00000000,0.02990264,0.00000000,0.05319204,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top6 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2015-02-02,2015-02-02,2020-01-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,6,13612W,0.00793874,0.02883038,0.00374905,0.00975323,48060.67059369,39500.00000000,8560.67059369,0.21672584,0.04573853,0.06287170,0.68805134,0.06843320,0.95806294,0.54414593,-0.08405563,898,2017,0.12462257,2015,-0.08059328,1259113.04626356,164.61652774,4.65436598,0.00416751,0.04407476,0.00000000,0.21057825,0.00000000,0.08604190,0.00000000,0.03040165,0.00000000,0.03007400,0.00000000,0.01657343,0.00000000,0.10484625,0.00000000,0.03286723,0.00000000,0.08530350,0.00000000,0.05194183,0.00000000,0.05424279,0.00000000,0.02758946,0.00000000,0.11801159,0.00000000,0.02767276,0.00000000,0.03307259,0.00000000,0.03871758,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top6 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2015-02-02,2015-02-02,2020-01-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,6,1-3-6-12U,0.00806907,0.03546206,0.00374933,0.01174132,47884.59331558,39500.00000000,8384.59331558,0.21226819,0.04738101,0.06168855,0.69629447,0.07003884,0.96654044,0.69622838,-0.06805384,515,2017,0.11727201,2015,-0.06452141,1152120.46389215,148.44651143,4.24028420,0.00375814,0.03852019,0.00000000,0.21043180,0.00000000,0.08048121,0.00000000,0.04416131,0.00000000,0.01924258,0.00000000,0.00830127,0.00000000,0.10484912,0.00000000,0.04630836,0.00000000,0.07993500,0.00000000,0.06018428,0.00000000,0.05683392,0.00000000,0.02761830,0.00000000,0.10722106,0.00000000,0.03316181,0.00000000,0.03034375,0.00000000,0.04428965,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top7 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2015-02-02,2015-02-02,2020-01-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,7,13612W,0.00813388,0.02788283,0.00367616,0.00878609,48941.15209334,39500.00000000,9441.15209334,0.23901651,0.05097473,0.06872803,0.78347008,0.06629293,1.09588657,0.60644037,-0.08405563,522,2019,0.12910375,2015,-0.08059328,1205225.70442498,156.20586769,4.41486400,0.00395458,0.04410200,0.00000000,0.21071604,0.00000000,0.09041792,0.00000000,0.03081823,0.00000000,0.02570383,0.00000000,0.03308367,0.00000000,0.10473077,0.00000000,0.03274303,0.00000000,0.08977498,0.00000000,0.04684400,0.00000000,0.04839459,0.00000000,0.02758121,0.00000000,0.11930534,0.00000000,0.02369919,0.00000000,0.02834535,0.00000000,0.03555635,0.00000000
ROT QQQ+SPY+IWM+VGK+EWJ+VWO+VNQ+DBC+GLD+TLT+HYG+LQD top7 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2015-02-02,2015-02-02,2020-01-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,7,1-3-6-12U,0.00898365,0.04098672,0.00370303,0.01467396,48225.88078215,39500.00000000,8725.88078215,0.22090837,0.04874104,0.06397814,0.74710804,0.06670725,1.04305809,0.67660519,-0.07203764,519,2017,0.11649495,2015,-0.06852069,1112129.66865936,143.00364340,4.08592522,0.00362035,0.03859464,0.00000000,0.21051640,0.00000000,0.08723916,0.00000000,0.04258109,0.00000000,0.01634647,0.00000000,0.02359918,0.00000000,0.10489417,0.00000000,0.04192637,0.00000000,0.09054490,0.00000000,0.05130618,0.00000000,0.05052662,0.00000000,0.02763898,0.00000000,0.10840290,0.00000000,0.02833906,0.00000000,0.02821972,0.00000000,0.04029471,0.00000000
