label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.vol.lam,params.sigma_target,params.rebalance,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 1w,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,1w,0.03123473,0.28468274,0.03079435,0.28468625,66954.93364977,44000.00000000,22954.93364977,0.52170304,0.12979545,0.12070508,0.76522797,0.18202606,1.06109042,0.65000139,-0.19968488,,2023,0.30133967,2022,-0.06840976,1647644.26071479,546.86947393,3.77377302,0.01242885,0.48262506,0.14919282,0.16045541,0.04861894,,,0.35570369,0.04126109
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,2w,0.04208030,0.35502871,0.04162253,0.35503021,74500.77167026,44000.00000000,30500.77167026,0.69319936,0.14858576,0.15170206,0.84273163,0.18574713,1.19027591,0.86234908,-0.17230349,161,2024,0.31355370,2022,-0.07976115,1099832.90500477,363.70317231,2.47092408,0.00826598,0.47939798,0.14872668,0.15937941,0.04898819,,,0.35989722,0.04430175
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,2w+1,0.04360348,0.35874343,0.04313173,0.35400295,67256.83124879,44000.00000000,23256.83124879,0.52856435,0.12778810,0.12200758,0.74185838,0.18648382,1.01902525,0.60045738,-0.21281794,,2024,0.34046025,2022,-0.04944883,1204187.31442423,399.30848639,2.74368106,0.00907519,0.48076771,0.14627832,0.15996357,0.04910194,,,0.35795447,0.04131506
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,,0.02236651,0.23271690,0.02196205,0.23272072,78911.46434901,44000.00000000,34911.46434901,0.79344237,0.16370187,0.16847221,0.85129310,0.20339990,1.18785335,0.85850518,-0.19068245,167,2023,0.34071490,2022,-0.07342515,766971.71583606,254.24209466,1.71127690,0.00577823,0.46595248,0.14872668,0.15499753,0.04898819,,,0.37788537,0.04055717
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,2m,0.08620439,0.51328723,0.08545605,0.50820073,79966.64835019,44000.00000000,35966.64835019,0.81742383,0.17033146,0.17235334,0.86866054,0.20666745,1.22156915,0.74297472,-0.22925606,474,2021,0.35272226,2022,-0.12358723,365004.23540809,123.63037271,0.81181794,0.00280978,0.46300731,0.14872668,0.15433240,0.04898819,,,0.38101633,0.05507836
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m+1,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,2m+1,0.07807800,0.42731125,0.07752166,0.42592131,76639.57704586,44000.00000000,32639.57704586,0.74180857,0.16120343,0.15994760,0.81537929,0.21186742,1.14193950,0.78461502,-0.20545544,,2023,0.34231942,2026,-0.06044019,507384.82459364,167.91940002,1.08301935,0.00381635,0.45552974,0.12804187,0.15242345,0.04786454,,,0.39044301,0.04052335
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,3m,0.10911938,0.51783964,0.10797217,0.50983659,72244.04403106,44000.00000000,28244.04403106,0.64191009,0.13978518,0.14275602,0.66124844,0.24411772,0.91982414,0.54765916,-0.25524119,160,2024,0.39605392,2022,-0.15454119,290239.90674937,98.25513527,0.66379503,0.00223307,0.42386541,0.12823177,0.14249543,0.04780004,,,0.43157448,0.06915021
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+1,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,3m+1,0.09643054,0.34274051,0.09574334,0.34274198,76876.37725083,44000.00000000,32876.37725083,0.74719039,0.15602981,0.16084714,0.84595853,0.19475303,1.19576453,0.77306738,-0.20183209,564,2021,0.32093764,2022,-0.11415022,289973.10111274,98.02474411,0.66458319,0.00222784,0.47593283,0.12902104,0.15976150,0.04691405,,,0.36229837,0.04037680
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+2,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,3m+2,0.10436636,0.43302143,0.10366066,0.43143341,90284.08130779,44000.00000000,46284.08130779,1.05191094,0.20253190,0.20796570,1.00939479,0.20439849,1.44468564,0.81703114,-0.24788761,455,2023,0.38679803,2022,-0.08066468,346378.12304224,116.39253872,0.70127072,0.00264528,0.45984825,0.13825787,0.15391728,0.04975657,,,0.38442779,0.05299276
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 1w,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,1w,0.04394599,0.42188632,0.04354085,0.42188962,85077.17131235,44000.00000000,41077.17131235,0.93357208,0.19118361,0.19049711,0.79995022,0.26342602,1.11322447,0.69496636,-0.27509764,570,2023,0.53945850,2022,-0.19047525,2066474.62183487,683.39799964,4.11671402,0.01553177,0.36959422,0.14523619,0.12282835,0.04681752,,,0.50643929,0.06653723
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,2w,0.05514278,0.41753962,0.05469156,0.41754064,88660.45354375,44000.00000000,44660.45354375,1.01501031,0.18965335,0.20262146,0.78454902,0.26873081,1.09473625,0.61641696,-0.30767055,601,2023,0.47841943,2022,-0.20384648,1288249.43145870,424.55857042,2.69636085,0.00964906,0.36334162,0.14635653,0.12073235,0.04782365,,,0.51462532,0.07023858
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,2w+1,0.05706949,0.39364636,0.05656655,0.39364748,88447.67836493,44000.00000000,44447.67836493,1.01017451,0.19877421,0.20191437,0.81371335,0.26851615,1.12974548,0.74018603,-0.26854629,276,2023,0.53115076,2022,-0.16505044,1585508.18321464,523.84433515,3.07359608,0.01190555,0.36847509,0.13017082,0.12249390,0.04520988,,,0.50771356,0.06693353
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,,0.03179871,0.34464252,0.03139614,0.34464653,99625.78580620,44000.00000000,55625.78580620,1.26422240,0.22398050,0.23708583,0.85973707,0.28320154,1.20052877,0.79025578,-0.28342785,573,2023,0.50308292,2022,-0.19938075,860213.28345066,284.84892215,1.70948365,0.00647384,0.35443879,0.14850239,0.11781664,0.04839395,,,0.52664813,0.06527031
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,2m,0.09365937,0.44966151,0.09285568,0.44851852,107649.61068029,44000.00000000,63649.61068029,1.44658206,0.24295889,0.26015287,0.88549867,0.29689550,1.24815292,0.72607006,-0.33462183,725,2023,0.53575706,2022,-0.26756780,466270.29163005,155.18882134,0.91777455,0.00352702,0.34392347,0.14059405,0.11434674,0.04580816,,,0.54011325,0.08727172
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m+1,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,2m+1,0.08769133,0.35185102,0.08723331,0.35066105,89297.44920505,44000.00000000,45297.44920505,1.02948748,0.20653040,0.20472891,0.79181808,0.29267284,1.10978791,0.67831744,-0.30447455,239,2023,0.50542563,2022,-0.15726805,591851.83175425,193.67263884,1.12274985,0.00440165,0.34883962,0.12013013,0.11664388,0.04336177,,,0.53304148,0.06615232
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,3m,0.10951695,0.44944566,0.10837716,0.44878099,89236.24390804,44000.00000000,45236.24390804,1.02809645,0.18890439,0.20452703,0.70359063,0.32053574,0.98157121,0.54938994,-0.34384391,721,2023,0.50555322,2022,-0.31255723,272412.38855919,90.99547798,0.56351824,0.00206808,0.31635913,0.12720218,0.10615190,0.04075662,,,0.57538258,0.11565800
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+1,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,3m+1,0.10962463,0.44399802,0.10887257,0.44399893,90422.28071691,44000.00000000,46422.28071691,1.05505183,0.19808588,0.20841645,0.77860046,0.28600075,1.09956025,0.61147101,-0.32394975,754,2021,0.47408658,2022,-0.24928647,324476.13065675,106.70306117,0.68663329,0.00242507,0.36415206,0.12762317,0.12188066,0.04323212,,,0.51202527,0.06527178
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+2,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,3m+2,0.11651698,0.47371389,0.11579343,0.47272930,118816.63349714,44000.00000000,74816.63349714,1.70037803,0.27590191,0.28976324,0.96605994,0.30048158,1.37329207,0.89066657,-0.30977014,159,2023,0.59226888,2022,-0.21638805,421784.21454792,138.68960542,0.74759655,0.00315204,0.33624572,0.12025538,0.11219269,0.04329091,,,0.54974322,0.09029411
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 1w,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,1w,0.02518057,0.24164442,0.02470575,0.24164796,66454.64505206,44000.00000000,22454.64505206,0.51033284,0.12610025,0.11853426,0.77946378,0.17223428,1.08367933,0.66509708,-0.18959676,,2024,0.29513189,2022,-0.07176651,968236.11917420,323.47100968,2.25867213,0.00735161,0.49245273,0.14909139,0.16368114,0.04873035,,,0.34259614,0.04633690
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 2w,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,2w,0.03042660,0.23860698,0.02994323,0.23860794,69811.35183088,44000.00000000,25811.35183088,0.58662163,0.13333199,0.13281116,0.80082466,0.17661917,1.12465794,0.79442603,-0.16783437,453,2024,0.30541762,2022,-0.08172779,732689.80651010,244.15929108,1.71068584,0.00554907,0.48928383,0.14914895,0.16271295,0.04937415,,,0.34667476,0.04890307
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 2w+1,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,2w+1,0.03422257,0.24297302,0.03370692,0.23824900,67439.34063914,44000.00000000,23439.34063914,0.53271229,0.12690157,0.12279230,0.78085495,0.17301084,1.08566292,0.67771833,-0.18724825,,2024,0.30709991,2022,-0.06445611,699667.80993591,233.64323543,1.63433880,0.00531007,0.49188778,0.21308799,0.16361128,0.07068633,,,0.34306460,0.04660072
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,,0.01878530,0.21240938,0.01844175,0.21241327,75497.10935275,44000.00000000,31497.10935275,0.71584339,0.15094307,0.15557054,0.85822290,0.18454326,1.20715688,0.82505639,-0.18294879,455,2023,0.27711716,2022,-0.07334084,498561.70401571,167.26091520,1.14402848,0.00380138,0.48373842,0.14980865,0.16090822,0.04989090,,,0.35429637,0.04762236
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 2m,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,2m,0.05948378,0.30438075,0.05882922,0.30438165,77421.98395761,44000.00000000,33421.98395761,0.75959054,0.16219859,0.16290987,0.90212951,0.18687902,1.27612927,0.76778069,-0.21125640,475,2021,0.30810600,2022,-0.09354557,299970.79418916,102.16384900,0.67051765,0.00232191,0.48300629,0.30217019,0.16108876,0.10029474,,,0.35438681,0.05394787
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 2m+1,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,2m+1,0.05462606,0.39768765,0.05399680,0.39689614,73080.65992554,44000.00000000,29080.65992554,0.66092409,0.14307173,0.14610293,0.79655772,0.19192437,1.11588979,0.70567896,-0.20274337,,2024,0.27984610,2022,-0.07865438,347406.72863952,117.16442585,0.79366618,0.00266283,0.47549713,0.14919711,0.15904324,0.04963175,,,0.36373749,0.04724710
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 3m,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,3m,0.07686326,0.44629029,0.07580750,0.44446230,72709.91107224,44000.00000000,28709.91107224,0.65249798,0.14017375,0.14462423,0.73188140,0.21054151,1.01845830,0.65987980,-0.21242315,152,2024,0.32986405,2022,-0.10452658,246539.56503737,84.60819760,0.57489656,0.00192291,0.46055608,0.15711456,0.15469450,0.05838266,,,0.38238298,0.05848675
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 3m+1,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,3m+1,0.06924879,0.28225561,0.06831085,0.28085346,76767.10379904,44000.00000000,32767.10379904,0.74470690,0.15489058,0.16043236,0.86157447,0.18872178,1.22269767,0.85719969,-0.18069370,535,2021,0.29587890,2022,-0.11683824,310356.79706498,105.62535794,0.70849814,0.00240058,0.47972646,0.12925207,0.16084865,0.04750498,,,0.35721947,0.04733232
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 3m+2,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,3m+2,0.07948255,0.41745275,0.07867939,0.41745365,77885.41744064,44000.00000000,33885.41744064,0.77012312,0.15856299,0.16465123,0.89295962,0.18484271,1.26374528,0.71172770,-0.22278603,475,2024,0.30149800,2022,-0.10340573,248527.22619576,84.07463723,0.56419752,0.00191079,0.48319247,0.28580440,0.16161952,0.10299425,,,0.35297861,0.05368112
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 1w,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,1w,0.03583410,0.35696560,0.03542155,0.35696894,86905.21806722,44000.00000000,42905.21806722,0.97511859,0.19379668,0.19674066,0.81565171,0.25987329,1.14004114,0.70089962,-0.27649706,571,2023,0.52614662,2022,-0.19502376,1322034.10310191,438.72658282,2.68524671,0.00997106,0.37367686,0.14499627,0.12418728,0.04770079,,,0.50102289,0.07454679
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 2w,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,2w,0.04314957,0.35261345,0.04270970,0.35261448,87607.29416486,44000.00000000,43607.29416486,0.99107487,0.18825766,0.19910607,0.78753438,0.26487974,1.10117457,0.61658990,-0.30532070,601,2023,0.51820093,2022,-0.20753135,945614.57488459,312.45133016,1.98179436,0.00710117,0.36926455,0.14681514,0.12267426,0.04717836,,,0.50675859,0.07826175
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 2w+1,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,2w+1,0.04537324,0.32748517,0.04487138,0.32748920,88045.30196373,44000.00000000,44045.30196373,1.00102959,0.19659178,0.20057287,0.81851318,0.26277123,1.14415902,0.71214232,-0.27605687,572,2023,0.49930189,2022,-0.18306907,1012492.87343582,335.11088260,2.04455331,0.00761616,0.37242518,0.13487185,0.12382177,0.04613158,,,0.50239950,0.07494960
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,,0.02618674,0.31173076,0.02579629,0.31173494,96227.43844640,44000.00000000,52227.43844640,1.18698724,0.21439042,0.22679651,0.84700281,0.27551511,1.18961589,0.75827006,-0.28273623,277,2023,0.52210994,2022,-0.20134089,630276.81754577,209.64568062,1.27340043,0.00476467,0.36227415,0.14939103,0.12042335,0.04870386,,,0.51621086,0.07831850
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 2m,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,2m,0.07438473,0.40322356,0.07367529,0.40148797,104018.35548728,44000.00000000,60018.35548728,1.36405353,0.23940296,0.24991651,0.89718816,0.28634776,1.26938514,0.79449907,-0.30132567,455,2023,0.55545379,2022,-0.22794620,465013.32478963,154.88599685,0.90154660,0.00352014,0.35708959,0.14198058,0.11873022,0.04632362,,,0.52259982,0.08771613
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 2m+1,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,2m+1,0.06767122,0.31248402,0.06722059,0.31248927,88262.77789423,44000.00000000,44262.77789423,1.00597222,0.19470623,0.20129863,0.77431627,0.28277009,1.08714871,0.68678036,-0.28350582,432,2023,0.50688406,2022,-0.20893481,445752.08532311,147.15809036,0.89650914,0.00334450,0.35826072,0.12712455,0.11968075,0.04341809,,,0.52057179,0.07756417
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 3m,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,3m,0.09256044,0.40272660,0.09143419,0.40129297,93192.64020550,44000.00000000,49192.64020550,1.11801455,0.20307871,0.21732009,0.76030735,0.30643567,1.06563424,0.67396613,-0.30131886,159,2023,0.44746595,2022,-0.24311622,275392.75589269,92.07055692,0.56391012,0.00209251,0.33712136,0.12711656,0.11315040,0.04068482,,,0.54764340,0.09629570
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 3m+1,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,3m+1,0.08903336,0.35033034,0.08822837,0.35033130,90882.81457077,44000.00000000,46882.81457077,1.06551851,0.19917144,0.20991394,0.79223163,0.28010729,1.12184942,0.61256071,-0.32514563,606,2023,0.48158743,2022,-0.25880843,351472.57708585,116.93461521,0.73506868,0.00265760,0.36484875,0.12760694,0.12207962,0.04387070,,,0.51100731,0.07736594
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 3m+2,full,full,2020-12-18,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,3m+2,0.10214558,0.42701897,0.10119240,0.42482091,105724.75243892,44000.00000000,61724.75243892,1.40283528,0.23739196,0.25476694,0.88797446,0.28801880,1.25729740,0.76677594,-0.30959756,448,2023,0.53924440,2022,-0.24070013,372763.93078266,123.15767611,0.72476723,0.00279904,0.35624748,0.12299547,0.11877563,0.04379788,,,0.52272945,0.08701246
