label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.vol.lam,params.sigma_target,params.rebalance,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA97 gate QQQ<SMA200 rb 2m+1,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.97000000,0.30000000,2m+1,0.04543671,0.24924748,0.04479803,0.24925303,59728.80970521,34000.00000000,25728.80970521,0.75672970,0.19394836,0.22267405,0.81342429,0.26074362,1.15201290,0.58900711,-0.32928017,754,2023,0.44959006,2022,-0.27046198,105153.95247378,35.88800673,0.45079369,0.00105553,0.39267874,0.18724044,0.13066778,0.06451923,,,0.47460607,0.09189546
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA97 gate QQQ<SMA200 rb 3m,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.97000000,0.30000000,3m,0.07066891,0.26006519,0.06979772,0.26006902,59757.59470930,34000.00000000,25757.59470930,0.75757631,0.19542866,0.22287284,0.80514533,0.26701974,1.14358283,0.66486856,-0.29393579,759,2021,0.39353216,2022,-0.24280265,106913.72121433,36.57582628,0.46016835,0.00107576,0.39411884,0.18463114,0.13127345,0.06156066,,,0.47220028,0.09280026
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA97 gate QQQ<SMA200 rb 3m+1,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.97000000,0.30000000,3m+1,0.05019562,0.23753252,0.04938008,0.23753831,60205.31651219,34000.00000000,26205.31651219,0.77074460,0.19292980,0.22595457,0.79971981,0.26579525,1.13405850,0.53825739,-0.35843410,754,2023,0.52251381,2022,-0.30778841,92439.90731013,32.51111558,0.39903761,0.00095621,0.38572629,0.19772748,0.12851746,0.06415912,,,0.48328600,0.10361019
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA97 gate QQQ<SMA200 rb 3m+2,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.97000000,0.30000000,3m+2,0.06134995,0.24153945,0.06042486,0.24154523,57507.43454042,34000.00000000,23507.43454042,0.69139513,0.17692599,0.20708644,0.74669358,0.26696410,1.04886285,0.49917588,-0.35443618,790,2023,0.44849186,2022,-0.30088232,104605.89978769,35.47465619,0.46137799,0.00104337,0.39200276,0.15198800,0.13009946,0.05125907,,,0.47542484,0.09960327
TQQQ50/BTAL50 rb 1w,fit,fit,2020-12-18,2024-12-31,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.00232972,0.05047223,0.00208041,0.05047763,57253.18502018,34000.00000000,23253.18502018,0.68391721,0.16423152,0.20527041,0.67380139,0.28849565,0.95661791,0.36283086,-0.45263934,753,2023,0.67002942,2022,-0.42717390,248439.51612650,93.20547039,1.13548019,0.00274134,0.49963282,0.46363323,,,,,0.49929929,0.44952237
50/50,fit,fit,2020-12-18,2024-12-31,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.00103485,0.00318041,0.00074167,0.00175609,56027.89540822,34000.00000000,22027.89540822,0.64787928,0.15656642,0.19642274,0.66051083,0.28104654,0.93553644,0.34991298,-0.44744386,752,2023,0.69929069,2022,-0.42506651,109509.30779703,41.62555666,0.50230274,0.00122428,0.49951089,0.49856868,,,,,0.49943501,0.49824391
TQQQ50/BTAL50 rb 3m,fit,fit,2020-12-18,2024-12-31,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.03187628,0.15335385,0.03179542,0.15335885,56487.15513490,34000.00000000,22487.15513490,0.66138692,0.16332975,0.19975780,0.68439442,0.27885969,0.97577517,0.37388658,-0.43684304,722,2023,0.73238306,2022,-0.41265415,76049.93472467,28.88906496,0.34269309,0.00084968,0.49483021,0.39814364,,,,,0.50329032,0.34664115
TQQQ50/BTAL50 gate QQQ<SMA200 rb 1w,fit,fit,2020-12-18,2024-12-31,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.06623502,0.38125297,0.06606437,0.38126011,58735.98915116,34000.00000000,24735.98915116,0.72752909,0.18182303,0.21576822,0.84813958,0.22864306,1.21910853,0.53070759,-0.34260492,715,2023,0.44146728,2022,-0.29481269,206700.73594752,79.12863168,0.91496576,0.00232731,0.56429466,0.46380573,,,,,0.43484060,0.11873989
TQQQ50/BTAL50 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.06878676,0.39663067,0.06855602,0.39663758,59190.12084596,34000.00000000,25190.12084596,0.74088591,0.18800160,0.21893904,0.88295604,0.22449511,1.27068635,0.60661015,-0.30992162,683,2023,0.46780948,2022,-0.25830154,104436.39141814,41.31127599,0.45179219,0.00121504,0.56750307,0.49856868,,,,,0.43153983,0.10336242
TQQQ50/BTAL50 gate QQQ<SMA200 rb 3m,fit,fit,2020-12-18,2024-12-31,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.09635341,0.39642646,0.09628530,0.39643365,55572.80590432,34000.00000000,21572.80590432,0.63449429,0.16469369,0.19309529,0.80007120,0.22227069,1.13881435,0.53899417,-0.30555746,716,2023,0.37961471,2022,-0.25899500,72374.84641907,29.10739971,0.32559540,0.00085610,0.57489789,0.43557937,,,,,0.42341057,0.10356635
SPY benchmark,fit,fit,2020-12-18,2024-12-31,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.00885396,0.02938556,0.00885542,0.02941953,49363.59276674,34000.00000000,15363.59276674,0.45187038,0.13405134,0.14524092,0.85649732,0.16299656,1.22777682,0.54819872,-0.24453056,709,2021,0.28166993,2022,-0.18247338,33760.58665248,2.36324107,0.15811837,0.00006951,,,,,0.99114458,0.97058047,,
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 1w,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,1w,0.01507772,0.26718672,0.01403463,0.26718802,19694.55310396,19500.00000000,194.55310396,0.00997708,0.00619930,0.00810554,0.12130286,0.16582209,0.15480202,0.03112476,-0.19917572,,2025,0.00513153,2026,0.00496147,199206.09776380,67.15851196,4.14112694,0.00344403,0.45749875,0.14935112,0.15172844,0.04813144,,,0.38772877,0.07686989
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,2w,0.02060201,0.12676292,0.01928441,0.12676577,21298.63720914,19500.00000000,1798.63720914,0.09223781,0.06614374,0.07385550,0.46176967,0.17174396,0.61620920,0.40548502,-0.16312252,236,2025,0.07590636,2026,0.03166332,135864.42754211,45.54696659,2.72424853,0.00233574,0.45275369,0.14858259,0.15002165,0.04826380,,,0.39393516,0.11011721
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,2w+1,0.02272411,0.26684793,0.02136995,0.26684951,19344.10744694,19500.00000000,-155.89255306,-0.00799449,-0.00724824,-0.00651621,0.04270286,0.16975289,0.05386436,-0.03417611,-0.21208494,,2025,0.00388732,2026,-0.01560724,155467.18528396,52.38197015,3.26008895,0.00268625,0.45710370,0.14549657,0.15175451,0.04802365,,,0.38745141,0.08223133
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,,0.00772903,0.07176103,0.00664572,0.07177044,23221.23772526,19500.00000000,3721.23772526,0.19083270,0.14464466,0.15031572,0.79777799,0.19417687,1.09609816,0.88607789,-0.16324147,215,2025,0.18771681,2026,0.04921113,98799.17890052,33.60276736,1.87234056,0.00172322,0.44201290,0.14913536,0.14673013,0.04848469,,,0.40829703,0.18908870
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,2m,0.06136437,0.24109900,0.06000197,0.24110193,23165.71594929,19500.00000000,3665.71594929,0.18798543,0.12946878,0.14814104,0.77894244,0.17761636,1.06698678,0.77914199,-0.16616840,189,2026,0.11979118,2025,0.08892057,59025.92702708,20.85629360,1.15567858,0.00106955,0.45378013,0.30504929,0.15124804,0.10307918,,,0.39119576,0.17157240
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m+1,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,2m+1,0.07625649,0.42112336,0.07437665,0.41568700,20911.10665149,19500.00000000,1411.10665149,0.07236444,0.06949858,0.05814205,0.41420202,0.22416104,0.56312031,0.34022422,-0.20427288,,2025,0.18467962,2026,-0.05825295,65943.62249532,22.22945980,1.27350043,0.00113997,0.41361601,0.13435567,0.13955102,0.04773517,,,0.44321604,0.21418006
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,3m,0.09793827,0.46815770,0.09489517,0.45754816,20701.35215963,19500.00000000,1201.35215963,0.06160780,0.04910575,0.04959252,0.32588256,0.22858321,0.43518880,0.20656417,-0.23772635,,2025,0.10498665,2026,-0.02150638,50286.88247923,17.64516853,1.01103046,0.00090488,0.40466747,0.13424839,0.13884460,0.04874430,,,0.45153120,0.17313649
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+1,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,3m+1,0.07849968,0.27803140,0.07550681,0.26965444,23281.29144314,19500.00000000,3781.29144314,0.19391238,0.14318373,0.15266577,0.74572746,0.21040491,1.03927638,0.81288350,-0.17614299,188,2025,0.16424143,2026,0.06814252,60787.58626680,21.10724198,1.14947543,0.00108242,0.42294176,0.13365521,0.14205017,0.04588364,,,0.42935754,0.21608459
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+2,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.20000000,3m+2,0.09841560,0.29422460,0.09615888,0.29422838,23340.32016036,19500.00000000,3840.32016036,0.19693950,0.14230047,0.15497353,0.84121402,0.17805016,1.17533943,0.87675227,-0.16230407,189,2026,0.12051917,2025,0.10842454,40313.94421620,14.26971846,0.77340810,0.00073178,0.44510901,0.28417839,0.15091009,0.11303440,,,0.39884546,0.18748038
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 1w,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,1w,0.02003420,0.40126987,0.01888188,0.40127126,21251.96061540,19500.00000000,1751.96061540,0.08984413,0.06368258,0.07196846,0.37266036,0.25405656,0.49288852,0.26130152,-0.24371300,218,2025,0.06331931,2026,0.03995295,221715.53690866,73.63026563,4.40926728,0.00377591,0.34164848,0.14689346,0.11305013,0.04714749,,,0.54217075,0.11689492
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,2w,0.02593083,0.17999694,0.02459779,0.17819041,23395.82846016,19500.00000000,3895.82846016,0.19978607,0.13685518,0.15714171,0.62231204,0.26368335,0.84154981,0.57465878,-0.23815033,175,2025,0.12813809,2026,0.09240229,155425.94359821,50.94880266,2.98829863,0.00261276,0.33034161,0.14912426,0.10914407,0.04813439,,,0.55714568,0.16603191
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,2w+1,0.02951407,0.40064298,0.02840359,0.40064438,21079.02352717,19500.00000000,1579.02352717,0.08097557,0.05906423,0.06496367,0.35438044,0.25701197,0.46453405,0.22881837,-0.25812711,230,2025,0.08165421,2026,0.01510393,171671.20536724,56.83691027,3.41429127,0.00291471,0.34479329,0.13003008,0.11421386,0.04467152,,,0.53783742,0.12479462
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,,0.00890606,0.09691305,0.00801434,0.09692355,25792.06617482,19500.00000000,6292.06617482,0.32267006,0.23563010,0.24901614,0.88563646,0.28730597,1.22729449,0.99237527,-0.23744052,197,2025,0.27372232,2026,0.10818820,96107.15745952,32.03145620,1.72085706,0.00164264,0.32066625,0.14922699,0.10612705,0.04881942,,,0.57053173,0.29373703
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,2m,0.04928924,0.24987926,0.04756278,0.24988481,27225.86083348,19500.00000000,7725.86083348,0.39619799,0.26801735,0.30248689,0.95697019,0.29565180,1.33627230,1.09115368,-0.24562750,184,2026,0.23224277,2025,0.19480451,73250.98089416,24.57546608,1.32250260,0.00126028,0.31539022,0.13936648,0.10385366,0.04881417,,,0.57676772,0.26817678
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m+1,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,2m+1,0.07488901,0.34711174,0.07257823,0.34366948,21235.95660225,19500.00000000,1735.95660225,0.08902342,0.08391376,0.07132110,0.41396083,0.32007192,0.56512477,0.30709541,-0.27324980,,2025,0.22971676,2026,-0.07273885,73696.67467532,23.97448873,1.38981511,0.00122946,0.30554573,0.13023648,0.10254064,0.04713818,,,0.58762461,0.32046536
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,3m,0.08534968,0.31797287,0.08251472,0.31276228,22390.10850290,19500.00000000,2890.10850290,0.14821069,0.10973052,0.11755896,0.49023280,0.31577147,0.66577477,0.36966618,-0.29683678,,2025,0.17615172,2026,0.00738845,48464.20649638,16.03069717,0.93349228,0.00082209,0.29411446,0.13024980,0.10015120,0.04707888,,,0.60073483,0.26732111
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+1,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,3m+1,0.09185270,0.34651379,0.08925628,0.34406377,24811.23799617,19500.00000000,5311.23799617,0.27237118,0.18711110,0.21180641,0.70056434,0.31943748,0.98092011,0.70425792,-0.26568548,211,2026,0.15167975,2025,0.14819667,58118.85737269,19.20054627,1.08059542,0.00098464,0.30623162,0.12710825,0.10238678,0.04528896,,,0.58643850,0.32309503
VT TQQQ/BTAL75+DBMF25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+2,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.30000000,3m+2,0.10484900,0.34863763,0.10278118,0.34610575,26874.50509402,19500.00000000,7374.50509402,0.37817975,0.26751351,0.28948157,0.92713022,0.30903089,1.31283838,1.11465450,-0.23999680,183,2025,0.22550840,2026,0.20059263,48315.48974229,15.75076220,0.85201053,0.00080773,0.30308482,0.12645270,0.10133278,0.04875834,,,0.59134398,0.29550490
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 1w,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,1w,0.00976014,0.10053268,0.00873847,0.10053348,19862.04696044,19500.00000000,362.04696044,0.01856651,0.00645291,0.01506030,0.12096327,0.15863485,0.15405665,0.03403275,-0.18960890,,2026,0.01771636,2025,-0.00705807,130914.42317782,44.72563878,2.75531187,0.00229362,0.47020141,0.15009342,0.15585100,0.04970538,,,0.37079844,0.09228685
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 2w,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,2w,0.01373070,0.11380270,0.01233839,0.11380619,20824.30965014,19500.00000000,1324.30965014,0.06791332,0.04144814,0.05460806,0.32939436,0.16640861,0.43586481,0.25750215,-0.16096229,236,2026,0.03606369,2025,0.03120651,104222.20720764,35.35291344,2.14833574,0.00181297,0.46380512,0.14984308,0.15354834,0.04962248,,,0.37901448,0.11784013
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 2w+1,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,2w+1,0.01647484,0.12260159,0.01537137,0.12260551,20110.75530608,19500.00000000,610.75530608,0.03132078,0.01677770,0.02534785,0.18590386,0.15625950,0.23897447,0.08986947,-0.18668962,,2026,0.01698469,2025,0.01031525,96136.19598915,32.96474883,2.00707651,0.00169050,0.47295598,0.21099159,0.15707353,0.06952439,,,0.36647213,0.09825889
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,,0.00419605,0.03289216,0.00306118,0.03290276,22561.92659501,19500.00000000,3061.92659501,0.15702188,0.11160616,0.12436682,0.66985824,0.18446318,0.92018765,0.69113749,-0.16148185,209,2025,0.11986774,2026,0.06093390,82082.26323764,28.40043396,1.60982194,0.00145643,0.45589163,0.14944696,0.15135687,0.04972859,,,0.39009356,0.15752633
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 2m,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,2m,0.04898429,0.29541121,0.04698362,0.29541522,22378.41345434,19500.00000000,2878.41345434,0.14761095,0.09651048,0.11709488,0.64642700,0.16439297,0.88443824,0.61524273,-0.15686570,190,2026,0.10550257,2025,0.05104649,50787.40705926,18.10375802,1.01971166,0.00092840,0.47185847,0.32019860,0.15679549,0.11450808,,,0.36667828,0.15819998
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 2m+1,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,2m+1,0.06780023,0.39132831,0.06585271,0.38681158,21452.39674746,19500.00000000,1952.39674746,0.10012291,0.08082919,0.08006102,0.47787050,0.20999614,0.65325543,0.40127906,-0.20142888,,2025,0.13888975,2026,-0.00342660,60765.99015203,21.26146244,1.18902413,0.00109033,0.42825894,0.14964473,0.14450518,0.04939283,,,0.42312986,0.21936740
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 3m,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,3m,0.07885363,0.43007505,0.07582758,0.42151518,21566.69261738,19500.00000000,2066.69261738,0.10598424,0.07640145,0.08466328,0.45623669,0.21179872,0.61053539,0.36449425,-0.20960947,,2025,0.08237547,2026,0.04161884,49339.34507049,17.43578812,0.98750338,0.00089414,0.42516353,0.16298369,0.14557219,0.05927121,,,0.42372594,0.17221721
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200 rb 3m+1,test,test,2025-01-02,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.20000000,3m+1,0.06916092,0.27685252,0.06613010,0.26840478,22738.10250608,19500.00000000,3238.10250608,0.16605654,0.11812089,0.13132761,0.66093000,0.20055456,0.92309295,0.67048168,-0.17617319,189,2025,0.12314878,2026,0.06795250,62692.06328971,21.86345120,1.21553349,0.00112120,0.43923168,0.13497779,0.14778458,0.04737509,,,0.40760392,0.15745805
