label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.score,params.canary.score,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.AGG.avg,exposure.AGG.min,exposure.BIL.avg,exposure.BIL.min,exposure.BND.avg,exposure.BND.min,exposure.DBC.avg,exposure.DBC.min,exposure.IEF.avg,exposure.IEF.min,exposure.LQD.avg,exposure.LQD.min,exposure.QQQ.avg,exposure.QQQ.min,exposure.SPY.avg,exposure.SPY.min,exposure.TIP.avg,exposure.TIP.min,exposure.TLT.avg,exposure.TLT.min,exposure.VEA.avg,exposure.VEA.min,exposure.VWO.avg,exposure.VWO.min
ROT QQQ+VWO+VEA+BND top1 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,gap13M,1-3-6-12U,0.00300283,0.00986194,0.00211677,0.00649418,54433.57322647,40000.00000000,14433.57322647,0.36083933,0.10378385,0.09997942,1.14061090,0.09029369,1.60276968,1.64805923,-0.06297338,503,2014,0.18670481,2015,0.00732829,1475844.91024495,207.87181648,4.81146656,0.00519680,0.04347779,0.00000000,0.22916029,0.00000000,0.00000000,0.00000000,0.08191822,0.00000000,0.09230365,0.00000000,0.07058092,0.00000000,0.27798318,0.00000000,,,0.02724708,0.00000000,0.07598002,0.00000000,0.01638196,0.00000000,0.08191178,0.00000000
ROT QQQ+VWO+VEA+BND top1 1-3-6-12U all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,13612W,0.00383793,0.01724155,0.00244758,0.00731442,53818.26014889,40000.00000000,13818.26014889,0.34545650,0.09427964,0.09625881,1.04098474,0.09064051,1.46960072,0.97316047,-0.09687985,556,2017,0.17413348,2015,-0.03327948,1601628.18903434,225.98696805,5.37631972,0.00564967,0.05973481,0.00000000,0.17993067,0.00000000,0.01635739,0.00000000,0.08192524,0.00000000,0.10840670,0.00000000,0.07605048,0.00000000,0.26157713,0.00000000,,,0.02725760,0.00000000,0.11933050,0.00000000,0.00000000,0.00000000,0.06553576,0.00000000
ROT QQQ+VWO+VEA+BND top1 1-3-6-12U all can SPY+VEA+VWO+BND/1 fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2014-01-03,2014-01-03,2019-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,1-3-6-12U,0.00351396,0.01766578,0.00224214,0.00731442,56053.88996441,40000.00000000,16053.88996441,0.40134725,0.11388099,0.10959281,1.22094526,0.09194727,1.72879746,1.80028980,-0.06325703,376,2014,0.19804687,2015,0.00254017,1481950.74902501,207.50100257,4.73146876,0.00518753,0.05431185,0.00000000,0.18003594,0.00000000,0.00000000,0.00000000,0.07647354,0.00000000,0.09787041,0.00000000,0.07582869,0.00000000,0.31068040,0.00000000,,,0.02720984,0.00000000,0.10849551,0.00000000,0.00000000,0.00000000,0.06553105,0.00000000
QQQ25/VWO25/VEA25/BND25,sens,sens_2014-01-03,2014-01-03,2019-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00486315,0.01221128,0.00244027,0.00609952,44603.31745548,40000.00000000,4603.31745548,0.11508294,0.04275722,0.03516861,0.43378745,0.11084810,0.59695212,0.24789748,-0.17247946,639,2017,0.22608800,2018,-0.07613784,51275.99584443,7.74632273,0.18229650,0.00019366,,,,,0.24864925,0.24601661,,,,,,,0.24787539,0.24390048,,,,,,,0.24924877,0.24729670,0.24936025,0.24717950
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2014-01-03,2014-01-03,2019-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00258422,0.01002463,0.00261567,0.01002535,55133.54642202,40000.00000000,15133.54642202,0.37833866,0.09420849,0.10416460,1.10746741,0.08467172,1.56002718,0.93600916,-0.10064911,180,2017,0.13919092,2019,0.01006669,1348917.72749518,118.19165573,4.56597377,0.00295479,,,0.22911496,0.00000000,,,,,0.21255159,0.00000000,,,,,0.55571778,0.00000000,,,,,,,,
SPY benchmark,sens,sens_2014-01-03,2014-01-03,2019-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00365583,0.01291590,0.00365709,0.01291736,49038.74707454,40000.00000000,9038.74707454,0.22596868,0.07717736,0.06592361,0.63076599,0.13185498,0.86984000,0.39713771,-0.19433399,,2017,0.21301839,2018,-0.04830958,39846.10862632,2.78922760,0.13007717,0.00006973,,,,,,,,,,,,,,,0.99634291,0.98708264,,,,,,,,
ROT QQQ+VWO+VEA+BND top1 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2014-07-03,2014-07-03,2019-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,gap13M,13612W,0.00393592,0.01447415,0.00249854,0.00640113,52044.91894816,40000.00000000,12044.91894816,0.30112297,0.08332918,0.08539103,0.97737402,0.08579576,1.36213058,0.90409419,-0.09216870,,2017,0.14197016,2015,-0.02880018,1712824.84778124,235.74980949,5.81926695,0.00589375,0.04342872,0.00000000,0.20714685,0.00000000,0.06548119,0.00000000,0.08191707,0.00000000,0.10824844,0.00000000,0.07031133,0.00000000,0.19632602,0.00000000,,,0.02721069,0.00000000,0.09764635,0.00000000,0.01638385,0.00000000,0.08190289,0.00000000
ROT QQQ+VWO+VEA+BND top1 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2014-07-03,2014-07-03,2019-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,gap13M,1-3-6-12U,0.00339715,0.01239585,0.00220500,0.00640113,52316.54975234,40000.00000000,12316.54975234,0.30791374,0.08830911,0.08709211,0.98499143,0.09019045,1.37111142,0.95974766,-0.09201284,,2017,0.12755151,2015,0.00699258,1577360.60777112,211.25048202,5.28647244,0.00528126,0.03802803,0.00000000,0.20721633,0.00000000,0.00000000,0.00000000,0.07645264,0.00000000,0.10865298,0.00000000,0.07580967,0.00000000,0.27811032,0.00000000,,,0.02721342,0.00000000,0.08677441,0.00000000,0.01637764,0.00000000,0.08191323,0.00000000
ROT QQQ+VWO+VEA+BND top1 1-3-6-12U all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2014-07-03,2014-07-03,2019-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,13612W,0.00410222,0.01447415,0.00250052,0.00640113,52182.45545049,40000.00000000,12182.45545049,0.30456139,0.08323465,0.08625338,0.94562529,0.08886606,1.32578608,0.86036101,-0.09674387,556,2017,0.17393259,2015,-0.03344158,1741993.90810337,237.65548787,5.93148559,0.00594139,0.05424932,0.00000000,0.16903688,0.00000000,0.04914972,0.00000000,0.08191497,0.00000000,0.11369668,0.00000000,0.07032018,0.00000000,0.24530036,0.00000000,,,0.02720188,0.00000000,0.11942114,0.00000000,0.00000000,0.00000000,0.06554628,0.00000000
ROT QQQ+VWO+VEA+BND top1 1-3-6-12U all can SPY+VEA+VWO+BND/1 fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2014-07-03,2014-07-03,2019-07-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,1-3-6-12U,0.00337846,0.01239585,0.00221815,0.00640113,54132.88792949,40000.00000000,14132.88792949,0.35332220,0.09856958,0.09825908,1.07255547,0.09172061,1.50647208,1.06933121,-0.09217871,,2017,0.15921663,2015,0.00221587,1568382.65698013,210.68326662,5.15542347,0.00526708,0.04343337,0.00000000,0.16905309,0.00000000,0.00000000,0.00000000,0.07645711,0.00000000,0.11416597,0.00000000,0.07597868,0.00000000,0.31088911,0.00000000,,,0.02717930,0.00000000,0.11390315,0.00000000,0.00000000,0.00000000,0.06550999,0.00000000
QQQ25/VWO25/VEA25/BND25,sens,sens_2014-07-03,2014-07-03,2019-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00545257,0.01205559,0.00297518,0.00760162,49698.17021202,40000.00000000,9698.17021202,0.24245426,0.05745292,0.07033780,0.55627628,0.11183572,0.77048166,0.33293209,-0.17256647,639,2017,0.22546097,2018,-0.07650105,51178.49106117,7.73729865,0.18541840,0.00019343,,,,,0.24859355,0.24522162,,,,,,,0.24729759,0.24239838,,,,,,,0.24934500,0.24797977,0.24930804,0.24740648
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2014-07-03,2014-07-03,2019-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00352236,0.01525139,0.00355313,0.01525306,55615.89860864,40000.00000000,15615.89860864,0.39039747,0.09889233,0.10712051,1.10813717,0.08880699,1.55269297,0.98198842,-0.10070621,180,2017,0.13915963,2015,0.01335178,1444534.90395820,124.99958251,4.81027139,0.00312499,,,0.18011122,0.00000000,,,,,0.19629310,0.00000000,,,,,0.62004256,0.00000000,,,,,,,,
SPY benchmark,sens,sens_2014-07-03,2014-07-03,2019-07-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00437642,0.01525139,0.00437770,0.01525306,56955.48498840,40000.00000000,16955.48498840,0.42388712,0.10378685,0.11493801,0.80901358,0.13324510,1.13249979,0.53398664,-0.19436226,204,2017,0.21277693,2018,-0.04797647,39764.95617225,2.78354693,0.13182634,0.00006959,,,,,,,,,,,,,,,0.99562230,0.98474694,,,,,,,,
ROT QQQ+VWO+VEA+BND top1 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2015-01-05,2015-01-05,2020-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,gap13M,13612W,0.00408238,0.01791617,0.00254446,0.00867790,55844.27004806,40000.00000000,15844.27004806,0.39610675,0.09034978,0.10843218,1.04803049,0.08612113,1.47817592,0.97945581,-0.09224487,104,2019,0.16334933,2015,-0.04323619,1640192.21262307,221.02959453,5.64393961,0.00552574,0.04335184,0.00000000,0.20707702,0.00000000,0.06544000,0.00000000,0.08190919,0.00000000,0.10829439,0.00000000,0.07059242,0.00000000,0.19631143,0.00000000,,,0.02719328,0.00000000,0.09741442,0.00000000,0.01638575,0.00000000,0.08188542,0.00000000
ROT QQQ+VWO+VEA+BND top1 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2015-01-05,2015-01-05,2020-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,gap13M,1-3-6-12U,0.00339079,0.01701066,0.00240972,0.00867790,56027.68246186,40000.00000000,16027.68246186,0.40069206,0.09552885,0.10950852,1.05417326,0.09048410,1.48365596,1.03541513,-0.09226140,104,2019,0.16350532,2015,-0.00814262,1522049.51386012,199.68970463,5.18188486,0.00499224,0.03809263,0.00000000,0.20717738,0.00000000,0.00000000,0.00000000,0.07644211,0.00000000,0.10863524,0.00000000,0.07606641,0.00000000,0.27785262,0.00000000,,,0.02726014,0.00000000,0.08673633,0.00000000,0.01638466,0.00000000,0.08190572,0.00000000
ROT QQQ+VWO+VEA+BND top1 1-3-6-12U all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2015-01-05,2015-01-05,2020-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,13612W,0.00411805,0.01791617,0.00253661,0.00867790,56020.65639464,40000.00000000,16020.65639464,0.40051641,0.09034970,0.10946735,1.01510379,0.08917715,1.43962326,0.93883852,-0.09623561,556,2017,0.17380016,2015,-0.04777900,1669767.46909870,223.17080259,5.75104898,0.00557927,0.05417855,0.00000000,0.16912260,0.00000000,0.04909425,0.00000000,0.08191412,0.00000000,0.11385238,0.00000000,0.07045482,0.00000000,0.24534612,0.00000000,,,0.02721065,0.00000000,0.11913034,0.00000000,0.00000000,0.00000000,0.06551598,0.00000000
ROT QQQ+VWO+VEA+BND top1 1-3-6-12U all can SPY+VEA+VWO+BND/1 fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2015-01-05,2015-01-05,2020-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,1-3-6-12U,0.00380537,0.01701066,0.00264444,0.00867790,57779.42511991,40000.00000000,17779.42511991,0.44448563,0.10582450,0.11962699,1.14056152,0.09195438,1.61944767,1.15014033,-0.09201008,104,2019,0.17703487,2015,-0.01291410,1521941.98762793,199.96725348,5.07196250,0.00499918,0.04339232,0.00000000,0.16905663,0.00000000,0.00000000,0.00000000,0.07645590,0.00000000,0.11416970,0.00000000,0.07611959,0.00000000,0.31045655,0.00000000,,,0.02717990,0.00000000,0.11379580,0.00000000,0.00000000,0.00000000,0.06551467,0.00000000
QQQ25/VWO25/VEA25/BND25,sens,sens_2015-01-05,2015-01-05,2020-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00506873,0.01428268,0.00278144,0.00746393,52457.58192852,40000.00000000,12457.58192852,0.31143955,0.07968761,0.08794260,0.74451720,0.11137607,1.03389983,0.46285504,-0.17216538,639,2017,0.22581263,2018,-0.07616506,51752.04045760,7.81522769,0.18064651,0.00019538,,,,,0.24873539,0.24407859,,,,,,,0.24745346,0.24253607,,,,,,,0.24939079,0.24755461,0.24934842,0.24836053
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2015-01-05,2015-01-05,2020-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00324001,0.01320083,0.00326804,0.01320188,58187.83259011,40000.00000000,18187.83259011,0.45469581,0.11352426,0.12194516,1.21369742,0.09215688,1.69043544,1.12862771,-0.10058610,180,2019,0.15346644,2020,0.00170685,1242302.01245405,107.45404201,4.06311878,0.00268635,,,0.18016876,0.00000000,,,,,0.17984608,0.00000000,,,,,0.63671712,0.00000000,,,,,,,,
SPY benchmark,sens,sens_2015-01-05,2015-01-05,2020-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00382762,0.01320083,0.00382889,0.01320188,59441.27275406,40000.00000000,19441.27275406,0.48603182,0.11686189,0.12896707,0.89463541,0.13360211,1.24787435,0.60289987,-0.19383301,204,2019,0.30821065,2018,-0.04793330,39874.05988105,2.79118419,0.12963557,0.00006978,,,,,,,,,,,,,,,0.99617111,0.98679812,,,,,,,,
