label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.sigma_target,params.w_max,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t20 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.20000000,0.60000000,0.01142218,0.22112307,0.01160013,0.22112549,379776.05770042,97500.00000000,282276.05770042,2.89513905,0.16447716,0.15415327,0.85644366,0.20228663,1.18734498,0.63479864,-0.25910132,428,2017,0.52105450,2022,-0.08970953,5566807.76384202,11133.61552768,1.28898716,0.11419093,,,0.57854617,0.39863625,,,0.42087945,0.05215240
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.20000000,0.80000000,0.01151976,0.22108944,0.01179533,0.22109177,413500.70530527,97500.00000000,316000.70530527,3.24103287,0.17444949,0.16326198,0.82397042,0.22718305,1.14076356,0.66315806,-0.26305869,428,2017,0.64157500,2015,-0.10565994,8075838.78850613,16151.67757701,1.77571031,0.16565823,,,0.53830213,0.19860250,,,0.46090245,0.05218613
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.25000000,0.60000000,0.01365959,0.27321550,0.01379471,0.27321747,542513.09473694,97500.00000000,445013.09473694,4.56423687,0.20359002,0.19217323,0.93732346,0.22553629,1.30148678,0.80579515,-0.25265729,355,2013,0.58548409,2022,-0.15695786,6000905.30231062,12001.81060462,1.08357987,0.12309549,,,0.52431765,0.39905513,,,0.47522677,0.06837990
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.25000000,0.80000000,0.01388275,0.27318904,0.01414225,0.27319094,594457.56243490,97500.00000000,496957.56243490,5.09700064,0.21386436,0.20186807,0.86904306,0.26401669,1.20140386,0.76013288,-0.28135128,575,2017,0.73701269,2022,-0.15691853,10259901.38244899,20519.80276490,1.77551475,0.21045952,,,0.45956755,0.19877165,,,0.53971225,0.06840642
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.30000000,0.60000000,0.01561829,0.32389179,0.01572444,0.32389348,735655.80182261,97500.00000000,638155.80182261,6.54518771,0.23511514,0.22441981,0.99196255,0.24355634,1.38162054,0.84424671,-0.27849103,561,2013,0.61009814,2022,-0.21858145,5997617.71531502,11995.23543063,0.88109938,0.12302806,,,0.48874842,0.39851102,,,0.51088446,0.08602336
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.30000000,0.80000000,0.01613372,0.32374931,0.01636826,0.32375088,839124.81369658,97500.00000000,741624.81369658,7.60640835,0.25135065,0.23833066,0.91149520,0.29471724,1.25992814,0.77723660,-0.32339013,582,2013,0.81843455,2022,-0.22173468,11975837.29001416,23951.67458003,1.63392968,0.24565820,,,0.39782574,0.19862429,,,0.60155193,0.08616596
VT TQQQ/BIL25+BTAL75 t20 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.20000000,0.60000000,0.01171575,0.21966859,0.01172225,0.21967860,415412.17314759,97500.00000000,317912.17314759,3.26063767,0.17312957,0.16375495,0.89681296,0.20122561,1.24115590,0.81607946,-0.21214793,337,2017,0.52841974,2022,-0.12132369,5839522.76349488,11679.04552699,1.30637326,0.11978508,0.14406353,0.09633386,0.43386095,0.29872182,,,0.42106496,0.05359930
VT TQQQ/BIL25+BTAL75 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.20000000,0.80000000,0.01167486,0.21959806,0.01179267,0.21960778,453301.21877643,97500.00000000,355801.21877643,3.64924327,0.18355657,0.17307044,0.86049782,0.22632185,1.18989568,0.74826662,-0.24530904,477,2017,0.65310128,2022,-0.12139281,8481972.07044867,16963.94414090,1.79109556,0.17398917,0.13409372,0.04774625,0.40368553,0.14936091,,,0.46112651,0.05367011
VT TQQQ/BIL25+BTAL75 t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.25000000,0.60000000,0.01399253,0.27135238,0.01397761,0.27136238,584529.93966038,97500.00000000,487029.93966038,4.99517887,0.21078210,0.20008353,0.95846873,0.22719511,1.32898088,0.88549874,-0.23803772,573,2013,0.61052964,2022,-0.18489508,6262526.87058277,12525.05374117,1.09817295,0.12846209,0.13051572,0.09486019,0.39316758,0.29906702,,,0.47537461,0.07023499
VT TQQQ/BIL25+BTAL75 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.25000000,0.80000000,0.01398056,0.27130822,0.01409081,0.27131834,642872.63340585,97500.00000000,545372.63340585,5.59356547,0.22164815,0.21015919,0.88988336,0.26548661,1.22925613,0.75235473,-0.29460590,575,2017,0.74456108,2022,-0.18491449,10746600.33609721,21493.20067219,1.79218743,0.22044308,0.11450598,0.04600225,0.34461073,0.14866843,,,0.53991446,0.07027903
VT TQQQ/BIL25+BTAL75 t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.30000000,0.60000000,0.01590314,0.32159962,0.01587230,0.32160974,781898.03268658,97500.00000000,684398.03268658,7.01946700,0.24106051,0.23086449,1.00184862,0.24675279,1.39361763,0.81694955,-0.29507392,601,2013,0.63344305,2022,-0.24325006,6209256.79837497,12418.51359675,0.89132147,0.12736937,0.12168400,0.09494948,0.36644955,0.29872318,,,0.51104368,0.08830710
VT TQQQ/BIL25+BTAL75 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.30000000,0.80000000,0.01633739,0.32145735,0.01640688,0.32146736,894523.65343748,97500.00000000,797023.65343748,8.17460157,0.25771185,0.24508847,0.92301696,0.29743350,1.27520645,0.77467797,-0.33266965,578,2013,0.84018347,2022,-0.24618245,12491117.78683720,24982.23557367,1.64933026,0.25622806,0.09897399,0.04512908,0.29827665,0.14867851,,,0.60175457,0.08844948
VT TQQQ/BIL50+BTAL50 t20 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.20000000,0.60000000,0.01157966,0.21811098,0.01159547,0.21812607,450783.71807760,97500.00000000,353283.71807760,3.62342275,0.18104063,0.17247684,0.92134167,0.20374898,1.27249781,0.78944588,-0.22932620,576,2017,0.53554324,2022,-0.15308032,6068366.65943846,12136.73331888,1.31710932,0.12447932,0.28873484,0.19519234,0.28912204,0.19867109,,,0.42116217,0.05515183
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.20000000,0.80000000,0.01160707,0.21803407,0.01173137,0.21804911,493385.93714035,97500.00000000,395885.93714035,4.06036859,0.19201117,0.18209075,0.88578112,0.22848919,1.22314081,0.76709216,-0.25031044,477,2017,0.66423267,2022,-0.15306584,8845271.73925696,17690.54347851,1.80027769,0.18144147,0.26868412,0.09759617,0.26898208,0.09956210,,,0.46121478,0.05522878
VT TQQQ/BIL50+BTAL50 t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.25000000,0.60000000,0.01381106,0.26936467,0.01379647,0.26937917,625841.35848090,97500.00000000,528341.35848090,5.41888573,0.21736956,0.20731692,0.96844114,0.23150946,1.34063228,0.83410406,-0.26060245,602,2013,0.63561717,2022,-0.21290456,6474924.10766542,12949.84821533,1.10642379,0.13281896,0.26167882,0.19437587,0.26197632,0.19901449,,,0.47548882,0.07221820
VT TQQQ/BIL50+BTAL50 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.25000000,0.80000000,0.01391061,0.26928234,0.01402730,0.26929713,691193.29567661,97500.00000000,593693.29567661,6.08916201,0.22888495,0.21782714,0.90372505,0.26904239,1.24729765,0.74321181,-0.30796731,575,2017,0.75203262,2022,-0.21295342,11180072.60745138,22360.14521490,1.80220541,0.22933482,0.22935939,0.09583113,0.22957586,0.09912276,,,0.54004980,0.07230023
VT TQQQ/BIL50+BTAL50 t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.30000000,0.60000000,0.01576428,0.31915145,0.01573707,0.31916600,826221.16499595,97500.00000000,728721.16499595,7.47406323,0.24645071,0.23669265,1.00338250,0.25203427,1.39377322,0.78464679,-0.31409127,605,2013,0.65668112,2022,-0.26802748,6367934.22631879,12735.86845264,0.89615700,0.13062429,0.24385090,0.19497549,0.24416835,0.19890298,,,0.51118007,0.09075084
VT TQQQ/BIL50+BTAL50 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.30000000,0.80000000,0.01617433,0.31898057,0.01628304,0.31899493,948839.74935528,97500.00000000,851339.74935528,8.73168974,0.26360919,0.25132060,0.92995712,0.30162684,1.28412384,0.77065620,-0.34205809,578,2013,0.86210347,2022,-0.27073548,12955191.16615631,25910.38233231,1.65993579,0.26574751,0.19843584,0.09412610,0.19870386,0.09926093,,,0.60188830,0.09092191
VT TQQQ/BIL75+BTAL25 t20 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL75+BTAL25,0.20000000,0.60000000,0.01150313,0.21644951,0.01151707,0.21646185,486208.43156305,97500.00000000,388708.43156305,3.98675314,0.18840199,0.18053220,0.93064369,0.20975781,1.28270316,0.75590455,-0.24924045,576,2013,0.54521314,2022,-0.18461495,6254265.84731106,12508.53169462,1.32069142,0.12829263,0.43334700,0.29598344,0.14439413,0.09837935,,,0.42127001,0.05681604
VT TQQQ/BIL75+BTAL25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL75+BTAL25,0.20000000,0.80000000,0.01151396,0.21631670,0.01161523,0.21632922,533788.39873220,97500.00000000,436288.39873220,4.47475281,0.19991471,0.19045256,0.89972200,0.23365874,1.24060725,0.76026127,-0.26295527,804,2017,0.67553080,2022,-0.18474439,9160079.49935731,18320.15899871,1.80192737,0.18789907,0.40324265,0.14465516,0.13430150,0.04918967,,,0.46132648,0.05694867
VT TQQQ/BIL75+BTAL25 t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL75+BTAL25,0.25000000,0.60000000,0.01368739,0.26722263,0.01368971,0.26723494,665937.68938955,97500.00000000,568437.68938955,5.83013015,0.22339187,0.21388938,0.96828943,0.23832783,1.33828994,0.78750821,-0.28366926,606,2013,0.66096278,2022,-0.24094215,6629752.43577257,13259.50487155,1.10750710,0.13599492,0.39266860,0.29626332,0.13086199,0.09849113,,,0.47560247,0.07436242
VT TQQQ/BIL75+BTAL25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL75+BTAL25,0.25000000,0.80000000,0.01383840,0.26712201,0.01395033,0.26713423,739230.67552115,97500.00000000,641730.67552115,6.58185308,0.23564491,0.22493234,0.91103391,0.27460050,1.25635683,0.73345767,-0.32127949,576,2017,0.75951451,2022,-0.24097771,11554399.29391035,23108.79858782,1.80514171,0.23701332,0.34415763,0.14551857,0.11459812,0.04838161,,,0.54016488,0.07446313
VT TQQQ/BIL75+BTAL25 t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL75+BTAL25,0.30000000,0.60000000,0.01557837,0.31652794,0.01556387,0.31653979,868051.53357840,97500.00000000,770551.53357840,7.90309265,0.25130446,0.24191302,0.99762081,0.25926809,1.38386255,0.75337277,-0.33357253,606,2013,0.68030242,2022,-0.29281319,6472037.63806363,12944.07527613,0.89568330,0.13275975,0.36597571,0.29640935,0.12195987,0.09856471,,,0.51130983,0.09337705
VT TQQQ/BIL75+BTAL25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL75+BTAL25,0.30000000,0.80000000,0.01600664,0.31632547,0.01608928,0.31633722,1001257.27346261,97500.00000000,903757.27346261,9.26930537,0.26902983,0.25700705,0.93247275,0.30728421,1.28703031,0.76508509,-0.35163386,578,2013,0.88436706,2022,-0.29537357,13351464.99098142,26702.92998196,1.66457284,0.27387620,0.29783975,0.14649618,0.09916930,0.04867806,,,0.60204129,0.09357962
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL,0.20000000,0.60000000,0.01132768,0.21464242,0.01149804,0.21464470,520675.55693509,97500.00000000,423175.55693509,4.34026212,0.19509238,0.18781172,0.92648617,0.21891145,1.27515433,0.72492423,-0.26912106,576,2013,0.57570790,2022,-0.21606448,6389617.06116777,12779.23412234,1.31764426,0.13106907,0.57771672,0.39483337,,,,,0.42135849,0.05863319
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL,0.20000000,0.80000000,0.01140293,0.21455640,0.01167993,0.21455852,573742.76437925,97500.00000000,476242.76437925,4.88454117,0.20720964,0.19810924,0.90326682,0.24157213,1.24424296,0.74622205,-0.27767826,711,2017,0.68662619,2022,-0.21608055,9424036.76017059,18848.07352034,1.79784058,0.19331357,0.53746237,0.19741668,,,,,0.46140899,0.05871937
VT TQQQ/BIL t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL,0.25000000,0.60000000,0.01355134,0.26495240,0.01368068,0.26495429,704479.71290950,97500.00000000,606979.71290950,6.22543295,0.22887281,0.21984088,0.95983578,0.24741714,1.32520081,0.74547541,-0.30701591,752,2013,0.68654476,2022,-0.26883272,6735609.39282643,13471.21878565,1.10338641,0.13816635,0.52343873,0.39569509,,,,,0.47571715,0.07664307
VT TQQQ/BIL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL,0.25000000,0.80000000,0.01368313,0.26482909,0.01394242,0.26483114,786010.50496635,97500.00000000,688510.50496635,7.06164620,0.24185059,0.23141900,0.91222729,0.28204044,1.25744314,0.72266851,-0.33466324,576,2013,0.77803070,2022,-0.26893450,11869546.64555917,23739.09329112,1.80296544,0.24347788,0.45864401,0.19449420,,,,,0.54030293,0.07676623
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL,0.30000000,0.60000000,0.01547738,0.31372127,0.01557252,0.31372293,907012.31114103,97500.00000000,809512.31114103,8.30269037,0.25564402,0.24655414,0.98598230,0.26828119,1.36636972,0.72319682,-0.35349163,752,2013,0.70392989,2022,-0.31759959,6517382.04904179,13034.76409808,0.88973960,0.13368989,0.48775946,0.39614651,,,,,0.51144946,0.09619391
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL,0.30000000,0.80000000,0.01579300,0.31351799,0.01600451,0.31351947,1051488.13597873,97500.00000000,953988.13597873,9.78449370,0.27400264,0.26218541,0.93122021,0.31425903,1.28509265,0.74853241,-0.36605313,754,2013,0.90657815,2022,-0.31996922,13680895.03902312,27361.79007805,1.66415921,0.28063374,0.39696473,0.19744113,,,,,0.60215290,0.09639737
TQQQ50/BTAL50 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,true,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,,,,0.02402138,0.35540222,0.02406270,0.35540397,699938.36297244,97500.00000000,602438.36297244,6.17885500,0.22745149,0.21915691,0.98320009,0.23799568,1.38247124,0.60269267,-0.37739215,138,2019,0.50948286,2022,-0.29178972,2467829.62228221,4935.65924456,0.36844949,0.05062215,,,0.52365225,0.49808932,,,0.47610188,0.14459603
TQQQ50/BIL50 gate QQQ<SMA200,full,full,2012-01-03,2026-08-24,true,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,,,,0.02229224,0.33281804,0.02232339,0.33281988,833392.23768035,97500.00000000,735892.23768035,7.54761269,0.24450812,0.23760609,0.94718771,0.27044937,1.32075872,0.58972982,-0.41461040,791,2023,0.66783637,2022,-0.38778776,2105808.07841312,4211.61615683,0.30662511,0.04319606,0.52110365,0.49339173,,,,,0.47822096,0.16718012
SPY benchmark,full,full,2012-01-03,2026-08-24,true,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,,,,0.00181830,0.00855252,0.00183273,0.00858730,352913.68855553,97500.00000000,255413.68855553,2.61962757,0.14638373,0.14627404,0.91160430,0.16528891,1.29061254,0.43348768,-0.33768834,173,2013,0.31797184,2022,-0.18344319,97182.15275304,194.36430551,0.02780233,0.00199348,,,,,0.99816727,0.99141270,,
VT TQQQ/BTAL t20 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.20000000,0.60000000,0.01288324,0.16646914,0.01305807,0.16647165,205141.90646637,75500.00000000,129641.90646637,1.71711134,0.16601501,0.15228032,0.83715486,0.21018823,1.16031623,0.64073395,-0.25910132,428,2017,0.52105450,2022,-0.08970511,2466761.26246025,4933.52252492,1.19021086,0.06534467,,,0.57109323,0.39863625,,,0.42830707,0.06092224
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.20000000,0.80000000,0.01299594,0.16644750,0.01328068,0.16644992,213318.85151865,75500.00000000,137818.85151865,1.82541525,0.17399311,0.15803717,0.79661733,0.23706121,1.10240196,0.66142317,-0.26305869,428,2017,0.64157500,2015,-0.10565994,3795861.30287209,7591.72260574,1.75266318,0.10055262,,,0.52364513,0.19860250,,,0.47550032,0.06094397
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.25000000,0.60000000,0.01542469,0.20469254,0.01554952,0.20469457,253176.25314707,75500.00000000,177676.25314707,2.35332786,0.20036918,0.18319601,0.90844324,0.23074144,1.25852584,0.79304732,-0.25265729,355,2013,0.58548409,2022,-0.15695454,2318491.39809608,4636.98279619,0.92213739,0.06141699,,,0.52119452,0.39905513,,,0.47834256,0.07954779
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.25000000,0.80000000,0.01569051,0.20467672,0.01594448,0.20467876,261246.02355404,75500.00000000,185746.02355404,2.46021223,0.20713799,0.18779464,0.83091997,0.27147192,1.14731345,0.73622550,-0.28135128,575,2017,0.73701269,2022,-0.15691531,4286721.62473441,8573.44324947,1.65960183,0.11355554,,,0.44797359,0.19877165,,,0.55127789,0.07956359
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.30000000,0.60000000,0.01764800,0.24139679,0.01774554,0.24139853,294311.86990647,75500.00000000,218811.86990647,2.89817046,0.22383659,0.20524387,0.94577238,0.24604200,1.30840233,0.82164529,-0.27242485,140,2013,0.61009814,2022,-0.21857881,2180993.22351479,4361.98644703,0.75007999,0.05777465,,,0.49044922,0.39851102,,,0.50917566,0.09969230
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.30000000,0.80000000,0.01829237,0.24126817,0.01851428,0.24126980,315310.30887477,75500.00000000,239810.30887477,3.17629548,0.23788544,0.21532607,0.86600703,0.29862102,1.19342649,0.73559896,-0.32339013,582,2013,0.81843455,2022,-0.22173222,4478562.58137961,8957.12516276,1.44482150,0.11863742,,,0.39079687,0.19862429,,,0.60857530,0.09982103
VT TQQQ/BIL25+BTAL75 t20 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.20000000,0.60000000,0.01330856,0.16543121,0.01328397,0.16543899,207525.82807090,75500.00000000,132025.82807090,1.74868646,0.16890106,0.15398279,0.85829662,0.20715979,1.18646119,0.79614758,-0.21214793,337,2017,0.52841974,2022,-0.12130607,2558994.28475103,5117.98856950,1.21091032,0.06778793,0.14204927,0.09633386,0.42828049,0.29872182,,,0.42849998,0.06195489
VT TQQQ/BIL25+BTAL75 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.20000000,0.80000000,0.01323772,0.16537112,0.01334062,0.16537909,217662.21686550,75500.00000000,142162.21686550,1.88294327,0.17806147,0.16100324,0.81755991,0.23448624,1.12919377,0.72586589,-0.24530904,477,2017,0.65310128,2022,-0.12137570,3932837.13725601,7865.67427451,1.77038794,0.10418112,0.13029219,0.04774625,0.39271963,0.14936091,,,0.47574473,0.06201480
VT TQQQ/BIL25+BTAL75 t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.25000000,0.60000000,0.01591343,0.20337142,0.01585476,0.20337913,254668.96020781,75500.00000000,179168.96020781,2.37309881,0.20218574,0.18405777,0.91716792,0.23002327,1.26703043,0.86493516,-0.23375826,141,2013,0.61052964,2022,-0.18487875,2401485.64998304,4802.97129997,0.94018083,0.06361551,0.12957027,0.09486019,0.39084173,0.29906702,,,0.47848233,0.08086323
VT TQQQ/BIL25+BTAL75 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.25000000,0.80000000,0.01586545,0.20334041,0.01594224,0.20334826,265307.47646075,75500.00000000,189807.47646075,2.51400631,0.21027106,0.19005479,0.84162087,0.27094358,1.15993905,0.71373674,-0.29460590,575,2017,0.74456108,2022,-0.18489797,4437515.83019634,8875.03166039,1.67956714,0.11755009,0.11149451,0.04600225,0.33594557,0.14866843,,,0.55148507,0.08089410
VT TQQQ/BIL25+BTAL75 t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.30000000,0.60000000,0.01807703,0.23978028,0.01800831,0.23978799,294242.70699733,75500.00000000,218742.70699733,2.89725440,0.22472871,0.20520948,0.94682650,0.24672612,1.30651663,0.79134276,-0.28398404,,2013,0.63344305,2022,-0.24323472,2248494.32861758,4496.98865724,0.76395147,0.05956276,0.12196425,0.09494948,0.36773333,0.29872318,,,0.50932671,0.10130284
VT TQQQ/BIL25+BTAL75 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.30000000,0.80000000,0.01861883,0.23965915,0.01863829,0.23966707,318942.75814635,75500.00000000,243442.75814635,3.22440739,0.24017279,0.21700148,0.87089575,0.29932159,1.19831297,0.72195582,-0.33266965,578,2013,0.84018347,2022,-0.24616735,4628194.71850461,9256.38943701,1.46347261,0.12260118,0.09706927,0.04512908,0.29302866,0.14867851,,,0.60878098,0.10142376
VT TQQQ/BIL50+BTAL50 t20 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2012-01-03,2022-12-30,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.20000000,0.60000000,0.01316774,0.16430354,0.01315085,0.16431529,208776.81634986,75500.00000000,133276.81634986,1.76525585,0.17105352,0.15486812,0.86695411,0.20724465,1.19412025,0.74589608,-0.22932620,576,2017,0.53554324,2022,-0.15305470,2628636.43816223,5257.27287632,1.22266708,0.06963275,0.28487707,0.19519234,0.28540421,0.19867109,,,0.42858612,0.06307859
