label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.assets,params.filter,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.AGG.avg,exposure.AGG.min,exposure.EFA.avg,exposure.EFA.min,exposure.SPY.avg,exposure.SPY.min,exposure.VEU.avg,exposure.VEU.min
EW SPY/VEU/AGG,sens,sens_2016-01-04,2016-01-04,2020-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00742094,0.01636955,0.00488950,0.01121735,54119.19249922,39500.00000000,14619.19249922,0.37010614,0.09558481,0.10132942,0.81712226,0.12070029,1.09117154,0.40973803,-0.23328273,175,2019,0.19848657,2018,-0.06474062,53363.24523939,6.37673208,0.18420860,0.00016144,0.33132814,0.32748256,,,0.32879986,0.32211598,0.33244847,0.33058341
ROT SPY top1 12M@SPY>BIL fb AGG,sens,sens_2016-01-04,2016-01-04,2020-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00469183,0.01287985,0.00470139,0.01288086,51365.41031751,39500.00000000,11865.41031751,0.30039013,0.08566218,0.08437822,0.55888900,0.17453985,0.74639455,0.25461546,-0.33643748,,2017,0.21237420,2018,-0.04748206,355048.17492340,29.68781638,1.21972694,0.00075159,0.09974404,0.00000000,,,0.89555457,0.00000000,,
ROT SPY+VEU top1 12M all fb AGG,sens,sens_2016-01-04,2016-01-04,2020-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00355116,0.01116430,0.00355706,0.01116527,62367.86897209,39500.00000000,22867.86897209,0.57893339,0.14037364,0.14773349,0.79769592,0.18665080,1.09658021,0.41663509,-0.33692227,173,2019,0.30753362,2018,-0.08298438,140096.22952423,17.15971002,0.44710412,0.00043442,0.00000000,0.00000000,,,0.79661466,0.00000000,0.19982828,0.00000000
SPY benchmark,sens,sens_2016-01-04,2016-01-04,2020-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00438019,0.01116430,0.00438144,0.01116527,64313.55190754,39500.00000000,24813.55190754,0.62819119,0.15077401,0.15785704,0.84098770,0.18818934,1.15589326,0.44653035,-0.33765679,173,2019,0.30809701,2018,-0.04781253,39443.59218216,2.76105145,0.12267662,0.00006990,,,,,0.99561856,0.98883473,,
ROT SPY+VEU top1 12M@SPY>BIL fb AGG,sens,sens_2016-07-01,2016-07-01,2021-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,@SPY>BIL,0.00381817,0.01413322,0.00383390,0.01413439,54779.52082572,40000.00000000,14779.52082572,0.36948802,0.10006852,0.10224894,0.63899661,0.17314915,0.85851719,0.29768896,-0.33615125,341,2017,0.20291024,2018,-0.08316403,574551.06453401,64.10609096,1.98682892,0.00160265,0.06543646,0.00000000,,,0.71782127,0.00000000,0.21290836,0.00000000
ROT SPY+VEU top1 12M>BIL fb AGG,sens,sens_2016-07-01,2016-07-01,2021-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,>BIL,0.00381817,0.01413322,0.00383390,0.01413439,54779.52082572,40000.00000000,14779.52082572,0.36948802,0.10006852,0.10224894,0.63899661,0.17314915,0.85851719,0.29768896,-0.33615125,341,2017,0.20291024,2018,-0.08316403,574551.06453401,64.10609096,1.98682892,0.00160265,0.06543646,0.00000000,,,0.71782127,0.00000000,0.21290836,0.00000000
ROT SPY+EFA top1 12M@SPY>BIL fb AGG,sens,sens_2016-07-01,2016-07-01,2021-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,@SPY>BIL,0.00408495,0.01413322,0.00409448,0.01413439,56083.73967842,40000.00000000,16083.73967842,0.40209349,0.10410450,0.10997583,0.66184516,0.17256579,0.88904313,0.30902361,-0.33688202,351,2017,0.18515616,2018,-0.07798377,359491.91155317,30.18779488,1.24982989,0.00075469,0.06548013,0.00000000,0.18006639,0.00000000,0.75035900,0.00000000,,
ROT SPY+EFA top1 12M>BIL fb AGG,sens,sens_2016-07-01,2016-07-01,2021-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,>BIL,0.00408495,0.01413322,0.00409448,0.01413439,56083.73967842,40000.00000000,16083.73967842,0.40209349,0.10410450,0.10997583,0.66184516,0.17256579,0.88904313,0.30902361,-0.33688202,351,2017,0.18515616,2018,-0.07798377,359491.91155317,30.18779488,1.24982989,0.00075469,0.06548013,0.00000000,0.18006639,0.00000000,0.75035900,0.00000000,,
SPY60/AGG40,sens,sens_2016-07-01,2016-07-01,2021-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00685365,0.01838431,0.00528161,0.01643900,58498.82949301,40000.00000000,18498.82949301,0.46247074,0.11353531,0.12385345,1.01636133,0.11221036,1.38170990,0.52554955,-0.21603160,152,2019,0.21354795,2018,-0.02738802,53487.71604511,4.57721541,0.17795180,0.00011443,0.39823865,0.39384438,,,0.59490593,0.58356100,,
EW SPY/VEU/AGG,sens,sens_2016-07-01,2016-07-01,2021-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00775508,0.02216889,0.00545645,0.01619850,56227.16517718,40000.00000000,16227.16517718,0.40567913,0.10252556,0.11081533,0.88651455,0.11822322,1.18508423,0.43794727,-0.23410481,175,2019,0.19857101,2018,-0.06378137,52013.22089074,6.25502922,0.17745773,0.00015638,0.33175643,0.32774388,,,0.32797549,0.31713484,0.33251048,0.33011248
ROT SPY top1 12M@SPY>BIL fb AGG,sens,sens_2016-07-01,2016-07-01,2021-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00487809,0.01413322,0.00488483,0.01413439,57815.73543470,40000.00000000,17815.73543470,0.44539339,0.11635341,0.11998295,0.71879047,0.17482142,0.96657756,0.34511577,-0.33714312,351,2017,0.21219591,2018,-0.04755007,284808.33499553,23.67763142,0.95990074,0.00059194,0.06549635,0.00000000,,,0.92961882,0.00000000,,
ROT SPY+VEU top1 12M all fb AGG,sens,sens_2016-07-01,2016-07-01,2021-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00349955,0.01413322,0.00350978,0.01413439,66358.63672535,40000.00000000,26358.63672535,0.65896592,0.15516720,0.16561933,0.87446994,0.18490823,1.20533326,0.46050642,-0.33694905,173,2019,0.30755003,2018,-0.08300785,384343.95390100,50.17841379,1.19981770,0.00125446,0.00000000,0.00000000,,,0.78358647,0.00000000,0.21290375,0.00000000
SPY benchmark,sens,sens_2016-07-01,2016-07-01,2021-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00458790,0.01413322,0.00458912,0.01413439,70113.15059939,40000.00000000,30113.15059939,0.75282876,0.17219162,0.18399122,0.94835887,0.18622128,1.30757641,0.50999476,-0.33763410,173,2019,0.30723778,2018,-0.04738887,39802.44226504,2.78617096,0.12098762,0.00006965,,,,,0.99541088,0.98586561,,
ROT SPY+VEU top1 12M@SPY>BIL fb AGG,sens,sens_2017-01-03,2017-01-03,2021-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,@SPY>BIL,0.00382579,0.01698335,0.00384184,0.01698468,56983.87434037,39500.00000000,17483.87434037,0.44262973,0.10584563,0.11814916,0.66239583,0.17525997,0.89119143,0.31541024,-0.33558083,336,2021,0.24858334,2018,-0.08328784,499648.55964796,55.69123540,1.73615538,0.00140990,0.06659605,0.00000000,,,0.71307802,0.00000000,0.21648408,0.00000000
ROT SPY+VEU top1 12M>BIL fb AGG,sens,sens_2017-01-03,2017-01-03,2021-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,>BIL,0.00382579,0.01698335,0.00384184,0.01698468,56983.87434037,39500.00000000,17483.87434037,0.44262973,0.10584563,0.11814916,0.66239583,0.17525997,0.89119143,0.31541024,-0.33558083,336,2021,0.24858334,2018,-0.08328784,499648.55964796,55.69123540,1.73615538,0.00140990,0.06659605,0.00000000,,,0.71307802,0.00000000,0.21648408,0.00000000
ROT SPY+EFA top1 12M@SPY>BIL fb AGG,sens,sens_2017-01-03,2017-01-03,2021-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,@SPY>BIL,0.00457197,0.01698335,0.00458163,0.01698468,58269.59847288,39500.00000000,18769.59847288,0.47517971,0.10977828,0.12544276,0.68471969,0.17455418,0.92092902,0.32603643,-0.33670555,341,2021,0.28352063,2018,-0.07778564,307238.65440697,25.75419304,1.06719956,0.00065200,0.06647313,0.00000000,0.18308527,0.00000000,0.74585997,0.00000000,,
ROT SPY+EFA top1 12M>BIL fb AGG,sens,sens_2017-01-03,2017-01-03,2021-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,>BIL,0.00457197,0.01698335,0.00458163,0.01698468,58269.59847288,39500.00000000,18769.59847288,0.47517971,0.10977828,0.12544276,0.68471969,0.17455418,0.92092902,0.32603643,-0.33670555,341,2021,0.28352063,2018,-0.07778564,307238.65440697,25.75419304,1.06719956,0.00065200,0.06647313,0.00000000,0.18308527,0.00000000,0.74585997,0.00000000,,
SPY60/AGG40,sens,sens_2017-01-03,2017-01-03,2021-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00630829,0.01689634,0.00507735,0.01273079,58953.57713837,39500.00000000,19453.57713837,0.49249562,0.12018936,0.12926288,1.06239898,0.11285881,1.44707906,0.56041870,-0.21446350,152,2019,0.21415972,2018,-0.02723452,51620.93786169,4.42212990,0.16820201,0.00011195,0.39837600,0.39443484,,,0.59531394,0.58726921,,
EW SPY/VEU/AGG,sens,sens_2017-01-03,2017-01-03,2021-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00805279,0.02280387,0.00545194,0.01636517,55014.20275499,39500.00000000,15514.20275499,0.39276463,0.10210697,0.10667701,0.88333049,0.11800663,1.18104605,0.44029237,-0.23190721,174,2019,0.19868020,2018,-0.06362607,51527.89330953,6.25588880,0.17312778,0.00015838,0.33137957,0.32640927,,,0.32817045,0.31696816,0.33239461,0.33017162
ROT SPY top1 12M@SPY>BIL fb AGG,sens,sens_2017-01-03,2017-01-03,2021-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00494105,0.01698335,0.00494789,0.01698468,59775.60031666,39500.00000000,20275.60031666,0.51330634,0.12187591,0.13380067,0.73926512,0.17690770,0.99530294,0.36158521,-0.33706001,351,2021,0.28377410,2018,-0.04774066,248998.98794709,20.63746090,0.83985104,0.00052247,0.06660130,0.00000000,,,0.92845081,0.00000000,,
ROT SPY+VEU top1 12M all fb AGG,sens,sens_2017-01-03,2017-01-03,2021-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00337427,0.01698335,0.00338473,0.01698468,67956.16632775,39500.00000000,28456.16632775,0.72040927,0.16103519,0.17609909,0.89315100,0.18685597,1.23164555,0.47808954,-0.33683060,173,2019,0.30737682,2018,-0.08313165,336327.93996040,43.71604463,1.03553052,0.00110674,0.00000000,0.00000000,,,0.78013714,0.00000000,0.21647813,0.00000000
SPY benchmark,sens,sens_2017-01-03,2017-01-03,2021-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00469486,0.01698335,0.00469610,0.01698468,71503.44814707,39500.00000000,32003.44814707,0.81021388,0.17820674,0.19301987,0.96646366,0.18813023,1.33331137,0.52828060,-0.33733348,173,2019,0.30750436,2018,-0.04757823,39272.78233233,2.74909476,0.11717650,0.00006960,,,,,0.99530390,0.98301532,,
ROT SPY+VEU top1 12M@SPY>BIL fb AGG,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,@SPY>BIL,0.00343387,0.01280607,0.00344998,0.01280654,47679.22113674,40000.00000000,7679.22113674,0.19198053,0.05875509,0.05693343,0.40323218,0.18391237,0.53962079,0.17443273,-0.33683525,351,2021,0.24800660,2022,-0.13035938,505704.61260825,54.64465587,1.78236281,0.00136612,0.11459497,0.00000000,,,0.68549299,0.00000000,0.19646207,0.00000000
ROT SPY+VEU top1 12M>BIL fb AGG,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,>BIL,0.00343387,0.01280607,0.00344998,0.01280654,47679.22113674,40000.00000000,7679.22113674,0.19198053,0.05875509,0.05693343,0.40323218,0.18391237,0.53962079,0.17443273,-0.33683525,351,2021,0.24800660,2022,-0.13035938,505704.61260825,54.64465587,1.78236281,0.00136612,0.11459497,0.00000000,,,0.68549299,0.00000000,0.19646207,0.00000000
ROT SPY+EFA top1 12M@SPY>BIL fb AGG,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,@SPY>BIL,0.00508525,0.01204397,0.00509505,0.01204442,48758.27295641,40000.00000000,8758.27295641,0.21895682,0.06271054,0.06422353,0.42535817,0.18251355,0.56889524,0.18726466,-0.33487651,336,2021,0.28296135,2022,-0.13021409,336275.66559289,28.55144939,1.17890298,0.00071379,0.11455615,0.00000000,0.17981798,0.00000000,0.70053082,0.00000000,,
