label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.vol.lam,params.sigma_target,params.w_max,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.QQQ.avg,exposure.QQQ.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
SPY benchmark,sens,sens_2003-01-03,2003-01-03,2008-01-03,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,,,,,0.00171743,0.00567571,0.00171866,0.00567740,55012.85603142,40000.00000000,15012.85603142,0.37532140,0.11320120,0.10345846,0.89261312,0.12977736,1.27177071,0.82741408,-0.13681323,108,2003,0.23441781,2008,-0.00922084,39930.30553519,2.79512139,0.12471778,0.00006988,,,,,0.99828134,0.99432260,,
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA80,sens,sens_2003-07-03,2003-07-03,2008-07-03,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.60000000,,0.00138611,0.00485593,0.00138741,0.00484286,46374.07511713,40000.00000000,6374.07511713,0.15935188,0.05548319,0.04779515,0.35312427,0.22474441,0.49248321,0.22292938,-0.24888237,,2007,0.24561901,2008,-0.15911464,378721.41727205,37.64299411,1.31185651,0.00094107,0.56239994,0.39732201,,,,,0.43620303,0.22020629
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2003-07-03,2003-07-03,2008-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.60000000,QQQ<SMA200,0.01733285,0.34318940,0.01733390,0.34318985,42930.78728191,40000.00000000,2930.78728191,0.07326968,0.03231859,0.02281852,0.25548871,0.21700439,0.35243954,0.13480245,-0.23974781,,2007,0.24562048,2008,-0.17198421,334552.00237688,32.93722377,1.21594660,0.00082343,0.57835167,0.39732201,,,,,0.42013871,0.22020629
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2003-07-03,2003-07-03,2008-07-03,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.80000000,,0.00147049,0.00485593,0.00147470,0.00484286,45301.97054934,40000.00000000,5301.97054934,0.13254926,0.04516129,0.04021323,0.30679304,0.23215939,0.42619666,0.17679077,-0.25545047,707,2007,0.25289616,2008,-0.15911646,439182.52756794,43.67741401,1.56432346,0.00109194,0.54765914,0.19723866,,,,,0.45085729,0.22020629
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2003-07-03,2003-07-03,2008-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.80000000,QQQ<SMA200,0.01801742,0.41641569,0.01801547,0.41641622,41889.95584648,40000.00000000,1889.95584648,0.04724890,0.02208800,0.01489113,0.20993142,0.22422433,0.28853230,0.08234823,-0.26822674,1230,2007,0.25288679,2008,-0.17206355,388020.42193333,38.30274534,1.44879933,0.00095757,0.56422747,0.19704525,,,,,0.43421673,0.22020629
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA80,sens,sens_2003-07-03,2003-07-03,2008-07-03,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.60000000,,0.00115566,0.00367784,0.00115398,0.00367686,43416.15571666,40000.00000000,3416.15571666,0.08540389,0.05133746,0.02645255,0.31863813,0.28574618,0.44313739,0.14283719,-0.35941241,,2007,0.23798296,2008,-0.23976068,265459.96738442,26.44365529,0.88973588,0.00066109,0.45454794,0.39632314,,,,,0.54428906,0.33029991
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2003-07-03,2003-07-03,2008-07-03,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.60000000,QQQ<SMA200,0.01642636,0.21246308,0.01640350,0.21246351,39943.05164597,40000.00000000,-56.94835403,-0.00142371,0.02765612,-0.00045915,0.23766521,0.27790241,0.32735663,0.07818962,-0.35370579,,2007,0.23798312,2008,-0.26082018,231543.65469735,22.75626341,0.81177843,0.00056891,0.46978400,0.39632314,,,,,0.52889031,0.33029991
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA80,sens,sens_2003-07-03,2003-07-03,2008-07-03,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.80000000,,0.00137062,0.00414309,0.00137538,0.00413672,44599.08977697,40000.00000000,4599.08977697,0.11497724,0.05180007,0.03514932,0.31860167,0.32698862,0.44365773,0.14412268,-0.35941651,,2007,0.32732573,2008,-0.24536779,489888.62590435,48.97923164,1.66019338,0.00122448,0.36673518,0.19802193,,,,,0.63188024,0.33029958
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2003-07-03,2003-07-03,2008-07-03,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.80000000,QQQ<SMA200,0.02201155,0.41381351,0.02201618,0.41381398,40101.48094003,40000.00000000,101.48094003,0.00253702,0.02054351,0.00081664,0.22331250,0.31705194,0.30774741,0.05807720,-0.35372761,,2007,0.32732870,2008,-0.26627957,438624.69851767,43.58371266,1.58288367,0.00108959,0.38776710,0.19808023,,,,,0.61095419,0.33029958
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA94,sens,sens_2003-07-03,2003-07-03,2008-07-03,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.60000000,,0.00125078,0.00438941,0.00124838,0.00437999,45336.03963810,40000.00000000,5336.03963810,0.13340099,0.05116303,0.04045678,0.34381874,0.20878534,0.47926510,0.21219864,-0.24110913,365,2007,0.19535339,2008,-0.13031021,209501.01674276,20.87198548,0.73557141,0.00052180,0.58600876,0.39902662,,,,,0.41273425,0.22963054
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA94 gate QQQ<SMA200,sens,sens_2003-07-03,2003-07-03,2008-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.60000000,QQQ<SMA200,0.01259213,0.13169100,0.01258930,0.13169144,43044.44100177,40000.00000000,3044.44100177,0.07611103,0.03517230,0.02367298,0.27223305,0.20283365,0.37589859,0.14587749,-0.24110845,482,2007,0.19535490,2008,-0.14162527,188775.37673636,18.53921728,0.68518510,0.00046348,0.59721187,0.39928078,,,,,0.40132307,0.19052579
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA94,sens,sens_2003-07-03,2003-07-03,2008-07-03,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.80000000,,0.00122772,0.00438941,0.00122514,0.00437999,45300.48981066,40000.00000000,5300.48981066,0.13251225,0.05090257,0.04020264,0.34232760,0.20925910,0.47720661,0.21104758,-0.24119001,365,2007,0.19535176,2008,-0.13030856,212392.06731304,21.16864004,0.74624410,0.00052922,0.58515661,0.36782534,,,,,0.41360937,0.22963214
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA94 gate QQQ<SMA200,sens,sens_2003-07-03,2003-07-03,2008-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.80000000,QQQ<SMA200,0.01257619,0.13170412,0.01257333,0.13170456,43010.88842924,40000.00000000,3010.88842924,0.07527221,0.03491323,0.02342095,0.27083447,0.20332121,0.37400031,0.14475477,-0.24118881,482,2007,0.19535143,2008,-0.14162729,191631.00341829,18.82969068,0.69603158,0.00047074,0.59639040,0.36977794,,,,,0.40219752,0.19052011
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA94,sens,sens_2003-07-03,2003-07-03,2008-07-03,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.30000000,0.60000000,,0.00139410,0.00518371,0.00138984,0.00517315,46079.75916597,40000.00000000,6079.75916597,0.15199398,0.06689645,0.04573046,0.37148533,0.28086110,0.52071271,0.20346611,-0.32878424,,2007,0.25042282,2008,-0.20162332,186178.52517625,18.65229527,0.61371958,0.00046631,0.45554633,0.39725421,,,,,0.54305441,0.34444889
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA94 gate QQQ<SMA200,sens,sens_2003-07-03,2003-07-03,2008-07-03,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.30000000,0.60000000,QQQ<SMA200,0.01491291,0.14858079,0.01490900,0.14858121,43712.15022193,40000.00000000,3712.15022193,0.09280376,0.05078430,0.02864969,0.31857660,0.27241777,0.44256638,0.16247807,-0.31256093,,2007,0.25041707,2008,-0.21235715,149594.89588884,14.60780366,0.50978810,0.00036520,0.46922247,0.39725421,,,,,0.52936888,0.30962075
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA94,sens,sens_2003-07-03,2003-07-03,2008-07-03,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.30000000,0.80000000,,0.00143058,0.00518371,0.00142858,0.00517315,44069.13062786,40000.00000000,4069.13062786,0.10172827,0.04935164,0.03128069,0.31093843,0.30874223,0.43323896,0.14379926,-0.34319813,482,2007,0.26761434,2008,-0.20162384,286313.64903900,28.94843463,0.98777348,0.00072371,0.39061284,0.19860552,,,,,0.60794819,0.34444311
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA94 gate QQQ<SMA200,sens,sens_2003-07-03,2003-07-03,2008-07-03,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.30000000,0.80000000,QQQ<SMA200,0.01521915,0.19590763,0.01521688,0.19590809,41608.82472449,40000.00000000,1608.82472449,0.04022062,0.03179850,0.01271751,0.25508909,0.30123053,0.35268692,0.09265451,-0.34319428,509,2007,0.26760786,2008,-0.21254208,256435.98326365,25.66206621,0.91733679,0.00064155,0.40417655,0.19769546,,,,,0.59416417,0.30923255
TQQQ buy-and-hold,sens,sens_2003-07-03,2003-07-03,2008-07-03,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,,,,,0.00001131,0.00008978,0.00001385,0.00016477,39828.80528249,40000.00000000,-171.19471751,-0.00427987,0.06359942,-0.00138218,0.38496077,0.54002652,0.54471772,0.10321186,-0.61620262,,2003,0.54996525,2008,-0.41689727,39993.88264341,5.99908240,0.11868089,0.00014998,,,,,,,0.99998615,0.99983523
TQQQ50/BIL50 gate QQQ<SMA200,sens,sens_2003-07-03,2003-07-03,2008-07-03,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,,,,,0.02370752,0.14926431,0.02370140,0.14926457,43346.78464075,40000.00000000,3346.78464075,0.08366962,0.05779747,0.02593555,0.34929078,0.25249690,0.48682277,0.17402517,-0.33212131,,2003,0.26257425,2008,-0.22042841,86349.09574367,8.19968910,0.28741978,0.00020499,0.52123993,0.49542427,,,,,0.47734823,0.35073543
QQQ,sens,sens_2003-07-03,2003-07-03,2008-07-03,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,,,,,0.00070406,0.00231314,0.00070583,0.00231541,48540.40847452,40000.00000000,8540.40847452,0.21351021,0.08227394,0.06262135,0.53005902,0.17987588,0.75477699,0.32981175,-0.24945727,,2003,0.19218075,2008,-0.12747792,39978.27014024,3.99782701,0.13094789,0.00009995,,,0.99929417,0.99768459,,,,
SPY benchmark,sens,sens_2003-07-03,2003-07-03,2008-07-03,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,,,,,0.00171551,0.00563709,0.00171675,0.00567190,45426.76022815,40000.00000000,5426.76022815,0.13566901,0.06680344,0.04110446,0.55994424,0.13095475,0.78695640,0.36519485,-0.18292548,,2006,0.15502090,2008,-0.12860034,39927.71278542,2.79493989,0.13039998,0.00006987,,,,,0.99828325,0.99432810,,
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA80,sens,sens_2004-01-05,2004-01-05,2009-01-02,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.60000000,,0.00155275,0.00588714,0.00155433,0.00586830,37191.36498950,40000.00000000,-2808.63501050,-0.07021588,-0.00939280,-0.02344636,0.06774213,0.22068891,0.09347500,-0.02428654,-0.38674908,,2007,0.24562484,2008,-0.31919947,337447.88714912,33.57551929,1.25089396,0.00083939,0.57706648,0.39617106,,,,,0.42137021,0.09566475
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2004-01-05,2004-01-05,2009-01-02,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.60000000,QQQ<SMA200,0.02644121,0.34485710,0.02644111,0.34485763,35594.90452261,40000.00000000,-4405.09547739,-0.11012739,-0.02635569,-0.03755358,-0.02468469,0.20761100,-0.03373675,-0.07501224,-0.35135182,,2007,0.24562304,2008,-0.29075801,274707.04816393,26.83750899,1.06965184,0.00067094,0.60221215,0.39573422,,,,,0.39619194,0.03561360
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2004-01-05,2004-01-05,2009-01-02,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.80000000,,0.00165650,0.00588714,0.00166029,0.00586830,36508.52355028,40000.00000000,-3491.47644972,-0.08728691,-0.01909975,-0.02940652,0.02980257,0.22823233,0.04098700,-0.04938426,-0.38675791,,2007,0.25288819,2008,-0.31920475,387341.36459883,38.55215472,1.47338235,0.00096380,0.56230701,0.19644977,,,,,0.43602376,0.09566703
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2004-01-05,2004-01-05,2009-01-02,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.80000000,QQQ<SMA200,0.02709091,0.41812576,0.02709247,0.41812630,34914.62147049,40000.00000000,-5085.37852951,-0.12713446,-0.03588289,-0.04375402,-0.06207574,0.21515715,-0.08456254,-0.10212422,-0.35136516,,2007,0.25288201,2008,-0.29077179,319016.33516677,31.27437828,1.27367105,0.00078186,0.58796294,0.19848054,,,,,0.41031855,0.03558120
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA80,sens,sens_2004-01-05,2004-01-05,2009-01-02,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.60000000,,0.00164839,0.00505330,0.00164549,0.00504693,31126.72979045,40000.00000000,-8873.27020955,-0.22183176,-0.04682111,-0.08062017,-0.02664380,0.28380271,-0.03641024,-0.08744400,-0.53544106,,2007,0.23798175,2008,-0.45390795,253011.66651569,25.29810766,0.95407549,0.00063245,0.47218385,0.39576060,,,,,0.52616015,0.14349795
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2004-01-05,2004-01-05,2009-01-02,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.60000000,QQQ<SMA200,0.03064874,0.34575533,0.03064656,0.34575578,30145.13697577,40000.00000000,-9854.86302423,-0.24637158,-0.06047908,-0.09090235,-0.10120499,0.26597012,-0.13736381,-0.12236153,-0.49426545,,2007,0.23797835,2008,-0.41872192,190321.03143289,18.57955845,0.75200251,0.00046449,0.50164915,0.39606105,,,,,0.49673589,0.05505780
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA80,sens,sens_2004-01-05,2004-01-05,2009-01-02,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.80000000,,0.00154436,0.00489122,0.00154745,0.00488928,32030.35719876,40000.00000000,-7969.64280124,-0.19924107,-0.04547173,-0.07143683,0.01701853,0.32206537,0.02338960,-0.08438233,-0.53887736,,2007,0.32732241,2008,-0.45794207,424359.34740345,42.55640151,1.60165240,0.00106391,0.38881329,0.19668419,,,,,0.60962896,0.14349920
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2004-01-05,2004-01-05,2009-01-02,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.80000000,QQQ<SMA200,0.03587958,0.41687707,0.03587988,0.41687772,30446.95211964,40000.00000000,-9553.04788036,-0.23882620,-0.06582161,-0.08770560,-0.07225030,0.30339495,-0.09848810,-0.13216404,-0.49802963,,2007,0.32731789,2008,-0.42304297,347613.70130377,34.41827279,1.39873008,0.00086046,0.42325916,0.19654491,,,,,0.57507171,0.05508581
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA94,sens,sens_2004-01-05,2004-01-05,2009-01-02,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.60000000,,0.00160726,0.00485847,0.00160441,0.00486443,35257.84358121,40000.00000000,-4742.15641879,-0.11855391,-0.02094781,-0.04061106,0.00290826,0.20855087,0.00398804,-0.05580043,-0.37540587,,2007,0.19534637,2008,-0.30738005,186294.33893977,18.77759237,0.70469625,0.00046944,0.59751531,0.39708739,,,,,0.40087109,0.09504132
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA94 gate QQQ<SMA200,sens,sens_2004-01-05,2004-01-05,2009-01-02,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.60000000,QQQ<SMA200,0.01691609,0.13365573,0.01691256,0.13365625,34266.01273614,40000.00000000,-5733.98726386,-0.14334968,-0.03264811,-0.04977725,-0.06617467,0.19973231,-0.09006519,-0.09097921,-0.35885236,,2007,0.19535113,2008,-0.29479634,161388.43276071,15.77596039,0.63173116,0.00039440,0.61329438,0.39754800,,,,,0.38514393,0.05002151
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA94,sens,sens_2004-01-05,2004-01-05,2009-01-02,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.80000000,,0.00174541,0.00485847,0.00174152,0.00486443,35234.45951310,40000.00000000,-4765.54048690,-0.11913851,-0.02119060,-0.04082423,0.00218865,0.20902547,0.00300159,-0.05644839,-0.37539785,,2007,0.19534569,2008,-0.30737229,188781.36442624,19.02542244,0.71461601,0.00047564,0.59650281,0.36783802,,,,,0.40174534,0.09504110
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA94 gate QQQ<SMA200,sens,sens_2004-01-05,2004-01-05,2009-01-02,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.80000000,QQQ<SMA200,0.01702319,0.13367398,0.01701913,0.13367450,34242.93814930,40000.00000000,-5757.06185070,-0.14392655,-0.03289367,-0.04999359,-0.06678531,0.20022719,-0.09091048,-0.09166213,-0.35885777,,2007,0.19534328,2008,-0.29480495,163702.24931141,16.01190140,0.64124312,0.00040030,0.61235452,0.36728771,,,,,0.38601844,0.05002171
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA94,sens,sens_2004-01-05,2004-01-05,2009-01-02,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.30000000,0.60000000,,0.00169284,0.00531912,0.00168856,0.00529551,31266.02905264,40000.00000000,-8733.97094736,-0.21834927,-0.04289656,-0.07918732,-0.01418721,0.28195116,-0.01945008,-0.08193570,-0.52353926,,2007,0.25041780,2008,-0.44083338,170549.08921923,17.28179272,0.63181927,0.00043204,0.47304148,0.39537986,,,,,0.52526028,0.14255881
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA94 gate QQQ<SMA200,sens,sens_2004-01-05,2004-01-05,2009-01-02,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.30000000,0.60000000,QQQ<SMA200,0.02148503,0.15200711,0.02148015,0.15200769,30682.05776135,40000.00000000,-9317.94223865,-0.23294856,-0.05237622,-0.08523732,-0.06603319,0.26830627,-0.08999277,-0.10455061,-0.50096526,,2007,0.25041492,2008,-0.42081244,127116.32593399,12.34889517,0.48731075,0.00030872,0.49316624,0.39537986,,,,,0.50510151,0.07878822
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA94,sens,sens_2004-01-05,2004-01-05,2009-01-02,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.30000000,0.80000000,,0.00156652,0.00531679,0.00156482,0.00529639,30183.54670882,40000.00000000,-9816.45329118,-0.24541133,-0.05866346,-0.09049375,-0.03985411,0.30974421,-0.05452648,-0.11205268,-0.52353468,,2007,0.26760441,2008,-0.44082577,250117.80737510,25.52121671,0.96737249,0.00063803,0.40827036,0.19608555,,,,,0.59015450,0.14255925
