label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.vol.lam,params.sigma_target,params.w_max,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.QQQ.avg,exposure.QQQ.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA80,full,full,2000-01-03,2026-08-24,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.60000000,,0.00062381,0.01035393,0.00058452,0.00734422,2447776.61431808,169500.00000000,2278276.61431808,13.44115997,0.11424520,0.15709667,0.59796030,0.22311170,0.82742636,0.18807355,-0.60744961,3875,2013,0.58224965,2008,-0.31920661,35408933.91752665,3540.47400405,1.37178226,0.02088775,0.61094469,0.39868057,,,,,0.38842118,0.07854543
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2000-01-03,2026-08-24,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.60000000,QQQ<SMA200,0.02756641,0.33885353,0.02752730,0.33885378,2251659.83474746,169500.00000000,2082159.83474746,12.28412882,0.12487482,0.15261790,0.67624477,0.20590048,0.93182912,0.34822912,-0.35859959,897,2013,0.58225383,2008,-0.29133359,31454436.82975555,3142.79470425,1.30905837,0.01854156,0.63817198,0.39857478,,,,,0.36123618,0.00015691
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80,full,full,2000-01-03,2026-08-24,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.80000000,,0.00064335,0.01035393,0.00060803,0.00734422,2903661.23646015,169500.00000000,2734161.23646015,16.13074476,0.12097984,0.16623181,0.60060888,0.23791936,0.83069864,0.19916029,-0.60744961,3877,2017,0.70078974,2008,-0.31920831,54986158.07329063,5498.47520736,1.86985471,0.03243938,0.58421512,0.19901312,,,,,0.41512725,0.07854543
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2000-01-03,2026-08-24,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.80000000,QQQ<SMA200,0.02770583,0.41196349,0.02767015,0.41196375,2660048.07958359,169500.00000000,2490548.07958359,14.69349899,0.13158981,0.16154863,0.67019990,0.22176873,0.92346462,0.36697711,-0.35857770,896,2017,0.70078610,2008,-0.29129489,49149819.33729528,4912.66841229,1.80530482,0.02898329,0.61157020,0.19959144,,,,,0.38781372,0.00015691
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA80,full,full,2000-01-03,2026-08-24,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.60000000,,0.00071872,0.01166646,0.00063334,0.01101633,4778866.41585213,169500.00000000,4609366.41585213,27.19390216,0.13038323,0.19275514,0.56925914,0.28995842,0.79033380,0.16856786,-0.77347623,4378,2023,0.80009934,2008,-0.45391339,40172642.26245403,4015.97355944,0.96398118,0.02369306,0.51239522,0.39806101,,,,,0.48687882,0.11285581
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2000-01-03,2026-08-24,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.60000000,QQQ<SMA200,0.03872909,0.44573292,0.03868824,0.44573348,4405848.58530911,169500.00000000,4236348.58530911,24.99320699,0.15201518,0.18843704,0.67408870,0.26136238,0.93238075,0.30190664,-0.50351718,1098,2013,0.70570085,2008,-0.42012174,33914038.91078304,3387.93122525,0.87696984,0.01998779,0.55089201,0.39858217,,,,,0.44852724,0.00022908
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA80,full,full,2000-01-03,2026-08-24,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.80000000,,0.00073281,0.01166646,0.00065265,0.01101633,6528305.16270190,169500.00000000,6358805.16270190,37.51507471,0.14432784,0.20931822,0.57940510,0.32473661,0.80284781,0.18659634,-0.77347623,4346,2013,0.91235019,2008,-0.45794734,94056801.73960859,9405.60485988,1.74488140,0.05549029,0.43913019,0.19803419,,,,,0.56012408,0.11285581
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2000-01-03,2026-08-24,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.80000000,QQQ<SMA200,0.03999366,0.44573292,0.03995889,0.44573348,5913085.02135048,169500.00000000,5743585.02135048,33.88545735,0.16484337,0.20406365,0.66236954,0.29870849,0.91434250,0.32502091,-0.50717775,1080,2013,0.91234847,2008,-0.42438512,81277841.14181881,8125.44175939,1.65724264,0.04793771,0.47887296,0.19857296,,,,,0.52052415,0.00022908
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA94,full,full,2000-01-03,2026-08-24,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.60000000,,0.00068469,0.01415654,0.00061630,0.01114673,1999939.77957474,169500.00000000,1830439.77957474,10.79905475,0.10920869,0.14624398,0.59807768,0.21108558,0.82780071,0.20501909,-0.53267571,3867,2013,0.58458940,2008,-0.30738366,17443244.19926651,1744.36056888,0.77781140,0.01029121,0.63191329,0.39847358,,,,,0.36739588,0.08439342
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA94 gate QQQ<SMA200,full,full,2000-01-03,2026-08-24,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.60000000,QQQ<SMA200,0.02179673,0.21033709,0.02175931,0.21033758,1813886.88208058,169500.00000000,1644386.88208058,9.70139753,0.11567285,0.14097795,0.65450598,0.19757214,0.90094123,0.32168654,-0.35958251,1100,2013,0.58459075,2008,-0.29482223,15649754.54544769,1562.73611895,0.75351133,0.00921968,0.65339449,0.39917094,,,,,0.34601022,0.00015377
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA94,full,full,2000-01-03,2026-08-24,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.80000000,,0.00066962,0.01415654,0.00060229,0.01114673,2269603.15194059,169500.00000000,2100103.15194059,12.38998910,0.11482511,0.15304396,0.61645728,0.21402827,0.85412359,0.21556288,-0.53267571,3867,2017,0.69286663,2008,-0.30738566,21731427.99726649,2173.47323431,0.87554194,0.01282285,0.62530439,0.19989325,,,,,0.37401902,0.08439342
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA94 gate QQQ<SMA200,full,full,2000-01-03,2026-08-24,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.80000000,QQQ<SMA200,0.02177050,0.21033709,0.02173397,0.21033758,2057034.94612046,169500.00000000,1887534.94612046,11.13589939,0.12132304,0.14775924,0.67263600,0.20071311,0.92713250,0.33739890,-0.35958340,1100,2017,0.69287298,2008,-0.29482432,19538846.39269324,1951.86400739,0.85149245,0.01151542,0.64678861,0.19988354,,,,,0.35263454,0.00015377
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA94,full,full,2000-01-03,2026-08-24,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.30000000,0.60000000,,0.00067689,0.01202697,0.00062398,0.01101151,4245219.29810953,169500.00000000,4075719.29810953,24.04554158,0.13386215,0.18646299,0.58524561,0.28467936,0.81461798,0.19031043,-0.70338840,3946,2023,0.78081448,2008,-0.44083763,23639487.23232314,2363.21188811,0.60952164,0.01394225,0.51844710,0.39834237,,,,,0.48087117,0.13031343
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA94 gate QQQ<SMA200,full,full,2000-01-03,2026-08-24,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.30000000,0.60000000,QQQ<SMA200,0.03075723,0.31548779,0.03072499,0.31548832,3838541.38304785,169500.00000000,3669041.38304785,21.64626185,0.14787321,0.18110754,0.65795622,0.26286419,0.91118461,0.29411376,-0.50277554,1143,2013,0.71330371,2008,-0.42092804,20845437.37775408,2081.25823025,0.58231590,0.01227881,0.54893574,0.39866886,,,,,0.45048650,0.00024612
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA94,full,full,2000-01-03,2026-08-24,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.30000000,0.80000000,,0.00065608,0.01202697,0.00060650,0.01101151,5073500.92294837,169500.00000000,4904000.92294837,28.93215884,0.13988953,0.19593279,0.57743339,0.31203950,0.80044433,0.19887949,-0.70338840,4339,2013,0.93088019,2008,-0.44083079,45250881.56104767,4525.67639205,1.01799896,0.02670016,0.46029571,0.19852208,,,,,0.53904023,0.13031343
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA94 gate QQQ<SMA200,full,full,2000-01-03,2026-08-24,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.30000000,0.80000000,QQQ<SMA200,0.03104437,0.31548779,0.03101528,0.31548832,4499664.37726825,169500.00000000,4330164.37726825,25.54669249,0.15311434,0.18955674,0.63569735,0.29222337,0.87694138,0.30456635,-0.50272902,1160,2013,0.93087936,2008,-0.42092024,39897937.03487603,3988.02833813,0.99204052,0.02352819,0.49095246,0.19879330,,,,,0.50841397,0.00024612
TQQQ buy-and-hold,full,full,2000-01-03,2026-08-24,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,,,,,0.00025033,0.01386031,0.00025234,0.01393427,17197829.04959453,169500.00000000,17028329.04959453,100.46211829,-0.02727116,0.26088341,0.36501457,0.79715977,0.52051778,-0.02727716,-0.99978012,,2009,1.97725493,2000,-0.92293165,169425.48335176,25.41382250,0.00156657,0.00014993,,,,,,,0.99974766,0.98606573
TQQQ50/BIL50 gate QQQ<SMA200,full,full,2000-01-03,2026-08-24,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,,,,,0.06799453,0.49957157,0.06792848,0.49957216,3765890.86978595,169500.00000000,3596390.86978595,21.21764525,0.13626968,0.18009079,0.59497747,0.28273345,0.82698350,0.21158519,-0.64404167,3969,2023,0.67359307,2000,-0.48145055,10330433.22497220,1029.53142043,0.30120278,0.00607393,0.56706532,0.49431131,,,,,0.43224563,0.00042784
QQQ,full,full,2000-01-03,2026-08-24,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,,,,,0.00045899,0.00764309,0.00045962,0.00769271,1944986.29519469,169500.00000000,1775486.29519469,10.47484540,0.08420967,0.14474294,0.43671756,0.26705512,0.62529036,0.10153130,-0.82939612,5509,2023,0.54686072,2008,-0.41750481,169056.56260977,16.90565626,0.00845364,0.00009974,,,0.99954038,0.99230729,,,,
SPY benchmark,full,full,2000-01-03,2026-08-24,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,,,,,0.00084966,0.00828507,0.00085005,0.00828626,1007626.78576766,169500.00000000,838126.78576766,4.94470080,0.08023437,0.10884724,0.49826383,0.19239336,0.70570752,0.14494814,-0.55353848,1794,2013,0.31890661,2008,-0.36995912,168961.21517264,11.82728506,0.01346892,0.00006978,,,,,0.99914995,0.99171374,,
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA80,fit,fit,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.60000000,,0.00128345,0.01035393,0.00118977,0.00734422,125399.31693736,81500.00000000,43899.31693736,0.53864193,0.00842480,0.06200825,0.14873678,0.22107731,0.20593039,0.01386913,-0.60744961,3875,2009,0.43055234,2008,-0.31920661,1407102.81110290,140.62675394,1.16627287,0.00172548,0.66423703,0.39868057,,,,,0.33447080,0.07854543
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2000-01-03,2011-12-30,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.60000000,QQQ<SMA200,0.04668347,0.33885353,0.04658999,0.33885378,127952.48841814,81500.00000000,46452.48841814,0.56996918,0.03989556,0.06483006,0.30205979,0.18886565,0.41618051,0.11125377,-0.35859959,897,2009,0.35722705,2008,-0.29133359,1424745.28850837,140.82718355,1.06193731,0.00172794,0.71029062,0.39857478,,,,,0.28852586,0.00015691
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80,fit,fit,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.80000000,,0.00132751,0.01035393,0.00123552,0.00734422,125163.46338286,81500.00000000,43663.46338286,0.53574802,0.00627550,0.06174439,0.14119454,0.22662780,0.19510095,0.01033090,-0.60744961,3877,2009,0.43055678,2008,-0.31920831,1745990.93135711,174.50954576,1.47561743,0.00214122,0.65387846,0.19901312,,,,,0.34478358,0.07854543
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2000-01-03,2011-12-30,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.20000000,0.80000000,QQQ<SMA200,0.04700040,0.41196349,0.04690848,0.41196375,127225.21052806,81500.00000000,45725.21052806,0.56104553,0.03750850,0.06403262,0.28679835,0.19510401,0.39414887,0.10460356,-0.35857770,896,2009,0.35719988,2008,-0.29129489,1778999.10843380,176.33958127,1.35540237,0.00216368,0.70021999,0.19959144,,,,,0.29854830,0.00015691
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA80,fit,fit,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.60000000,,0.00150401,0.01166646,0.00131057,0.01101633,123628.00524231,81500.00000000,42128.00524231,0.51690804,-0.01936102,0.06001309,0.08761368,0.30342465,0.12116726,-0.02503118,-0.77347623,,2009,0.66626427,2008,-0.45391339,1021778.64704139,101.91980515,0.89697626,0.00125055,0.56058104,0.39806101,,,,,0.43790748,0.11285581
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.60000000,QQQ<SMA200,0.06573298,0.44573292,0.06564005,0.44573348,131472.29291751,81500.00000000,49972.29291751,0.61315697,0.03573900,0.06862026,0.26593544,0.25256075,0.36654609,0.07097871,-0.50351718,1098,2009,0.54596910,2008,-0.42012174,1049635.10547926,103.11604269,0.76929390,0.00126523,0.62588474,0.39858217,,,,,0.37292639,0.00022908
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA80,fit,fit,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.80000000,,0.00155472,0.01166646,0.00136551,0.01101633,133246.47459671,81500.00000000,51746.47459671,0.63492607,-0.01401466,0.07048874,0.12055237,0.32661174,0.16685392,-0.01811905,-0.77347623,,2009,0.68747417,2008,-0.45794734,1794234.51720128,179.46970704,1.54226350,0.00220208,0.50926017,0.19803419,,,,,0.48917345,0.11285581
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.80000000,0.30000000,0.80000000,QQQ<SMA200,0.06804230,0.44573292,0.06795373,0.44573348,139400.35426219,81500.00000000,57900.35426219,0.71043379,0.03887189,0.07676488,0.27692413,0.27855869,0.38179159,0.07664352,-0.50717775,1080,2009,0.56562893,2008,-0.42438512,1930037.96448745,191.48862361,1.41817170,0.00234955,0.57681982,0.19857296,,,,,0.42193648,0.00022908
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA94,fit,fit,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.60000000,,0.00140225,0.01415654,0.00125034,0.01114673,117056.41053906,81500.00000000,35556.41053906,0.43627498,0.01125973,0.05232452,0.15766769,0.20633380,0.21835190,0.02113807,-0.53267571,3867,2009,0.40402093,2008,-0.30738366,821606.14223270,82.25209686,0.68600512,0.00100923,0.68505084,0.39847358,,,,,0.31354165,0.08439342
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA94 gate QQQ<SMA200,fit,fit,2000-01-03,2011-12-30,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.60000000,QQQ<SMA200,0.03943911,0.21033709,0.03935605,0.21033758,113883.82971030,81500.00000000,32383.82971030,0.39734760,0.03159610,0.04843921,0.26353295,0.17940594,0.36132563,0.08786886,-0.35958251,1100,2009,0.32736274,2008,-0.29482223,802313.29581573,78.67467042,0.61794606,0.00096533,0.72391138,0.39917094,,,,,0.27490252,0.00015377
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA94,fit,fit,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.80000000,,0.00136992,0.01415654,0.00121838,0.01114673,117311.80963815,81500.00000000,35811.80963815,0.43940871,0.01141092,0.05263218,0.15847533,0.20667795,0.21946745,0.02142189,-0.53267571,3867,2009,0.40400794,2008,-0.30738566,843729.63945113,84.52784512,0.70454452,0.00103715,0.68443365,0.35937216,,,,,0.31419108,0.08439342
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA94 gate QQQ<SMA200,fit,fit,2000-01-03,2011-12-30,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.20000000,0.80000000,QQQ<SMA200,0.03939221,0.21033709,0.03930907,0.21033758,114129.12395000,81500.00000000,32629.12395000,0.40035735,0.03175062,0.04874388,0.26418481,0.17980159,0.36222870,0.08829835,-0.35958340,1100,2009,0.32736432,2008,-0.29482432,824874.51848866,81.00328822,0.63541793,0.00099391,0.72329694,0.35986723,,,,,0.27555131,0.00015377
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA94,fit,fit,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.30000000,0.60000000,,0.00141713,0.01202697,0.00129918,0.01101151,129349.84984858,81500.00000000,47849.84984858,0.58711472,0.00102599,0.06634832,0.14979801,0.29193630,0.20832599,0.00145864,-0.70338840,3946,2009,0.65649597,2008,-0.44083763,680984.79095867,68.27213249,0.56276221,0.00083769,0.57016845,0.39834237,,,,,0.42840941,0.13031343
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA94 gate QQQ<SMA200,fit,fit,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.30000000,0.60000000,QQQ<SMA200,0.05660995,0.31548779,0.05653757,0.31548832,128356.01744308,81500.00000000,46856.01744308,0.57492046,0.03748713,0.06527037,0.27281307,0.24994246,0.37622466,0.07456038,-0.50277554,1143,2009,0.52892939,2008,-0.42092804,654165.08787903,63.73576265,0.47285969,0.00078203,0.62624365,0.39866886,,,,,0.37255784,0.00024612
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA94,fit,fit,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.30000000,0.80000000,,0.00137026,0.01202697,0.00125460,0.01101151,121167.90259922,81500.00000000,39667.90259922,0.48672273,-0.00802693,0.05718906,0.12831385,0.30815065,0.17773874,-0.01141181,-0.70338840,,2009,0.64462490,2008,-0.44083079,1095051.35254386,110.08943662,0.95384936,0.00135079,0.53419903,0.19852208,,,,,0.46442341,0.13031343
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA94 gate QQQ<SMA200,fit,fit,2000-01-03,2011-12-30,false,false,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,0.94000000,0.30000000,0.80000000,QQQ<SMA200,0.05680382,0.31548779,0.05673386,0.31548832,119032.08359801,81500.00000000,37532.08359801,0.46051636,0.02730925,0.05468531,0.23528607,0.26874081,0.32313879,0.05432201,-0.50272902,1160,2009,0.51782145,2008,-0.42092024,1130478.14431740,111.88451469,0.86685562,0.00137282,0.59023324,0.19879330,,,,,0.40846459,0.00024612
TQQQ buy-and-hold,fit,fit,2000-01-03,2011-12-30,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-syn-net15,,,,,0.00055372,0.01386031,0.00055809,0.01393427,72423.45712836,81500.00000000,-9076.54287164,-0.11136862,-0.39636996,-0.01770050,-0.02723475,0.97879912,-0.03890444,-0.39645713,-0.99978012,,2009,1.97725493,2000,-0.92293165,81488.87097173,12.22333065,0.11100904,0.00014998,,,,,,,0.99944191,0.98606573
