label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.sigma_target,params.w_max,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BIL25+BTAL75 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.25000000,0.80000000,0.00868235,0.18440939,0.00845469,0.18441162,64556.16367100,40000.00000000,24556.16367100,0.61390409,0.20063151,0.15609493,0.80946454,0.27238971,1.13847125,0.69411141,-0.28904800,,2013,0.70438774,2015,-0.10735866,908568.91966580,277.83856080,2.21794855,0.00694596,0.09252236,0.04589299,0.28089046,0.14905400,,,0.62505901,0.19288550
VT TQQQ/BIL25+BTAL75 t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.30000000,0.60000000,0.00899650,0.21988301,0.00870563,0.21988500,71325.25123027,40000.00000000,31325.25123027,0.78313128,0.22528285,0.18929702,0.98441877,0.23499776,1.39461488,0.93892842,-0.23993613,,2013,0.63502430,2016,-0.01765587,281104.03403249,86.82836725,0.65165761,0.00217071,0.10804215,0.09480630,0.32751481,0.29878346,,,0.56285818,0.23277446
VT TQQQ/BIL25+BTAL75 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.30000000,0.80000000,0.00981690,0.21991051,0.00958387,0.21991249,71727.18823531,40000.00000000,31727.18823531,0.79317971,0.23818461,0.19117698,0.86870890,0.29774454,1.22389063,0.72624108,-0.32796906,,2013,0.84505188,2015,-0.08119741,748227.24710861,228.50041463,1.65488270,0.00571251,0.07767070,0.04503233,0.23560115,0.14852819,,,0.68544977,0.23280929
VT TQQQ/BIL50+BTAL50 t20 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.20000000,0.60000000,0.00776164,0.14850632,0.00747506,0.14850803,58664.60876048,40000.00000000,18664.60876048,0.46661522,0.16043619,0.12449046,0.82185743,0.20779145,1.15342618,0.71422425,-0.22462999,,2013,0.52089306,2015,-0.06927081,562002.83488200,132.54410013,1.51908377,0.00331360,0.25608886,0.19488369,0.25731204,0.19880932,,,0.48467423,0.15470162
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.20000000,0.80000000,0.00747994,0.14849598,0.00727333,0.14849770,60094.90296464,40000.00000000,20094.90296464,0.50237257,0.17249234,0.13242311,0.78965666,0.23791669,1.10924227,0.72031847,-0.23946678,,2013,0.60189297,2015,-0.09224335,969080.61543076,228.72830585,2.57009237,0.00571821,0.22787345,0.09744184,0.22888231,0.09940466,,,0.54165917,0.15468640
VT TQQQ/BIL50+BTAL50 t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.25000000,0.60000000,0.00830933,0.18440751,0.00808613,0.18440903,66175.45921755,40000.00000000,26175.45921755,0.65438648,0.20152440,0.16431697,0.92207973,0.22777852,1.30128819,0.82043122,-0.24563230,,2013,0.63765312,2015,-0.02972998,402955.11889928,95.22489833,0.98562377,0.00238062,0.23086052,0.19623572,0.23172782,0.19870155,,,0.53600802,0.19445019
VT TQQQ/BIL50+BTAL50 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.25000000,0.80000000,0.00871062,0.18451241,0.00847028,0.18451410,65504.25701410,40000.00000000,25504.25701410,0.63760643,0.20632309,0.16093150,0.82165349,0.27499936,1.15530004,0.68282335,-0.30216174,,2013,0.73267310,2015,-0.10338046,922593.24550506,217.98976771,2.22406853,0.00544974,0.18619206,0.09568044,0.18716562,0.09887974,,,0.62507332,0.19443359
VT TQQQ/BIL50+BTAL50 t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.30000000,0.60000000,0.00888274,0.22000620,0.00861047,0.22000762,72210.17315620,40000.00000000,32210.17315620,0.80525433,0.22977457,0.19342341,0.98856620,0.23859044,1.40017877,0.90007434,-0.25528399,,2013,0.65844107,2016,-0.01136516,282042.95358211,67.24477698,0.64943413,0.00168112,0.21743034,0.19467311,0.21824563,0.19859451,,,0.56284405,0.23453598
VT TQQQ/BIL50+BTAL50 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.30000000,0.80000000,0.01013164,0.22000893,0.00989422,0.22001046,72734.85823784,40000.00000000,32734.85823784,0.81837146,0.24315081,0.19584840,0.87669818,0.30059138,1.23500308,0.72106774,-0.33720938,,2013,0.86737948,2015,-0.07795423,757395.92808980,178.57171021,1.66012219,0.00446429,0.15596070,0.09398012,0.15698954,0.09929725,,,0.68544795,0.23457248
VT TQQQ/BIL75+BTAL25 t20 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+BTAL25,0.20000000,0.60000000,0.00744149,0.14858286,0.00717219,0.14858387,59546.39763617,40000.00000000,19546.39763617,0.48865994,0.16629259,0.12940183,0.83403678,0.21183269,1.16997783,0.68020176,-0.24447539,,2013,0.55146303,2015,-0.06716779,568997.74862987,94.98414583,1.52008376,0.00237460,0.38525122,0.29532006,0.12850982,0.09906543,,,0.48468627,0.15598616
VT TQQQ/BIL75+BTAL25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+BTAL25,0.20000000,0.80000000,0.00762876,0.14856696,0.00741420,0.14856801,60979.88170546,40000.00000000,20979.88170546,0.52449704,0.17872635,0.13724457,0.80391374,0.24133988,1.12886076,0.70292268,-0.25426175,,2013,0.63682514,2015,-0.08947563,986590.23023455,165.27052883,2.57612838,0.00413176,0.34227903,0.14441692,0.11429026,0.04910866,,,0.54167279,0.15599232
VT TQQQ/BIL75+BTAL25 t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+BTAL25,0.25000000,0.60000000,0.00841271,0.18450869,0.00812580,0.18450960,67041.28542862,40000.00000000,27041.28542862,0.67603214,0.20636128,0.16863806,0.92606517,0.23227263,1.30622314,0.78569547,-0.26264792,,2013,0.66318053,2015,-0.02854458,405833.82286732,67.81227137,0.98459887,0.00169531,0.34686594,0.29645969,0.11566226,0.09833096,,,0.53599546,0.19601351
VT TQQQ/BIL75+BTAL25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+BTAL25,0.25000000,0.80000000,0.00851754,0.18460211,0.00830378,0.18460308,66416.03091949,40000.00000000,26416.03091949,0.66040077,0.21177276,0.16552276,0.83110284,0.27848064,1.16838075,0.67144962,-0.31539636,,2013,0.76128474,2015,-0.09970565,936406.25764026,156.91273672,2.22987082,0.00392282,0.28008272,0.14599903,0.09343554,0.04830293,,,0.62509311,0.19598845
VT TQQQ/BIL75+BTAL25 t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+BTAL25,0.30000000,0.60000000,0.00897090,0.22012607,0.00870922,0.22012684,73052.74852892,40000.00000000,33052.74852892,0.82631871,0.23405039,0.19730993,0.98860246,0.24324394,1.39963025,0.86463560,-0.27069252,,2013,0.68203911,2016,-0.00540784,282241.29514752,47.54943746,0.64567360,0.00118874,0.32658166,0.29675210,0.10898323,0.09844093,,,0.56283238,0.23630797
VT TQQQ/BIL75+BTAL25 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+BTAL25,0.30000000,0.80000000,0.00999741,0.22012923,0.00981128,0.22013008,73705.36641386,40000.00000000,33705.36641386,0.84263416,0.24788919,0.20029242,0.88282000,0.30400907,1.24357039,0.71521719,-0.34659288,,2013,0.88987249,2015,-0.07493420,765299.53277426,128.01038053,1.66294229,0.00320026,0.23469324,0.14640946,0.07840067,0.04913440,,,0.68544500,0.23635174
VT TQQQ/BIL t20 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.20000000,0.60000000,0.00742305,0.14866263,0.00741875,0.14866290,60374.94582869,40000.00000000,20374.94582869,0.50937365,0.17180874,0.13395585,0.83946341,0.21757734,1.17680173,0.64997685,-0.26433055,,2013,0.58233129,2015,-0.06545147,576857.49614381,57.21972745,1.52377916,0.00143049,0.51375593,0.39415773,,,,,0.48470231,0.15733188
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.20000000,0.80000000,0.00731520,0.14866710,0.00731816,0.14866737,61807.78614024,40000.00000000,21807.78614024,0.54519465,0.18457580,0.14169708,0.81321254,0.24612884,1.14138706,0.68102141,-0.27102790,,2013,0.67205001,2015,-0.08707668,1004202.64924022,100.08219794,2.58298263,0.00250205,0.45683463,0.19707887,,,,,0.54168557,0.15734677
VT TQQQ/BIL t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.25000000,0.60000000,0.00811636,0.18463825,0.00810752,0.18463850,67852.16606143,40000.00000000,27852.16606143,0.69630415,0.21089593,0.17263898,0.92542525,0.23795037,1.30439464,0.75412526,-0.27965637,,2013,0.68874531,2015,-0.02772781,409908.83230077,40.56960337,0.98682176,0.00101424,0.46289817,0.39503079,,,,,0.53597763,0.19757783
VT TQQQ/BIL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.25000000,0.80000000,0.00851000,0.18468201,0.00851130,0.18468226,67283.93925018,40000.00000000,27283.93925018,0.68209848,0.21694654,0.16983993,0.83784590,0.28279460,1.17763885,0.65994068,-0.32873643,,2013,0.79021278,2015,-0.09630454,949173.80619993,94.57840358,2.23358169,0.00236446,0.37356421,0.19416768,,,,,0.62510820,0.19756213
VT TQQQ/BIL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.30000000,0.60000000,0.00878835,0.22023414,0.00877836,0.22023437,73838.11837455,40000.00000000,33838.11837455,0.84595296,0.23803857,0.20089617,0.98478669,0.24889223,1.39328431,0.83048526,-0.28662588,,2013,0.70575408,2016,0.00009440,283296.86839795,27.88986847,0.64412278,0.00069725,0.43579697,0.39541430,,,,,0.56282209,0.23811575
VT TQQQ/BIL t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.30000000,0.80000000,0.00974736,0.22023988,0.00974848,0.22024011,74645.43199324,40000.00000000,34645.43199324,0.86613580,0.25245475,0.20454681,0.88733779,0.30796231,1.24993335,0.70898957,-0.35607682,,2013,0.91239383,2015,-0.07220304,774004.48788943,77.16724253,1.66769252,0.00192918,0.31336023,0.19723219,,,,,0.68544809,0.23815157
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,,0.00762577,0.10326521,0.00762105,0.10326785,72908.32782081,40000.00000000,32908.32782081,0.82270820,0.21982959,0.19664666,1.09959824,0.19921786,1.56929983,1.33867034,-0.16421488,141,2013,0.46665875,2017,0.00702966,122536.49960769,48.30988133,0.29981816,0.00120775,,,0.50695804,0.49808932,,,0.49267957,0.39673215
TQQQ50/BIL50 gate QQQ<SMA200,sens,sens_2012-01-03,2012-01-03,2017-01-03,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,,0.00783030,0.08780634,0.00781807,0.08780658,75611.37668531,40000.00000000,35611.37668531,0.89028442,0.23519257,0.20886815,1.08177740,0.21766851,1.54582347,0.99690178,-0.23592351,429,2013,0.56954555,2017,0.01232208,104604.02401251,9.93724045,0.24972063,0.00024843,0.50514955,0.49339173,,,,,0.49343581,0.41219342
SPY benchmark,sens,sens_2012-01-03,2012-01-03,2017-01-03,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,,0.00239049,0.00887397,0.00239169,0.00887535,59070.77871491,40000.00000000,19070.77871491,0.47676947,0.13984583,0.12676115,1.09225606,0.12755911,1.57511286,1.06101226,-0.13180416,334,2013,0.31819168,2017,0.00763075,39853.28689682,2.78973008,0.11934910,0.00006974,,,,,0.99760831,0.99112465,,
VT TQQQ/BTAL t20 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-07-03,2012-07-03,2017-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.20000000,0.60000000,0.00646555,0.14877552,0.00648376,0.14877920,64344.20561047,40000.00000000,24344.20561047,0.60860514,0.15480325,0.15519089,0.81420950,0.20247001,1.12861850,0.79400445,-0.19496521,575,2013,0.46097852,2015,-0.07481197,457929.02974817,174.56624901,1.36600980,0.00436416,,,0.50721274,0.39932274,,,0.49237238,0.15178140
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-07-03,2012-07-03,2017-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.20000000,0.80000000,0.00652129,0.14889203,0.00657250,0.14889585,68708.42873100,40000.00000000,28708.42873100,0.71771072,0.17011243,0.17702744,0.79015847,0.23414421,1.09520275,0.78057109,-0.21793329,802,2013,0.53376391,2015,-0.09914484,774410.92854133,292.53900211,2.30868627,0.00731348,,,0.44175738,0.19871410,,,0.55773148,0.15173113
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-07-03,2012-07-03,2017-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.25000000,0.60000000,0.00747304,0.18475403,0.00748150,0.18475735,71411.43878649,40000.00000000,31411.43878649,0.78528597,0.19596561,0.18992601,0.93212323,0.21807201,1.30150306,0.92341338,-0.21221872,576,2013,0.58732350,2012,-0.03929174,332252.29981958,127.24793770,0.89314668,0.00318120,,,0.45886747,0.39901885,,,0.54075110,0.19099300
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-07-03,2012-07-03,2017-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.25000000,0.80000000,0.00781178,0.18499601,0.00785069,0.18499959,74418.94744554,40000.00000000,34418.94744554,0.86047369,0.20478910,0.20376667,0.83380386,0.26694470,1.15660176,0.74106933,-0.27634270,574,2013,0.67626994,2015,-0.11181364,721875.04712893,273.06720407,1.96682906,0.00682668,,,0.36325126,0.19864649,,,0.63631037,0.19088916
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-07-03,2012-07-03,2017-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.30000000,0.60000000,0.00792564,0.22039553,0.00792465,0.22039864,77255.01419309,40000.00000000,37255.01419309,0.93137535,0.22450867,0.21636222,1.01149616,0.22612110,1.41775656,0.99757139,-0.22505524,576,2013,0.61184583,2012,-0.02791672,233758.07494335,90.35475293,0.58765405,0.00225887,,,0.43428757,0.39861965,,,0.56534308,0.23057103
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-07-03,2012-07-03,2017-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.30000000,0.80000000,0.00915089,0.22056034,0.00917199,0.22056359,81174.03322033,40000.00000000,41174.03322033,1.02935083,0.24130304,0.23309811,0.89368095,0.28971779,1.24397843,0.75568207,-0.31931820,578,2013,0.82293776,2015,-0.08491485,592815.27333425,224.26284603,1.46661041,0.00560657,,,0.30590325,0.19903360,,,0.69370376,0.23055635
VT TQQQ/BIL25+BTAL75 t20 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-07-03,2012-07-03,2017-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.20000000,0.60000000,0.00771665,0.14886527,0.00744148,0.14886812,65231.15592156,40000.00000000,25231.15592156,0.63077890,0.16125173,0.15973618,0.84127412,0.20263979,1.16552395,0.78668579,-0.20497603,574,2013,0.49086686,2015,-0.07188672,465032.11984318,143.31878317,1.36930168,0.00358297,0.12552245,0.09703802,0.38034209,0.29827156,,,0.49239483,0.15306283
VT TQQQ/BIL25+BTAL75 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-07-03,2012-07-03,2017-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.20000000,0.80000000,0.00776578,0.14894705,0.00750474,0.14895015,69716.99428305,40000.00000000,29716.99428305,0.74292486,0.17738952,0.18189335,0.81592777,0.23446963,1.13036588,0.78622716,-0.22562120,802,2013,0.56756183,2015,-0.09555421,789452.78942365,242.04614641,2.31634681,0.00605115,0.10910724,0.04620949,0.33130905,0.14883760,,,0.55775760,0.15299010
VT TQQQ/BIL25+BTAL75 t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-07-03,2012-07-03,2017-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.25000000,0.60000000,0.00856318,0.18486318,0.00826815,0.18486593,72284.19064837,40000.00000000,32284.19064837,0.80710477,0.20131471,0.19399604,0.94770032,0.21955953,1.32257939,0.87901252,-0.22902371,576,2013,0.61241482,2015,-0.03139670,336083.78335882,103.84582053,0.89451880,0.00259615,0.11365317,0.09535246,0.34408439,0.29870784,,,0.54075081,0.19249728
VT TQQQ/BIL25+BTAL75 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-07-03,2012-07-03,2017-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.25000000,0.80000000,0.00901528,0.18506048,0.00874937,0.18506328,75393.38927844,40000.00000000,35393.38927844,0.88483473,0.21084953,0.20814253,0.84960896,0.26835609,1.17809531,0.72887849,-0.28927940,574,2013,0.70441694,2015,-0.10752672,733975.68951376,225.19856041,1.97387115,0.00562996,0.08957538,0.04508590,0.27238866,0.14886455,,,0.63635100,0.19237926
VT TQQQ/BIL25+BTAL75 t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2012-07-03,2012-07-03,2017-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.30000000,0.60000000,0.00930044,0.22050254,0.00902949,0.22050499,78084.34179993,40000.00000000,38084.34179993,0.95210854,0.22918081,0.21996657,1.02131081,0.22814297,1.43145469,0.95366608,-0.24031558,576,2013,0.63503685,2012,-0.02069601,235263.60786447,73.37312863,0.58659378,0.00183433,0.10711916,0.09571478,0.32568304,0.29831033,,,0.56533613,0.23231490
