label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.weights,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.NTSX.avg,exposure.NTSX.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2019-05-08,2019-05-08,2022-05-06,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.01983385,0.23326313,0.01965422,0.23326679,40722.18875991,28000.00000000,12722.18875991,0.45436388,0.22769045,0.19471015,0.78218058,0.33382800,1.07450549,0.60370398,-0.37715580,138,2020,0.43602079,2022,-0.21954028,71431.49328394,28.42607192,0.42175119,0.00101522,,,0.51871769,0.49887832,,,,,,,0.48052169,0.26673321
SPY benchmark,sens,sens_2019-05-08,2019-05-08,2022-05-06,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00745957,0.02233304,0.00746133,0.02233388,36230.36517888,28000.00000000,8230.36517888,0.29394161,0.14156505,0.13191091,0.69417514,0.22823110,0.95113431,0.42047588,-0.33667817,173,2021,0.28241522,2022,-0.13085030,27811.66193986,1.94681634,0.19293450,0.00006953,,,,,,,,,0.99253867,0.97766612,,
NTSX100,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""NTSX"":1.0}",0.00086715,0.00251635,0.00088238,0.00253005,28211.21916230,28000.00000000,211.21916230,0.00754354,0.04902085,0.00371261,0.32507249,0.22809369,0.43973157,0.15601155,-0.31421294,,2020,0.24621197,2022,-0.27317633,27954.31402571,16.77258842,0.20427134,0.00059902,,,,,,,0.99911762,0.99746995,,,,
NTSX75/BIL25,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.25,""NTSX"":0.75}",0.00309036,0.00945871,0.00229563,0.00704286,28379.29522742,28000.00000000,379.29522742,0.01354626,0.04131317,0.00665198,0.32449624,0.16941834,0.43775746,0.17080753,-0.24186973,,2020,0.18610375,2022,-0.20746991,32059.96160213,13.16486833,0.24489375,0.00047017,0.24789856,0.24295714,,,,,0.74899918,0.74757460,,,,
NTSX62.5/BIL37.5,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.375,""NTSX"":0.625}",0.00319755,0.00814550,0.00245961,0.00591054,28422.09097782,28000.00000000,422.09097782,0.01507468,0.03654061,0.00739831,0.32632621,0.14054846,0.43976583,0.17929879,-0.20379733,,2020,0.15562370,2022,-0.17347112,33096.08143539,11.79263686,0.25858335,0.00042117,0.37262618,0.36908946,,,,,0.62416581,0.62254068,,,,
NTSX50/BIL50,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.5,""NTSX"":0.5}",0.00312590,0.00804499,0.00227549,0.00614239,28435.37815249,28000.00000000,435.37815249,0.01554922,0.03117761,0.00762986,0.33084146,0.11194221,0.44551213,0.18944977,-0.16456926,,2020,0.12550831,2022,-0.13877949,33445.80120671,10.35695256,0.26733088,0.00036989,0.49780365,0.49385761,,,,,0.49906141,0.49750046,,,,
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2019-11-08,2019-11-08,2022-11-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.02851041,0.17530322,0.02805367,0.17530807,36702.60615680,28000.00000000,8702.60615680,0.31080736,0.16765223,0.13825216,0.78287199,0.23326080,1.07899174,0.83407144,-0.20100464,323,2021,0.26532056,2022,-0.06269847,182676.73170737,60.54972733,1.25335746,0.00216249,,,0.49370351,0.14835078,0.16428926,0.04939081,,,,,0.34080616,0.05208582
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2019-11-08,2019-11-08,2022-11-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.02881651,0.17112952,0.02823247,0.17113037,34273.44238791,28000.00000000,6273.44238791,0.22405151,0.14221625,0.10235853,0.71621960,0.21991339,0.97842277,0.73310532,-0.19399157,141,2021,0.26207656,2022,-0.14837231,186761.74625679,43.86688458,1.28290388,0.00156667,0.32677984,0.09424285,0.32846701,0.09957792,,,,,,,0.34196485,0.05626352
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2019-11-08,2019-11-08,2022-11-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.07060533,0.35614489,0.07038825,0.35614948,33664.30326869,28000.00000000,5664.30326869,0.20229655,0.14347896,0.09306407,0.57683085,0.32554916,0.79122593,0.38049207,-0.37708791,140,2020,0.43283271,2022,-0.27193406,56521.96712152,23.37901133,0.36463267,0.00083496,,,0.56944177,0.49854605,,,,,,,0.42973838,0.14385052
SPY benchmark,sens,sens_2019-11-08,2019-11-08,2022-11-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00782068,0.02411709,0.00782245,0.02411803,31764.35636912,28000.00000000,3764.35636912,0.13444130,0.08774013,0.06324795,0.46805513,0.24389545,0.64226145,0.26047342,-0.33684869,173,2021,0.28303247,2022,-0.18550106,27750.90140242,1.94256310,0.19979586,0.00006938,,,,,,,,,0.99217755,0.97588197,,
NTSX100,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""NTSX"":1.0}",0.00094359,0.00247369,0.00095875,0.00248694,30287.26341950,28000.00000000,2287.26341950,0.08168798,0.07794883,0.03920775,0.49799182,0.18568392,0.69683335,0.24818530,-0.31407514,,2020,0.27327511,2022,-0.25961809,27967.55680631,16.78053408,0.21293727,0.00059930,,,,,,,0.99904125,0.99751306,,,,
NTSX75/BIL25,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.25,""NTSX"":0.75}",0.00299131,0.00722015,0.00213300,0.00547894,30017.13067624,28000.00000000,2017.13067624,0.07204038,0.06337358,0.03469534,0.51285963,0.13886303,0.71786374,0.26214443,-0.24175063,,2020,0.20095110,2022,-0.19487757,31503.79030847,12.93968462,0.24854032,0.00046213,0.24807967,0.24452106,,,,,0.74891728,0.74769526,,,,
NTSX62.5/BIL37.5,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.375,""NTSX"":0.625}",0.00283141,0.00843897,0.00200167,0.00673717,29845.21315441,28000.00000000,1845.21315441,0.06590047,0.05536372,0.03180771,0.52501532,0.11556587,0.73516834,0.27176986,-0.20371543,,2020,0.16586147,2022,-0.16163018,32335.07611586,11.43781826,0.25970991,0.00040849,0.37322480,0.36826283,,,,,0.62393354,0.62244483,,,,
NTSX50/BIL50,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.5,""NTSX"":0.5}",0.00317783,0.00816468,0.00239243,0.00656198,29644.50667794,28000.00000000,1644.50667794,0.05873238,0.04679803,0.02842072,0.54235435,0.09236376,0.75988018,0.28464772,-0.16440684,,2020,0.13142271,2022,-0.12779066,32895.39361132,10.07713532,0.26904517,0.00035990,0.49765634,0.49343802,,,,,0.49915698,0.49782822,,,,
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-05-08,2020-05-08,2023-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.03822979,0.23037513,0.03778866,0.23037808,34766.76229051,28000.00000000,6766.76229051,0.24167008,0.12523671,0.10999660,0.65630526,0.21578426,0.91025275,0.62407788,-0.20067481,324,2021,0.26471084,2022,-0.07622002,150898.52348657,51.70212714,1.13118262,0.00184650,,,0.52532994,0.14937551,0.17473973,0.04984507,,,,,0.29856647,0.04289981
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-05-08,2020-05-08,2023-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.03786121,0.22767169,0.03721232,0.22767249,34362.30966082,28000.00000000,6362.30966082,0.22722535,0.12443262,0.10389327,0.68524549,0.20115679,0.94811195,0.65150272,-0.19099325,,2021,0.26175352,2022,-0.14446752,154063.58715096,36.80354092,1.15556646,0.00131441,0.34824253,0.09723563,0.34944659,0.09898912,,,,,,,0.29981185,0.04560541
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2020-05-08,2020-05-08,2023-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.08705182,0.38460300,0.08684034,0.38460807,35395.50701953,28000.00000000,7395.50701953,0.26412525,0.16687174,0.11938115,0.70760774,0.27034456,1.00205734,0.52615127,-0.31715545,,2020,0.44591744,2022,-0.26954835,69228.31067648,28.10642607,0.47604046,0.00100380,,,0.58585020,0.49783811,,,,,,,0.41330440,0.11539193
SPY benchmark,sens,sens_2020-05-08,2020-05-08,2023-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00871399,0.02215160,0.00871571,0.02215237,33985.19433299,28000.00000000,5985.19433299,0.21375694,0.13605138,0.09815437,0.77474473,0.18779548,1.09504109,0.55855402,-0.24357784,,2020,0.28817156,2022,-0.18075659,27910.77267275,1.95375409,0.19774273,0.00006978,,,,,,,,,0.99128429,0.97784763,,
NTSX100,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""NTSX"":1.0}",0.00095316,0.00216975,0.00096906,0.00218084,28350.71477333,28000.00000000,350.71477333,0.01252553,0.02176512,0.00615966,0.21033018,0.17661453,0.29524134,0.06930024,-0.31406997,,2021,0.21990204,2022,-0.25962142,27979.73066799,16.78783840,0.23877816,0.00059957,,,,,,,0.99903094,0.99781916,,,,
NTSX75/BIL25,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.25,""NTSX"":0.75}",0.00325861,0.00776056,0.00242248,0.00677867,28711.17629858,28000.00000000,711.17629858,0.02539915,0.02315276,0.01243113,0.23954455,0.13200761,0.33662922,0.09569877,-0.24193369,,2021,0.16210303,2022,-0.19507002,30681.22880574,13.29919451,0.26274036,0.00047497,0.24764306,0.24322133,,,,,0.74908584,0.74729789,,,,
NTSX62.5/BIL37.5,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.375,""NTSX"":0.625}",0.00301672,0.00761332,0.00213752,0.00527459,28852.11800594,28000.00000000,852.11800594,0.03043279,0.02308176,0.01486723,0.26291040,0.10980225,0.36984507,0.11322154,-0.20386366,,2021,0.13365910,2022,-0.16173260,31078.06001222,11.57632788,0.26674417,0.00041344,0.37306044,0.36972541,,,,,0.62391206,0.62255581,,,,
NTSX50/BIL50,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.5,""NTSX"":0.5}",0.00313196,0.00591626,0.00235561,0.00473327,28963.16708130,28000.00000000,963.16708130,0.03439882,0.02249349,0.01678037,0.29776787,0.08768368,0.41950950,0.13682649,-0.16439428,,2021,0.10569471,2022,-0.12781050,31028.61935121,10.06605900,0.26701100,0.00035950,0.49779351,0.49526673,,,,,0.49906533,0.49763660,,,,
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.03892807,0.23213258,0.03831781,0.23213625,36451.19661008,28000.00000000,8451.19661008,0.30182845,0.13668389,0.13477894,0.77234106,0.18930692,1.10160316,0.71747782,-0.19050608,167,2021,0.26536130,2022,-0.07425334,144082.56360207,49.53286981,1.08632474,0.00176903,,,0.51743753,0.14876676,0.17196987,0.04846232,,,,,0.30902142,0.04114164
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.03891602,0.22985049,0.03820201,0.22985191,35394.52743705,28000.00000000,7394.52743705,0.26409027,0.12006852,0.11928869,0.71866271,0.18071705,1.02148059,0.63314329,-0.18963879,572,2021,0.26187800,2022,-0.14230654,142997.72838518,34.30998910,1.10770814,0.00122536,0.34257487,0.09460663,0.34422612,0.09953290,,,,,,,0.31014652,0.04342598
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.09005484,0.39415879,0.08983640,0.39416531,37178.31498291,28000.00000000,9178.31498291,0.32779696,0.14076261,0.14524715,0.69713284,0.22566809,1.00489735,0.45211711,-0.31134103,,2023,0.36704713,2022,-0.26057211,67253.84199023,27.21185717,0.52289185,0.00097185,,,0.58880552,0.49867754,,,,,,,0.41026180,0.10583469
SPY benchmark,sens,sens_2020-11-09,2020-11-09,2023-11-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00937307,0.02370740,0.00937486,0.02370838,32082.05496851,28000.00000000,4082.05496851,0.14578768,0.08435315,0.06840109,0.55155897,0.17464157,0.78765688,0.34453374,-0.24483277,,2021,0.28040953,2022,-0.18327166,27799.17347394,1.94594214,0.21953546,0.00006950,,,,,,,,,0.99062514,0.97629162,,
NTSX100,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""NTSX"":1.0}",0.00112592,0.00262149,0.00114240,0.00263534,31266.31692035,28000.00000000,3266.31692035,0.11665418,0.03061041,0.05530075,0.25965080,0.17560799,0.36628047,0.09752517,-0.31387189,,2023,0.22427662,2022,-0.25934952,27980.47322214,16.78828393,0.25217708,0.00059958,,,,,,,0.99885760,0.99736466,,,,
NTSX75/BIL25,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.25,""NTSX"":0.75}",0.00319509,0.00669036,0.00243530,0.00538831,31026.36192954,28000.00000000,3026.36192954,0.10808435,0.03200323,0.05138925,0.30584607,0.13125802,0.43226522,0.13232189,-0.24185895,814,2023,0.17906966,2022,-0.19495567,30152.08233910,13.02095504,0.26819657,0.00046503,0.24775798,0.24461169,,,,,0.74903414,0.74732860,,,,
NTSX62.5/BIL37.5,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.375,""NTSX"":0.625}",0.00321812,0.00737382,0.00248119,0.00575427,30856.67997857,28000.00000000,2856.67997857,0.10202428,0.03177167,0.04860963,0.34122208,0.10923370,0.48298563,0.15587445,-0.20382860,794,2023,0.15607527,2022,-0.16166146,30485.94895889,11.32775587,0.26961415,0.00040456,0.37264321,0.36924573,,,,,0.62412765,0.62186089,,,,
NTSX50/BIL50,sens,sens_2021-05-10,2021-05-10,2024-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.5,""NTSX"":0.5}",0.00341881,0.00933841,0.00237420,0.00644788,30667.06036544,28000.00000000,2667.06036544,0.09525216,0.03114783,0.04548988,0.39579172,0.08717331,0.56152293,0.18948116,-0.16438485,763,2023,0.13318899,2022,-0.12776820,30829.73219629,9.77661660,0.27118742,0.00034916,0.49780509,0.49355212,,,,,0.49876675,0.49685007,,,,
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.03938639,0.23417237,0.03891039,0.23417691,41050.88392581,28000.00000000,13050.88392581,0.46610300,0.19860404,0.19869048,1.10738100,0.17814751,1.61607270,1.39432541,-0.14243737,553,2023,0.33968021,2022,-0.07188414,211417.98683209,71.26040787,1.50973006,0.00254501,,,0.50248210,0.17031257,0.16696754,0.05615057,,,,,0.32908835,0.03910098
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.03936100,0.23240598,0.03871385,0.23240755,39826.52494815,28000.00000000,11826.52494815,0.42237589,0.17629046,0.18222855,1.02646063,0.17296764,1.49383770,0.94055505,-0.18743237,572,2023,0.40199655,2022,-0.13930632,207938.06118881,49.14221841,1.53218646,0.00175508,0.33309452,0.11164026,0.33441471,0.11327494,,,,,,,0.32992698,0.04087034
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2021-05-10,2021-05-10,2024-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.09203263,0.40128396,0.09183663,0.40129169,43042.10844122,28000.00000000,15042.10844122,0.53721816,0.19999702,0.22471421,1.00179491,0.20271400,1.49667475,0.64967307,-0.30784255,681,2023,0.46524931,2022,-0.25468405,74928.93064652,29.95351551,0.56088198,0.00106977,,,0.59085958,0.49826177,,,,,,,0.40826028,0.09870831
SPY benchmark,sens,sens_2021-05-10,2021-05-10,2024-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.01158140,0.03217878,0.01158326,0.03218003,34723.22497218,28000.00000000,6723.22497218,0.24011518,0.08543506,0.10931988,0.56334311,0.17192421,0.80532628,0.34960224,-0.24437788,709,2023,0.25579351,2022,-0.18307637,27676.35655062,1.93734496,0.23266648,0.00006919,,,,,,,,,0.98841674,0.96781997,,
NTSX100,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""NTSX"":1.0}",0.00118982,0.00357206,0.00120684,0.00358520,34397.27409117,28000.00000000,6397.27409117,0.22847407,0.03919032,0.10418303,0.30475931,0.17872147,0.43167004,0.12491947,-0.31372470,898,2024,0.23210936,2022,-0.25919724,27977.47319276,16.78648392,0.25229223,0.00059952,,,,,,,0.99879316,0.99641480,,,,
NTSX75/BIL25,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.25,""NTSX"":0.75}",0.00330932,0.00879988,0.00252282,0.00677322,33388.89637371,28000.00000000,5388.89637371,0.19246058,0.04017512,0.08877791,0.36201209,0.13362611,0.51392434,0.16632642,-0.24154386,814,2024,0.18174700,2022,-0.19466638,29411.86622986,12.69758137,0.26092364,0.00045349,0.24769335,0.24322678,,,,,0.74898430,0.74695826,,,,
NTSX62.5/BIL37.5,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.375,""NTSX"":0.625}",0.00329365,0.00792185,0.00253572,0.00563482,32873.56302744,28000.00000000,4873.56302744,0.17405582,0.04003435,0.08077155,0.40919608,0.11117394,0.58204711,0.19678230,-0.20344486,794,2024,0.15717142,2022,-0.16144514,29255.34114764,10.87007179,0.25749661,0.00038822,0.37261303,0.36936518,,,,,0.62408219,0.62208030,,,,
NTSX50/BIL50,sens,sens_2021-11-08,2021-11-08,2024-11-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.5,""NTSX"":0.5}",0.00396547,0.00804442,0.00304424,0.00659613,32331.11627678,28000.00000000,4331.11627678,0.15468272,0.03920405,0.07224262,0.47798753,0.08882860,0.68177576,0.23863178,-0.16428681,763,2023,0.13305242,2022,-0.12767458,29571.17550247,9.15515841,0.25837896,0.00032697,0.49704785,0.49340387,,,,,0.49897739,0.49682254,,,,
