label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.sigma_target,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.KMLM.avg,exposure.KMLM.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BTAL50+KMLM50,0.20000000,0.03026359,0.23306855,0.02978006,0.23307415,55198.38829729,34000.00000000,21198.38829729,0.62348201,0.18941448,0.19034051,0.93020451,0.21135449,1.29913187,1.14933002,-0.16480425,,2023,0.37454047,2022,-0.04669946,412218.49716053,156.25714349,1.68919274,0.00459580,,,0.31710843,0.09988652,,,0.31691690,0.09942933,,,0.36467502,0.04020374
VT TQQQ/BTAL50+KMLM50 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BTAL50+KMLM50,0.25000000,0.03698685,0.28921128,0.03646175,0.28921699,59606.59743556,34000.00000000,25606.59743556,0.75313522,0.21798569,0.22182916,0.91083719,0.25260213,1.27248344,1.04925594,-0.20775264,,2023,0.46073132,2022,-0.11498342,475538.72753370,179.24110081,1.88017472,0.00527180,,,0.27662612,0.09904697,,,0.27653522,0.09903835,,,0.44544761,0.05238038
VT TQQQ/BIL37.5+BTAL37.5+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BIL37.5+BTAL37.5+KMLM25,0.20000000,0.03077277,0.23129966,0.02979942,0.23130299,54585.74147389,34000.00000000,20585.74147389,0.60546298,0.17769916,0.18579896,0.89917704,0.20644547,1.25852671,1.04796896,-0.16956529,553,2023,0.40977378,2022,-0.11061168,402704.83211757,109.46726776,1.70578680,0.00321963,0.23603721,0.07152294,0.23742052,0.07474258,,,0.15792332,0.04986415,,,0.36553170,0.04197490
VT TQQQ/BIL37.5+BTAL37.5+KMLM25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BIL37.5+BTAL37.5+KMLM25,0.25000000,0.03754370,0.28724160,0.03643821,0.28724438,58952.93395124,34000.00000000,24952.93395124,0.73390982,0.20669201,0.21728551,0.87925350,0.25040113,1.23048581,0.87247678,-0.23690259,571,2023,0.49598808,2022,-0.17087441,465624.75542225,126.22491317,1.89800067,0.00371250,0.20561261,0.07117613,0.20717741,0.07408075,,,0.13765617,0.04903653,,,0.44626375,0.05435299
VT TQQQ/BIL37.5+BTAL37.5+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BIL37.5+BTAL37.5+DBMF25,0.20000000,0.03055871,0.23131851,0.02962741,0.23131994,54537.26331607,34000.00000000,20537.26331607,0.60403716,0.17557865,0.18543777,0.88067219,0.20943946,1.23388205,0.95824120,-0.18323012,570,2023,0.39865214,2022,-0.12186381,402193.73712993,91.14439105,1.71549279,0.00268072,0.23611253,0.07177739,0.23740659,0.07341256,0.15797652,0.04888752,,,,,0.36552363,0.04195796
VT TQQQ/BIL37.5+BTAL37.5+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BIL37.5+BTAL37.5+DBMF25,0.25000000,0.03718709,0.28684523,0.03625823,0.28684668,58911.05798958,34000.00000000,24911.05798958,0.73267818,0.20484784,0.21699299,0.86618493,0.25323367,1.21344294,0.82135624,-0.24940194,573,2023,0.48593910,2022,-0.18108784,464594.56400661,105.20421924,1.90606954,0.00309424,0.20550860,0.07134860,0.20709149,0.07456040,0.13774643,0.04859547,,,,,0.44650830,0.05475069
VT TQQQ/BIL25+BTAL25+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BIL25+BTAL25+KMLM50,0.20000000,0.03138335,0.23212039,0.03048164,0.23212548,55407.18897455,34000.00000000,21407.18897455,0.62962321,0.19163681,0.19187868,0.92935929,0.21422775,1.29753934,1.10691097,-0.17312757,,2023,0.41352535,2022,-0.08038077,413949.49529078,127.05655621,1.69781214,0.00373696,0.15695240,0.04984824,0.15830693,0.04908382,,,0.31694993,0.09929442,,,0.36483312,0.04115241
VT TQQQ/BIL25+BTAL25+KMLM50 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BIL25+BTAL25+KMLM50,0.25000000,0.03809669,0.28803099,0.03701844,0.28803616,59905.86866776,34000.00000000,25905.86866776,0.76193731,0.22052523,0.22389555,0.90928316,0.25640886,1.27082562,1.00082970,-0.22034241,557,2023,0.50086995,2022,-0.14492055,478173.07518237,146.25600913,1.89018853,0.00430165,0.13683880,0.04835969,0.13810694,0.04891152,,,0.27645691,0.09889871,,,0.44555814,0.05356121
VT TQQQ/BIL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BIL75+KMLM25,0.20000000,0.03017675,0.22970495,0.02950786,0.22970713,54754.14976310,34000.00000000,20754.14976310,0.61041617,0.17969953,0.18705162,0.87225634,0.21746629,1.21743861,0.85011605,-0.21138235,571,2023,0.46866337,2022,-0.15975310,404354.43342662,68.16470558,1.71838078,0.00200484,0.47371854,0.14989464,,,,,0.15796568,0.04976338,,,0.36575831,0.04357076
VT TQQQ/BIL75+KMLM25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BIL75+KMLM25,0.25000000,0.03672949,0.28488943,0.03598481,0.28489173,59242.96964196,34000.00000000,25242.96964196,0.74244028,0.20917643,0.21930672,0.86142178,0.26121449,1.20312890,0.76954493,-0.27181835,600,2023,0.55646799,2022,-0.21528539,468151.45308244,78.80989986,1.91152049,0.00231794,0.41287874,0.14836620,,,,,0.13764564,0.04920534,,,0.44672642,0.05670564
VT TQQQ/BIL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BIL75+DBMF25,0.20000000,0.02989807,0.22935757,0.02924372,0.22935895,54685.69855831,34000.00000000,20685.69855831,0.60840290,0.17744291,0.18654286,0.85197963,0.22140562,1.18853658,0.78865162,-0.22499530,600,2023,0.45665061,2022,-0.17099887,403861.08034519,50.43418925,1.72850195,0.00148336,0.47352458,0.14326363,,,0.15784404,0.04878837,,,,,0.36598733,0.04391895
VT TQQQ/BIL75+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BIL75+DBMF25,0.25000000,0.03639539,0.28486965,0.03572313,0.28487082,59224.15027959,34000.00000000,25224.15027959,0.74188677,0.20742489,0.21917582,0.84810726,0.26467901,1.18458941,0.73304131,-0.28296481,601,2023,0.54576680,2022,-0.22398691,467622.71288652,58.47555700,1.92124304,0.00171987,0.41312253,0.14802284,,,0.13772123,0.04852659,,,,,0.44678949,0.05672655
VT TQQQ/BIL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BIL50+KMLM50,0.20000000,0.03062690,0.23067624,0.03003405,0.23067966,55448.34510139,34000.00000000,21448.34510139,0.63083368,0.19240434,0.19218130,0.90977611,0.22123709,1.27005844,1.03892968,-0.18519477,553,2023,0.45292497,2022,-0.11609334,414692.15748845,98.24026192,1.70667228,0.00288942,0.31550559,0.09956216,,,,,0.31673673,0.09916064,,,0.36518984,0.04259823
VT TQQQ/BIL50+KMLM50 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BIL50+KMLM50,0.25000000,0.03728597,0.28635085,0.03654248,0.28635468,60090.12771744,34000.00000000,26090.12771744,0.76735670,0.22205930,0.22516354,0.89722460,0.26325618,1.25416768,0.90875557,-0.24435537,570,2023,0.54167012,2022,-0.17581047,479509.40648382,113.42943183,1.89836314,0.00333616,0.27555813,0.09858987,,,,,0.27617854,0.09864262,,,0.44591859,0.05524269
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BTAL,0.20000000,0.02886458,0.23263291,0.02870594,0.23263898,53150.38111716,34000.00000000,19150.38111716,0.56324650,0.15721166,0.17498865,0.81752397,0.20516104,1.14864171,0.71603273,-0.21955932,209,2023,0.32712110,2022,-0.07745348,385623.67308265,145.76754085,1.68921114,0.00428728,,,0.63347408,0.19859073,,,,,,,0.36568021,0.04063892
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BTAL,0.25000000,0.03531234,0.28865319,0.03512453,0.28865936,57147.83560900,34000.00000000,23147.83560900,0.68081869,0.18552178,0.20451596,0.82056412,0.24498251,1.14957479,0.82667421,-0.22441946,167,2023,0.41034343,2022,-0.14273284,446315.50002116,167.81492542,1.88350203,0.00493573,,,0.55245245,0.19877942,,,,,,,0.44669192,0.05293801
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BIL,0.20000000,0.02937343,0.22826552,0.02892979,0.22826604,53961.46923760,34000.00000000,19961.46923760,0.58710204,0.16586879,0.18112701,0.81645767,0.21794654,1.13825212,0.68266296,-0.24297317,605,2023,0.48368353,2022,-0.20432504,392920.68080635,39.05055300,1.72645125,0.00114855,0.63121887,0.19342173,,,,,,,,,0.36645340,0.04501185
VT TQQQ/BIL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BIL,0.25000000,0.03554036,0.28332639,0.03510079,0.28332701,58347.80771449,34000.00000000,24347.80771449,0.71611199,0.19557228,0.21304160,0.81548943,0.26235455,1.13810022,0.65196041,-0.29997570,606,2023,0.57133666,2022,-0.25455130,456092.39338477,45.49622676,1.92182017,0.00133812,0.55013758,0.19827450,,,,,,,,,0.44748687,0.05827036
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BIL50+BTAL50,0.20000000,0.02982857,0.23042406,0.02926888,0.23042545,53732.15590704,34000.00000000,19732.15590704,0.58035753,0.16312811,0.17939946,0.84997821,0.20279819,1.19102893,0.86556924,-0.18846339,572,2023,0.40575042,2022,-0.14131020,391554.13494095,92.18874578,1.71378095,0.00271143,0.31481426,0.09338319,0.31634770,0.09902433,,,,,,,0.36623302,0.04285245
VT TQQQ/BIL50+BTAL50 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BIL50+BTAL50,0.25000000,0.03611351,0.28599905,0.03545674,0.28600046,57919.46980437,34000.00000000,23919.46980437,0.70351382,0.19200397,0.21001528,0.83707748,0.24742959,1.17177020,0.75105318,-0.25564631,601,2023,0.49096812,2022,-0.19872206,453132.84506757,106.64187898,1.90659563,0.00313653,0.27449005,0.09589581,0.27573193,0.09957040,,,,,,,0.44715420,0.05559691
TQQQ50/BTAL50 gate QQQ<SMA200,fit,fit,2020-12-18,2024-12-31,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,,,0.06878676,0.39663067,0.06855602,0.39663758,59190.12084596,34000.00000000,25190.12084596,0.74088591,0.18800160,0.21893904,0.88295604,0.22449511,1.27068635,0.60661015,-0.30992162,683,2023,0.46780948,2022,-0.25830154,104436.39141814,41.31127599,0.45179219,0.00121504,,,0.56750307,0.49856868,,,,,,,0.43153983,0.10336242
SPY benchmark,fit,fit,2020-12-18,2024-12-31,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,,,0.00885396,0.02938556,0.00885542,0.02941953,49363.59276674,34000.00000000,15363.59276674,0.45187038,0.13405134,0.14524092,0.85649732,0.16299656,1.22777682,0.54819872,-0.24453056,709,2021,0.28166993,2022,-0.18247338,33760.58665248,2.36324107,0.15811837,0.00006951,,,,,,,,,0.99114458,0.97058047,,
VT TQQQ/BTAL75+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BTAL75+KMLM25,0.20000000,0.00790325,0.07190527,0.00665778,0.07191910,23119.47620128,19500.00000000,3619.47620128,0.18561416,0.13687152,0.14498392,0.77671759,0.18982464,1.06645442,0.84701986,-0.16159187,215,2025,0.16657393,2026,0.05792014,98281.95150997,37.97721597,1.86421397,0.00194755,,,0.44195869,0.14904769,,,0.14637035,0.04842351,,,0.40844606,0.19026999
VT TQQQ/BTAL75+KMLM25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BTAL75+KMLM25,0.25000000,0.00791238,0.08608075,0.00721369,0.08609477,24460.85353968,19500.00000000,4960.85353968,0.25440275,0.18520308,0.19653695,0.85276666,0.23285195,1.17312720,0.94134417,-0.19674322,197,2025,0.21312688,2026,0.08921071,99505.07964841,37.96987988,1.82824697,0.00194717,,,0.38003538,0.14954039,,,0.12612396,0.04924745,,,0.49152796,0.24133031
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BTAL75+DBMF25,0.20000000,0.00772903,0.07176103,0.00664572,0.07177044,23236.34038584,19500.00000000,3736.34038584,0.19160720,0.14406598,0.14951874,0.79789651,0.19370191,1.09625660,0.88253297,-0.16324147,215,2025,0.18771681,2026,0.04989352,98799.17890052,33.60276736,1.85591509,0.00172322,,,0.44201290,0.14913536,0.14673013,0.04848469,,,,,0.40829703,0.18908870
VT TQQQ/BTAL75+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BTAL75+DBMF25,0.25000000,0.00803882,0.08572071,0.00717921,0.08573121,24501.15134112,19500.00000000,5001.15134112,0.25646930,0.18921309,0.19806923,0.85576423,0.23723085,1.17932640,0.94767260,-0.19966082,209,2025,0.23089426,2026,0.07945135,99623.34394504,33.47760482,1.81729408,0.00171680,,,0.37992892,0.14989130,0.12598683,0.04945475,,,,,0.49160362,0.24010955
VT TQQQ/BTAL50+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BTAL50+KMLM50,0.20000000,0.00718796,0.07184905,0.00628821,0.07186361,24249.22963628,19500.00000000,4749.22963628,0.24355024,0.17342157,0.18847475,0.88946193,0.20502483,1.22852746,1.16742198,-0.14855088,191,2025,0.17872522,2026,0.10278333,100361.93841575,38.77281866,1.86635244,0.00198835,,,0.29440098,0.09887666,,,0.29418629,0.09920749,,,0.40884456,0.19037701
VT TQQQ/BTAL50+KMLM50 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BTAL50+KMLM50,0.25000000,0.00810759,0.08262795,0.00706342,0.08264213,25478.46533450,19500.00000000,5978.46533450,0.30658797,0.21703566,0.23494861,0.91841705,0.24977022,1.26911235,1.14813527,-0.18903318,152,2025,0.22203739,2026,0.12930327,101223.56934856,38.61788410,1.82921327,0.00198040,,,0.25284501,0.09966753,,,0.25256174,0.09863817,,,0.49164515,0.24466168
VT TQQQ/BIL37.5+BTAL37.5+KMLM25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BIL37.5+BTAL37.5+KMLM25,0.20000000,0.00959489,0.06847175,0.00741108,0.06847902,24548.85997230,19500.00000000,5048.85997230,0.25891590,0.18864837,0.19988208,0.93240495,0.21082603,1.29073692,1.19992200,-0.15721719,191,2025,0.21130024,2026,0.09605845,101834.81448099,28.33882096,1.86123527,0.00145327,0.21860588,0.06991788,0.22063993,0.07395273,,,0.14638000,0.04856193,,,0.40883186,0.19151159
VT TQQQ/BIL37.5+BTAL37.5+KMLM25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BIL37.5+BTAL37.5+KMLM25,0.25000000,0.00958896,0.08167146,0.00768402,0.08167931,25627.86794775,19500.00000000,6127.86794775,0.31424964,0.22652034,0.24053967,0.93000359,0.25706505,1.28984556,1.15761679,-0.19567818,191,2025,0.24941608,2026,0.11870887,102189.40686209,28.32564347,1.82180630,0.00145260,0.18759470,0.07230748,0.18966212,0.07444872,,,0.12588147,0.04842883,,,0.49212007,0.24312333
VT TQQQ/BIL37.5+BTAL37.5+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BIL37.5+BTAL37.5+DBMF25,0.20000000,0.01017208,0.06820750,0.00789057,0.06821196,24683.78453004,19500.00000000,5183.78453004,0.26583510,0.19625157,0.20500194,0.94522107,0.21593150,1.31223208,1.22940621,-0.15963118,191,2025,0.23288953,2026,0.08818476,102725.89769066,23.70000807,1.85957405,0.00121539,0.21800158,0.07397187,0.22066684,0.07450896,0.14644654,0.04863606,,,,,0.40876582,0.19045749
VT TQQQ/BIL37.5+BTAL37.5+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BIL37.5+BTAL37.5+DBMF25,0.25000000,0.01068595,0.08144381,0.00857538,0.08144837,25693.36171813,19500.00000000,6193.36171813,0.31760829,0.23149517,0.24298681,0.93335075,0.26185666,1.29821382,1.15448965,-0.20051732,149,2025,0.26854147,2026,0.10918122,102568.91475783,23.65023081,1.81448077,0.00121283,0.18718170,0.07158872,0.18957184,0.07398272,0.12591731,0.04854157,,,,,0.49181254,0.24179765
VT TQQQ/BIL25+BTAL25+KMLM50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BIL25+BTAL25+KMLM50,0.20000000,0.00947200,0.06771356,0.00736838,0.06772382,25237.91112024,19500.00000000,5737.91112024,0.29425185,0.20831867,0.22592072,0.96821231,0.22281837,1.34195676,1.26184550,-0.16509047,152,2025,0.20757557,2026,0.12943455,102709.81356034,32.38422586,1.86366302,0.00166073,0.14456622,0.04850798,0.14684883,0.04919476,,,0.29407679,0.09890097,,,0.40886055,0.19295314
VT TQQQ/BIL25+BTAL25+KMLM50 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2025-01-02,2026-08-24,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15-bil0,BIL25+BTAL25+KMLM50,0.25000000,0.01014292,0.08069824,0.00812255,0.08070870,26280.24057127,19500.00000000,6780.24057127,0.34770464,0.24501512,0.26481263,0.95922438,0.26796394,1.33133468,1.16773866,-0.20982016,148,2025,0.24670849,2026,0.14899692,103456.80624639,32.33623133,1.83174490,0.00165827,0.12393965,0.04658478,0.12615992,0.04913415,,,0.25263291,0.09908460,,,0.49182559,0.24489636
