label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.weights,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.NTSX.avg,exposure.NTSX.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
NTSX75/BIL25,sens,sens_2022-05-09,2022-05-09,2025-05-08,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.25,""NTSX"":0.75}",0.00339771,0.00702481,0.00252873,0.00573064,33901.16486282,28000.00000000,5901.16486282,0.21075589,0.09096366,0.09682918,0.70577553,0.13728223,1.01636173,0.62053841,-0.14658828,304,2023,0.17807614,2022,-0.03833380,29414.96660075,58.82993320,0.22955142,0.00210107,0.24757805,0.24426936,,,,,0.74896991,0.74815401,,,,
NTSX62.5/BIL37.5,sens,sens_2022-05-09,2022-05-09,2025-05-08,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.375,""NTSX"":0.625}",0.00317791,0.00870339,0.00237182,0.00685471,33306.26407449,28000.00000000,5306.26407449,0.18950943,0.08283959,0.08766617,0.75786851,0.11409387,1.09304837,0.67615430,-0.12251581,304,2023,0.15515847,2022,-0.02855375,29678.61397760,59.35722796,0.23447231,0.00211990,0.37280327,0.36814529,,,,,0.62396405,0.62234774,,,,
NTSX50/BIL50,sens,sens_2022-05-09,2022-05-09,2025-05-08,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.5,""NTSX"":0.5}",0.00305825,0.00719432,0.00236277,0.00535589,32699.80741347,28000.00000000,4699.80741347,0.16785026,0.07430054,0.07819927,0.83604131,0.09109021,1.20886117,0.75660276,-0.09820284,291,2023,0.13242425,2022,-0.01934360,30003.23208519,60.00646417,0.24007369,0.00214309,0.49776514,0.49464411,,,,,0.49912151,0.49783544,,,,
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-05-09,2022-05-09,2025-05-08,true,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,,0.05282429,0.27324293,0.05267347,0.27327789,36910.11948698,28000.00000000,8910.11948698,0.31821855,0.14427429,0.14143465,0.77652770,0.20032893,1.08023795,0.77217597,-0.18684120,,2023,0.31253355,2025,-0.04707140,239665.67754934,479.33135510,1.67610014,0.01711898,,,0.51605131,0.17022101,0.17147058,0.05604081,,,,,0.31097954,0.00000000
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-05-09,2022-05-09,2025-05-08,true,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,,0.05347596,0.27324625,0.05315450,0.27327789,38040.71598117,28000.00000000,10040.71598117,0.35859700,0.16246892,0.15750196,0.88623473,0.19145398,1.23838879,0.91588467,-0.17739016,,2023,0.37446099,2025,-0.04841085,246036.06330316,492.07212661,1.67921971,0.01757400,0.34227657,0.11101855,0.34389210,0.11312729,,,,,,,0.31104237,0.00000000
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2022-05-09,2022-05-09,2025-05-08,true,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,,0.12702486,0.49996563,0.12698789,0.50000000,41799.80588498,28000.00000000,13799.80588498,0.49285021,0.21313583,0.20852571,0.95068327,0.23272761,1.37540096,0.85324125,-0.24979550,,2023,0.40286123,2025,-0.09585647,78241.79523041,156.48359046,0.49060268,0.00558870,,,0.62603931,0.49901913,,,,,,,0.37309462,0.00000000
SPY benchmark,sens,sens_2022-05-09,2022-05-09,2025-05-08,true,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,,0.00980098,0.02358482,0.00985215,0.02360923,36940.14785517,28000.00000000,8940.14785517,0.31929099,0.13766792,0.14186604,0.80332167,0.18180535,1.18697074,0.73563512,-0.18714158,,2023,0.25638065,2025,-0.03334953,27876.12257307,55.75224515,0.20270733,0.00199115,,,,,,,,,0.99014785,0.97639077,,
NTSX100,sens,sens_2022-11-08,2022-11-08,2025-11-07,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,"{""NTSX"":1.0}",0.00101962,0.00330400,0.00106951,0.00429970,41353.91046314,28000.00000000,13353.91046314,0.47692537,0.20446385,0.20259514,1.25451824,0.15908813,1.87523245,1.21069124,-0.16888191,200,2023,0.22317065,2022,0.01834080,27909.76618921,55.81953238,0.19304912,0.00199355,,,,,,,0.99893049,0.99570030,,,,
NTSX75/BIL25,sens,sens_2022-11-08,2022-11-08,2025-11-07,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.25,""NTSX"":0.75}",0.00334211,0.00733448,0.00256989,0.00660076,38331.56114276,28000.00000000,10331.56114276,0.36898433,0.16336926,0.16153120,1.33850879,0.11887356,2.00477934,1.29388734,-0.12626235,125,2023,0.17810845,2022,0.01610216,28699.21488434,57.39842977,0.20795606,0.00204994,0.24757481,0.24339924,,,,,0.74903162,0.74756839,,,,
NTSX62.5/BIL37.5,sens,sens_2022-11-08,2022-11-08,2025-11-07,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.375,""NTSX"":0.625}",0.00323864,0.00831768,0.00244822,0.00648874,36878.47395785,28000.00000000,8878.47395785,0.31708836,0.14267871,0.14093823,1.40572936,0.09880857,2.10979884,1.35710851,-0.10513434,113,2023,0.15509079,2022,0.01460972,29176.57256971,58.35314514,0.21650529,0.00208404,0.37285514,0.36851126,,,,,0.62385384,0.62254119,,,,
NTSX50/BIL50,sens,sens_2022-11-08,2022-11-08,2025-11-07,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.5,""NTSX"":0.5}",0.00351505,0.00893341,0.00257051,0.00777363,35466.97948489,28000.00000000,7466.97948489,0.26667784,0.12195360,0.12035459,1.50517871,0.07888455,2.26679944,1.45583313,-0.08376894,111,2023,0.13226855,2022,0.01289946,29401.17110714,58.80234221,0.22349191,0.00210008,0.49756708,0.49222637,,,,,0.49886494,0.49770770,,,,
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-11-08,2022-11-08,2025-11-07,true,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,,0.02198963,0.27323081,0.02165566,0.27327789,43308.39299466,28000.00000000,15308.39299466,0.54672832,0.21945932,0.22799576,1.05079430,0.21107380,1.45936079,1.17718971,-0.18642647,448,2023,0.31262912,2022,-0.01305312,310141.67002183,620.28334004,2.11352131,0.02215298,,,0.44607195,0.14975326,0.14829831,0.04956258,,,,,0.40397395,0.00000000
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-11-08,2022-11-08,2025-11-07,true,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,,0.02302905,0.27323519,0.02244287,0.27327789,45497.31949899,28000.00000000,17497.31949899,0.62490427,0.25304417,0.25547166,1.17537020,0.21212631,1.64460276,1.42867088,-0.17711859,398,2023,0.37451126,2022,0.00742786,323667.05932823,647.33411866,2.12330744,0.02311908,0.29560596,0.09779504,0.29727410,0.09959411,,,,,,,0.40403481,0.00000000
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2022-11-08,2022-11-08,2025-11-07,true,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,,0.04629633,0.49995509,0.04613926,0.50000000,45834.59379100,28000.00000000,17834.59379100,0.63694978,0.27378916,0.25961936,1.20153144,0.22315881,1.74425770,1.09747986,-0.24947078,288,2023,0.40230507,2022,0.00968890,82915.68476376,165.83136953,0.50011949,0.00592255,,,0.54504153,0.49887045,,,,,,,0.45389140,0.00000000
SPY benchmark,sens,sens_2022-11-08,2022-11-08,2025-11-07,true,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,,0.00989568,0.03003080,0.00994474,0.03006425,42359.70500745,28000.00000000,14359.70500745,0.51284661,0.21838726,0.21577325,1.33006362,0.15864252,2.03027900,1.16369253,-0.18766750,127,2023,0.25580825,2022,0.00548441,27580.57391464,55.16114783,0.18651731,0.00197004,,,,,,,,,0.99005526,0.96993575,,
NTSX100,sens,sens_2023-05-08,2023-05-08,2026-05-08,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,"{""NTSX"":1.0}",0.00089910,0.00364388,0.00094931,0.00463924,40853.74274597,28000.00000000,12853.74274597,0.45906224,0.19491556,0.19594500,1.25674038,0.15145900,1.82557964,1.15365716,-0.16895449,200,2024,0.19918310,2026,0.06811510,27943.20019794,55.88640040,0.19596956,0.00199594,,,,,,,0.99905069,0.99536076,,,,
NTSX75/BIL25,sens,sens_2023-05-08,2023-05-08,2026-05-08,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.25,""NTSX"":0.75}",0.00296172,0.00675784,0.00224588,0.00767943,37928.76800101,28000.00000000,9928.76800101,0.35459886,0.15562498,0.15587718,1.34193957,0.11302468,1.95213486,1.23198097,-0.12632093,125,2024,0.15935416,2026,0.05441791,29289.50412563,58.57900825,0.21471953,0.00209211,0.24790307,0.24232057,,,,,0.74908303,0.74761032,,,,
NTSX62.5/BIL37.5,sens,sens_2023-05-08,2023-05-08,2026-05-08,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.375,""NTSX"":0.625}",0.00384255,0.00851828,0.00283718,0.00599073,36544.74955517,28000.00000000,8544.74955517,0.30516963,0.13626081,0.13612283,1.41289746,0.09393490,2.05969172,1.29545252,-0.10518394,113,2024,0.13980362,2026,0.04745370,29546.11256008,59.09222512,0.22142831,0.00211044,0.37223521,0.36900927,,,,,0.62386973,0.62204251,,,,
NTSX50/BIL50,sens,sens_2023-05-08,2023-05-08,2026-05-08,false,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,"{""BIL"":0.5,""NTSX"":0.5}",0.00312180,0.00881072,0.00243456,0.00730676,35184.24908434,28000.00000000,7184.24908434,0.25658032,0.11665616,0.11615900,1.51517869,0.07499902,2.21624114,1.39163456,-0.08382672,111,2024,0.12019200,2026,0.04031522,30054.40995481,60.10881991,0.23036555,0.00214674,0.49776335,0.49269324,,,,,0.49906133,0.49768038,,,,
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2023-05-08,2023-05-08,2026-05-08,true,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,,0.00364154,0.06541680,0.00318746,0.06543492,40708.55897299,28000.00000000,12708.55897299,0.45387711,0.21418897,0.19400665,1.02881262,0.21132159,1.42434002,1.14777827,-0.18661180,448,2023,0.27357211,2026,0.01668145,307853.81395591,615.70762791,2.05376636,0.02198956,,,0.41538607,0.14986407,0.13800141,0.04986738,,,,,0.44479674,0.20018236
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2023-05-08,2023-05-08,2026-05-08,true,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,,0.00490998,0.06376267,0.00437742,0.06378810,42616.70910092,28000.00000000,14616.70910092,0.52202533,0.23558850,0.21909026,1.09073906,0.21642299,1.51274221,1.32965921,-0.17717961,398,2023,0.29302857,2026,0.03762758,313987.23081852,627.97446164,2.06629612,0.02242766,0.27506642,0.09728908,0.27683025,0.09966911,,,,,,,0.44494779,0.20043285
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2023-05-08,2023-05-08,2026-05-08,true,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,,0.00745838,0.10035620,0.00720390,0.10037337,45238.23738878,28000.00000000,17238.23738878,0.61565134,0.27935534,0.25224994,1.25348282,0.21609516,1.80970777,1.12223895,-0.24892679,288,2024,0.35750618,2025,0.05324534,68982.82075671,137.96564151,0.43044075,0.00492734,,,0.50602949,0.49884651,,,,,,,0.49284010,0.39962663
SPY benchmark,sens,sens_2023-05-08,2023-05-08,2026-05-08,true,true,"{""*"": 20}",0.03000000,tests/data/2026-08-24-net15,,0.01091236,0.02995695,0.01096146,0.02998928,42763.38822605,28000.00000000,14763.38822605,0.52726387,0.22478408,0.22098425,1.43124572,0.15014296,2.15191811,1.20084071,-0.18718893,127,2024,0.24341784,2026,0.08406877,27892.58369956,55.78516740,0.18903273,0.00199233,,,,,,,,,0.98903854,0.97001072,,
