label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.sigma_target,params.w_max,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL25+DBMF75 t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.25000000,0.60000000,QQQ<SMA200,0.03125125,0.28198117,0.03087679,0.28198446,74439.38103129,37500.00000000,36939.38103129,0.98505016,0.25013875,0.23997139,0.99767075,0.25732311,1.36693190,0.88133957,-0.28381655,167,2021,0.40610229,2022,-0.13908311,342222.39526433,84.02210108,0.97479809,0.00224059,0.15183315,0.09894770,0.45625295,0.29902326,,,0.39099019,0.05961291
VT TQQQ/BTAL25+DBMF75 t25 w0-70 QQQ:VOL_EWMA80,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.25000000,0.70000000,,0.00098698,0.00310599,0.00054968,0.00157128,76943.65662996,37500.00000000,39443.65662996,1.05183084,0.26124732,0.25202113,0.98639438,0.27365490,1.35546015,0.92059461,-0.28378107,167,2023,0.58117578,2022,-0.23011486,476579.11810311,115.19966828,1.35288977,0.00307199,0.13954209,0.07446925,0.41927948,0.22433697,,,0.44016226,0.12426563
VT TQQQ/BTAL25+DBMF75 t25 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.25000000,0.70000000,QQQ<SMA200,0.03125887,0.28177904,0.03087274,0.28178238,77274.62626558,37500.00000000,39774.62626558,1.06065670,0.26450753,0.25358797,1.01949773,0.26501908,1.39963213,0.93208309,-0.28378107,167,2023,0.43138386,2022,-0.13929172,426968.16395318,104.62005309,1.19176077,0.00278987,0.14714377,0.07446925,0.44206370,0.22433697,,,0.40981148,0.05981499
VT TQQQ/BTAL25+DBMF75 t25 w0-80 QQQ:VOL_EWMA80,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.25000000,0.80000000,,0.00095935,0.00310599,0.00052567,0.00157128,80403.64875650,37500.00000000,42903.64875650,1.14409730,0.27740143,0.26811937,1.02029755,0.27831017,1.40647016,0.97724018,-0.28386208,167,2023,0.61187820,2022,-0.22997717,538453.47827876,130.08526505,1.49166220,0.00346894,0.13663309,0.04921533,0.41046766,0.14945319,,,0.45190789,0.12400221
VT TQQQ/BTAL25+DBMF75 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.25000000,0.80000000,QQQ<SMA200,0.03118765,0.28155328,0.03079848,0.28155659,80737.25571780,37500.00000000,43237.25571780,1.15299349,0.28059431,0.26963953,1.05300563,0.26982731,1.45051296,0.98848817,-0.28386208,167,2023,0.45923984,2022,-0.13951487,487729.78001063,119.29789057,1.32854703,0.00318128,0.14421371,0.04921533,0.43322805,0.14945319,,,0.42159429,0.06004078
VT TQQQ/BTAL25+DBMF75 t30 w0-40 QQQ:VOL_EWMA80,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.30000000,0.40000000,,0.00098903,0.00270159,0.00053596,0.00160788,68344.75843247,37500.00000000,30844.75843247,0.82252689,0.21949636,0.20909450,0.92348001,0.24859980,1.28383619,0.74930494,-0.29293329,573,2023,0.53509203,2022,-0.25596136,206187.53974747,51.67791844,0.62361875,0.00137808,0.15718509,0.14839212,0.47229939,0.44884456,,,0.36951208,0.14908967
VT TQQQ/BTAL25+DBMF75 t30 w0-40 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.30000000,0.40000000,QQQ<SMA200,0.03648255,0.32555436,0.03610597,0.32555764,69159.49621691,37500.00000000,31659.49621691,0.84425323,0.22547140,0.21335870,0.99401570,0.23181508,1.38304842,0.80366701,-0.28055326,163,2023,0.37022049,2022,-0.14730080,153450.50151194,40.25277269,0.45386305,0.00107341,0.16610186,0.14839212,0.49907183,0.44884456,,,0.33390262,0.07444236
VT TQQQ/BTAL25+DBMF75 t30 w0-50 QQQ:VOL_EWMA80,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.30000000,0.50000000,,0.00091252,0.00359727,0.00051277,0.00176887,77021.48332140,37500.00000000,39521.48332140,1.05390622,0.25885379,0.25239009,0.97080477,0.27701257,1.34513842,0.80911281,-0.31992299,571,2023,0.66901389,2022,-0.27890343,268858.82023469,66.33858628,0.76870455,0.00176903,0.14241017,0.12323113,0.42797002,0.37367154,,,0.42868973,0.14888683
VT TQQQ/BTAL25+DBMF75 t30 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.30000000,0.50000000,QQQ<SMA200,0.03659429,0.33522878,0.03627190,0.33523210,77824.59304078,37500.00000000,40324.59304078,1.07532248,0.26446399,0.25617870,1.02827867,0.26188479,1.42490663,0.86010188,-0.30747985,167,2023,0.48520418,2022,-0.17275522,212713.17446973,54.09736344,0.59497908,0.00144260,0.15141465,0.12323113,0.45488224,0.37367154,,,0.39286428,0.07468474
VT TQQQ/BTAL25+DBMF75 t30 w0-60 QQQ:VOL_EWMA80,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.30000000,0.60000000,,0.00093575,0.00258274,0.00051071,0.00126481,78705.74531691,37500.00000000,41205.74531691,1.09881988,0.26652709,0.26029651,0.93810093,0.30053555,1.28674605,0.76982797,-0.34621642,573,2023,0.69831802,2022,-0.30132492,350935.99220538,84.72587943,0.99057204,0.00225936,0.13175124,0.09873519,0.39602931,0.29888527,,,0.47126152,0.14906302
VT TQQQ/BTAL25+DBMF75 t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.30000000,0.60000000,QQQ<SMA200,0.03658245,0.33506739,0.03622882,0.33507069,79507.89023679,37500.00000000,42007.89023679,1.12021041,0.27208206,0.26401037,0.98452819,0.28666755,1.34917529,0.83950422,-0.32409851,167,2023,0.51130134,2022,-0.19874886,294431.19901603,72.37586868,0.81325314,0.00193002,0.14070629,0.09873519,0.42289773,0.29888527,,,0.43551181,0.07484615
VT TQQQ/BTAL25+DBMF75 t30 w0-70 QQQ:VOL_EWMA80,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.30000000,0.70000000,,0.00089350,0.00331100,0.00050410,0.00157085,81298.33942472,37500.00000000,43798.33942472,1.16795572,0.27947679,0.27218398,0.94327176,0.31418982,1.29253277,0.79059566,-0.35350154,601,2023,0.70708757,2022,-0.30377249,475956.90711665,114.96188174,1.30890765,0.00306565,0.12436080,0.07342915,0.37358756,0.22372235,,,0.50113028,0.14896526
VT TQQQ/BTAL25+DBMF75 t30 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.30000000,0.70000000,QQQ<SMA200,0.03646192,0.33470502,0.03614277,0.33470829,82129.71316444,37500.00000000,44629.71316444,1.19012568,0.28500808,0.27592628,0.98552286,0.30096415,1.34917821,0.87939880,-0.32409424,167,2023,0.51938229,2022,-0.20193350,418200.33959822,102.36646183,1.12536249,0.00272977,0.13329255,0.07342915,0.40042917,0.22372235,,,0.46545431,0.07520855
VT TQQQ/BTAL25+DBMF75 t30 w0-80 QQQ:VOL_EWMA80,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.30000000,0.80000000,,0.00083839,0.00231636,0.00047947,0.00145834,83935.43138771,37500.00000000,46435.43138771,1.23827817,0.29195195,0.28394262,0.95708966,0.32264123,1.31271878,0.81468315,-0.35836257,601,2023,0.73707768,2022,-0.30379356,572201.31832271,138.33150940,1.54696546,0.00368884,0.11921519,0.04894327,0.35826529,0.14900475,,,0.52164822,0.14898357
VT TQQQ/BTAL25+DBMF75 t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.30000000,0.80000000,QQQ<SMA200,0.03641229,0.33457439,0.03611025,0.33457761,84793.57689558,37500.00000000,47293.57689558,1.26116205,0.29749680,0.28770004,0.99755959,0.30975553,1.36711857,0.91789919,-0.32410618,167,2023,0.54574985,2022,-0.20190523,513517.66208170,125.56576088,1.35842958,0.00334842,0.12816197,0.04894327,0.38506668,0.14900475,,,0.48595617,0.07533923
VT TQQQ/BTAL25+DBMF75 t35 w0-40 QQQ:VOL_EWMA80,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.35000000,0.40000000,,0.00089465,0.00270159,0.00050285,0.00160788,67656.90386016,37500.00000000,30156.90386016,0.80418410,0.21753532,0.20545946,0.88278995,0.26219156,1.22742776,0.69608521,-0.31251249,601,2023,0.53520793,2022,-0.27660202,193489.23623770,48.96672142,0.58400612,0.00130578,0.15412868,0.14839212,0.46300110,0.44884456,,,0.38196194,0.17377438
VT TQQQ/BTAL25+DBMF75 t35 w0-40 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.35000000,0.40000000,QQQ<SMA200,0.03931624,0.31082974,0.03900794,0.31083296,68128.06446356,37500.00000000,30628.06446356,0.81674839,0.22168684,0.20795284,0.95418050,0.24039139,1.32651169,0.74201981,-0.29876135,152,2023,0.37782113,2022,-0.18112783,142818.59804384,37.92368158,0.42358115,0.00101130,0.16379008,0.14839212,0.49198369,0.44884456,,,0.34340636,0.08916704
VT TQQQ/BTAL25+DBMF75 t35 w0-50 QQQ:VOL_EWMA80,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.35000000,0.50000000,,0.00098544,0.00359727,0.00050766,0.00176887,76872.87702322,37500.00000000,39372.87702322,1.04994339,0.26009940,0.25168529,0.92723016,0.29746140,1.28781644,0.70574419,-0.36854628,591,2023,0.72364642,2022,-0.32855253,249652.67100069,61.65581173,0.70862524,0.00164415,0.13650468,0.12323113,0.41015788,0.37367154,,,0.45233585,0.17389478
VT TQQQ/BTAL25+DBMF75 t35 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.35000000,0.50000000,QQQ<SMA200,0.04175298,0.38685678,0.04133700,0.38686001,78238.72685208,37500.00000000,40738.72685208,1.08636605,0.26841032,0.25811906,1.00145307,0.27575661,1.39157576,0.82605781,-0.32492923,166,2023,0.50936824,2022,-0.20946384,186851.70298096,47.75388483,0.51610151,0.00127344,0.14672954,0.12323113,0.44084157,0.37367154,,,0.41147085,0.09137630
VT TQQQ/BTAL25+DBMF75 t35 w0-60 QQQ:VOL_EWMA80,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.35000000,0.60000000,,0.00098543,0.00295779,0.00054091,0.00174941,84655.69014967,37500.00000000,47155.69014967,1.25748507,0.29197589,0.28709853,0.95130021,0.32557045,1.31542794,0.74410486,-0.39238541,573,2023,0.84682589,2022,-0.34916183,321159.80793326,78.35519309,0.87262641,0.00208947,0.12243213,0.09825059,0.36804539,0.29876061,,,0.50851731,0.17378796
VT TQQQ/BTAL25+DBMF75 t35 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.35000000,0.60000000,QQQ<SMA200,0.04171569,0.38655073,0.04133926,0.38655404,86164.05463116,37500.00000000,48664.05463116,1.29770812,0.30037778,0.29363305,1.01339000,0.30587138,1.40098127,0.85781328,-0.35016685,167,2023,0.61718162,2022,-0.23402970,256095.32095659,63.95245437,0.67717465,0.00170540,0.13265952,0.09825059,0.39870028,0.29876061,,,0.46768789,0.09168227
VT TQQQ/BTAL25+DBMF75 t35 w0-70 QQQ:VOL_EWMA80,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.35000000,0.70000000,,0.00093049,0.00328183,0.00051206,0.00161663,85495.13754173,37500.00000000,47995.13754173,1.27987033,0.29568153,0.29074748,0.91859996,0.34913224,1.25934054,0.70994522,-0.41648498,601,2023,0.86565762,2022,-0.37013673,424257.00831297,102.34116745,1.14359412,0.00272910,0.11209236,0.07338337,0.33706230,0.22358287,,,0.54988962,0.17386922
VT TQQQ/BTAL25+DBMF75 t35 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.35000000,0.70000000,QQQ<SMA200,0.04166226,0.38654184,0.04131168,0.38654508,87034.83172315,37500.00000000,49534.83172315,1.32092885,0.30416491,0.29736052,0.97028195,0.33084137,1.32868246,0.83515238,-0.36420289,168,2023,0.63394554,2022,-0.25868778,359731.77626823,88.06608929,0.94379377,0.00234843,0.12232962,0.07338337,0.36770502,0.22358287,,,0.50906761,0.09169123
VT TQQQ/BTAL25+DBMF75 t35 w0-80 QQQ:VOL_EWMA80,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.35000000,0.80000000,,0.00097194,0.00325903,0.00051177,0.00160902,88246.11639558,37500.00000000,50746.11639558,1.35322977,0.30859587,0.30249236,0.92404312,0.36341001,1.26572653,0.72900997,-0.42330816,605,2023,0.87305489,2022,-0.37278149,566789.83886604,137.02330461,1.48772981,0.00365395,0.10443910,0.04873748,0.31400365,0.14869266,,,0.58055387,0.17387113
VT TQQQ/BTAL25+DBMF75 t35 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.35000000,0.80000000,QQQ<SMA200,0.04160732,0.38607725,0.04120989,0.38608058,89821.80601426,37500.00000000,52321.80601426,1.39524816,0.31700514,0.30907787,0.97137646,0.34588721,1.32905277,0.87033498,-0.36423348,168,2023,0.64045191,2022,-0.26222584,500935.03701226,122.45104308,1.27979759,0.00326536,0.11464674,0.04873748,0.34457773,0.14869266,,,0.53982271,0.09215573
VT TQQQ/BTAL25+DBMF75 t40 w0-40 QQQ:VOL_EWMA80,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.40000000,0.40000000,,0.00092583,0.00270159,0.00049986,0.00160788,67006.09822519,37500.00000000,29506.09822519,0.78682929,0.21545446,0.20199015,0.85212453,0.27306291,1.18423079,0.65322909,-0.32982986,606,2023,0.53527240,2022,-0.29479904,184947.69460853,46.91243948,0.55755673,0.00125100,0.15194129,0.14839212,0.45643020,0.44884456,,,0.39068944,0.19858738
VT TQQQ/BTAL25+DBMF75 t40 w0-40 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.40000000,0.40000000,QQQ<SMA200,0.04518464,0.31069035,0.04483711,0.31069365,68934.89952988,37500.00000000,31434.89952988,0.83826399,0.22630585,0.21218763,0.95250255,0.24632073,1.32407804,0.71420808,-0.31686263,152,2020,0.39609198,2022,-0.18114322,146827.30384312,38.78284005,0.43039679,0.00103421,0.16304113,0.14839212,0.48975762,0.44884456,,,0.34631364,0.08930635
VT TQQQ/BTAL25+DBMF75 t40 w0-50 QQQ:VOL_EWMA80,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.40000000,0.50000000,,0.00095914,0.00359727,0.00052532,0.00176887,74896.23992126,37500.00000000,37396.23992126,0.99723306,0.25285488,0.24219575,0.87415818,0.31516918,1.21374349,0.62763481,-0.40286944,606,2023,0.73401539,2022,-0.36430403,232547.48158872,57.83433025,0.66388928,0.00154225,0.13232998,0.12323113,0.39763006,0.37367154,,,0.46906557,0.19881320
VT TQQQ/BTAL25+DBMF75 t40 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.40000000,0.50000000,QQQ<SMA200,0.04511606,0.39071221,0.04473190,0.39071541,76726.03885003,37500.00000000,39226.03885003,1.04602770,0.26316678,0.25098770,0.95724873,0.28770963,1.32902885,0.76818740,-0.34258148,152,2023,0.51785955,2022,-0.24560126,169629.48499445,43.84095404,0.47043123,0.00116909,0.14338691,0.12323113,0.43085561,0.37367154,,,0.42482089,0.10928459
VT TQQQ/BTAL25+DBMF75 t40 w0-60 QQQ:VOL_EWMA80,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.40000000,0.60000000,,0.00092003,0.00295779,0.00052162,0.00174941,85272.15523842,37500.00000000,47772.15523842,1.27392414,0.29624457,0.28978124,0.92232579,0.34736531,1.27990315,0.67752838,-0.43724305,601,2023,0.92104972,2022,-0.39570706,292330.28121997,71.67920524,0.78428866,0.00191145,0.11594056,0.09825059,0.34851565,0.29876993,,,0.53460574,0.19859307
VT TQQQ/BTAL25+DBMF75 t40 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.40000000,0.60000000,QQQ<SMA200,0.04644343,0.43667215,0.04610298,0.43667524,87604.10828703,37500.00000000,50104.10828703,1.33610955,0.30808240,0.29978000,0.99850324,0.32118635,1.38540594,0.83938125,-0.36703512,166,2023,0.65710609,2022,-0.26923225,220820.85223520,55.67853002,0.57311645,0.00148476,0.12738744,0.09825059,0.38276901,0.29876993,,,0.48897812,0.10988055
VT TQQQ/BTAL25+DBMF75 t40 w0-70 QQQ:VOL_EWMA80,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.40000000,0.70000000,,0.00081580,0.00307184,0.00048712,0.00137974,91767.31054904,37500.00000000,54267.31054904,1.44712828,0.32071758,0.31707297,0.93120600,0.37514923,1.28582254,0.69800069,-0.45948032,601,2023,1.02859910,2022,-0.41516021,371128.17470519,90.07541761,0.96309423,0.00240201,0.10264911,0.07380492,0.30841654,0.22367641,,,0.58809662,0.19864420
VT TQQQ/BTAL25+DBMF75 t40 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.40000000,0.70000000,QQQ<SMA200,0.04628171,0.43627320,0.04599600,0.43627640,94305.51946994,37500.00000000,56805.51946994,1.51481385,0.33275955,0.32728727,0.99598621,0.35106226,1.37414246,0.85150091,-0.39079177,167,2023,0.75028945,2022,-0.29299503,298258.04890245,73.75144127,0.74875269,0.00196671,0.11403816,0.07380492,0.34262231,0.22367641,,,0.54254397,0.11027939
VT TQQQ/BTAL25+DBMF75 t40 w0-80 QQQ:VOL_EWMA80,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.40000000,0.80000000,,0.00091389,0.00307800,0.00051851,0.00211107,92031.69123962,37500.00000000,54531.69123962,1.45417843,0.32172719,0.31814816,0.90155304,0.39871542,1.23599731,0.66847202,-0.48128745,606,2023,1.04259834,2022,-0.43449032,504676.74300455,121.85643863,1.30448362,0.00324951,0.09251330,0.04872119,0.27809729,0.14856870,,,0.62844709,0.19871389
VT TQQQ/BTAL25+DBMF75 t40 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL25+DBMF75,0.40000000,0.80000000,QQQ<SMA200,0.04633846,0.43628656,0.04601489,0.43628965,94555.64783054,37500.00000000,57055.64783054,1.52148394,0.33372543,0.32828100,0.95639135,0.37613669,1.30909616,0.82927113,-0.40243223,168,2023,0.76209113,2022,-0.31637466,433189.56901039,105.84121286,1.08358320,0.00282243,0.10392856,0.04872119,0.31231745,0.14856870,,,0.58289507,0.11026614
