label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.score,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.SCZ.avg,exposure.SCZ.min,exposure.SPY.avg,exposure.SPY.min,exposure.TIP.avg,exposure.TIP.min,exposure.TLT.avg,exposure.TLT.min
ROT SPY+SCZ top1 1-3U fb best(TIP+TLT@1M),sens,sens_2009-01-02,2009-01-02,2013-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3U,0.00122975,0.00574789,0.00135017,0.00589479,75181.58854812,39500.00000000,35681.58854812,0.90333136,0.20665438,0.20971962,1.13652440,0.17973856,1.68405610,1.50444514,-0.13736253,138,2009,0.26780649,2010,0.17101460,2092733.82519147,529.07857401,5.59331270,0.01339439,0.49963611,0.00000000,0.33272032,0.00000000,0.03315959,0.00000000,0.13313381,0.00000000
ROT SPY+SCZ top1 1-3-6U fb best(TIP+TLT@1M),sens,sens_2009-01-02,2009-01-02,2013-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6U,0.00117488,0.00574789,0.00124701,0.00589479,71990.00173016,39500.00000000,32490.00173016,0.82253169,0.18860263,0.19522229,1.05469951,0.17928995,1.55303140,1.16668546,-0.16165680,270,2009,0.26780649,2010,0.07282103,1260719.56007783,263.53137842,3.54299860,0.00667168,0.46639110,0.00000000,0.33285607,0.00000000,0.03315959,0.00000000,0.16634622,0.00000000
SPY60/TLT40,sens,sens_2009-01-02,2009-01-02,2013-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00368395,0.00960310,0.00246141,0.00620655,56850.57289211,39500.00000000,17350.57289211,0.43925501,0.10739954,0.11735240,1.08166998,0.09896072,1.59478382,0.52824559,-0.20331366,234,2011,0.14400936,2009,0.03839215,63515.43194159,5.42695158,0.20379673,0.00013739,,,0.59797290,0.59461362,,,0.39834108,0.39379345
EW SPY/SCZ/TIP/TLT,sens,sens_2009-01-02,2009-01-02,2013-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00516704,0.01133771,0.00239546,0.00543780,54303.06930828,39500.00000000,14803.06930828,0.37476125,0.10458733,0.10241472,1.12343297,0.09246229,1.66699667,0.64294288,-0.16266970,138,2010,0.13480703,2011,0.07522811,63105.79398471,13.49262293,0.20345810,0.00034159,0.24954818,0.24869713,0.24815593,0.24513286,0.24860006,0.24514764,0.24852353,0.24456220
SPY benchmark,sens,sens_2009-01-02,2009-01-02,2013-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00158341,0.00479891,0.00158465,0.00479993,68573.27971424,39500.00000000,29073.27971424,0.73603240,0.16796252,0.17904608,0.90892720,0.19117840,1.30057372,0.62136934,-0.27031029,122,2013,0.31879115,2011,0.01591086,39502.43616034,2.76517053,0.11713084,0.00007000,,,0.99841535,0.99520007,,,,
ROT SPY+SCZ top1 1-3U fb best(TIP+TLT@1M),sens,sens_2009-07-01,2009-07-01,2014-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3U,0.00123455,0.00566717,0.00135422,0.00594319,70096.05845151,40000.00000000,30096.05845151,0.75240146,0.19620180,0.18392945,1.13923407,0.17025449,1.67972597,1.45677389,-0.13468239,173,2013,0.22080231,2014,0.01372299,2080336.00020701,521.29086951,5.62087365,0.01303227,0.47501510,0.00000000,0.40903254,0.00000000,0.00000000,0.00000000,0.11459814,0.00000000
ROT SPY+SCZ top1 1-3-6U fb best(TIP+TLT@1M),sens,sens_2009-07-01,2009-07-01,2014-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6U,0.00131980,0.00566717,0.00138589,0.00594319,71957.05823713,40000.00000000,31957.05823713,0.79892646,0.19383880,0.19270847,1.12640386,0.17046914,1.65116078,1.19937817,-0.16161608,270,2013,0.24737524,2010,0.07271524,1130322.61452988,250.30432067,3.17033856,0.00625761,0.47507386,0.00000000,0.39264807,0.00000000,0.00000000,0.00000000,0.13089218,0.00000000
SPY60/TLT40,sens,sens_2009-07-01,2009-07-01,2014-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00311446,0.00720170,0.00214910,0.00477486,61034.89198988,40000.00000000,21034.89198988,0.52587230,0.14313530,0.13788321,1.71985360,0.07976437,2.58575985,2.26378410,-0.06322834,154,2011,0.14412997,2014,0.09302696,62172.63682326,5.30819375,0.19025640,0.00013270,,,0.59816401,0.59538024,,,0.39871960,0.39522514
EW SPY/SCZ/TIP/TLT,sens,sens_2009-07-01,2009-07-01,2014-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00521543,0.01321846,0.00241929,0.00541649,56184.48450394,40000.00000000,16184.48450394,0.40461211,0.11734211,0.11057985,1.46921263,0.07769711,2.19859443,1.49376638,-0.07855453,163,2010,0.13460426,2011,0.07491249,60662.21586341,13.10120094,0.19505571,0.00032753,0.24943596,0.24846332,0.24824858,0.24574599,0.24842173,0.24555365,0.24867335,0.24458351
SPY benchmark,sens,sens_2009-07-01,2009-07-01,2014-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00166426,0.00612705,0.00166545,0.00612837,69611.78483286,40000.00000000,29611.78483286,0.74029462,0.18368799,0.18161020,1.11963900,0.16272842,1.59137046,0.98274294,-0.18691357,280,2013,0.31868676,2011,0.01593166,39968.03407371,2.79776239,0.11572562,0.00006994,,,0.99833455,0.99387163,,,,
ROT SPY+SCZ top1 1-3U fb best(TIP+TLT@1M),sens,sens_2010-01-04,2010-01-04,2014-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3U,0.00147552,0.00723041,0.00159110,0.00723181,65258.52705095,39500.00000000,25758.52705095,0.65211461,0.16257953,0.16274632,1.01837670,0.16063562,1.49295700,1.20830637,-0.13455158,173,2013,0.22067882,2014,0.07059116,1893280.51344650,428.17175621,5.41521172,0.01083979,0.39967684,0.00000000,0.46566464,0.00000000,0.00000000,0.00000000,0.13306742,0.00000000
ROT SPY+SCZ top1 1-3-6U fb best(TIP+TLT@1M),sens,sens_2010-01-04,2010-01-04,2014-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6U,0.00136504,0.00723041,0.00142361,0.00723181,67104.91836269,39500.00000000,27604.91836269,0.69885869,0.15949408,0.17198194,0.99502229,0.16194926,1.44743529,0.98721959,-0.16155887,270,2013,0.24751189,2010,0.05466467,887687.31961671,191.37318442,2.59631653,0.00484489,0.39966706,0.00000000,0.46584693,0.00000000,0.00000000,0.00000000,0.13306241,0.00000000
SPY60/TLT40,sens,sens_2010-01-04,2010-01-04,2014-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00364117,0.01014480,0.00245619,0.00784978,60675.87761416,39500.00000000,21175.87761416,0.53609817,0.13522613,0.13875518,1.70070492,0.07630954,2.53606328,2.13992935,-0.06319187,154,2014,0.18541790,2012,0.10660676,55164.36451004,4.68294880,0.17261238,0.00011856,,,0.59774368,0.59215022,,,0.39861326,0.39615978
EW SPY/SCZ/TIP/TLT,sens,sens_2010-01-04,2010-01-04,2014-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00604971,0.01482794,0.00281409,0.00732147,52595.53500850,39500.00000000,13095.53500850,0.33153253,0.09538376,0.09209302,1.27208925,0.07377222,1.87263272,1.21411973,-0.07856207,163,2010,0.12174618,2011,0.07515882,55359.63234063,12.42621374,0.18358369,0.00031459,0.24937600,0.24824999,0.24756452,0.24267853,0.24842326,0.24381284,0.24858147,0.24591446
SPY benchmark,sens,sens_2010-01-04,2010-01-04,2014-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00197527,0.00723041,0.00197653,0.00723181,64697.93200877,39500.00000000,25197.93200877,0.63792233,0.14609942,0.15989530,0.94127908,0.15824026,1.32877353,0.78167867,-0.18690470,280,2013,0.31843493,2011,0.01569146,39455.78811157,2.76190517,0.12032408,0.00006992,,,0.99802347,0.99276819,,,,
ROT SPY+SCZ top1 1-3U fb best(TIP+TLT@1M),sens,sens_2010-07-01,2010-07-01,2015-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3U,0.00142146,0.00691784,0.00153126,0.00719405,58717.88102739,40000.00000000,18717.88102739,0.46794703,0.14536617,0.12511814,0.95073231,0.15574925,1.39868522,1.06909433,-0.13597132,,2013,0.22071021,2015,-0.05719765,1801437.72213490,398.82125352,5.13410412,0.00997053,0.45864288,0.00000000,0.40884610,0.00000000,0.00000000,0.00000000,0.13097976,0.00000000
ROT SPY+SCZ top1 1-3-6U fb best(TIP+TLT@1M),sens,sens_2010-07-01,2010-07-01,2015-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6U,0.00128742,0.00490910,0.00134867,0.00518547,67394.61986774,40000.00000000,27394.61986774,0.68486550,0.16641881,0.17082358,1.06079369,0.15697910,1.55742266,1.22107458,-0.13628882,144,2013,0.24743699,2010,0.02925340,865323.85964846,198.77017812,2.45757139,0.00496925,0.45869686,0.00000000,0.42549495,0.00000000,0.00000000,0.00000000,0.11445952,0.00000000
SPY60/TLT40,sens,sens_2010-07-01,2010-07-01,2015-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00359109,0.01169044,0.00254887,0.00683589,57512.56902704,40000.00000000,17512.56902704,0.43781423,0.12968843,0.11828241,1.66084907,0.07524909,2.49491477,2.05052048,-0.06324659,154,2014,0.18541363,2015,-0.01516935,59337.91483861,5.04113437,0.18126826,0.00012603,,,0.59785919,0.59316411,,,0.39854785,0.39514318
EW SPY/SCZ/TIP/TLT,sens,sens_2010-07-01,2010-07-01,2015-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00608031,0.01872593,0.00290473,0.00777009,51994.75940290,40000.00000000,11994.75940290,0.29986899,0.09812588,0.08518222,1.34383209,0.07167920,1.99428217,1.24855327,-0.07859166,166,2010,0.12215157,2015,0.01434803,56114.85846509,12.41847267,0.18339871,0.00031046,0.24947056,0.24819394,0.24784843,0.24222991,0.24816039,0.24405035,0.24843551,0.24367704
SPY benchmark,sens,sens_2010-07-01,2010-07-01,2015-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00204017,0.00682259,0.00204135,0.00685735,65108.33596452,40000.00000000,25108.33596452,0.62770840,0.17059897,0.15932978,1.12878939,0.14973503,1.61579190,0.91318791,-0.18681693,280,2013,0.31845403,2011,0.01568049,39969.82437388,2.79788771,0.11311259,0.00006995,,,0.99795865,0.99314265,,,,
ROT SPY+SCZ top1 1-3U fb best(TIP+TLT@1M),sens,sens_2011-01-03,2011-01-03,2015-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3U,0.00181167,0.00536345,0.00191922,0.00563703,49902.20179428,39500.00000000,10402.20179428,0.26334688,0.10068512,0.07505511,0.69215419,0.15635976,1.00250106,0.58096510,-0.17330666,,2013,0.22062697,2015,-0.11430130,1698632.54272739,352.75470705,5.18958625,0.00893050,0.39957446,0.00000000,0.44879932,0.00000000,0.00000000,0.00000000,0.14970699,0.00000000
ROT SPY+SCZ top1 1-3-6U fb best(TIP+TLT@1M),sens,sens_2011-01-03,2011-01-03,2015-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6U,0.00136475,0.00501629,0.00142178,0.00518298,59475.34328546,39500.00000000,19975.34328546,0.50570489,0.14661106,0.13218789,0.95783175,0.15558782,1.39683655,1.10700119,-0.13243984,107,2013,0.24754360,2015,0.00815256,913840.13413298,201.65626606,2.60120719,0.00510522,0.41635921,0.00000000,0.46569588,0.00000000,0.00000000,0.00000000,0.11652313,0.00000000
SPY60/TLT40,sens,sens_2011-01-03,2011-01-03,2015-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00427132,0.00973759,0.00307625,0.00791389,53831.81572073,39500.00000000,14331.81572073,0.36283078,0.10851730,0.09963668,1.38279615,0.07668965,2.02385452,1.36098980,-0.07973410,,2014,0.18538937,2015,0.00259790,56067.18986276,4.73025332,0.17732212,0.00011975,,,0.59727524,0.59208611,,,0.39845159,0.39553782
EW SPY/SCZ/TIP/TLT,sens,sens_2011-01-03,2011-01-03,2015-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00689825,0.01926742,0.00322940,0.00851262,48437.62645278,39500.00000000,8937.62645278,0.22626902,0.07336452,0.06543108,1.03843381,0.07062860,1.50786468,0.93501235,-0.07846369,163,2012,0.11465258,2015,0.01779175,52730.25408740,11.55971668,0.17993695,0.00029265,0.24928311,0.24783334,0.24715673,0.24148738,0.24821303,0.24359347,0.24844405,0.24421789
SPY benchmark,sens,sens_2011-01-03,2011-01-03,2015-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00228113,0.00822987,0.00228239,0.00823116,56985.04363866,39500.00000000,17485.04363866,0.44265933,0.11863981,0.11819028,0.80974743,0.15306157,1.13851370,0.63596722,-0.18655020,280,2013,0.31863670,2011,0.00590187,39479.52009606,2.76356641,0.12062903,0.00006996,,,0.99771761,0.99176884,,,,
