label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.score,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.SCZ.avg,exposure.SCZ.min,exposure.SPY.avg,exposure.SPY.min,exposure.TIP.avg,exposure.TIP.min,exposure.TLT.avg,exposure.TLT.min
ROT SPY+SCZ top1 1-3U fb best(TIP+TLT@1M),sens,sens_2011-07-01,2011-07-01,2016-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3U,0.00179055,0.00680762,0.00188115,0.00680858,46089.62097408,40000.00000000,6089.62097408,0.15224052,0.08516983,0.04585816,0.58946129,0.16100283,0.83287734,0.40276833,-0.21146109,,2013,0.22063078,2015,-0.11440879,1714798.26957347,338.67149154,5.36718472,0.00846679,0.37672757,0.00000000,0.44143008,0.00000000,0.00000000,0.00000000,0.17996120,0.00000000
ROT SPY+SCZ top1 1-3-6U fb best(TIP+TLT@1M),sens,sens_2011-07-01,2011-07-01,2016-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6U,0.00155429,0.00591374,0.00161274,0.00620098,54199.33652132,40000.00000000,14199.33652132,0.35498341,0.13181977,0.09871506,0.86414524,0.15811926,1.22701023,0.77210654,-0.17072744,,2013,0.24743208,2016,-0.04818522,1175417.02601268,243.28558602,3.36415838,0.00608214,0.36040249,0.00000000,0.49075500,0.00000000,0.00000000,0.00000000,0.14722976,0.00000000
SPY60/TLT40,sens,sens_2011-07-01,2011-07-01,2016-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00399659,0.01104169,0.00280708,0.00808652,56579.51054715,40000.00000000,16579.51054715,0.41448776,0.11896772,0.11282166,1.49237362,0.07749956,2.20778189,1.48884180,-0.07990622,375,2014,0.18525628,2015,0.00275091,57758.01203612,4.85312455,0.18342193,0.00012133,,,0.59762922,0.59191348,,,0.39837236,0.39487288
EW SPY/SCZ/TIP/TLT,sens,sens_2011-07-01,2011-07-01,2016-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00716759,0.01376973,0.00358433,0.00720752,50294.38594469,40000.00000000,10294.38594469,0.25735965,0.07772375,0.07426696,1.08501390,0.07148834,1.57876105,0.99443404,-0.07815878,163,2012,0.11470868,2015,0.01809793,54378.62733381,11.94921101,0.18727769,0.00029873,0.24936600,0.24731822,0.24677321,0.24279248,0.24851028,0.24586317,0.24817809,0.24499901
SPY benchmark,sens,sens_2011-07-01,2011-07-01,2016-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00309260,0.00885469,0.00309385,0.00885630,56536.39117869,40000.00000000,16536.39117869,0.41340978,0.11306407,0.11257106,0.76649251,0.15595282,1.07783285,0.61613715,-0.18350471,211,2013,0.31807738,2011,-0.05386979,39890.82868037,2.79235801,0.12279958,0.00006981,,,0.99690615,0.99114370,,,,
ROT SPY+SCZ top1 1-3U fb best(TIP+TLT@1M),sens,sens_2012-01-03,2012-01-03,2016-12-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3U,0.00194003,0.00513569,0.00203522,0.00513632,42243.45961927,39500.00000000,2743.45961927,0.06945467,0.04969965,0.02146260,0.42048599,0.13826056,0.57707976,0.23520837,-0.21130050,,2013,0.22084560,2015,-0.11424798,1610338.33219711,328.70269582,5.54821261,0.00832159,0.38292865,0.00000000,0.46521972,0.00000000,0.01664886,0.00000000,0.13316755,0.00000000
ROT SPY+SCZ top1 1-3-6U fb best(TIP+TLT@1M),sens,sens_2012-01-03,2012-01-03,2016-12-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6U,0.00198224,0.00887397,0.00203882,0.00887535,51347.02554208,39500.00000000,11847.02554208,0.29992470,0.10228615,0.08431331,0.78848142,0.13526143,1.09387631,0.59927998,-0.17068174,,2013,0.24752292,2015,0.00835284,1071297.36231259,240.21699471,3.36521642,0.00608144,0.36637969,0.00000000,0.54835138,0.00000000,0.00000000,0.00000000,0.08323010,0.00000000
SPY60/TLT40,sens,sens_2012-01-03,2012-01-03,2016-12-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00530832,0.01325508,0.00363365,0.00779943,51591.61834496,39500.00000000,12091.61834496,0.30611692,0.09516343,0.08585393,1.29850883,0.07206064,1.88001299,1.19367425,-0.07972311,375,2014,0.18512358,2015,0.00292179,54251.28132938,4.59674715,0.17719590,0.00011637,,,0.59666432,0.59220057,,,0.39802556,0.39374228
EW SPY/SCZ/TIP/TLT,sens,sens_2012-01-03,2012-01-03,2016-12-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00735123,0.01751251,0.00343983,0.00892687,47204.92550962,39500.00000000,7704.92550962,0.19506141,0.06726958,0.05713050,1.03744680,0.06482494,1.48725454,0.86055730,-0.07816978,163,2012,0.10560798,2015,0.01784840,51479.49814501,11.15329592,0.17861823,0.00028236,0.24931782,0.24780193,0.24712467,0.24107313,0.24820734,0.24200033,0.24799435,0.24419267
SPY benchmark,sens,sens_2012-01-03,2012-01-03,2016-12-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00238658,0.00887397,0.00238781,0.00887535,58123.46531412,39500.00000000,18623.46531412,0.47148013,0.13843812,0.12468330,1.08103676,0.12757046,1.55845277,1.05033190,-0.13180416,334,2013,0.31819168,2015,0.00918133,39459.55234878,2.76216866,0.11850318,0.00006993,,,0.99761219,0.99112465,,,,
ROT SPY+SCZ top1 1-3U fb best(TIP+TLT@1M),sens,sens_2012-07-02,2012-07-02,2017-06-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3U,0.00212500,0.00589330,0.00221276,0.00589393,47303.23095395,39500.00000000,7803.23095395,0.19755015,0.07741109,0.05780949,0.63134678,0.13214338,0.87143786,0.36636742,-0.21129359,,2013,0.22072590,2015,-0.11423697,1425679.41703311,298.89582465,4.95503877,0.00756698,0.38289926,0.00000000,0.48178924,0.00000000,0.01662123,0.00000000,0.11647751,0.00000000
ROT SPY+SCZ top1 1-3-6U fb best(TIP+TLT@1M),sens,sens_2012-07-02,2012-07-02,2017-06-30,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6U,0.00203159,0.00855040,0.00209034,0.00855182,54582.83099137,39500.00000000,15082.83099137,0.38184382,0.12055035,0.10417892,0.93067467,0.13184934,1.29410928,0.70679419,-0.17055933,718,2013,0.24749288,2015,0.00832384,1009195.77129472,238.43920165,3.17067870,0.00603644,0.39963740,0.00000000,0.53167169,0.00000000,0.00000000,0.00000000,0.06660057,0.00000000
SPY60/TLT40,sens,sens_2012-07-02,2012-07-02,2017-06-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00530542,0.01409204,0.00387853,0.00875672,52594.77323987,39500.00000000,13094.77323987,0.33151325,0.09457299,0.09211394,1.30981935,0.07100659,1.89662174,1.18945961,-0.07950920,375,2014,0.18477350,2015,0.00296425,49804.39920853,4.22501206,0.16581632,0.00010696,,,0.59661355,0.59124328,,,0.39807929,0.39173250
EW SPY/SCZ/TIP/TLT,sens,sens_2012-07-02,2012-07-02,2017-06-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00734710,0.01906726,0.00359356,0.00776959,49033.56192020,39500.00000000,9533.56192020,0.24135600,0.07182366,0.06940411,1.13346632,0.06302533,1.63247104,0.91851308,-0.07819558,163,2014,0.08659155,2015,0.01743167,49379.37267105,10.65789299,0.17376918,0.00026982,0.24925284,0.24772638,0.24700364,0.24223041,0.24834876,0.24278158,0.24804314,0.24341561
SPY benchmark,sens,sens_2012-07-02,2012-07-02,2017-06-30,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00319923,0.00855040,0.00320045,0.00855182,59100.36651884,39500.00000000,19600.36651884,0.49621181,0.14055357,0.13015498,1.13601624,0.12254305,1.63824553,1.06983291,-0.13137899,334,2013,0.31745096,2015,0.00929199,39433.41935670,2.76033935,0.12023494,0.00006988,,,0.99679955,0.99144818,,,,
ROT SPY+SCZ top1 1-3U fb best(TIP+TLT@1M),sens,sens_2013-01-02,2013-01-02,2017-12-29,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3U,0.00230217,0.00820646,0.00239313,0.00820752,48863.51873311,39500.00000000,9363.51873311,0.23705111,0.06604097,0.06833907,0.56376834,0.12796488,0.76693535,0.31261337,-0.21125447,983,2017,0.27057226,2015,-0.11439932,1238616.70369171,269.22842770,4.59979965,0.00681591,0.39953665,0.00000000,0.46498918,0.00000000,0.01665273,0.00000000,0.11642832,0.00000000
ROT SPY+SCZ top1 1-3-6U fb best(TIP+TLT@1M),sens,sens_2013-01-02,2013-01-02,2017-12-29,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6U,0.00193931,0.00871895,0.00200178,0.00871996,56078.80797539,39500.00000000,16578.80797539,0.41971666,0.11851679,0.11308872,0.93579020,0.12849380,1.28874868,0.69411194,-0.17074592,718,2017,0.23131466,2015,0.00836459,941691.95307944,231.11042515,3.08136523,0.00585090,0.44948324,0.00000000,0.48195747,0.00000000,0.00000000,0.00000000,0.06655751,0.00000000
SPY60/TLT40,sens,sens_2013-01-02,2013-01-02,2017-12-29,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00451080,0.01374832,0.00315793,0.01160264,54374.95244969,39500.00000000,14874.95244969,0.37658107,0.10447503,0.10302354,1.44882464,0.07025301,2.09295413,1.30713828,-0.07992653,375,2014,0.18521908,2015,0.00258720,48950.30872732,4.15206014,0.16241743,0.00010512,,,0.59725751,0.58839736,,,0.39822996,0.39333527
EW SPY/SCZ/TIP/TLT,sens,sens_2013-01-02,2013-01-02,2017-12-29,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00802591,0.02456176,0.00395028,0.01022183,50446.99593477,39500.00000000,10946.99593477,0.27713914,0.07549202,0.07866158,1.20138345,0.06215027,1.72281265,0.96965717,-0.07785434,163,2017,0.15727637,2015,0.01748856,48033.01164454,10.22045263,0.17026251,0.00025875,0.24920538,0.24763653,0.24682321,0.23977817,0.24794691,0.24357750,0.24799412,0.24214755
SPY benchmark,sens,sens_2013-01-02,2013-01-02,2017-12-29,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00314322,0.00992279,0.00314445,0.00992385,61163.43280000,39500.00000000,21663.43280000,0.54844134,0.14737859,0.14153726,1.22569506,0.11777550,1.75096677,1.11809139,-0.13181265,334,2013,0.28502201,2015,0.00915937,39506.85678004,2.76547997,0.12245344,0.00007001,,,0.99685555,0.99007615,,,,
ROT SPY+SCZ top1 1-3U fb best(TIP+TLT@1M),sens,sens_2013-07-01,2013-07-01,2018-06-29,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3U,0.00251571,0.01054327,0.00260498,0.01081870,49411.61459263,39500.00000000,9911.61459263,0.25092695,0.06889208,0.07194054,0.58741673,0.12724542,0.79340381,0.32626601,-0.21115309,983,2017,0.27063399,2015,-0.11429817,1395061.67108820,305.16297854,5.12789794,0.00772565,0.34965499,0.00000000,0.48133538,0.00000000,0.04991655,0.00000000,0.11648810,0.00000000
ROT SPY+SCZ top1 1-3-6U fb best(TIP+TLT@1M),sens,sens_2013-07-01,2013-07-01,2018-06-29,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6U,0.00219126,0.01014673,0.00226402,0.01018138,52537.19835340,39500.00000000,13037.19835340,0.33005565,0.10520642,0.09182601,0.83208962,0.13047652,1.13509530,0.61644085,-0.17066750,718,2017,0.23065377,2018,-0.01438890,1211120.93633401,308.81957677,3.97161318,0.00781822,0.41621486,0.00000000,0.51490051,0.00000000,0.00000000,0.00000000,0.06662060,0.00000000
SPY60/TLT40,sens,sens_2013-07-01,2013-07-01,2018-06-29,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00523193,0.01596586,0.00369643,0.01186156,52161.90377903,39500.00000000,12661.90377903,0.32055453,0.09633973,0.08949727,1.29563224,0.07303121,1.84794015,1.21257231,-0.07945071,375,2014,0.18445949,2018,0.00273327,49490.68139811,4.17006370,0.16445726,0.00010557,,,0.59656173,0.58813844,,,0.39820462,0.39531090
EW SPY/SCZ/TIP/TLT,sens,sens_2013-07-01,2013-07-01,2018-06-29,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00785942,0.02527386,0.00399783,0.00990831,48927.55834667,39500.00000000,9427.55834667,0.23867236,0.07386982,0.06875671,1.17217087,0.06244613,1.67694533,1.06941783,-0.06907480,337,2017,0.15704394,2018,-0.00589000,47729.59965661,10.17327051,0.16670618,0.00025755,0.24917898,0.24758853,0.24663532,0.24009169,0.24803478,0.24297850,0.24828707,0.24232033
SPY benchmark,sens,sens_2013-07-01,2013-07-01,2018-06-29,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00344694,0.01213978,0.00344818,0.01214106,57921.95517086,39500.00000000,18421.95517086,0.46637861,0.12799897,0.12364834,1.04060687,0.12300370,1.46423206,0.97389929,-0.13142937,334,2017,0.21317293,2015,0.00946473,39318.89011424,2.75232231,0.12462465,0.00006968,,,0.99655182,0.98785894,,,,
