label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.vol.lam,params.sigma_target,params.w_max,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA85 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.25000000,0.80000000,QQQ<SMA200,0.01165201,0.15119981,0.01159984,0.15120647,68769.18907094,40000.00000000,28769.18907094,0.71922973,0.20395542,0.17763665,0.79810949,0.28351584,1.08739974,0.76705038,-0.26589573,474,2019,0.38379215,2022,-0.11245852,620518.52320142,233.90082380,1.59989094,0.00584752,0.51023903,0.19867831,,,0.48928615,0.09525511
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA85,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.30000000,0.60000000,,0.00042798,0.00127182,0.00031987,0.00109650,68893.48918354,40000.00000000,28893.48918354,0.72233723,0.21295818,0.17824039,0.83750264,0.27679063,1.14136405,0.73553971,-0.28952642,166,2019,0.53368125,2022,-0.23415297,376828.99906567,142.19652195,0.88962114,0.00355491,0.50700047,0.39890350,,,0.49254232,0.13762860
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA85 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.30000000,0.60000000,QQQ<SMA200,0.01348791,0.17978209,0.01340985,0.17978821,74181.21288100,40000.00000000,34181.21288100,0.85453032,0.23150973,0.20304845,0.90079511,0.27307413,1.22985441,0.79950599,-0.28956597,166,2019,0.47810775,2022,-0.17371041,340647.70584902,129.97476130,0.80149025,0.00324937,0.52009032,0.39890350,,,0.47946473,0.11955359
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA85,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.30000000,0.70000000,,0.00041548,0.00151697,0.00034555,0.00126848,69772.17205608,40000.00000000,29772.17205608,0.74430430,0.21884606,0.18248016,0.81229797,0.29951332,1.10464089,0.75563584,-0.28961843,166,2019,0.55469722,2022,-0.23416156,514929.75261446,193.33521720,1.20227280,0.00483338,0.46565200,0.29873152,,,0.53389353,0.13763352
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA85 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.30000000,0.70000000,QQQ<SMA200,0.01347470,0.17968170,0.01341029,0.17968809,75134.74292280,40000.00000000,35134.74292280,0.87836857,0.23751210,0.20735053,0.86969371,0.29605513,1.18445227,0.82019505,-0.28958002,166,2019,0.49832394,2022,-0.17371226,477931.39491786,180.77653806,1.11209641,0.00451941,0.47873830,0.29873152,,,0.52080876,0.11956932
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA85,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.30000000,0.80000000,,0.00041545,0.00137858,0.00035374,0.00133041,68769.77463566,40000.00000000,28769.77463566,0.71924437,0.21481925,0.17763950,0.76847166,0.32120124,1.04128223,0.68830521,-0.31209883,443,2019,0.54001081,2022,-0.23410829,674241.74480236,252.33213559,1.59384846,0.00630830,0.43339419,0.19866959,,,0.56613812,0.13765445
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA85 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.30000000,0.80000000,QQQ<SMA200,0.01351028,0.17988770,0.01345598,0.17989393,74070.57284232,40000.00000000,34070.57284232,0.85176432,0.23346906,0.20254603,0.82097910,0.31797940,1.11378567,0.80619076,-0.28959531,166,2019,0.48400753,2022,-0.17345044,637972.76951604,240.07975411,1.50307870,0.00600199,0.44649447,0.19866959,,,0.55302518,0.11942083
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA85,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.35000000,0.60000000,,0.00036327,0.00134982,0.00028834,0.00098568,70945.88832403,40000.00000000,30945.88832403,0.77364721,0.22389325,0.18806835,0.83214738,0.29603470,1.13571951,0.70258368,-0.31867129,,2019,0.58420041,2022,-0.28651848,345337.75111341,130.53357895,0.77463250,0.00326334,0.47890123,0.39901432,,,0.52070924,0.16062790
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA85 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.35000000,0.60000000,QQQ<SMA200,0.01522915,0.20832218,0.01514471,0.20832854,77398.12427719,40000.00000000,37398.12427719,0.93495311,0.24614356,0.21736801,0.90479976,0.29034910,1.23814405,0.78884513,-0.31203027,141,2019,0.51975875,2022,-0.22109237,298963.09936744,114.47971279,0.66700993,0.00286199,0.49369369,0.39901432,,,0.50586746,0.14560764
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA85,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.35000000,0.70000000,,0.00039715,0.00165975,0.00033231,0.00161952,72765.63487522,40000.00000000,32765.63487522,0.81914087,0.23669219,0.19656848,0.81591064,0.32658976,1.10565901,0.69684788,-0.33966120,169,2019,0.62729400,2022,-0.29676946,473663.45508734,177.72276417,1.03252903,0.00444307,0.42486502,0.29900806,,,0.57470490,0.16064638
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA85 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.35000000,0.70000000,QQQ<SMA200,0.01518347,0.20795643,0.01512651,0.20796245,79338.36592745,40000.00000000,39338.36592745,0.98345915,0.25900604,0.22574714,0.87942247,0.32146730,1.19394229,0.76249106,-0.33968403,169,2019,0.56115899,2022,-0.23249142,426004.70287974,161.22700114,0.92384633,0.00403068,0.43967441,0.29900806,,,0.55989254,0.14582366
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA85,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.35000000,0.80000000,,0.00040547,0.00165975,0.00034938,0.00161952,73609.19348613,40000.00000000,33609.19348613,0.84022984,0.24208466,0.20044356,0.79625914,0.35041723,1.07773221,0.71259031,-0.33972489,169,2019,0.64750575,2022,-0.29679396,632209.96410968,236.65010663,1.36426168,0.00591625,0.38298481,0.19903311,,,0.61656628,0.16058745
