label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.rebalance,params.w_min,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,2w+1,0.00000000,0.06411055,0.35874343,0.06348706,0.35400295,38491.67874224,28000.00000000,10491.67874224,0.37470281,0.14583735,0.16243559,0.81986672,0.18830997,1.15698348,0.76532642,-0.19055575,160,2023,0.28911340,2022,-0.04944883,270738.28465576,90.58057487,2.07233620,0.00323502,0.51350600,0.16143742,0.17076424,0.05295622,,,0.31402450,0.04131506
VT TQQQ/BTAL75+DBMF25 t20 w10-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,2w+1,0.10000000,0.06411055,0.35874343,0.06348706,0.35400295,38491.67874224,28000.00000000,10491.67874224,0.37470281,0.14583735,0.16243559,0.81986672,0.18830997,1.15698348,0.76532642,-0.19055575,160,2023,0.28911340,2022,-0.04944883,270738.28465576,90.58057487,2.07233620,0.00323502,0.51350600,0.16143742,0.17076424,0.05295622,,,0.31402450,0.04131506
VT TQQQ/BTAL75+DBMF25 t20 w20-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,2w+1,0.20000000,0.06469030,0.35874343,0.06406851,0.35400295,38221.37567372,28000.00000000,10221.37567372,0.36504913,0.14185451,0.15868896,0.80283609,0.18784044,1.13241079,0.74442521,-0.19055575,160,2023,0.29228339,2022,-0.06162733,268638.82912008,89.89871351,2.06833928,0.00321067,0.51136098,0.16143742,0.17007412,0.05295622,,,0.31688305,0.04550559
VT TQQQ/BTAL75+DBMF25 t20 w30-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,2w+1,0.30000000,0.07711597,0.30904479,0.07646327,0.30678424,37454.17784925,28000.00000000,9454.17784925,0.33764921,0.13161997,0.14794834,0.74640313,0.19064153,1.05267157,0.69239762,-0.19009305,150,2023,0.30017265,2022,-0.10189025,251352.84686470,84.37244240,1.96434602,0.00301330,0.50055033,0.16180399,0.16644445,0.05378934,,,0.33112102,0.05884141
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.00000000,0.03907943,0.23271690,0.03852217,0.23272072,40117.34744028,28000.00000000,12117.34744028,0.43276241,0.16747072,0.18457270,0.91557374,0.18929838,1.32271855,0.87827026,-0.19068245,167,2023,0.33195622,2022,-0.07342515,156590.86117114,52.45232719,1.18282804,0.00187330,0.50378821,0.14872668,0.16747807,0.04898819,,,0.32717340,0.04055717
VT TQQQ/BTAL75+DBMF25 t20 w10-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.10000000,0.03907943,0.23271690,0.03852217,0.23272072,40117.34744028,28000.00000000,12117.34744028,0.43276241,0.16747072,0.18457270,0.91557374,0.18929838,1.32271855,0.87827026,-0.19068245,167,2023,0.33195622,2022,-0.07342515,156590.86117114,52.45232719,1.18282804,0.00187330,0.50378821,0.14872668,0.16747807,0.04898819,,,0.32717340,0.04055717
VT TQQQ/BTAL75+DBMF25 t20 w20-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.20000000,0.03994352,0.22969691,0.03937791,0.22970076,39882.49684529,28000.00000000,11882.49684529,0.42437489,0.16413706,0.18141560,0.90153110,0.18899997,1.30172540,0.86078748,-0.19068245,167,2023,0.33360678,2022,-0.08247149,155343.64751898,52.02617037,1.17898987,0.00185808,0.50224085,0.14872668,0.16697906,0.04898819,,,0.32927503,0.04357713
VT TQQQ/BTAL75+DBMF25 t20 w30-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.04775809,0.22954235,0.04728149,0.22954659,37938.72541943,28000.00000000,9938.72541943,0.35495448,0.13645408,0.15475041,0.76210260,0.19284256,1.09264479,0.64311774,-0.21217590,691,2023,0.34636863,2022,-0.15713939,144122.51455170,48.34226704,1.13681022,0.00172651,0.48626877,0.14872668,0.16163624,0.04898819,,,0.35060654,0.07045341
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,2m,0.00000000,0.08792791,0.51328723,0.08683051,0.50820073,38888.06095732,28000.00000000,10888.06095732,0.38885932,0.16263226,0.16789519,0.83194957,0.20779135,1.18109123,0.78228690,-0.20789337,160,2021,0.35272226,2022,-0.12358723,91036.75712130,31.41311176,0.67483526,0.00112190,0.48728067,0.14872668,0.16194873,0.04898819,,,0.34860823,0.05507836
VT TQQQ/BTAL75+DBMF25 t20 w10-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,2m,0.10000000,0.08792791,0.51328723,0.08683051,0.50820073,38888.06095732,28000.00000000,10888.06095732,0.38885932,0.16263226,0.16789519,0.83194957,0.20779135,1.18109123,0.78228690,-0.20789337,160,2021,0.35272226,2022,-0.12358723,91036.75712130,31.41311176,0.67483526,0.00112190,0.48728067,0.14872668,0.16194873,0.04898819,,,0.34860823,0.05507836
VT TQQQ/BTAL75+DBMF25 t20 w20-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,2m,0.20000000,0.09022692,0.51328723,0.08912951,0.50820073,38888.06095732,28000.00000000,10888.06095732,0.38885932,0.16263226,0.16789519,0.83194957,0.20779135,1.18109123,0.78228690,-0.20789337,160,2021,0.35272226,2022,-0.12358723,91036.75712130,31.41311176,0.67483526,0.00112190,0.48728067,0.14872668,0.16194873,0.04898819,,,0.34860823,0.05507836
VT TQQQ/BTAL75+DBMF25 t20 w30-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,2m,0.30000000,0.09577323,0.47859042,0.09481297,0.47350392,37718.05207594,28000.00000000,9718.05207594,0.34707329,0.14691433,0.15166053,0.75911712,0.21046058,1.07793511,0.65281620,-0.22504700,679,2021,0.36608167,2022,-0.17360525,83236.00075230,28.81276114,0.63009681,0.00102903,0.47500315,0.14872668,0.15796004,0.04898819,,,0.36497739,0.07785125
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+2,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,3m+2,0.00000000,0.08810092,0.29475362,0.08738921,0.28864598,41664.12726008,28000.00000000,13664.12726008,0.48800455,0.18981537,0.20503684,1.08853652,0.17418300,1.59144246,1.09413875,-0.17348382,144,2023,0.37762925,2022,-0.08066468,102248.33942301,35.22273461,0.75218881,0.00125795,0.51333187,0.17020586,0.17034959,0.05676832,,,0.31389906,0.05299276
VT TQQQ/BTAL75+DBMF25 t20 w10-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+2,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,3m+2,0.10000000,0.08810092,0.29475362,0.08738921,0.28864598,41664.12726008,28000.00000000,13664.12726008,0.48800455,0.18981537,0.20503684,1.08853652,0.17418300,1.59144246,1.09413875,-0.17348382,144,2023,0.37762925,2022,-0.08066468,102248.33942301,35.22273461,0.75218881,0.00125795,0.51333187,0.17020586,0.17034959,0.05676832,,,0.31389906,0.05299276
VT TQQQ/BTAL75+DBMF25 t20 w20-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+2,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,3m+2,0.20000000,0.09030324,0.29475362,0.08966259,0.28864598,41664.12726008,28000.00000000,13664.12726008,0.48800455,0.18981537,0.20503684,1.08853652,0.17418300,1.59144246,1.09413875,-0.17348382,144,2023,0.37762925,2022,-0.08066468,102248.33942301,35.22273461,0.75218881,0.00125795,0.51333187,0.17020586,0.17034959,0.05676832,,,0.31389906,0.05299276
VT TQQQ/BTAL75+DBMF25 t20 w30-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+2,sens,sens_2020-12-18,2020-12-18,2023-12-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,3m+2,0.30000000,0.11188948,0.26005681,0.11113747,0.25394917,41808.02518571,28000.00000000,13808.02518571,0.49314376,0.19272688,0.20691238,1.08791296,0.17699132,1.59029221,1.07679636,-0.17898173,140,2023,0.37761666,2022,-0.08086130,100107.30105684,34.49482154,0.73323114,0.00123196,0.51028058,0.17010123,0.16900986,0.05657495,,,0.31783722,0.05310246
TQQQ50/BTAL50 rb 1w,sens,sens_2020-12-18,2020-12-18,2023-12-18,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.00252662,0.05047223,0.00223893,0.05047763,35933.31415792,28000.00000000,7933.31415792,0.28333265,0.09709773,0.12617098,0.45676318,0.30663995,0.64678527,0.21451457,-0.45263934,,2023,0.67673084,2022,-0.42717390,155216.23667903,58.38766334,1.30306296,0.00208527,0.49941613,0.46363323,,,,,0.49935611,0.44952237
50/50,sens,sens_2020-12-18,2020-12-18,2023-12-18,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.00123473,0.00318041,0.00087164,0.00175609,36269.63089447,28000.00000000,8269.63089447,0.29534396,0.09866986,0.13104410,0.46645487,0.29729703,0.66053054,0.22051897,-0.44744386,,2023,0.70299857,2022,-0.42506651,76692.66824418,29.11822233,0.64641791,0.00103994,0.49939823,0.49856868,,,,,0.49934521,0.49824391
TQQQ50/BTAL50 rb 3m,sens,sens_2020-12-18,2020-12-18,2023-12-18,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.03692120,0.15335385,0.03683582,0.15335885,37175.10361887,28000.00000000,9175.10361887,0.32768227,0.11255555,0.14400143,0.51039400,0.29496338,0.72962328,0.25765673,-0.43684304,,2023,0.73350451,2022,-0.41265415,57669.44427586,21.69771392,0.47701139,0.00077492,0.49145282,0.39814364,,,,,0.50639730,0.34664115
TQQQ50/BTAL50 gate QQQ<SMA200 rb 1w,sens,sens_2020-12-18,2020-12-18,2023-12-18,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.08810674,0.38125297,0.08791655,0.38126011,37000.62024253,28000.00000000,9000.62024253,0.32145072,0.11954121,0.14152270,0.60954028,0.22885503,0.87555763,0.34891854,-0.34260492,715,2023,0.44726448,2022,-0.29481269,111059.38311924,43.38023687,0.89924854,0.00154929,0.58599021,0.46380573,,,,,0.41304005,0.11873989
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2020-12-18,2020-12-18,2023-12-18,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.09090206,0.39663067,0.09064370,0.39663758,38601.69899670,28000.00000000,10601.69899670,0.37863211,0.13906318,0.16395506,0.69643270,0.22345303,1.00760276,0.44870436,-0.30992162,683,2023,0.47100494,2022,-0.25830154,69569.44577792,28.03217122,0.55267323,0.00100115,0.58945082,0.49856868,,,,,0.40947926,0.10336242
TQQQ50/BTAL50 gate QQQ<SMA200 rb 3m,sens,sens_2020-12-18,2020-12-18,2023-12-18,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.12228170,0.39642646,0.12221283,0.39643365,36490.09081445,28000.00000000,8490.09081445,0.30321753,0.11429921,0.13422053,0.60191308,0.22101156,0.86010137,0.37406782,-0.30555746,716,2023,0.38050090,2022,-0.25899500,54182.09516141,21.99773045,0.44056451,0.00078563,0.59746638,0.43557937,,,,,0.40064444,0.10356635
SPY benchmark,sens,sens_2020-12-18,2020-12-18,2023-12-18,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,0.01027565,0.02938556,0.01027746,0.02941953,34058.01624189,28000.00000000,6058.01624189,0.21635772,0.09830423,0.09836609,0.62673654,0.17438163,0.89726488,0.40201204,-0.24453056,709,2021,0.28166993,2022,-0.18247338,28012.03605312,1.96084252,0.22351374,0.00007003,,,,,0.98972254,0.97058047,,
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 1w,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1w,0.00000000,0.04949350,0.28710042,0.04893717,0.28710388,46960.12529646,28000.00000000,18960.12529646,0.67714733,0.24662561,0.27095857,1.38027311,0.17078466,2.07282069,1.75822593,-0.14026958,545,2023,0.30014877,2022,-0.06629194,528600.55439928,176.38906044,3.76566590,0.00629961,0.50647678,0.14968179,0.16822912,0.04932812,,,0.32374040,0.03921581
VT TQQQ/BTAL75+DBMF25 t20 w10-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 1w,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1w,0.10000000,0.04949350,0.28710042,0.04893717,0.28710388,46960.12529646,28000.00000000,18960.12529646,0.67714733,0.24662561,0.27095857,1.38027311,0.17078466,2.07282069,1.75822593,-0.14026958,545,2023,0.30014877,2022,-0.06629194,528600.55439928,176.38906044,3.76566590,0.00629961,0.50647678,0.14968179,0.16822912,0.04932812,,,0.32374040,0.03921581
VT TQQQ/BTAL75+DBMF25 t20 w20-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 1w,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1w,0.20000000,0.05014133,0.28240502,0.04960063,0.28240851,46650.66277479,28000.00000000,18650.66277479,0.66609510,0.24205484,0.26724953,1.36195476,0.17031555,2.04463774,1.66829347,-0.14509128,545,2023,0.30216286,2022,-0.07794112,524964.22116086,175.16027546,3.76428553,0.00625572,0.50441041,0.14964924,0.16756108,0.04932812,,,0.32647744,0.04318893
VT TQQQ/BTAL75+DBMF25 t20 w30-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 1w,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1w,0.30000000,0.06515795,0.26795301,0.06464490,0.26795660,45762.51460543,28000.00000000,17762.51460543,0.63437552,0.22900299,0.25650511,1.29374231,0.17121848,1.93723097,1.30509224,-0.17546881,553,2023,0.30541502,2022,-0.11218241,498874.23012626,166.54521685,3.64544671,0.00594804,0.49622000,0.14989923,0.16485103,0.04932812,,,0.33730903,0.05545325
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,2w,0.00000000,0.05951836,0.35477292,0.05897226,0.35477463,47847.68617077,28000.00000000,19847.68617077,0.70884593,0.25145316,0.28149951,1.36557915,0.17614038,2.05840045,1.51826174,-0.16561911,557,2023,0.30824550,2022,-0.07693127,336860.92770628,112.98110785,2.42069366,0.00403504,0.49943771,0.14901912,0.16605750,0.04935912,,,0.33286638,0.04208613
VT TQQQ/BTAL75+DBMF25 t20 w10-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,2w,0.10000000,0.05951836,0.35477292,0.05897226,0.35477463,47847.68617077,28000.00000000,19847.68617077,0.70884593,0.25145316,0.28149951,1.36557915,0.17614038,2.05840045,1.51826174,-0.16561911,557,2023,0.30824550,2022,-0.07693127,336860.92770628,112.98110785,2.42069366,0.00403504,0.49943771,0.14901912,0.16605750,0.04935912,,,0.33286638,0.04208613
VT TQQQ/BTAL75+DBMF25 t20 w20-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,2w,0.20000000,0.05935863,0.35430990,0.05881857,0.35431162,47505.75036606,28000.00000000,19505.75036606,0.69663394,0.24650387,0.27745540,1.34605692,0.17567940,2.02875654,1.40614078,-0.17530526,560,2023,0.31083418,2022,-0.08954228,334116.50659103,112.06666972,2.41778364,0.00400238,0.49700856,0.14901912,0.16517440,0.04973659,,,0.33609916,0.04698829
VT TQQQ/BTAL75+DBMF25 t20 w30-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,2w,0.30000000,0.07841513,0.35452416,0.07787553,0.35452590,46962.22750389,28000.00000000,18962.22750389,0.67722241,0.23894892,0.27098371,1.30578528,0.17654045,1.96407397,1.24914832,-0.19128947,572,2023,0.31217817,2022,-0.11165859,323684.49058733,108.59468337,2.36741171,0.00387838,0.49177878,0.14901912,0.16345366,0.04959630,,,0.34306807,0.05512929
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,2w+1,0.00000000,0.06112957,0.25144547,0.06054088,0.25144712,48412.23090221,28000.00000000,20412.23090221,0.72900825,0.25903524,0.28813109,1.46067920,0.16785676,2.19617314,1.90019022,-0.13632069,58,2024,0.31681385,2022,-0.04748851,327658.05382491,109.69338513,2.32375951,0.00391762,0.50967102,0.16166950,0.16949756,0.05341641,,,0.31906537,0.03934237
VT TQQQ/BTAL75+DBMF25 t20 w10-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,2w+1,0.10000000,0.06112957,0.25144547,0.06054088,0.25144712,48412.23090221,28000.00000000,20412.23090221,0.72900825,0.25903524,0.28813109,1.46067920,0.16785676,2.19617314,1.90019022,-0.13632069,58,2024,0.31681385,2022,-0.04748851,327658.05382491,109.69338513,2.32375951,0.00391762,0.50967102,0.16166950,0.16949756,0.05341641,,,0.31906537,0.03934237
VT TQQQ/BTAL75+DBMF25 t20 w20-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,2w+1,0.20000000,0.06181277,0.25139157,0.06120122,0.25139322,48127.87325403,28000.00000000,20127.87325403,0.71885262,0.25481502,0.28479781,1.44457675,0.16733384,2.17160132,1.80655413,-0.14105031,512,2024,0.31680432,2022,-0.05921331,325199.89416261,108.84097053,2.32037707,0.00388718,0.50751421,0.16166950,0.16882586,0.05341641,,,0.32180241,0.04328746
VT TQQQ/BTAL75+DBMF25 t20 w30-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,2w+1,0.30000000,0.07589445,0.25142540,0.07532874,0.25142709,47118.42354026,28000.00000000,19118.42354026,0.68280084,0.23946214,0.27284903,1.36428834,0.16823466,2.04363336,1.35119195,-0.17722289,520,2024,0.31688072,2022,-0.09792256,311241.03267251,104.45045075,2.27054724,0.00373037,0.49909249,0.16166950,0.16595034,0.05341641,,,0.33315214,0.05539815
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.00000000,0.03956585,0.23506378,0.03918954,0.23506843,47021.21291393,28000.00000000,19021.21291393,0.67932903,0.24431780,0.27168865,1.31934782,0.17826549,1.94342785,1.72928636,-0.14128244,552,2023,0.33950301,2022,-0.07047045,218775.86953949,73.06364574,1.56761336,0.00260942,0.49538462,0.17030014,0.16478590,0.05651482,,,0.33846659,0.03820947
VT TQQQ/BTAL75+DBMF25 t20 w10-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2021-06-18,2021-06-18,2024-06-18,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.10000000,0.03956585,0.23506378,0.03918954,0.23506843,47021.21291393,28000.00000000,19021.21291393,0.67932903,0.24431780,0.27168865,1.31934782,0.17826549,1.94342785,1.72928636,-0.14128244,552,2023,0.33950301,2022,-0.07047045,218775.86953949,73.06364574,1.56761336,0.00260942,0.49538462,0.17030014,0.16478590,0.05651482,,,0.33846659,0.03820947
