label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,fit,fit,2019-05-08,2023-12-29,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00570326,0.26745696,0.00531807,0.26746294,62825.33554076,37500.00000000,25325.33554076,0.67534228,0.17429711,0.17896747,0.83982011,0.22045414,1.16612699,0.86711793,-0.20100739,324,2021,0.26528507,2022,0.03978140,381866.30864769,127.83337199,1.28293944,0.00340889,0.51696322,0.14970868,0.17202389,0.04913742,,,0.31003354,0.00000000
50/50,fit,fit,2019-05-08,2023-12-29,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.00058938,0.00155282,0.00043633,0.00133151,66124.01158705,37500.00000000,28624.01158705,0.76330698,0.21441229,0.19724029,0.74944349,0.33435881,1.05131843,0.47876592,-0.44784367,,2023,0.69983645,2022,-0.42546175,191901.90035333,72.82995208,0.58455254,0.00194213,0.49966650,0.49866849,,,,,0.49972313,0.49922644
TQQQ50/BTAL50 gate QQQ<SMA200,fit,fit,2019-05-08,2023-12-29,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.05850655,0.37517449,0.05838111,0.37517809,68406.38172327,37500.00000000,30906.38172327,0.82417018,0.22176896,0.20941858,0.83759832,0.28975550,1.16946953,0.58800358,-0.37715580,138,2023,0.48054807,2022,-0.27720877,152230.27494983,59.51207376,0.46190224,0.00158699,0.55766452,0.49887832,,,,,0.44174916,0.12482191
SPY benchmark,fit,fit,2019-05-08,2023-12-29,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.00676955,0.02233304,0.00677086,0.02233388,54024.61404681,37500.00000000,16524.61404681,0.44065637,0.12947835,0.12568830,0.67683690,0.21391828,0.94253127,0.38457602,-0.33667817,173,2021,0.28241522,2022,-0.18161772,37259.17984794,2.60814259,0.13190475,0.00006955,,,,,0.99322914,0.97766612,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80,test,test,2024-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,,0.00139171,0.00257830,0.00114065,0.00211580,31827.59467351,25500.00000000,6327.59467351,0.24814097,0.14066541,0.12506076,0.75102837,0.20422681,1.01649504,0.80032842,-0.17575961,,2024,0.21239234,2026,0.01181136,215149.01060870,81.10085552,1.94588886,0.00318043,0.56757342,0.19958207,,,,,0.43097050,0.21299787
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2024-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200,0.00447634,0.07099691,0.00423717,0.07100457,31714.35137320,25500.00000000,6214.35137320,0.24370005,0.13852708,0.12297735,0.74716240,0.20220058,1.01012419,0.78939846,-0.17548435,,2024,0.21239234,2026,0.01265976,211718.62535146,80.08346024,1.91989441,0.00314053,0.57045228,0.19929550,,,,,0.42787037,0.19454523
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,test,test,2024-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ:MOMM1-3-6-12U<=0,0.00370353,0.07099691,0.00344518,0.07100457,31857.44581648,25500.00000000,6357.44581648,0.24931160,0.14121899,0.12560913,0.75869828,0.20228016,1.02579449,0.80399222,-0.17564721,,2024,0.21239234,2026,0.01177166,211706.50167830,79.84898630,1.91292745,0.00313133,0.56976698,0.19938922,,,,,0.42866452,0.20196249
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,test,test,2024-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ:MOMM1-3-6-12U<=0 off0,0.00141595,0.00257830,0.00116393,0.00211580,31930.56765729,25500.00000000,6430.56765729,0.25217912,0.14254240,0.12695092,0.74722505,0.20868589,1.02177529,0.81225052,-0.17549069,,2024,0.21239234,2026,0.01199390,227474.19900992,85.76277240,2.05060298,0.00336325,0.57608711,0.19951417,,,,,0.42242905,0.00000000
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,test,test,2024-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.00447634,0.07099691,0.00423717,0.07100457,31714.35137320,25500.00000000,6214.35137320,0.24370005,0.13852708,0.12297735,0.74716240,0.20220058,1.01012419,0.78939846,-0.17548435,,2024,0.21239234,2026,0.01265976,211718.62535146,80.08346024,1.91989441,0.00314053,0.57045228,0.19929550,,,,,0.42787037,0.19454523
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,test,test,2024-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.00447634,0.07099691,0.00423717,0.07100457,31714.35137320,25500.00000000,6214.35137320,0.24370005,0.13852708,0.12297735,0.74716240,0.20220058,1.01012419,0.78939846,-0.17548435,,2024,0.21239234,2026,0.01265976,211718.62535146,80.08346024,1.91989441,0.00314053,0.57045228,0.19929550,,,,,0.42787037,0.19454523
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,test,test,2024-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00812553,0.21664931,0.00786687,0.21665678,30274.48033342,25500.00000000,4774.48033342,0.18723452,0.11196723,0.09604043,0.61166750,0.21117140,0.83183172,0.58944880,-0.18995243,474,2024,0.21239234,2026,0.01194431,222643.61909235,84.14716202,2.08254648,0.00329989,0.58284913,0.19949065,,,,,0.41573306,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80,test,test,2024-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,,0.00195247,0.00385032,0.00112779,0.00229853,33759.46443624,25500.00000000,8259.46443624,0.32390057,0.16954585,0.15986180,0.83815262,0.21598671,1.13901455,0.84406819,-0.20086748,439,2024,0.20960873,2026,0.05061102,219613.12340688,72.99820087,1.94586602,0.00286267,0.42556208,0.14947002,0.14128817,0.04898856,,,0.43114037,0.21413769
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,test,test,2024-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200,0.00449807,0.06819676,0.00375507,0.06820190,33609.95874024,25500.00000000,8109.95874024,0.31803760,0.16707570,0.15721691,0.83680148,0.21303946,1.13443546,0.91868785,-0.18186341,447,2024,0.20960873,2026,0.04959936,216484.57615637,72.04682679,1.92268262,0.00282537,0.42765935,0.14948330,0.14208554,0.04919289,,,0.42848494,0.19602462
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,test,test,2024-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ:MOMM1-3-6-12U<=0,0.00406611,0.06819676,0.00320414,0.06820190,33784.80835532,25500.00000000,8284.80835532,0.32489445,0.17002285,0.16030938,0.84887584,0.21298532,1.15115836,0.93489314,-0.18186341,439,2024,0.20960873,2026,0.05052664,216341.20707923,71.80209172,1.91519153,0.00281577,0.42715430,0.14966344,0.14184799,0.04969522,,,0.42899892,0.20476516
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,test,test,2024-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ:MOMM1-3-6-12U<=0 off0,0.00201329,0.00385032,0.00119985,0.00229853,33865.85162768,25500.00000000,8365.85162768,0.32807261,0.17156306,0.16173912,0.85032326,0.21456589,1.15933223,1.02016616,-0.16817168,436,2024,0.20960873,2026,0.04965707,232052.36303346,76.91933690,2.04833074,0.00301644,0.43199580,0.14979223,0.14345552,0.04950226,,,0.42247548,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,test,test,2024-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.00449807,0.06819676,0.00375507,0.06820190,33609.95874024,25500.00000000,8109.95874024,0.31803760,0.16707570,0.15721691,0.83680148,0.21303946,1.13443546,0.91868785,-0.18186341,447,2024,0.20960873,2026,0.04959936,216484.57615637,72.04682679,1.92268262,0.00282537,0.42765935,0.14948330,0.14208554,0.04919289,,,0.42848494,0.19602462
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,test,test,2024-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.00449807,0.06819676,0.00375507,0.06820190,33609.95874024,25500.00000000,8109.95874024,0.31803760,0.16707570,0.15721691,0.83680148,0.21303946,1.13443546,0.91868785,-0.18186341,447,2024,0.20960873,2026,0.04959936,216484.57615637,72.04682679,1.92268262,0.00282537,0.42765935,0.14948330,0.14208554,0.04919289,,,0.42848494,0.19602462
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,test,test,2024-01-02,2026-08-24,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00876370,0.21664931,0.00793502,0.21665678,32205.71436872,25500.00000000,6705.71436872,0.26296919,0.14212801,0.13198149,0.72761334,0.21597850,0.98862379,0.71745323,-0.19810073,474,2024,0.20960873,2026,0.05044046,227214.30579572,75.55488921,2.07816587,0.00296294,0.43703501,0.14972069,0.14511574,0.04930604,,,0.41576532,0.00000000
50/50,test,test,2024-01-02,2026-08-24,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.00108542,0.00264779,0.00079014,0.00185625,36043.67987182,25500.00000000,10543.67987182,0.41347764,0.22072451,0.19933301,0.96857506,0.23585602,1.39065434,0.80561823,-0.27398153,240,2024,0.38185099,2025,0.08464983,66476.98510777,25.36684963,0.55385848,0.00099478,0.49963689,0.49903107,,,,,0.49925809,0.49814375
TQQQ50/BTAL50 gate QQQ<SMA200,test,test,2024-01-02,2026-08-24,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.00898509,0.10685250,0.00870039,0.10685991,34357.75027685,25500.00000000,8857.75027685,0.34736276,0.19486854,0.17036834,0.92237379,0.22060294,1.30309555,0.78717882,-0.24755307,288,2024,0.38185099,2025,0.05194469,56087.98041316,21.85507793,0.47729761,0.00085706,0.50740905,0.49903107,,,,,0.49135723,0.39314009
SPY benchmark,test,test,2024-01-02,2026-08-24,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.01496400,0.03278446,0.01496591,0.03278600,36178.73062717,25500.00000000,10678.73062717,0.41877375,0.20671575,0.20161381,1.29515663,0.15519606,1.93260825,1.11662343,-0.18512575,127,2024,0.24737230,2026,0.12210687,25224.78616047,1.76573503,0.21641169,0.00006924,,,,,0.98503409,0.96721400,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,,0.00082377,0.00187523,0.00064537,0.00164884,36147.49794948,28000.00000000,8147.49794948,0.29098207,0.16172169,0.13069983,0.73813495,0.24300451,1.01715603,0.62203548,-0.25998788,366,2019,0.27444148,2022,-0.12681601,239060.15323070,89.96058981,1.61797693,0.00321288,0.60032830,0.19907534,,,,,0.39879684,0.09931822
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200,0.00526575,0.09119303,0.00515992,0.09119719,37587.49196664,28000.00000000,9587.49196664,0.34241043,0.17693023,0.15146052,0.79290844,0.24242901,1.09436918,0.68006944,-0.26016495,366,2019,0.27444148,2022,-0.09071019,232187.98052280,87.84280639,1.57129444,0.00313724,0.60494821,0.19907534,,,,,0.39429038,0.09606673
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ:MOMM1-3-6-12U<=0,0.00329142,0.04647370,0.00315792,0.04648879,35797.66822890,28000.00000000,7797.66822890,0.27848815,0.15525932,0.12556446,0.71592323,0.24263408,0.98564900,0.59680592,-0.26015044,366,2019,0.25979704,2022,-0.12990905,239818.87081469,90.70474188,1.63590325,0.00323946,0.60294390,0.19970055,,,,,0.39623902,0.09594846
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ:MOMM1-3-6-12U<=0 off0,0.00079888,0.00239473,0.00064349,0.00199754,33271.70643035,28000.00000000,5271.70643035,0.18827523,0.10213218,0.08733795,0.51851947,0.24580531,0.71085531,0.39277994,-0.26002392,366,2021,0.22019557,2022,-0.13407223,275993.24097214,104.27563454,2.04046125,0.00372413,0.62279574,0.19988332,,,,,0.37633893,0.00000000
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.00656745,0.09181487,0.00644469,0.09181905,37409.45211986,28000.00000000,9409.45211986,0.33605186,0.17260063,0.14892576,0.77870052,0.24198591,1.07417179,0.66346469,-0.26015044,366,2019,0.25979704,2022,-0.09020075,231731.85468077,87.89687007,1.57883696,0.00313917,0.60627449,0.19970055,,,,,0.39294659,0.09594846
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.00526575,0.09119303,0.00515992,0.09119719,37587.49196664,28000.00000000,9587.49196664,0.34241043,0.17693023,0.15146052,0.79290844,0.24242901,1.09436918,0.68006944,-0.26016495,366,2019,0.27444148,2022,-0.09071019,232187.98052280,87.84280639,1.57129444,0.00313724,0.60494821,0.19907534,,,,,0.39429038,0.09606673
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00801228,0.26745855,0.00786033,0.26746294,37439.38568714,28000.00000000,9439.38568714,0.33712092,0.14708285,0.14935254,0.67945376,0.24666092,0.93702527,0.56565121,-0.26002392,366,2021,0.22019557,2022,-0.02392814,247719.11354222,93.89765357,1.82497228,0.00335349,0.63003384,0.19988332,,,,,0.36911769,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,,0.00122816,0.00314094,0.00066566,0.00184310,39160.16979201,28000.00000000,11160.16979201,0.39857749,0.19963241,0.17347630,0.87009028,0.24304257,1.19526169,0.99330402,-0.20097816,324,2019,0.27963594,2022,-0.10616629,250500.28230987,82.55262019,1.62891513,0.00294831,0.45018976,0.14955055,0.14976324,0.04900583,,,0.39877370,0.09916690
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200,0.00595137,0.09554470,0.00546653,0.09554987,40865.47858697,28000.00000000,12865.47858697,0.45948138,0.21688680,0.19662798,0.93188639,0.24195431,1.28153647,1.07833624,-0.20113095,324,2019,0.27963594,2022,-0.06626366,243400.47768126,81.01983135,1.58166081,0.00289357,0.45386924,0.14955055,0.15090949,0.04900583,,,0.39397178,0.09735839
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ:MOMM1-3-6-12U<=0,0.00360452,0.04742717,0.00313004,0.04743488,38825.14677492,28000.00000000,10825.14677492,0.38661238,0.19374049,0.16884149,0.85109732,0.24254472,1.16789530,0.96323611,-0.20113499,324,2019,0.26608073,2022,-0.10879691,251855.86419507,83.60531745,1.64914034,0.00298590,0.45217067,0.14942904,0.15040274,0.04935799,,,0.39623265,0.09749716
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ:MOMM1-3-6-12U<=0 off0,0.00114656,0.00318310,0.00065531,0.00156079,36221.89933929,28000.00000000,8221.89933929,0.29363926,0.14188288,0.13178728,0.66559719,0.24401308,0.91006397,0.70585904,-0.20100739,324,2021,0.26528507,2022,-0.11082137,289247.33517478,96.07111985,2.04680773,0.00343111,0.46711565,0.14970868,0.15536435,0.04913742,,,0.37631477,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.00703023,0.09538061,0.00658093,0.09538581,40657.65356146,28000.00000000,12657.65356146,0.45205906,0.21249177,0.19384478,0.91816041,0.24151953,1.26180791,1.05646345,-0.20113499,324,2019,0.26608073,2022,-0.06620643,243062.22908027,81.03009995,1.58946359,0.00289393,0.45475632,0.14942904,0.15127229,0.04935799,,,0.39277921,0.09749716
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.00595137,0.09554470,0.00546653,0.09554987,40865.47858697,28000.00000000,12865.47858697,0.45948138,0.21688680,0.19662798,0.93188639,0.24195431,1.28153647,1.07833624,-0.20113095,324,2019,0.27963594,2022,-0.06626366,243400.47768126,81.01983135,1.58166081,0.00289357,0.45386924,0.14955055,0.15090949,0.04900583,,,0.39397178,0.09735839
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2019-05-08,2019-05-08,2022-05-06,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00832829,0.26745696,0.00785674,0.26746294,40791.67018169,28000.00000000,12791.67018169,0.45684536,0.18872101,0.19564073,0.83093818,0.24369755,1.14144881,0.93887598,-0.20100739,324,2021,0.26528507,2022,0.00295280,258929.84827345,86.38867686,1.82546218,0.00308531,0.47254273,0.14970868,0.15718677,0.04913742,,,0.36910295,0.00000000
50/50,sens,sens_2019-05-08,2019-05-08,2022-05-06,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.00072204,0.00155282,0.00052814,0.00133151,39559.71943921,28000.00000000,11559.71943921,0.41284712,0.22363481,0.17896592,0.74855426,0.35334330,1.03392471,0.59295074,-0.37715580,133,2020,0.53006137,2022,-0.27470242,100622.02376659,38.70871713,0.57095073,0.00138245,0.49960937,0.49866849,,,,,0.49964694,0.49922644
