label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2019-05-08,2019-05-08,2022-05-06,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.01983385,0.23326313,0.01965422,0.23326679,40722.18875991,28000.00000000,12722.18875991,0.45436388,0.22769045,0.19471015,0.78218058,0.33382800,1.07450549,0.60370398,-0.37715580,138,2020,0.43602079,2022,-0.21954028,71431.49328394,28.42607192,0.42175119,0.00101522,0.51871769,0.49887832,,,,,0.48052169,0.26673321
SPY benchmark,sens,sens_2019-05-08,2019-05-08,2022-05-06,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.00745957,0.02233304,0.00746133,0.02233388,36230.36517888,28000.00000000,8230.36517888,0.29394161,0.14156505,0.13191091,0.69417514,0.22823110,0.95113431,0.42047588,-0.33667817,173,2021,0.28241522,2022,-0.13085030,27811.66193986,1.94681634,0.19293450,0.00006953,,,,,0.99253867,0.97766612,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,,0.00080840,0.00196826,0.00062791,0.00151990,31569.91212995,28000.00000000,3569.91212995,0.12749686,0.09968039,0.06012232,0.52061787,0.23699940,0.71858603,0.38302820,-0.26024296,366,2021,0.22012414,2022,-0.16116741,197645.92876102,72.90314031,1.44041204,0.00260368,0.63090114,0.19848010,,,,,0.36824401,0.09911974
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200,0.02771967,0.17330106,0.02759002,0.17330578,34156.29331333,28000.00000000,6156.29331333,0.21986762,0.13038939,0.10058059,0.63409617,0.23878057,0.87768711,0.50120698,-0.26015080,366,2021,0.22009783,2022,-0.08706396,173833.26717153,65.34526181,1.25483905,0.00233376,0.65777811,0.19848010,,,,,0.34134063,0.05408811
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ:MOMM1-3-6-12U<=0,0.02079290,0.15672836,0.02065569,0.15673317,32365.23894155,28000.00000000,4365.23894155,0.15590139,0.10827674,0.07281775,0.55243961,0.23783451,0.76209783,0.41620759,-0.26015080,366,2021,0.22009783,2022,-0.13961088,180359.27175302,67.57039892,1.31811366,0.00241323,0.65082859,0.19848010,,,,,0.34827497,0.07066072
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ:MOMM1-3-6-12U<=0 off0,0.00075628,0.00196826,0.00061273,0.00151990,33375.28044439,28000.00000000,5375.28044439,0.19197430,0.11169181,0.08861039,0.54770193,0.25171508,0.76026697,0.42913232,-0.26027360,366,2021,0.22019866,2022,-0.08883355,208850.77297486,78.27389847,1.56314629,0.00279550,0.67729350,0.19848010,,,,,0.32189884,0.00000000
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.02771967,0.17330106,0.02759002,0.17330578,34156.29331333,28000.00000000,6156.29331333,0.21986762,0.13038939,0.10058059,0.63409617,0.23878057,0.87768711,0.50120698,-0.26015080,366,2021,0.22009783,2022,-0.08706396,173833.26717153,65.34526181,1.25483905,0.00233376,0.65777811,0.19848010,,,,,0.34134063,0.05408811
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.02771967,0.17330106,0.02759002,0.17330578,34156.29331333,28000.00000000,6156.29331333,0.21986762,0.13038939,0.10058059,0.63409617,0.23878057,0.87768711,0.50120698,-0.26015080,366,2021,0.22009783,2022,-0.08706396,173833.26717153,65.34526181,1.25483905,0.00233376,0.65777811,0.19848010,,,,,0.34134063,0.05408811
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00795283,0.26745785,0.00782383,0.26746294,37151.47137033,28000.00000000,9151.47137033,0.32683826,0.15687683,0.14469147,0.70480887,0.25254550,0.98392551,0.60273814,-0.26027360,366,2021,0.22019866,2022,0.02687530,184619.66848612,69.40125830,1.34072637,0.00247862,0.68452214,0.19848010,,,,,0.31469578,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,,0.00129616,0.00268237,0.00073371,0.00164922,33685.52991928,28000.00000000,5685.52991928,0.20305464,0.13301193,0.09339004,0.65153717,0.23434724,0.89640443,0.66085706,-0.20127186,324,2021,0.26502655,2022,-0.14454738,207231.69741364,67.25180693,1.43895031,0.00240185,0.47304287,0.14835078,0.15739142,0.04939081,,,0.36822842,0.09922242
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200,0.02851041,0.17530322,0.02805367,0.17530807,36702.60615680,28000.00000000,8702.60615680,0.31080736,0.16765223,0.13825216,0.78287199,0.23326080,1.07899174,0.83407144,-0.20100464,323,2021,0.26532056,2022,-0.06269847,182676.73170737,60.54972733,1.25335746,0.00216249,0.49370351,0.14835078,0.16428926,0.04939081,,,0.34080616,0.05208582
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ:MOMM1-3-6-12U<=0,0.02104913,0.15715133,0.02055936,0.15715636,34638.34842237,28000.00000000,6638.34842237,0.23708387,0.14330029,0.10786796,0.69238556,0.23322934,0.95187480,0.71292032,-0.20100464,323,2021,0.26532056,2022,-0.12014022,189710.86960848,62.57054256,1.31928667,0.00223466,0.48802582,0.14835078,0.16238837,0.04939081,,,0.34831345,0.07023753
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ:MOMM1-3-6-12U<=0 off0,0.00122305,0.00268237,0.00073773,0.00164922,35779.40082476,28000.00000000,7779.40082476,0.27783574,0.14797474,0.12482347,0.69052458,0.24322528,0.95337275,0.73623613,-0.20098815,324,2021,0.26536197,2022,-0.06675294,219350.90496505,72.37795828,1.56047379,0.00258493,0.50785666,0.14835078,0.16898038,0.04939081,,,0.32189440,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.02851041,0.17530322,0.02805367,0.17530807,36702.60615680,28000.00000000,8702.60615680,0.31080736,0.16765223,0.13825216,0.78287199,0.23326080,1.07899174,0.83407144,-0.20100464,323,2021,0.26532056,2022,-0.06269847,182676.73170737,60.54972733,1.25335746,0.00216249,0.49370351,0.14835078,0.16428926,0.04939081,,,0.34080616,0.05208582
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.02851041,0.17530322,0.02805367,0.17530807,36702.60615680,28000.00000000,8702.60615680,0.31080736,0.16765223,0.13825216,0.78287199,0.23326080,1.07899174,0.83407144,-0.20100464,323,2021,0.26532056,2022,-0.06269847,182676.73170737,60.54972733,1.25335746,0.00216249,0.49370351,0.14835078,0.16428926,0.04939081,,,0.34080616,0.05208582
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2019-11-08,2019-11-08,2022-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00840606,0.26745663,0.00793937,0.26746294,39900.58113290,28000.00000000,11900.58113290,0.42502075,0.19507397,0.18293023,0.85702820,0.24289830,1.18897425,0.97057446,-0.20098815,324,2021,0.26536197,2022,0.05292138,193566.38005601,64.16976328,1.33453807,0.00229178,0.51329993,0.14835078,0.17079971,0.04939081,,,0.31466613,0.00000000
50/50,sens,sens_2019-11-08,2019-11-08,2022-11-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.00071761,0.00181217,0.00054500,0.00130618,28563.41755949,28000.00000000,563.41755949,0.02012206,0.08845788,0.00985698,0.41515617,0.37671557,0.56910472,0.19753378,-0.44781141,,2020,0.53001538,2022,-0.41178019,98681.79795463,37.61126396,0.62568244,0.00134326,0.49961906,0.49869382,,,,,0.49964037,0.49913474
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2019-11-08,2019-11-08,2022-11-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.07060533,0.35614489,0.07038825,0.35614948,33664.30326869,28000.00000000,5664.30326869,0.20229655,0.14347896,0.09306407,0.57683085,0.32554916,0.79122593,0.38049207,-0.37708791,140,2020,0.43283271,2022,-0.27193406,56521.96712152,23.37901133,0.36463267,0.00083496,0.56944177,0.49854605,,,,,0.42973838,0.14385052
SPY benchmark,sens,sens_2019-11-08,2019-11-08,2022-11-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.00782068,0.02411709,0.00782245,0.02411803,31764.35636912,28000.00000000,3764.35636912,0.13444130,0.08774013,0.06324795,0.46805513,0.24389545,0.64226145,0.26047342,-0.33684869,173,2021,0.28303247,2022,-0.18550106,27750.90140242,1.94256310,0.19979586,0.00006938,,,,,0.99217755,0.97588197,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,,0.00100392,0.00216235,0.00076164,0.00162944,33882.21546604,28000.00000000,5882.21546604,0.21007912,0.09665233,0.09657905,0.53112465,0.21968174,0.73903011,0.37153356,-0.26014427,366,2021,0.22012005,2022,-0.15476006,162207.99973582,62.08080324,1.30670333,0.00221717,0.66335792,0.19989239,,,,,0.33559212,0.13861468
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200,0.03750256,0.23057558,0.03731566,0.23058069,33464.50228627,28000.00000000,5464.50228627,0.19516080,0.09485203,0.09015245,0.51854664,0.22346280,0.71918021,0.36461320,-0.26014427,366,2021,0.22012005,2022,-0.07994734,141739.68502393,55.75648024,1.12687440,0.00199130,0.70008147,0.19989239,,,,,0.29897255,0.04269721
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ:MOMM1-3-6-12U<=0,0.04244298,0.28309761,0.04224845,0.28310308,30213.48325589,28000.00000000,2213.48325589,0.07905297,0.05341814,0.03797829,0.34670490,0.22132936,0.47743575,0.20534044,-0.26014427,366,2021,0.22012005,2022,-0.13497607,139427.81914169,54.90822509,1.13757349,0.00196101,0.70497695,0.19989239,,,,,0.29404100,0.05643413
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ:MOMM1-3-6-12U<=0 off0,0.00091735,0.00216235,0.00073966,0.00162944,30733.57863189,28000.00000000,2733.57863189,0.09762781,0.06157383,0.04659766,0.36961341,0.24050457,0.51233960,0.23669108,-0.26014427,366,2021,0.22012005,2022,-0.07992879,167164.36286001,65.29951959,1.34686437,0.00233213,0.73627975,0.19989239,,,,,0.26275474,0.00000000
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.05135528,0.30053066,0.05117517,0.30053589,31472.66696069,28000.00000000,3472.66696069,0.12402382,0.07200780,0.05866082,0.42397354,0.22346507,0.58570723,0.27679948,-0.26014427,366,2021,0.22012005,2022,-0.07994734,136212.47119988,53.91098302,1.08748512,0.00192539,0.71396172,0.19989239,,,,,0.28510975,0.04269721
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.04008285,0.23057558,0.03990126,0.23058069,32774.30129899,28000.00000000,4774.30129899,0.17051076,0.08703134,0.07940191,0.48757457,0.22247204,0.67437684,0.33455027,-0.26014427,366,2021,0.22012005,2022,-0.07994734,133237.09261803,52.57386176,1.06069754,0.00187764,0.70266860,0.19989239,,,,,0.29638713,0.04269721
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00815642,0.26745655,0.00797966,0.26746294,33791.79404009,28000.00000000,5791.79404009,0.20684979,0.10471650,0.09519290,0.53451996,0.24140792,0.74564720,0.40253243,-0.26014427,366,2021,0.22012005,2023,-0.02515625,149425.55783069,58.86408364,1.14570856,0.00210229,0.74346850,0.19989239,,,,,0.25555441,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,,0.00139801,0.00298135,0.00078015,0.00188087,35064.60765843,28000.00000000,7064.60765843,0.25230742,0.12548338,0.11445769,0.65646850,0.21619084,0.91461598,0.62530706,-0.20067481,324,2021,0.26471084,2022,-0.15286276,172324.09189874,57.68924448,1.31163845,0.00206033,0.49744552,0.14937551,0.16547840,0.04984507,,,0.33563741,0.13829093
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200,0.03822979,0.23037513,0.03778866,0.23037808,34766.76229051,28000.00000000,6766.76229051,0.24167008,0.12523671,0.10999660,0.65630526,0.21578426,0.91025275,0.62407788,-0.20067481,324,2021,0.26471084,2022,-0.07622002,150898.52348657,51.70212714,1.13118262,0.00184650,0.52532994,0.14937551,0.17473973,0.04984507,,,0.29856647,0.04289981
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ:MOMM1-3-6-12U<=0,0.04242764,0.28134764,0.04197861,0.28135230,31072.56075681,28000.00000000,3072.56075681,0.10973431,0.07894088,0.05215699,0.46477545,0.21266740,0.63893587,0.39337712,-0.20067481,324,2021,0.26471084,2022,-0.13455120,147549.22528725,50.96125061,1.13727378,0.00182004,0.52845958,0.14937551,0.17573676,0.04984507,,,0.29438045,0.05833667
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ:MOMM1-3-6-12U<=0 off0,0.00132044,0.00298135,0.00081244,0.00188087,31564.74397934,28000.00000000,3564.74397934,0.12731228,0.08680832,0.06014882,0.48094162,0.22741708,0.66351789,0.43258206,-0.20067481,324,2021,0.26471084,2022,-0.07827753,177036.14853553,60.76699672,1.34656050,0.00217025,0.55214022,0.14937551,0.18368597,0.04984507,,,0.26281082,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0,0.05207582,0.30077409,0.05164309,0.30077870,32433.99291760,28000.00000000,4433.99291760,0.15835689,0.09872455,0.07403926,0.54900876,0.21355962,0.75631239,0.49196285,-0.20067481,324,2021,0.26471084,2022,-0.07622002,144219.69204003,50.15937275,1.08618068,0.00179141,0.53572982,0.14937551,0.17822312,0.04984507,,,0.28468325,0.04289981
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=m2,0.04082908,0.23037513,0.04037064,0.23037808,33958.29431937,28000.00000000,5958.29431937,0.21279623,0.11617633,0.09774320,0.62124096,0.21446660,0.85878377,0.57892832,-0.20067481,324,2021,0.26471084,2022,-0.07622002,141884.23847942,48.97809976,1.06523006,0.00174922,0.52724905,0.14937551,0.17538357,0.04984507,,,0.29597198,0.04289981
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,sens,sens_2020-05-08,2020-05-08,2023-05-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,QQQ<SMA200|QQQ:MOMM1-3-6-12U<=0 off0,0.00849900,0.26745590,0.00799674,0.26746294,34780.79522031,28000.00000000,6780.79522031,0.24217126,0.13137515,0.11020741,0.65865508,0.22711355,0.91388349,0.65466688,-0.20067481,324,2021,0.26471084,2023,-0.04008615,158187.87280374,54.86116886,1.14378010,0.00195933,0.55753445,0.14937551,0.18552466,0.04984507,,,0.25560568,0.00000000
50/50,sens,sens_2020-05-08,2020-05-08,2023-05-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.00088769,0.00213864,0.00063178,0.00216189,32953.39139256,28000.00000000,4953.39139256,0.17690684,0.12925020,0.08220744,0.53257792,0.33332928,0.74748249,0.28865601,-0.44776550,,2020,0.44591744,2022,-0.42531933,86271.79313823,32.94466014,0.62043919,0.00117660,0.49954019,0.49783811,,,,,0.49955006,0.49892179
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2020-05-08,2020-05-08,2023-05-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.08705182,0.38460300,0.08684034,0.38460807,35395.50701953,28000.00000000,7395.50701953,0.26412525,0.16687174,0.11938115,0.70760774,0.27034456,1.00205734,0.52615127,-0.31715545,,2020,0.44591744,2022,-0.26954835,69228.31067648,28.10642607,0.47604046,0.00100380,0.58585020,0.49783811,,,,,0.41330440,0.11539193
SPY benchmark,sens,sens_2020-05-08,2020-05-08,2023-05-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.00871399,0.02215160,0.00871571,0.02215237,33985.19433299,28000.00000000,5985.19433299,0.21375694,0.13605138,0.09815437,0.77474473,0.18779548,1.09504109,0.55855402,-0.24357784,,2020,0.28817156,2022,-0.18075659,27910.77267275,1.95375409,0.19774273,0.00006978,,,,,0.99128429,0.97784763,,
