label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.gate.ratio_sma,params.gate.fire,params.gate.hysteresis,params.gate.w_off,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=0.90,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,0.90000000,0.00000000,,0.02618916,0.35511451,0.02619512,0.35511528,573341.22889641,97500.00000000,475841.22889641,4.88042286,0.20868696,0.19824513,0.91895037,0.23771047,1.27561041,0.58728376,-0.35534264,691,2017,0.58816880,2022,-0.33345061,4570950.34808748,1724.14095121,0.83280949,0.01768350,0.49950359,0.39900717,,,0.50029810,0.13574507
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=0.90 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,0.90000000,0.00000000,0.30000000,0.00882928,0.16443558,0.00884633,0.16443643,403028.46631890,97500.00000000,305528.46631890,3.13362530,0.15975890,0.16069337,0.81009177,0.21106162,1.12101944,0.45039239,-0.35471047,739,2017,0.55654833,2022,-0.33348319,5490896.86533747,2067.37705843,1.34465288,0.02120387,0.56546681,0.39878148,,,0.43428795,0.13556357
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=0.90 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,0.90000000,0.00000000,0.00000000,0.00032097,0.00175383,0.00037533,0.00190927,169047.53298230,97500.00000000,71547.53298230,0.73382085,0.05338405,0.06521608,0.34917831,0.21709513,0.48092261,0.12510993,-0.42669714,1400,2017,0.52486852,2022,-0.27734575,5849607.60690499,2201.78253791,2.60599788,0.02258239,0.68688792,0.39873990,,,0.31270778,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=0.90<0.85,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,0.90000000,0.05000000,,0.04494049,0.39994976,0.04494693,0.39995053,444098.10370780,97500.00000000,346598.10370780,3.55485235,0.18443769,0.17106825,0.84594410,0.23284173,1.16870545,0.57126752,-0.32285696,750,2017,0.58816139,2022,-0.27972017,3615520.70577257,1367.33097390,0.76424844,0.01402391,0.51827540,0.39900717,,,0.48152950,0.10212761
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=0.90<0.85 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,0.90000000,0.05000000,0.30000000,0.01997591,0.19844034,0.01999028,0.19844128,324468.54579748,97500.00000000,226968.54579748,2.32788252,0.14280923,0.13736763,0.77008365,0.19986028,1.06113294,0.44335583,-0.32210973,746,2017,0.55655279,2022,-0.27949528,4656605.85780140,1756.41359218,1.27284072,0.01801450,0.60439519,0.39878148,,,0.39535568,0.10155872
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=0.90<0.85 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,0.90000000,0.05000000,0.00000000,0.00031782,0.00175383,0.00036657,0.00190927,136393.96659968,97500.00000000,38893.96659968,0.39891248,0.03791314,0.04041909,0.28281690,0.21084202,0.38905394,0.09148998,-0.41439658,,2017,0.52488827,2022,-0.17700260,4806308.30331134,1812.45386713,2.47775347,0.01858927,0.75366839,0.39873990,,,0.24593718,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=0.90<0.80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,0.90000000,0.10000000,,0.09177413,0.59998444,0.09178096,0.60000000,360768.83020288,97500.00000000,263268.83020288,2.70019313,0.15381913,0.14880453,0.77933202,0.21343915,1.07812823,0.56166036,-0.27386504,793,2017,0.58816054,2022,-0.21745728,2155684.00470009,826.10624700,0.47984988,0.00847288,0.56517163,0.39850271,,,0.43465668,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=0.90<0.80 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,0.90000000,0.10000000,0.30000000,0.03411545,0.29998444,0.03412903,0.30000000,251719.12212149,97500.00000000,154219.12212149,1.58173459,0.11134154,0.10971067,0.70827946,0.16988848,0.98087070,0.36576905,-0.30440394,1855,2017,0.52405705,2022,-0.21682311,2765480.17095071,1053.98532403,0.80401045,0.01081011,0.67264561,0.39850271,,,0.32712956,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=0.90<0.80 off0,full,full,2012-01-03,2026-08-20,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,0.90000000,0.10000000,0.00000000,0.00027829,0.00149501,0.00031526,0.00171971,97413.91274926,97500.00000000,-86.08725074,-0.00088295,0.01049614,-0.00010958,0.15015958,0.18880405,0.20804542,0.01850916,-0.56707780,,2017,0.46128441,2020,-0.23628865,2757873.08203661,1051.08807212,1.39400938,0.01078039,0.87080906,0.39850271,,,0.12886469,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=0.95,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,0.95000000,0.00000000,,0.00792025,0.15702919,0.00792762,0.15703157,732892.93526672,97500.00000000,635392.93526672,6.51685062,0.23607510,0.22425642,0.99216707,0.24447336,1.38228524,0.66693675,-0.35396924,687,2013,0.60863903,2022,-0.33199937,6130715.93935797,2305.92293559,0.89613485,0.02365049,0.48123260,0.39900717,,,0.51858500,0.14916501
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=0.95 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,0.95000000,0.00000000,0.30000000,0.00496999,0.10433325,0.00499159,0.10433395,589054.59430898,97500.00000000,491554.59430898,5.04158558,0.20824072,0.20111344,0.93640240,0.23125024,1.30266195,0.58935294,-0.35333787,708,2017,0.58814497,2022,-0.33200986,7071461.79764874,2657.07518106,1.23474881,0.02725205,0.51298935,0.39900717,,,0.48679183,0.14915637
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=0.95 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,0.95000000,0.00000000,0.00000000,0.00024027,0.00175383,0.00029056,0.00190927,291377.35212001,97500.00000000,193877.35212001,1.98848566,0.13515279,0.12570193,0.66043371,0.23415644,0.91230333,0.27610730,-0.48949373,1380,2017,0.58813347,2022,-0.36324851,9081570.33987280,3410.72418914,2.36901096,0.03498179,0.57888608,0.39900452,,,0.42079298,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=0.95<0.90,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,0.95000000,0.05000000,,0.01593873,0.28890503,0.01594564,0.28890608,681402.01520252,97500.00000000,583902.01520252,5.98873862,0.22872355,0.21654525,0.97477392,0.24210466,1.35615740,0.64373842,-0.35530511,691,2013,0.59704563,2022,-0.33339042,5658015.28675223,2130.07327643,0.88093081,0.02184691,0.48926027,0.39900717,,,0.51056091,0.13588058
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=0.95<0.90 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,0.95000000,0.05000000,0.30000000,0.00688460,0.16427237,0.00690223,0.16427308,475452.65846361,97500.00000000,377952.65846361,3.87643752,0.18373899,0.17834333,0.86089016,0.22636951,1.19115952,0.51801388,-0.35469898,739,2017,0.58814090,2022,-0.33344164,6334271.27077868,2381.95255242,1.30870619,0.02443028,0.53015591,0.39900717,,,0.46961270,0.13572692
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=0.95<0.90 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,0.95000000,0.05000000,0.00000000,0.00026284,0.00175383,0.00031491,0.00190927,205079.60816063,97500.00000000,107579.60816063,1.10338060,0.09251876,0.08701572,0.50271103,0.22879633,0.69051395,0.21683189,-0.42668427,1402,2017,0.58813041,2022,-0.27731902,7394214.28420461,2779.38479938,2.55122599,0.02850651,0.61776284,0.39900452,,,0.38189138,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=0.95<0.85,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,0.95000000,0.10000000,,0.03613854,0.39971166,0.03614593,0.39971237,494050.89599123,97500.00000000,396550.89599123,4.06718868,0.19778545,0.18242923,0.88587078,0.23582816,1.22617762,0.61262117,-0.32285116,750,2013,0.59560393,2022,-0.27974467,4088338.77958091,1543.45151713,0.79329229,0.01583027,0.50943682,0.39885392,,,0.49036001,0.10227243
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=0.95<0.85 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,0.95000000,0.10000000,0.30000000,0.01532842,0.19830152,0.01534308,0.19830240,353361.57160800,97500.00000000,255861.57160800,2.62422125,0.15333919,0.14657172,0.77262796,0.21527472,1.06348590,0.47597941,-0.32215510,750,2017,0.58814416,2022,-0.27957027,4753555.96431138,1791.17264740,1.21560656,0.01837100,0.56311732,0.39894300,,,0.43663758,0.10169760
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=0.95<0.85 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,0.95000000,0.10000000,0.00000000,0.00031373,0.00175383,0.00036599,0.00190927,140372.30775036,97500.00000000,42872.30775036,0.43971598,0.04702566,0.04378169,0.31861115,0.22302597,0.43650418,0.11348497,-0.41437787,1402,2017,0.58808241,2016,-0.21338678,4934625.19450459,1859.08323599,2.34324790,0.01906752,0.67616072,0.39900717,,,0.32344702,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,1.00000000,0.00000000,,0.00103151,0.08427952,0.00103844,0.08427976,820614.00843384,97500.00000000,723114.00843384,7.41655393,0.24756084,0.23621852,1.01844995,0.24816726,1.42256867,0.70965995,-0.34884431,533,2023,0.64756940,2022,-0.30822415,7114567.12636448,2672.95128892,0.95444763,0.02741489,0.47433986,0.39889101,,,0.52548021,0.14915919
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,1.00000000,0.00000000,0.30000000,0.00039902,0.04260248,0.00040926,0.04260294,785501.41968255,97500.00000000,688001.41968255,7.05642482,0.24104265,0.23159182,1.00598433,0.24529705,1.40923411,0.69091095,-0.34887658,533,2023,0.64749168,2022,-0.30824505,7499716.21057207,2816.91034543,1.03916795,0.02889139,0.48021455,0.39889101,,,0.51959883,0.14915454
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,1.00000000,0.00000000,0.00000000,0.00017146,0.00175383,0.00019462,0.00190927,628864.03532358,97500.00000000,531364.03532358,5.44988754,0.21821273,0.20804631,0.93252879,0.24441766,1.30337334,0.60050916,-0.36337952,1016,2023,0.64754684,2022,-0.30669973,9047928.46062478,3397.43793882,1.47340119,0.03484552,0.49971183,0.39889101,,,0.50007394,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00<0.95,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,1.00000000,0.05000000,,0.00247008,0.15703409,0.00247639,0.15703656,779161.19455470,97500.00000000,681661.19455470,6.99139687,0.24160050,0.23073434,1.00107555,0.24751430,1.39682029,0.69901857,-0.34562815,561,2023,0.64753678,2022,-0.31325170,6703307.64004118,2519.36241445,0.94439860,0.02583961,0.47577480,0.39889101,,,0.52404329,0.14915391
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00<0.95 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,1.00000000,0.05000000,0.30000000,0.00104594,0.06918826,0.00105605,0.06919094,705860.72048532,97500.00000000,608360.72048532,6.23959713,0.22835788,0.22027871,0.96894625,0.24361313,1.35446128,0.66067961,-0.34564087,561,2023,0.64756516,2022,-0.31326451,7006523.63976797,2632.39225836,1.05804457,0.02699889,0.48535997,0.39889101,,,0.51443347,0.14914253
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00<0.95 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,1.00000000,0.05000000,0.00000000,0.00019855,0.00175383,0.00022674,0.00190927,358314.07223288,97500.00000000,260814.07223288,2.67501613,0.16242072,0.14806993,0.74168736,0.24367166,1.02860308,0.41153949,-0.39466618,1197,2023,0.64752743,2022,-0.34777362,8250961.06808452,3098.78350346,1.74537159,0.03178239,0.51947571,0.39889101,,,0.48027266,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00<0.90,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,1.00000000,0.10000000,,0.00805878,0.22561355,0.00806502,0.22561472,712334.17056997,97500.00000000,614834.17056997,6.30599149,0.23290621,0.22124504,0.97697766,0.24602951,1.36131540,0.61805626,-0.37683658,685,2023,0.64754294,2022,-0.34601326,6134894.82580928,2307.69433165,0.92498645,0.02366866,0.48136960,0.39889101,,,0.51844934,0.13587743
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00<0.90 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,1.00000000,0.10000000,0.30000000,0.00425920,0.16419419,0.00427170,0.16419478,614775.95615230,97500.00000000,517275.95615230,5.30539442,0.21011156,0.20564504,0.91647345,0.24030971,1.27771775,0.55751781,-0.37686969,685,2023,0.64749905,2022,-0.34606679,6267466.13392718,2356.01867434,1.06723509,0.02416429,0.49753743,0.39889101,,,0.50224077,0.13580522
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.00<0.90 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,1.00000000,0.10000000,0.00000000,0.00023596,0.00175383,0.00026977,0.00190927,301861.71917306,97500.00000000,204361.71917306,2.09601763,0.13513947,0.12954341,0.64846335,0.24096462,0.89660982,0.33157856,-0.40756395,1226,2023,0.64747366,2022,-0.36166701,7351321.86427491,2762.24426566,1.82167682,0.02833071,0.54860086,0.39889101,,,0.45110259,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.05,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,1.05000000,0.00000000,,0.00015042,0.00175383,0.00015802,0.00190927,823990.52049860,97500.00000000,726490.52049860,7.45118483,0.24798242,0.23665294,1.01567676,0.24950374,1.41969858,0.71725516,-0.34573808,533,2023,0.64752072,2022,-0.30492027,7335289.16423065,2755.31441636,0.98072653,0.02825964,0.47346117,0.39889101,,,0.52636161,0.14915511
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.05 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,1.05000000,0.00000000,0.30000000,0.00015042,0.00175383,0.00015802,0.00190927,823990.52049860,97500.00000000,726490.52049860,7.45118483,0.24798242,0.23665294,1.01567676,0.24950374,1.41969858,0.71725516,-0.34573808,533,2023,0.64752072,2022,-0.30492027,7335289.16423065,2755.31441636,0.98072653,0.02825964,0.47346117,0.39889101,,,0.52636161,0.14915511
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.05 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,1.05000000,0.00000000,0.00000000,0.00014939,0.00175383,0.00016050,0.00190927,811372.34807697,97500.00000000,713872.34807697,7.32176767,0.24684521,0.23502027,1.01738627,0.24775511,1.42199960,0.71398008,-0.34573123,533,2023,0.64752446,2022,-0.30490655,7648978.50208389,2872.90204790,1.03606061,0.02946566,0.47860507,0.39889101,,,0.52121551,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.05<1.00,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,1.05000000,0.05000000,,0.00015042,0.00175383,0.00015802,0.00190927,823990.52049860,97500.00000000,726490.52049860,7.45118483,0.24798242,0.23665294,1.01567676,0.24950374,1.41969858,0.71725516,-0.34573808,533,2023,0.64752072,2022,-0.30492027,7335289.16423065,2755.31441636,0.98072653,0.02825964,0.47346117,0.39889101,,,0.52636161,0.14915511
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.05<1.00 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,1.05000000,0.05000000,0.30000000,0.00015117,0.00175383,0.00015789,0.00190927,823309.55896220,97500.00000000,725809.55896220,7.44420060,0.24790600,0.23656547,1.01544060,0.24950056,1.41933447,0.71701509,-0.34574726,533,2023,0.64755986,2022,-0.30492374,7332595.69336904,2754.25617816,0.98100309,0.02824878,0.47347137,0.39889101,,,0.52635065,0.14915511
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.05<1.00 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,1.05000000,0.05000000,0.00000000,0.00015416,0.00175383,0.00016601,0.00190927,703176.77812026,97500.00000000,605676.77812026,6.21206952,0.23364088,0.21987544,0.97377585,0.24794343,1.35467968,0.64295513,-0.36338598,1016,2023,0.64752304,2022,-0.30490666,7394861.65359925,2777.69225976,1.11685432,0.02848915,0.48181391,0.39889101,,,0.51799929,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.05<0.95,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,1.05000000,0.10000000,,0.00015042,0.00175383,0.00015802,0.00190927,823990.52049860,97500.00000000,726490.52049860,7.45118483,0.24798242,0.23665294,1.01567676,0.24950374,1.41969858,0.71725516,-0.34573808,533,2023,0.64752072,2022,-0.30492027,7335289.16423065,2755.31441636,0.98072653,0.02825964,0.47346117,0.39889101,,,0.52636161,0.14915511
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.05<0.95 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,1.05000000,0.10000000,0.30000000,0.00015137,0.00175383,0.00015808,0.00190927,806944.40471520,97500.00000000,709444.40471520,7.27635287,0.24618496,0.23444131,1.01010230,0.24943154,1.41154844,0.71203735,-0.34574726,533,2023,0.64755986,2022,-0.30492374,7431502.03621040,2791.37714483,0.99709747,0.02862951,0.47373449,0.39889101,,,0.52608711,0.14915511
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@1>=1.05<0.95 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,1,1.05000000,0.10000000,0.00000000,0.00016289,0.00175383,0.00017888,0.00190927,516121.08012027,97500.00000000,418621.08012027,4.29354954,0.20766720,0.18707819,0.88676967,0.24830093,1.23036648,0.57147665,-0.36338702,1016,2023,0.64754657,2022,-0.30493185,8683194.32948615,3260.80218493,1.36073671,0.03344412,0.48709547,0.39889101,,,0.51270462,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=0.90,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,0.90000000,0.00000000,,0.02664967,0.35509081,0.02665424,0.35509157,597973.44092689,97500.00000000,500473.44092689,5.13306093,0.21494765,0.20270711,0.93822829,0.23856795,1.30347852,0.65633837,-0.32749517,566,2017,0.58815901,2022,-0.30789389,4608158.24898759,1737.91707893,0.80875254,0.01782479,0.49996975,0.39900717,,,0.49984441,0.11845427
