label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.gate.ratio_sma,params.gate.fire,params.gate.hysteresis,params.gate.w_off,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=1.00<0.95 off0,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,10,1.00000000,0.05000000,0.00000000,0.00045082,0.00153549,0.00038176,0.00144988,61096.90921647,40000.00000000,21096.90921647,0.52742273,0.18916532,0.13829100,0.78206602,0.26804127,1.05283361,0.52072018,-0.36327634,,2019,0.36694384,2022,-0.25708781,604372.62398570,227.85738092,1.45400078,0.00569643,0.55095023,0.39855012,,,0.44855230,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=1.00<0.90,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,10,1.00000000,0.10000000,,0.02566616,0.36028979,0.02559842,0.36029610,59874.59165069,40000.00000000,19874.59165069,0.49686479,0.16851327,0.13160720,0.71430360,0.26933095,0.97065882,0.59099389,-0.28513538,,2019,0.43964618,2022,-0.25702592,373407.42665017,141.94330879,0.96680417,0.00354858,0.53052852,0.39855012,,,0.46898759,0.14908600
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=1.00<0.90 off30,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,10,1.00000000,0.10000000,0.30000000,0.00889910,0.08593089,0.00881238,0.08593462,60310.45220162,40000.00000000,20310.45220162,0.50776131,0.17307914,0.13400487,0.73414568,0.26623917,0.99776669,0.60691202,-0.28517996,,2019,0.42811880,2022,-0.25706771,402933.16831232,153.05791963,1.03224139,0.00382645,0.53745846,0.39855012,,,0.46204043,0.14905061
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=1.00<0.90 off0,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,10,1.00000000,0.10000000,0.00000000,0.00048742,0.00153549,0.00043117,0.00144988,47968.02913694,40000.00000000,7968.02913694,0.19920073,0.10938989,0.05889978,0.52564443,0.26493164,0.70546979,0.29496055,-0.37086280,,2021,0.34217611,2022,-0.25712602,533439.81009940,201.97114024,1.55742722,0.00504928,0.59763922,0.39855012,,,0.40182262,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=1.05,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,10,1.05000000,0.00000000,,0.00046230,0.00153549,0.00037706,0.00144988,67820.68387088,40000.00000000,27820.68387088,0.69551710,0.20904477,0.17299664,0.82395184,0.27774152,1.12124505,0.73308703,-0.28515682,,2019,0.53937015,2022,-0.25704399,453594.69325576,170.90300717,1.06352169,0.00427258,0.50528126,0.39855012,,,0.49422370,0.14908155
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=1.05 off30,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,10,1.05000000,0.00000000,0.30000000,0.00046230,0.00153549,0.00037706,0.00144988,67820.68387088,40000.00000000,27820.68387088,0.69551710,0.20904477,0.17299664,0.82395184,0.27774152,1.12124505,0.73308703,-0.28515682,,2019,0.53937015,2022,-0.25704399,453594.69325576,170.90300717,1.06352169,0.00427258,0.50528126,0.39855012,,,0.49422370,0.14908155
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=1.05 off0,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,10,1.05000000,0.00000000,0.00000000,0.00045302,0.00153549,0.00037131,0.00144988,66338.06032808,40000.00000000,26338.06032808,0.65845151,0.19860052,0.16562377,0.80131431,0.27316521,1.08837443,0.69640422,-0.28517994,,2019,0.42115443,2022,-0.25707041,501710.22229354,188.95302812,1.20895410,0.00472383,0.51593722,0.39855012,,,0.48357080,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=1.05<1.00,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,10,1.05000000,0.05000000,,0.00046230,0.00153549,0.00037706,0.00144988,67820.68387088,40000.00000000,27820.68387088,0.69551710,0.20904477,0.17299664,0.82395184,0.27774152,1.12124505,0.73308703,-0.28515682,,2019,0.53937015,2022,-0.25704399,453594.69325576,170.90300717,1.06352169,0.00427258,0.50528126,0.39855012,,,0.49422370,0.14908155
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=1.05<1.00 off30,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,10,1.05000000,0.05000000,0.30000000,0.00046230,0.00153549,0.00037706,0.00144988,67820.68387088,40000.00000000,27820.68387088,0.69551710,0.20904477,0.17299664,0.82395184,0.27774152,1.12124505,0.73308703,-0.28515682,,2019,0.53937015,2022,-0.25704399,453594.69325576,170.90300717,1.06352169,0.00427258,0.50528126,0.39855012,,,0.49422370,0.14908155
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=1.05<1.00 off0,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,10,1.05000000,0.05000000,0.00000000,0.00045302,0.00153549,0.00037131,0.00144988,66338.06032808,40000.00000000,26338.06032808,0.65845151,0.19860052,0.16562377,0.80131431,0.27316521,1.08837443,0.69640422,-0.28517994,,2019,0.42115443,2022,-0.25707041,501710.22229354,188.95302812,1.20895410,0.00472383,0.51593722,0.39855012,,,0.48357080,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=1.05<0.95,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,10,1.05000000,0.10000000,,0.00353848,0.10479669,0.00345654,0.10480321,66607.74017295,40000.00000000,26607.74017295,0.66519350,0.20323443,0.16697598,0.80727604,0.27738062,1.09797889,0.71238685,-0.28528661,,2019,0.52461829,2022,-0.25717274,450243.91171168,170.08720779,1.07101905,0.00425218,0.50842581,0.39855012,,,0.49111852,0.14911332
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=1.05<0.95 off30,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,10,1.05000000,0.10000000,0.30000000,0.00183158,0.08578037,0.00174953,0.08578377,67693.15325802,40000.00000000,27693.15325802,0.69232883,0.21098989,0.17236827,0.83519255,0.27503141,1.13678128,0.73978268,-0.28520523,,2019,0.52330550,2022,-0.25709436,460874.59329284,173.83184597,1.07604211,0.00434580,0.51160819,0.39855012,,,0.48793149,0.14907175
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=1.05<0.95 off0,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,10,1.05000000,0.10000000,0.00000000,0.00047539,0.00153549,0.00039346,0.00144988,64823.47524510,40000.00000000,24823.47524510,0.62058688,0.19746031,0.15793475,0.80377636,0.27010879,1.09128004,0.69232183,-0.28521462,,2019,0.36688564,2022,-0.25710743,529130.52817040,199.43972429,1.28070880,0.00498599,0.53545488,0.39855012,,,0.46402660,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.90,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.90000000,0.00000000,,0.03815411,0.36028979,0.03808793,0.36029610,62851.38285011,40000.00000000,22851.38285011,0.57128457,0.17791981,0.14767255,0.75055100,0.26572578,1.02039402,0.64889483,-0.27418897,355,2019,0.41540673,2022,-0.18827746,317829.86817220,121.80466968,0.83972983,0.00304512,0.54307985,0.39855012,,,0.45646417,0.13399364
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.90 off30,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.90000000,0.00000000,0.30000000,0.01435047,0.16603786,0.01427020,0.16604031,59857.22213008,40000.00000000,19857.22213008,0.49643055,0.16389408,0.13151132,0.71467208,0.26028133,0.96927888,0.57132991,-0.28686417,362,2021,0.34207932,2022,-0.18820472,378210.80419568,144.43323453,1.03554834,0.00361083,0.55926376,0.39855012,,,0.44023476,0.13395969
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.90 off0,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.90000000,0.00000000,0.00000000,0.00054219,0.00153549,0.00050206,0.00144988,50760.90501777,40000.00000000,10760.90501777,0.26902263,0.10438778,0.07735916,0.51064830,0.26266605,0.68700958,0.24284050,-0.42986151,,2021,0.34195036,2020,-0.19824187,551213.83408749,209.29960142,1.82477938,0.00523249,0.64799120,0.39855012,,,0.35140778,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.90<0.85,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.90000000,0.05000000,,0.10107376,0.37977931,0.10101970,0.37978441,54763.40714295,40000.00000000,14763.40714295,0.36908518,0.13042865,0.10221628,0.62266325,0.24600395,0.84168184,0.47978414,-0.27184860,355,2021,0.34633061,2022,-0.18790830,248517.82221368,96.88298491,0.73887454,0.00242207,0.60601984,0.39855012,,,0.39349226,0.13379699
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.90<0.85 off30,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.90000000,0.05000000,0.30000000,0.02407673,0.16631286,0.02401531,0.16631557,54120.01838903,40000.00000000,14120.01838903,0.35300046,0.12968024,0.09833753,0.62828972,0.24067314,0.84940031,0.44635228,-0.29053339,362,2021,0.33499657,2022,-0.18805720,260560.40538223,101.19460631,0.77369700,0.00252987,0.61693717,0.39855012,,,0.38258754,0.13368443
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.90<0.85 off0,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.90000000,0.05000000,0.00000000,0.00055117,0.00153549,0.00050188,0.00144988,41517.46404084,40000.00000000,1517.46404084,0.03793660,0.03767837,0.01203577,0.27485416,0.24283575,0.36676045,0.07049995,-0.53444534,,2021,0.30113993,2020,-0.32475736,362303.21856553,139.32423990,1.37501086,0.00348311,0.74993278,0.39855012,,,0.24947319,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.90<0.80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.90000000,0.10000000,,0.18409900,0.59998644,0.18409350,0.60000000,51594.34914341,40000.00000000,11594.34914341,0.28985873,0.10551656,0.08268283,0.57328665,0.21605504,0.78433666,0.38793142,-0.27199798,428,2021,0.24168906,2022,-0.17542008,150484.05596258,64.50798048,0.46324798,0.00161270,0.68925515,0.39906859,,,0.31033816,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.90<0.80 off30,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.90000000,0.10000000,0.30000000,0.05893050,0.29998644,0.05892485,0.30000000,47268.28823285,40000.00000000,7268.28823285,0.18170721,0.08619373,0.05411608,0.51293473,0.20089793,0.69920960,0.30363416,-0.28387363,,2019,0.18530131,2022,-0.17512793,176440.30983686,74.00369945,0.55591111,0.00185009,0.72757559,0.39906859,,,0.27202862,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.90<0.80 off0,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.90000000,0.10000000,0.00000000,0.00040382,0.00127680,0.00040931,0.00142491,34244.09561144,40000.00000000,-5755.90438856,-0.14389761,-0.00804434,-0.05007999,0.06306210,0.20384927,0.08480431,-0.01486499,-0.54115999,,2018,0.31881017,2020,-0.25817362,211539.48675951,87.15844092,0.81422003,0.00217896,0.91256900,0.39906859,,,0.08699602,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.95,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.95000000,0.00000000,,0.01293693,0.23227209,0.01287561,0.23228022,65135.59992795,40000.00000000,25135.59992795,0.62839000,0.19386372,0.15953265,0.78531311,0.27397566,1.06647850,0.67971755,-0.28521217,,2019,0.45954119,2022,-0.25710610,437116.57798889,165.59996079,1.06502298,0.00414000,0.51776917,0.39855012,,,0.48173704,0.14912825
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.95 off30,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.95000000,0.00000000,0.30000000,0.00625832,0.08604307,0.00618041,0.08604693,63329.04113647,40000.00000000,23329.04113647,0.58322603,0.18621881,0.15018498,0.76964339,0.26967824,1.04354269,0.65308099,-0.28513893,,2019,0.37549199,2022,-0.25702203,474917.81200928,179.80423384,1.18340501,0.00449511,0.52813181,0.39855012,,,0.47136035,0.14903071
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.95 off0,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.95000000,0.00000000,0.00000000,0.00052282,0.00153549,0.00047460,0.00144988,52200.65869419,40000.00000000,12200.65869419,0.30501647,0.13076327,0.08650523,0.59829944,0.26457907,0.79989592,0.35992031,-0.36331174,,2021,0.34194291,2022,-0.25700164,632061.26174174,238.69393517,1.77733890,0.00596735,0.58108683,0.39855012,,,0.41833081,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.95<0.90,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.95000000,0.05000000,,0.03606235,0.36028979,0.03599844,0.36029610,61263.49215684,40000.00000000,21263.49215684,0.53158730,0.17175917,0.13919234,0.72905247,0.26672861,0.99089292,0.62642625,-0.27418897,355,2019,0.41540673,2022,-0.20925798,322754.89456482,123.64400822,0.85426581,0.00309110,0.54099314,0.39855012,,,0.45855631,0.13408193
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.95<0.90 off30,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.95000000,0.05000000,0.30000000,0.01310790,0.16606884,0.01302747,0.16607131,59268.88982104,40000.00000000,19268.88982104,0.48172225,0.16154390,0.12824835,0.70573311,0.26096281,0.95733125,0.56313723,-0.28686417,362,2021,0.34207932,2022,-0.19635775,385696.16288015,147.01493186,1.05680227,0.00367537,0.55771623,0.39855012,,,0.44178034,0.13392869
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.95<0.90 off0,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.95000000,0.05000000,0.00000000,0.00054754,0.00153549,0.00050031,0.00144988,52002.42881221,40000.00000000,12002.42881221,0.30006072,0.10997921,0.08526011,0.53086881,0.26170711,0.71450849,0.25584802,-0.42986151,,2021,0.34195036,2020,-0.19824187,564445.52155833,214.05555424,1.86595529,0.00535139,0.64277222,0.39855012,,,0.35662066,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.95<0.85,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.95000000,0.10000000,,0.09899209,0.37977931,0.09893236,0.37978441,53384.33161478,40000.00000000,13384.33161478,0.33460829,0.12451494,0.09384928,0.59977584,0.24708376,0.81051769,0.45803046,-0.27184860,355,2021,0.34633061,2022,-0.20890347,252733.93175900,98.46490655,0.75272550,0.00246162,0.60391919,0.39855012,,,0.39558037,0.13358414
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.95<0.85 off30,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.95000000,0.10000000,0.30000000,0.02283280,0.16647020,0.02277016,0.16647304,53579.68745074,40000.00000000,13579.68745074,0.33949219,0.12735725,0.09504670,0.61857088,0.24141167,0.83644811,0.43835666,-0.29053339,362,2021,0.33499657,2022,-0.19636085,267119.23280604,103.43219118,0.79374101,0.00258580,0.61538232,0.39855012,,,0.38413544,0.13352696
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=0.95<0.85 off0,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,0.95000000,0.10000000,0.00000000,0.00055833,0.00153549,0.00050505,0.00144988,42524.34306186,40000.00000000,2524.34306186,0.06310858,0.04293937,0.01979044,0.29591628,0.24180353,0.39503586,0.08034379,-0.53444534,,2021,0.30113993,2020,-0.32475736,372906.33741632,143.07708182,1.41340117,0.00357693,0.74471127,0.39855012,,,0.25468682,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=1.00,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,1.00000000,0.00000000,,0.00186505,0.08579921,0.00177768,0.08580264,67026.81438904,40000.00000000,27026.81438904,0.67567036,0.20556174,0.16906737,0.81398266,0.27751890,1.10734963,0.72071609,-0.28521875,,2019,0.53937015,2022,-0.25710894,451706.74833978,170.39988460,1.06786285,0.00426000,0.50668227,0.39855012,,,0.49281810,0.14908155
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=1.00 off30,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,1.00000000,0.00000000,0.30000000,0.00182292,0.08580408,0.00175048,0.08580745,68181.85126467,40000.00000000,28181.85126467,0.70454628,0.21362354,0.17477038,0.84279008,0.27518180,1.14740915,0.74916879,-0.28514741,,2019,0.53945962,2022,-0.25703491,462079.66417109,174.11012756,1.07140102,0.00435275,0.50977887,0.39855012,,,0.48976784,0.14903807
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=1.00 off0,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,1.00000000,0.00000000,0.00000000,0.00046438,0.00153549,0.00038714,0.00144988,66759.32348870,40000.00000000,26759.32348870,0.66898309,0.20851198,0.16773384,0.83763356,0.27020387,1.13730858,0.73132598,-0.28511496,,2019,0.42100446,2022,-0.25700024,567623.63936909,213.68162710,1.33450826,0.00534204,0.53301473,0.39855012,,,0.46647486,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=1.00<0.95,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,1.00000000,0.05000000,,0.00809756,0.18363169,0.00801491,0.18363784,67147.84959076,40000.00000000,27147.84959076,0.67869624,0.20655322,0.16966917,0.82152035,0.27518733,1.11826283,0.72398870,-0.28529895,,2019,0.48172377,2022,-0.25719092,451148.47133515,170.65604537,1.06405192,0.00426640,0.51294143,0.39855012,,,0.48657573,0.14904532
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@20>=1.00<0.95 off30,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,20,1.00000000,0.05000000,0.30000000,0.00489361,0.08566377,0.00481539,0.08566713,68297.24618349,40000.00000000,28297.24618349,0.70743115,0.21457856,0.17533529,0.85056640,0.27283231,1.15869545,0.75258175,-0.28512325,,2019,0.48174916,2022,-0.25700972,461298.68161525,174.23042084,1.06716535,0.00435576,0.51600141,0.39855012,,,0.48354067,0.14914273
